,coll_index,surname_x,initials_x,canonical_string_x,name,active,comment,left_side,right_side,similarity,dup_count,item,itemLabel,surname_y,initials_y,canonical_string_y,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
1499,c01039,DAVEY,T.,"DAVEY, T.","DAVEY, Trevor",fl. 1977,,"DAVEY, T.","Davey, T.",1.0,1.0,http://www.wikidata.org/entity/Q1722985,Thomas Davey,Davey,T.,"Davey, T.",,,,,,,,,1758.0,1823.0,,,http://www.wikidata.org/wiki/Q1722985,,,,,,http://adb.anu.edu.au/biography/davey-thomas-1959
1506,c01043,DAVIDSON,W.,"DAVIDSON, W.","DAVIDSON, William",fl. 1820-30,Garden superintendent,"DAVIDSON, W.","Davidson, W.",1.0,1.0,http://www.wikidata.org/entity/Q16043498,William Davidson,Davidson,W.,"Davidson, W.",,,,,,,,P001010b,1844.0,1920.0,,,http://www.wikidata.org/wiki/Q16043498,,,,,http://www.eoas.info/biogs/P001010b,http://adb.anu.edu.au/biography/davidson-william-5905
1509,c01045,DAVIES,C.,"DAVIES, C.","DAVIES, C.",fl. 1890s,,"DAVIES, C.","Davies, C.",1.0,1.0,http://www.wikidata.org/entity/Q16037692,Charles Davies,Davies,C.,"Davies, C.",,94609242,,,,,,,1847.0,1921.0,,,http://www.wikidata.org/wiki/Q16037692,,,,,,http://adb.anu.edu.au/biography/davies-charles-ellis-6374
1510,c01045,DAVIES,C.,"DAVIES, C.","DAVIES, C.",fl. 1890s,,"DAVIES, C.","Davies, C.",1.0,1.0,http://www.wikidata.org/entity/Q16037692,Charles Davies,Davies,C.,"Davies, C.",,94609242,,,,,,,1847.0,1921.0,,,http://www.wikidata.org/wiki/Q16037692,,,,,,http://adb.anu.edu.au/biography/davies-charles-ellis-6374
1511,c01046,DAVIES,C.,"DAVIES, C.","DAVIES, Charles",1814-1888,"Medical practitioner, naturalist, politician","DAVIES, C.","Davies, C.",1.0,1.0,http://www.wikidata.org/entity/Q16037692,Charles Davies,Davies,C.,"Davies, C.",,94609242,,,,,,,1847.0,1921.0,,,http://www.wikidata.org/wiki/Q16037692,,,,,,http://adb.anu.edu.au/biography/davies-charles-ellis-6374
1512,c01046,DAVIES,C.,"DAVIES, C.","DAVIES, Charles",1814-1888,"Medical practitioner, naturalist, politician","DAVIES, C.","Davies, C.",1.0,1.0,http://www.wikidata.org/entity/Q16037692,Charles Davies,Davies,C.,"Davies, C.",,94609242,,,,,,,1847.0,1921.0,,,http://www.wikidata.org/wiki/Q16037692,,,,,,http://adb.anu.edu.au/biography/davies-charles-ellis-6374
1514,c01048,DAVIES,O.B.,"DAVIES, O.B.","DAVIES, Olive Blanche",1884-1976,"Botanist, botanical illustrator","DAVIES, O.B.","Davies, O.B.",1.0,1.0,http://www.wikidata.org/entity/Q7087132,Olive Blanche Davies,Davies,O.B.,"Davies, O.B.",,,,78143.0,13198-1,O.B.Davies,,,1884.0,1976.0,,,http://www.wikidata.org/wiki/Q7087132,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=78143,https://www.ipni.org/a/13198-1,,,
1517,c01051,DAVIS,H.,"DAVIS, H.","DAVIS, H.",,,"DAVIS, H.","Davis, H.",1.0,1.0,http://www.wikidata.org/entity/Q37148053,Hannah Davis,Davis,H.,"Davis, H.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q37148053,,,,,,
1523,c01055,DAWES,W.,"DAWES, W.","DAWES, William",1762-1836,"First Fleet Royal Marine, illustrated plants","DAWES, W.","Dawes, W.",1.0,1.0,http://www.wikidata.org/entity/Q8007674,William Dawes,Dawes,W.,"Dawes, W.",,55503463,0000 0000 6352 7871,,,,,P000356b,1762.0,1836.0,,,http://www.wikidata.org/wiki/Q8007674,,,,,http://www.eoas.info/biogs/P000356b,http://adb.anu.edu.au/biography/dawes-william-1968
1540,c01070,DECAISNE,J.,"DECAISNE, J.","DECAISNE, Joseph",1807-82,"French botanist, did not visit Australia","DECAISNE, J.","Decaisne, J.",1.0,1.0,http://www.wikidata.org/entity/Q966069,Joseph Decaisne,Decaisne,J.,"Decaisne, J.",,7463125,0000 0000 8086 4626,169.0,2063-1,Decne.,,P005235b,1807.0,1882.0,,,http://www.wikidata.org/wiki/Q966069,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=169,https://www.ipni.org/a/2063-1,,http://www.eoas.info/biogs/P005235b,
1541,c01071,DEFLANDRE,G.,"DEFLANDRE, G.","DEFLANDRE, Geoges, Dr",fl. 1950-60,Palynologist,"DEFLANDRE, G.","Deflandre, G.",1.0,1.0,http://www.wikidata.org/entity/Q1508870,Georges Deflandre,Deflandre,G.,"Deflandre, G.",,59204062,0000 0001 0905 9488,70998.0,12401-1,Deflandre,,,1897.0,1973.0,,,http://www.wikidata.org/wiki/Q1508870,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70998,https://www.ipni.org/a/12401-1,,,
1544,c01074,DELL,B.,"DELL, B.","DELL, Bernard, Dr",1947-,Botanist,"DELL, B.","Dell, B.",1.0,1.0,http://www.wikidata.org/entity/Q21510184,Bernard Dell,Dell,B.,"Dell, B.",,109718474,0000 0001 1082 1951,77990,13277-1,Dell,,,1949.0,,,,http://www.wikidata.org/wiki/Q21510184,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=77990,https://www.ipni.org/a/13277-1,,,
1548,c01078,DEMPSTER,A.,"DEMPSTER, A.","DEMPSTER, Andrew",1843-1909,Pastoralist,"DEMPSTER, A.","Dempster, A.",1.0,1.0,http://www.wikidata.org/entity/Q21535572,Andrew Dempster,Dempster,A.,"Dempster, A.",,305105112,,,,,,,1843.0,1909.0,,,http://www.wikidata.org/wiki/Q21535572,,,,,,http://adb.anu.edu.au/biography/dempster-andrew-3881
1551,c01081,DENDY,A.,"DENDY, A.","DENDY, Arthur, Prof.",1865-1925,"Biologist, writer","DENDY, A.","Dendy, A.",1.0,1.0,http://www.wikidata.org/entity/Q1937783,Arthur Dendy,Dendy,A.,"Dendy, A.",,33518665,0000 0000 8370 728X,83094.0,,,,P001005b,1865.0,1925.0,,,http://www.wikidata.org/wiki/Q1937783,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=83094,,,http://www.eoas.info/biogs/P001005b,http://adb.anu.edu.au/biography/dendy-arthur-5951
1555,c01085,DETTMANN,M.E.,"DETTMANN, M.E.","DETTMANN, Mary Elizabeth, Dr",1935-,Palynologist,"DETTMANN, M.E.","Dettmann, M.E.",1.0,1.0,http://www.wikidata.org/entity/Q21510292,Mary Elizabeth Dettmann,Dettmann,M.E.,"Dettmann, M.E.",,,,,33991-1,M.E.Dettmann,,,1935.0,,,,http://www.wikidata.org/wiki/Q21510292,,,https://www.ipni.org/a/33991-1,,,
1575,c01102,DIXON,K.W.,"DIXON, K.W.","DIXON, Kingsley Wayne, Dr",1954-,"Horticultural botanist, WA","DIXON, K.W.","Dixon, K.W.",1.0,1.0,http://www.wikidata.org/entity/Q21389745,Kingsley Wayne Dixon,Dixon,K.W.,"Dixon, K.W.",0000-0001-5989-2929,269110336,0000 0004 5308 2070,,35948-1,K.W.Dixon,,,1954.0,,,,http://www.wikidata.org/wiki/Q21389745,https://orcid.org/0000-0001-5989-2929,,https://www.ipni.org/a/35948-1,,,
