,coll_index,surname_x,initials_x,clean_name,raw_name,name,matched_name,distance,dup_count,item,itemLabel,surname_y,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
3814,c03494,WISSMANN,H.J.,"WISSMANN, H.J.","WISSMANN, Hans Joachim*","WISSMANN, H.J.","Dissmann, E.",0.96,1,http://www.wikidata.org/entity/Q47116503,E. Dissmann,Dissmann,E.,"Dissmann, E.",,,,72530,18065-1,Dissmann,,,,
3815,c00725,CAMARA,A.,"CAMARA, A.","CAMARA, Antonio, Chevalier de la(also as CAMERA)","CAMARA, A.","Camargo, A.",0.96,2,http://www.wikidata.org/entity/Q22911203,Alexssandro Camargo,Camargo,A.,"Camargo, A.",,,,,,,,,,
3816,c00725,CAMARA,A.,"CAMARA, A.","CAMARA, Antonio, Chevalier de la(also as CAMERA)","CAMARA, A.","Camargo, A.",0.96,2,http://www.wikidata.org/entity/Q43125962,Arley Camargo,Camargo,A.,"Camargo, A.",0000-0001-7734-8679,,,,,,,,,
3817,c00802,CATLETT,W.,"CATLETT, W.","CATLETT, W.","CATLETT, W.","Klett, W.",0.96,2,http://www.wikidata.org/entity/Q55060547,Wolfgang Klett,Klett,W.,"Klett, W.",,171954573,,,,,1900.0,2004.0,,
3818,c00802,CATLETT,W.,"CATLETT, W.","CATLETT, W.","CATLETT, W.","Klett, W.",0.96,2,http://www.wikidata.org/entity/Q47120238,W. Klett,Klett,W.,"Klett, W.",,,,,21489-1,W.Klett,,,,
3819,c03403,WHAITE,J.,"WHAITE, J.","WHAITE, J.","WHAITE, J.","White, J.",0.96,4,http://www.wikidata.org/entity/Q6145427,James White,White,J.,"White, J.",,100904454,0000 0001 0786 9188,,,,1863.0,1928.0,,
3820,c03403,WHAITE,J.,"WHAITE, J.","WHAITE, J.","WHAITE, J.","White, J.",0.96,4,http://www.wikidata.org/entity/Q1387000,John White,White,J.,"White, J.",,115343477,0000 0000 8162 2338,1166.0,13079-1,J.White R.N.,1756.0,1832.0,,
3821,c03403,WHAITE,J.,"WHAITE, J.","WHAITE, J.","WHAITE, J.","White, J.",0.96,4,http://www.wikidata.org/entity/Q21612589,John White,White,J.,"White, J.",,315634252,,,13010-1,J.White Dubl.,1767.0,1818.0,,
3822,c03403,WHAITE,J.,"WHAITE, J.","WHAITE, J.","WHAITE, J.","White, J.",0.96,4,http://www.wikidata.org/entity/Q25802446,Jill White,White,J.,"White, J.",,,,,37700-1,Jill White,,,,
3823,c00056,ALLITT,W.,"ALLITT, W.","ALLITT, William","ALLITT, W.","Witt, W.",0.97,1,http://www.wikidata.org/entity/Q21393065,Wolfgang Witt,Witt,W.,"Witt, W.",,,,,,,,,,
3824,c00100,ANTONIAK,W.,"ANTONIAK, W.","ANTONIAK, Wendy","ANTONIAK, W.","Antoniades, D.",0.97,1,http://www.wikidata.org/entity/Q36533508,Dermot Antoniades,Antoniades,D.,"Antoniades, D.",0000-0001-6629-4839,24152930855609670952,,,20013135-1,D.Anton.,,,,
3825,c00357,BERNEY,F.L.,"BERNEY, F.L.","BERNEY, Frederic Lee ^^","BERNEY, F.L.","Bernal, F.L.",0.97,1,http://www.wikidata.org/entity/Q3573578,Francisco Loscos Bernal,Bernal,F.L.,"Bernal, F.L.",,39494978,0000 0000 5924 6217,34502.0,5766-1,Loscos,1823.0,1886.0,,
3826,c00381,BICK,E.W.,"BICK, E.W.","BICK, Ernest Walter","BICK, E.W.","Bick, J.T.",0.97,1,http://www.wikidata.org/entity/Q60429150,James Theodorus Bick,Bick,J.T.,"Bick, J.T.",,,,,,,,,,
3827,c00457,"BOGISCH,",,"BOGISCH,","BOGISCH, ^^","BOGISCH,","Bogin, C.",0.97,1,http://www.wikidata.org/entity/Q5772578,Clifford Bogin,Bogin,C.,"Bogin, C.",,,,,13375-1,Bogin,1920.0,,,
3828,c00657,BURKITT,A.H.,"BURKITT, A.H.","BURKITT, Arthur Horace ^^","BURKITT, A.H.","Burki, F.",0.97,1,http://www.wikidata.org/entity/Q22693346,Fabien Burki,Burki,F.,"Burki, F.",,,,,,,,,,
3829,c00758,CANTY,P.,"CANTY, P.","CANTY, Peter","CANTY, P.","Genty, P.A.",0.97,1,http://www.wikidata.org/entity/Q21513895,Paul André Genty,Genty,P.A.,"Genty, P.A.",,227145003315161301072,,,3088-1,P.A.Genty,1861.0,1955.0,,
3830,c00830,CHESTERFIELD,E.A.,"CHESTERFIELD, E.A.","CHESTERFIELD, Evan Alexander*","CHESTERFIELD, E.A.","Waterfield, M.H.",0.97,1,http://www.wikidata.org/entity/Q21289447,Margaret Helen Waterfield,Waterfield,M.H.,"Waterfield, M.H.",,96330646,0000 0000 6995 0574,,,,1863.0,1953.0,,
3831,c00909,CONRICK,P.E.,"CONRICK, P.E.","CONRICK, Patrick Edward*","CONRICK, P.E.","Conring, H.",0.97,1,http://www.wikidata.org/entity/Q77508,Hermann Conring,Conring,H.,"Conring, H.",,41920343,0000 0001 0891 506X,,,,1606.0,1681.0,,
3832,c00910,CONSIDEN. Denis,,CONSIDEN. Denis,CONSIDEN. Denis,CONSIDEN. Denis,"Denis, J.",0.97,1,http://www.wikidata.org/entity/Q3158701,Jacques Denis,Denis,J.,"Denis, J.",,180320700,,,,,1902.0,1972.0,,
3833,c01113,DOING,H.,"DOING, H.","DOING, Henk","DOING, H.","Doi, H.",0.97,1,http://www.wikidata.org/entity/Q28735311,Hironobi Doi,Doi,H.,"Doi, H.",,,,,,,,,,
3834,c01242,FAGG,M.A.,"FAGG, M.A.","FAGG, Murray Allan*","FAGG, M.A.","Fagge, C.",0.97,1,http://www.wikidata.org/entity/Q5077580,Charles Fagge,Fagge,C.,"Fagge, C.",,11190974,0000 0000 2228 2863,,,,1873.0,1939.0,,
3835,c01256,FELL,L.A.,"FELL, L.A.","FELL, Leonard Armstrong*","FELL, L.A.","Fell, J.W.",0.97,1,http://www.wikidata.org/entity/Q21502942,Jack W. Fell,Fell,J.W.,"Fell, J.W.",,,,78337,18714-1,Fell,,,,
3836,c01358,FULLAGAR,J.P.,"FULLAGAR, J.P.","FULLAGAR, James P.","FULLAGAR, J.P.","Fuller, J.",0.97,1,http://www.wikidata.org/entity/Q21808706,James Fuller,Fuller,J.,"Fuller, J.",,,,,,,,,,
3837,c01503,GREIG,J.A.,"GREIG, J.A.","GREIG, J.A.","GREIG, J.A.","Freig, J.T.",0.97,1,http://www.wikidata.org/entity/Q21544013,Johannes Thomas Freig,Freig,J.T.,"Freig, J.T.",,41974320,0000 0000 8120 7900,,,,1543.0,1583.0,,
3838,c01786,HULSE,A.C.,"HULSE, A.C.","HULSE, A.C., see HULLS","HULSE, A.C.","Hulselmans, J.",0.97,1,http://www.wikidata.org/entity/Q21338230,Jan Hulselmans,Hulselmans,J.,"Hulselmans, J.",,,,,,,,,,
3839,c01984,KNOTZSCH,C.H.[.K.].,"KNOTZSCH, C.H.[.K.].","KNOTZSCH, Charles Herrmann; [or KNOETZSCH ]","KNOTZSCH, C.H.[.K.].","Kotzsch, A.",0.97,1,http://www.wikidata.org/entity/Q762462,August Kotzsch,Kotzsch,A.,"Kotzsch, A.",,25399166,0000 0000 5953 2467,,,,1836.0,1910.0,,
3840,c02063,LE PLASTRIER,C.M.,"LE PLASTRIER, C.M.","LE PLASTRIER, Constance M.","LE PLASTRIER, C.M.","Clastrier, J.",0.97,1,http://www.wikidata.org/entity/Q55238747,Jean Clastrier,Clastrier,J.,"Clastrier, J.",,43357752,0000 0000 7359 6993,,,,1910.0,1997.0,,
3841,c02276,MAURITZON,J.,"MAURITZON, J.","MAURITZON, J.","MAURITZON, J.","Mauriès, J.",0.97,1,http://www.wikidata.org/entity/Q21338875,Jean-Paul Mauriès,Mauriès,J.,"Mauriès, J.",,44149233573176512413,0000 0003 8560 7137,,,,,,,
3842,c02477,MOSEL,I.,"MOSEL, I.","MOSEL, Ian","MOSEL, I.","Moses, I.",0.97,1,http://www.wikidata.org/entity/Q55068759,Irene Moses,Moses,I.,"Moses, I.",,,,,,,1908.0,1953.0,,
3843,c02586,NOTT,I.M.,"NOTT, I.M.","NOTT, I. Mrs","NOTT, I.M.","Nott, C.P.",0.97,1,http://www.wikidata.org/entity/Q36528572,Charles Palmer Nott,Nott,C.P.,"Nott, C.P.",,,,43176,7046-1,Nott,,1900.0,,
3844,c02978,SOMERSET,H.B.,"SOMERSET, H.B.","SOMERSET, Henry Beaufort, Sir","SOMERSET, H.B.","Somers, C.",0.97,1,http://www.wikidata.org/entity/Q21609198,Carl Somers,Somers,C.,"Somers, C.",,,,,27000-1,Somers,1963.0,,,
3845,c02987,SPAFFORD,W.J.,"SPAFFORD, W.J.","SPAFFORD, Walter John","SPAFFORD, W.J.","Safford, W.E.",0.97,1,http://www.wikidata.org/entity/Q3568593,William Edwin Safford,Safford,W.E.,"Safford, W.E.",,35938126,0000 0000 8441 0269,17052.0,8805-1,Saff.,1859.0,1926.0,,
3846,c03010,STAER,J.,"STAER, J.","STAER, John","STAER, J.","Staes, G.",0.97,1,http://www.wikidata.org/entity/Q21609444,Gustaaf Staes,Staes,G.,"Staes, G.",,309587416,,5669,10011-1,Staes,1863.0,1918.0,,
3847,c03087,SULMAN,F.,"SULMAN, F.","SULMAN, Florence","SULMAN, F.","Kulman, C.",0.97,1,http://www.wikidata.org/entity/Q55626406,Christian Kulman,Kulman,C.,"Kulman, C.",,,,,,,1805.0,1869.0,,
3848,c03110,SZENT-IVANY,M.L.,"SZENT-IVANY, M.L.","SZENT-IVANY, Maria Louise, Mrs (nee LAKATOS)*","SZENT-IVANY, M.L.","Szent-Ivány, J.G.H.",0.97,1,http://www.wikidata.org/entity/Q20478496,József Gyula Hubertus Szent-Ivány,Szent-Ivány,J.G.H.,"Szent-Ivány, J.G.H.",,121451192,0000 0000 7931 781X,,,,1910.0,1988.0,,
3849,c03186,TOPP,C.A.,"TOPP, C.A.","TOPP, Charles Alfred","TOPP, C.A.","Sepp, C.A.",0.97,1,http://www.wikidata.org/entity/Q19361299,Christiaan Andreas Sepp,Sepp,C.A.,"Sepp, C.A.",,64404429,0000 0000 8144 3364,,,,1700.0,1775.0,,
3850,c03263,VOGAN,A.J.,"VOGAN, A.J.","VOGAN, Arthur James","VOGAN, A.J.","Morgan, A.J.",0.97,1,http://www.wikidata.org/entity/Q35554788,Andrew J. Morgan,Morgan,A.J.,"Morgan, A.J.",,,,,,,,,,
3851,c03353,WAWRA von FERNSEE,H.R.,"WAWRA von FERNSEE, H.R.","WAWRA von FERNSEE, Heinrich Ritter","WAWRA von FERNSEE, H.R.","Wawra, E.",0.97,1,http://www.wikidata.org/entity/Q42884499,Erhard Wawra,Wawra,E.,"Wawra, E.",,,,,,,,,,
3852,c03430,WHITEHILL,T.,"WHITEHILL, T.","WHITEHILL, Tony","WHITEHILL, T.","White, T.",0.97,1,http://www.wikidata.org/entity/Q3525670,Thomas White,White,T.,"White, T.",,9439982,0000 0000 7390 9611,,,,1830.0,1888.0,,
3853,c03528,WUTH,E.,"WUTH, E.","WUTH, E., Dr","WUTH, E.","Huth, E.",0.97,1,http://www.wikidata.org/entity/Q4502525,Ernst Huth,Huth,E.,"Huth, E.",,74633048,0000 0000 1063 1018,66792.0,4254-1,Huth,1845.0,1897.0,,
3854,c00199,BANER,M.,"BANER, M.","BANER, Miss","BANER, M.","Banerjee, M.",0.97,2,http://www.wikidata.org/entity/Q36620183,Manju Banerjee,Banerjee,M.,"Banerjee, M.",,,,,20002297-1,Manju Banerjee,,,,
3855,c00199,BANER,M.,"BANER, M.","BANER, Miss","BANER, M.","Banerjee, M.",0.97,2,http://www.wikidata.org/entity/Q47113628,M. Banerjee,Banerjee,M.,"Banerjee, M.",,,,,33952-1,M.Banerjee,,,,
3856,c03393,WESTALL,W.,"WESTALL, W.","WESTALL, William","WESTALL, W.","West, W.",0.97,2,http://www.wikidata.org/entity/Q8020208,William West,West,W.,"West, W.",,100263010,0000 0001 2145 2733,50248.0,11580-1,West,1848.0,1914.0,,
3857,c03393,WESTALL,W.,"WESTALL, W.","WESTALL, William","WESTALL, W.","West, W.",0.97,2,http://www.wikidata.org/entity/Q21516419,William West,West,W.,"West, W.",,,,79173,31758-1,W.West,1875.0,1901.0,,
3858,c00005,ACKLAND,J.J.,"ACKLAND, J.J.","ACKLAND, Judith Joan","ACKLAND, J.J.","Strickland, J.C.",0.98,1,http://www.wikidata.org/entity/Q21609951,"John Claiborne,Jr. Strickland",Strickland,J.C.,"Strickland, J.C.",,,,,30531-1,J.C.Strickland,1915.0,,,
3859,c00022,ADCOCK,T.,"ADCOCK, T.","ADCOCK, T. ^^","ADCOCK, T.","Hancock, T.",0.98,1,http://www.wikidata.org/entity/Q18672452,Thomas Hancock,Hancock,T.,"Hancock, T.",,39813416,0000 0000 8119 2198,76980,3610-1,Hancock,1783.0,1849.0,,
3860,c00107,ARDEN,S.,"ARDEN, S.","ARDEN, Stanley","ARDEN, S.","Arde, W.R.",0.98,1,http://www.wikidata.org/entity/Q21505311,Walker Robert Arde,Arde,W.R.,"Arde, W.R.",,,,,30950-1,Arde,1902.0,,,
3861,c00359,BERRARD,A.(.a.B.,"BERRARD, A.(.a.B.","BERRARD, Auguste  (also as Beraud, Bernaud) ^^","BERRARD, A.(.a.B.","Berard, R.",0.98,1,http://www.wikidata.org/entity/Q21395534,Roland Berard,Berard,R.,"Berard, R.",,,,,,,1927.0,2009.0,,
3862,c00486,BOUTON,A.F.(.g.a.B.,"BOUTON, A.F.(.g.a.B.","BOUTON, A.F. (also given as BONTOU) ^^","BOUTON, A.F.(.g.a.B.","Bouton, L.",0.98,1,http://www.wikidata.org/entity/Q2114760,Louis Bouton,Bouton,L.,"Bouton, L.",,760139,0000 0000 2009 1860,46074.0,1038-1,Bouton,1800.0,1878.0,,
3863,c00589,BROWN,W.T.o.P.[.i.o.p.l.,"BROWN, W.T.o.P.[.i.o.p.l.","BROWN, William T. or P. [Either initial on plant labels]","BROWN, W.T.o.P.[.i.o.p.l.","Brown, W.",0.98,1,http://www.wikidata.org/entity/Q18936303,William Brown,Brown,W.,"Brown, W.",,,,82771,16611-1,W.Br.,1888.0,1975.0,,
3864,c00662,BURKITT,W.C.,"BURKITT, W.C.","BURKITT, William Christopher","BURKITT, W.C.","Burki, F.",0.98,1,http://www.wikidata.org/entity/Q22693346,Fabien Burki,Burki,F.,"Burki, F.",,,,,,,,,,
3865,c00675,BURROW,R.J.G.,"BURROW, R.J.G.","BURROW, Robert John Gordon","BURROW, R.J.G.","Burrow, C.J.",0.98,1,http://www.wikidata.org/entity/Q21393203,Carole J. Burrow,Burrow,C.J.,"Burrow, C.J.",0000-0002-1458-070X,,,,,,,,,
3866,c00825,CHARSLEY,F.A.,"CHARSLEY, F.A.","CHARSLEY, Fanny Anne, Miss","CHARSLEY, F.A.","Paley, F.A.",0.98,1,http://www.wikidata.org/entity/Q5497260,Frederick Apthorp Paley,Paley,F.A.,"Paley, F.A.",,17307266,0000 0000 8339 5634,1897.0,7267-1,Paley,1815.0,1888.0,,
3867,c01133,DOVEY,L.G.,"DOVEY, L.G.","DOVEY, Leonard G.","DOVEY, L.G.","Dover, J.",0.98,1,http://www.wikidata.org/entity/Q88819040,Jim Dover,Dover,J.,"Dover, J.",,,,,20036036-1,Dover,,,,
3868,c01224,EPPS,F.C.,"EPPS, F.C.","EPPS, F.C.","EPPS, F.C.","Eppson, H.F.",0.98,1,http://www.wikidata.org/entity/Q21512249,Harold Fielding Eppson,Eppson,H.F.,"Eppson, H.F.",,,,,20012438-1,Eppson,1904.0,,,
3869,c01301,FLYN,R.J.,"FLYN, R.J.","FLYN, R.J.","FLYN, R.J.","Flynn, J.J.",0.98,1,http://www.wikidata.org/entity/Q21584770,John J. Flynn,Flynn,J.J.,"Flynn, J.J.",,,,,,,,,,
3870,c01332,FOX,J.E.D.,"FOX, J.E.D.","FOX, John Edward David, Dr","FOX, J.E.D.","Fox, M.",0.98,1,http://www.wikidata.org/entity/Q47117378,Margaret Fox,Fox,M.,"Fox, M.",,,,,33140-1,M.Fox,,,,
3871,c01349,FREMLIN,B.L.,"FREMLIN, B.L.","FREMLIN, Bryony Lynne","FREMLIN, B.L.","Gremli, A.",0.98,1,http://www.wikidata.org/entity/Q122022,August Gremli,Gremli,A.,"Gremli, A.",,95573549,0000 0001 0999 9541,73357.0,12519-1,Gremli,1833.0,1899.0,,
3872,c01382,GASTEEN,J.,"GASTEEN, J.","GASTEEN, J.","GASTEEN, J.","Gastón, J.",0.98,1,http://www.wikidata.org/entity/Q21338268,Javier Gastón,Gastón,J.,"Gastón, J.",,,,,,,,,,
3873,c01785,HULSBERG,H.,"HULSBERG, H.","HULSBERG, Henry","HULSBERG, H.","Alsberg, C.L.",0.98,1,http://www.wikidata.org/entity/Q3658782,Carl Lucas Alsberg,Alsberg,C.L.,"Alsberg, C.L.",,3975143,0000 0000 8418 8506,,,,1877.0,1940.0,,
3874,c01913,KEARTLAND,G.A.,"KEARTLAND, G.A.","KEARTLAND, George Arthur","KEARTLAND, G.A.","Hartland, E.S.",0.98,1,http://www.wikidata.org/entity/Q5346815,Edwin Sidney Hartland,Hartland,E.S.,"Hartland, E.S.",,37056768,0000 0000 8115 9734,,,,1848.0,1927.0,,
3875,c01917,KEILLER,I.J.,"KEILLER, I.J.","KEILLER, It.J.","KEILLER, I.J.","Keill, J.",0.98,1,http://www.wikidata.org/entity/Q14946873,James Keill,Keill,J.,"Keill, J.",,64347162,0000 0000 6299 4443,7520,,,1673.0,1719.0,,
3876,c02065,LE SOUEF,W.J.D.,"LE SOUEF, W.J.D.","LE SOUEF, W.J. Dudley","LE SOUEF, W.J.D.","Souef, D.L.",0.98,1,http://www.wikidata.org/entity/Q5311905,Dudley Le Souef,Souef,D.L.,"Souef, D.L.",,286686625,,,,,1856.0,1923.0,,
3877,c02134,LOOKER,H.W.,"LOOKER, H.W.","LOOKER, H. Waldo","LOOKER, H.W.","Looken, H.v.",0.98,1,http://www.wikidata.org/entity/Q36575420,Herman van Looken,Looken,H.v.,"Looken, H.v.",,,,70481,28209-1,Looken,,,,
3878,c02208,MADIGAN,C.T.,"MADIGAN, C.T.","MADIGAN, Cecil Thomas","MADIGAN, C.T.","Regan, C.T.",0.98,1,http://www.wikidata.org/entity/Q953139,Charles Tate Regan,Regan,C.T.,"Regan, C.T.",,3986712,0000 0000 8083 4937,,,,1878.0,1943.0,,
3879,c02219,MALCOM,C.R.,"MALCOM, C.R.","MALCOM, C.R.","MALCOM, C.R.","Malcomber, S.T.",0.98,1,http://www.wikidata.org/entity/Q6128761,Simon T. Malcomber,Malcomber,S.T.,"Malcomber, S.T.",,,,,36020-1,Malcomber,1967.0,,,
3880,c02234,MARECHAL,N.,"MARECHAL, N.","MARECHAL, Nicholas","MARECHAL, N.","Mal, N.",0.98,1,http://www.wikidata.org/entity/Q64068943,Noël Mal,Mal,N.,"Mal, N.",,,,,,,,,,
3881,c02385,MESTON,A.,"MESTON, A.","MESTON, Archibald","MESTON, A.","Weston, A.S.",0.98,1,http://www.wikidata.org/entity/Q21612531,Arthur Stewart Weston,Weston,A.S.,"Weston, A.S.",,,,,13335-1,A.S.Weston,1932.0,,,
3882,c02634,OWER,L.H.,"OWER, L.H.","OWER, Leslie H.","OWER, L.H.","Owerin, A.P.",0.98,1,http://www.wikidata.org/entity/Q36507271,Alexander Pavlovic Owerin,Owerin,A.P.,"Owerin, A.P.",,,,34891,7216-1,Owerin,1850.0,,,
3883,c02786,RUMMERY,E.G.,"RUMMERY, E.G.","RUMMERY, Edward George","RUMMERY, E.G.","Rummel, L.",0.98,1,http://www.wikidata.org/entity/Q55072107,Lambert Rummel,Rummel,L.,"Rummel, L.",,301747684,,,,,1877.0,1961.0,,
3884,c02789,RUSDEN,G.W.,"RUSDEN, G.W.","RUSDEN, G.W.","RUSDEN, G.W.","Heusden, E.",0.98,1,http://www.wikidata.org/entity/Q26712179,E.C.H.van Heusden,Heusden,E.,"Heusden, E.",,,,,28201-1,Heusden,,,,
3885,c03054,STONES,E.M.,"STONES, E.M.","STONES, Elsie Margaret, Miss*","STONES, E.M.","Stone, J.",0.98,1,http://www.wikidata.org/entity/Q36599708,J.L. Stone,Stone,J.,"Stone, J.",,,,,27256-1,J.L.Stone,,,,
3886,c03265,VON FERNSEE,H.R.W.,"VON FERNSEE, H.R.W.","VON FERNSEE, H.R.W., see WAWRA von FERNSEE","VON FERNSEE, H.R.W.","Fernsee, H.W.v.",0.98,1,http://www.wikidata.org/entity/Q79184,Heinrich Wawra von Fernsee,Fernsee,H.W.v.,"Fernsee, H.W.v.",,47514915,0000 0000 7984 3692,1016.0,11447-1,Wawra,1831.0,1887.0,,
3887,c02912,SIBELIUS,,SIBELIUS,SIBELIUS,SIBELIUS,"Åkelius, E.",0.98,2,http://www.wikidata.org/entity/Q88809973,Elin Åkelius,Åkelius,E.,"Åkelius, E.",,,,,20034675-1,Åkelius,,,,
3888,c02912,SIBELIUS,,SIBELIUS,SIBELIUS,SIBELIUS,"Åkelius, E.",0.98,2,http://www.wikidata.org/entity/Q21388371,Elin Åkelius,Åkelius,E.,"Åkelius, E.",,,,,,,,,,
3889,c00452,BODDY,E.R.(.,"BODDY, E.R.(.","BODDY, Edward Ralph (""Ralph"")","BODDY, E.R.(.","Hardy, E.R.",0.99,1,http://www.wikidata.org/entity/Q44516352,Elsa Rodrigues Hardy,Hardy,E.R.,"Hardy, E.R.",,,,,,,,,,
3890,c00474,BORY DE ST VINCENT,J.B.G.M.,"BORY DE ST VINCENT, J.B.G.M.","BORY DE ST VINCENT, Jean Baptiste George Marcellin, Baron de","BORY DE ST VINCENT, J.B.G.M.","Saint-Vincent, J.B.d.",0.99,1,http://www.wikidata.org/entity/Q1345319,Jean-Baptiste Bory de Saint-Vincent,Saint-Vincent,J.B.d.,"Saint-Vincent, J.B.d.",,54144690,0000 0001 2133 3611,50005.0,16366-1,Bory,1778.0,1846.0,,
3891,c00475,BOSISTO,J.,"BOSISTO, J.","BOSISTO, Joseph","BOSISTO, J.","Listo, J.",0.99,1,http://www.wikidata.org/entity/Q55065036,Jaakko Listo,Listo,J.,"Listo, J.",,,,,,,1900.0,1935.0,,
3892,c01061,DE BOULEY,s.B.,"DE BOULEY, s.B.","DE BOULEY, see BOULEY","DE BOULEY, s.B.","Bouley, H.M.",0.99,1,http://www.wikidata.org/entity/Q16889566,Henri Marie Bouley,Bouley,H.M.,"Bouley, H.M.",,22180519,0000 0000 6123 2711,,,,1814.0,1885.0,,
3893,c00665,BURNELL,T.C.,"BURNELL, T.C.","BURNELL, T.C. ^^","BURNELL, T.C.","Burnet, É.",0.99,1,http://www.wikidata.org/entity/Q37766407,Étienne Burnet,Burnet,É.,"Burnet, É.",,39452504,0000 0000 8118 2846,,,,1873.0,1960.0,,
3894,c00998,CUSACK,W.M.,"CUSACK, W.M.","CUSACK, William Michael","CUSACK, W.M.","Cormack, W.M.",0.99,1,http://www.wikidata.org/entity/Q88838803,Walter Mac Cormack,Cormack,W.M.,"Cormack, W.M.",,,,,20039126-1,Mac Cormack,,,,
3895,c01059,DE  PANNEMAEKER,P.,"DE  PANNEMAEKER, P.","DE  PANNEMAEKER, Pieter","DE  PANNEMAEKER, P.","Pannemaker, F.",0.99,1,http://www.wikidata.org/entity/Q3085503,François Pannemaker,Pannemaker,F.,"Pannemaker, F.",,288761467,0000 0000 9290 0268,,,,1822.0,1900.0,,
3896,c01334,FOYSTER,W.A.,"FOYSTER, W.A.","FOYSTER, W.A.","FOYSTER, W.A.","Poyser, W.A.",0.99,1,http://www.wikidata.org/entity/Q21523171,William Aldworth Poyser,Poyser,W.A.,"Poyser, W.A.",,,,28818,7916-1,Poyser,1882.0,1928.0,,
3897,c01390,GEEVES,K.,"GEEVES, K.","GEEVES, Kay, Mrs*","GEEVES, K.","Reeves, J.",0.99,1,http://www.wikidata.org/entity/Q3809569,John Reeves,Reeves,J.,"Reeves, J.",,172381343,0000 0001 2256 9837,3799.0,,,1774.0,1856.0,,
3898,c01428,GLINDEMAN,A.K.(.,"GLINDEMAN, A.K.(.","GLINDEMAN, August Karl (Alf)","GLINDEMAN, A.K.(.","Lindeman, K.",0.99,1,http://www.wikidata.org/entity/Q11735830,Karl Lindeman,Lindeman,K.,"Lindeman, K.",,24970234,0000 0000 0493 8005,,,,1843.0,1929.0,,
3899,c01467,GOUY,d.,"GOUY, d.","GOUY, de","GOUY, d.","Rouy, G.",0.99,1,http://www.wikidata.org/entity/Q3103449,Georges Rouy,Rouy,G.,"Rouy, G.",,13928266,0000 0000 3263 2425,2711.0,8674-1,Rouy,1851.0,1924.0,,
3900,c01480,GRATWICK,W.H.,"GRATWICK, W.H.","GRATWICK, W.H.","GRATWICK, W.H.","Gerwick, W.H.",0.99,1,http://www.wikidata.org/entity/Q36700984,William H. Gerwick,Gerwick,W.H.,"Gerwick, W.H.",,,,,20017022-2,Gerwick,,,,
3901,c01592,HARDIMAN,J.J.,"HARDIMAN, J.J.","HARDIMAN, John Joseph","HARDIMAN, J.J.","Harder, J.J.",0.99,1,http://www.wikidata.org/entity/Q125241,Johann Jakob Harder,Harder,J.J.,"Harder, J.J.",,69271009,0000 0000 6129 5667,,,,1656.0,1711.0,,
3902,c01804,HYND,D.J.,"HYND, D.J.","HYND, David John","HYND, D.J.","Hyndman, G.C.",0.99,1,http://www.wikidata.org/entity/Q5538204,George Crawford Hyndman,Hyndman,G.C.,"Hyndman, G.C.",,,,34411.0,,,1796.0,1867.0,,
3903,c02099,LESTANG,d.,"LESTANG, d.","LESTANG, de","LESTANG, d.","Leston, D.",0.99,1,http://www.wikidata.org/entity/Q19872623,Dennis Leston,Leston,D.,"Leston, D.",,279593460,0000 0000 6385 4071,,,,1917.0,1981.0,,
3904,c02328,McHARD,M.A.,"McHARD, M.A.","McHARD, Mary Ann,  nee JONES","McHARD, M.A.","Richard, M.",0.99,1,http://www.wikidata.org/entity/Q26302377,Miguel Richard,Richard,M.,"Richard, M.",,,,,,,,,,
3905,c02451,MORCOMBE. Michael Keith,,MORCOMBE. Michael Keith,MORCOMBE. Michael Keith,MORCOMBE. Michael Keith,"Michael, J.",0.99,1,http://www.wikidata.org/entity/Q88831516,J.L. Michael,Michael,J.,"Michael, J.",,,,,20037498-1,J.L.Michael,,,,
3906,c02450,MORAN,G.F.J.,"MORAN, G.F.J.","MORAN, Gavin Francis James","MORAN, G.F.J.","Moran, J.",0.99,1,http://www.wikidata.org/entity/Q47122932,J.A. Moran,Moran,J.,"Moran, J.",,,,,20018683-1,J.A.Moran,,,,
3907,c02568,NOBES,D.E.,"NOBES, D.E.","NOBES, D.E.","NOBES, D.E.","Noben, S.",0.99,1,http://www.wikidata.org/entity/Q36680607,Sarah Noben,Noben,S.,"Noben, S.",,,,,20024886-1,Noben,,,,
3908,c02599,O'RYAN,C.,"O'RYAN, C.","O'RYAN, Clara, Mrs","O'RYAN, C.","Bryan, K.",0.99,1,http://www.wikidata.org/entity/Q3652135,Kirk Bryan,Bryan,K.,"Bryan, K.",,61171518,0000 0003 7405 619X,,,,1888.0,1950.0,,
3909,c02615,OLLERENSHAW,P.,"OLLERENSHAW, P.","OLLERENSHAW, Peter","OLLERENSHAW, P.","Henshaw, S.",0.99,1,http://www.wikidata.org/entity/Q3471145,Samuel Henshaw,Henshaw,S.,"Henshaw, S.",,8890951,0000 0000 3019 2921,,,,1852.0,1941.0,,
3910,c02672,RAYSON,P.,"RAYSON, P.","RAYSON, Patricia","RAYSON, P.","Drayson, N.",0.99,1,http://www.wikidata.org/entity/Q21390340,Nick Drayson,Drayson,N.,"Drayson, N.",,,,,,,,,,
