,coll_index,surname_x,initials_x,clean_name,raw_name,name,matched_name,distance,dup_count,item,itemLabel,surname_y,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
0,c00010,ADAMS,L.G.(.,"ADAMS, L.G.(.","ADAMS, Laurence George (Laurie)*","ADAMS, L.G.(.","Adams, L.G.",0.0,1,http://www.wikidata.org/entity/Q10316562,Laurence George Adams,Adams,L.G.,"Adams, L.G.",,,,,12081-1,L.G.Adams,1929.0,2014.0,,
1,c00012,ADAMS,M.,"ADAMS, M.","ADAMS, Miss","ADAMS, M.","Adams, M.",0.0,1,http://www.wikidata.org/entity/Q22110151,Mark Adams,Adams,M.,"Adams, M.",,,,,,,,,,
2,c00013,ADAMS,N.,"ADAMS, N.","ADAMS, Nilavan","ADAMS, N.","Adams, N.",0.0,1,http://www.wikidata.org/entity/Q3297913,Nancy Adams,Adams,N.,"Adams, N.",,36627065,0000 0000 6400 0318,20403.0,32209-1,N.M.Adams,1926.0,2007.0,,
3,c00014,ADAMS,R.,"ADAMS, R.","ADAMS, Robin*","ADAMS, R.","Adams, R.",0.0,1,http://www.wikidata.org/entity/Q6109490,R.M. Adams,Adams,R.,"Adams, R.",,,,5550,30647-1,R.M.Adams,1949.0,,,
4,c00015,ADAMS,R.,"ADAMS, R.","ADAMS, Ronald","ADAMS, R.","Adams, R.",0.0,1,http://www.wikidata.org/entity/Q6109490,R.M. Adams,Adams,R.,"Adams, R.",,,,5550,30647-1,R.M.Adams,1949.0,,,
5,c00018,ADAMSON,R.S.,"ADAMSON, R.S.","ADAMSON, Robert Stephen","ADAMSON, R.S.","Adamson, R.S.",0.0,1,http://www.wikidata.org/entity/Q3436355,Robert Stephen Adamson,Adamson,R.S.,"Adamson, R.S.",,24268246,0000 0000 4587 6189,40480.0,68-1,Adamson,1885.0,1965.0,,
6,c00024,AGARDH,J.G.,"AGARDH, J.G.","AGARDH, Jakob Georg","AGARDH, J.G.","Agardh, J.G.",0.0,1,http://www.wikidata.org/entity/Q520594,Jacob Georg Agardh,Agardh,J.G.,"Agardh, J.G.",,76431619,0000 0001 0917 6027,494.0,30669-1,J.Agardh,1813.0,1901.0,,
7,c00029,ALBRECHT,D.E.,"ALBRECHT, D.E.","ALBRECHT, David Edward*","ALBRECHT, D.E.","Albrecht, D.E.",0.0,1,http://www.wikidata.org/entity/Q8354093,David Edward Albrecht,Albrecht,D.E.,"Albrecht, D.E.",,4256153184549027100009,,60179,14172-1,Albr.,1962.0,,,
8,c00030,ALCOCK,C.R.(.,"ALCOCK, C.R.(.","ALCOCK, Charles Raymond (Ray)*","ALCOCK, C.R.(.","Alcock, C.R.",0.0,1,http://www.wikidata.org/entity/Q21505035,Charles Raymond Alcock,Alcock,C.R.,"Alcock, C.R.",,,,,30757-1,Alcock,1921.0,,,
9,c00034,ALCORN,J.L.,"ALCORN, J.L.","ALCORN, John Leonard*","ALCORN, J.L.","Alcorn, J.L.",0.0,1,http://www.wikidata.org/entity/Q21394694,John Leonard Alcorn,Alcorn,J.L.,"Alcorn, J.L.",,,,,30758-1,Alcorn,1937.0,,,
10,c00040,ALLAN,J.,"ALLAN, J.","ALLAN, J.","ALLAN, J.","Allan, J.",0.0,1,http://www.wikidata.org/entity/Q21393941,Joyce Allan,Allan,J.,"Allan, J.",,276966430,0000 0000 6361 2478,,,,1896.0,1966.0,,
11,c00047,ALLEN,B.,"ALLEN, B.","ALLEN, Beverly","ALLEN, B.","Allen, B.",0.0,1,http://www.wikidata.org/entity/Q52903758,Benjamin Allen,Allen,B.,"Allen, B.",,27416747,0000 0000 6313 148X,,,,1663.0,1738.0,,
12,c00049,ALLEN,G.A.,"ALLEN, G.A.","ALLEN, Grace Adelaide","ALLEN, G.A.","Allen, G.A.",0.0,1,http://www.wikidata.org/entity/Q13415760,Geraldine A. Allen,Allen,G.A.,"Allen, G.A.",0000-0001-7138-9090,,,92858.0,30783-1,G.A.Allen,1950.0,,,
13,c00059,ALLPORT,M.,"ALLPORT, M.","ALLPORT, Morton","ALLPORT, M.","Allport, M.",0.0,1,http://www.wikidata.org/entity/Q6914817,Morton Allport,Allport,M.,"Allport, M.",,94105913,,,,,1830.0,1878.0,,
14,c02941,SKOTTSBERG,C.,"SKOTTSBERG, C.","SKOTTSBERG, Carl, Prof.","SKOTTSBERG, C.","Skottsberg, C.",0.0,1,http://www.wikidata.org/entity/Q942078,Carl Skottsberg,Skottsberg,C.,"Skottsberg, C.",,49306434,0000 0001 1026 4358,46927.0,9724-1,Skottsb.,1880.0,1963.0,,
15,c00075,ANDERSON,M.L.,"ANDERSON, M.L.","ANDERSON, M.L.","ANDERSON, M.L.","Anderson, M.L.",0.0,1,http://www.wikidata.org/entity/Q89933662,Michelle L. Anderson,Anderson,M.L.,"Anderson, M.L.",,,,,,,,,,
16,c00078,ANDERSON,R.H.,"ANDERSON, R.H.","ANDERSON, Robert Henry","ANDERSON, R.H.","Anderson, R.H.",0.0,1,http://www.wikidata.org/entity/Q15975678,Robert Henry Anderson,Anderson,R.H.,"Anderson, R.H.",,1978021,0000 0000 8017 2718,13259.0,198-1,R.H.Anderson,1899.0,1969.0,,
17,c00083,ANDERSSON,N.J.,"ANDERSSON, N.J.","ANDERSSON, Nils Johan","ANDERSSON, N.J.","Andersson, N.J.",0.0,1,http://www.wikidata.org/entity/Q1348854,Nils Johan Andersson,Andersson,N.J.,"Andersson, N.J.",,35205016,0000 0000 8114 5455,564.0,203-1,Andersson,1821.0,1880.0,,
18,c00087,ANDREWS,C.R.P.,"ANDREWS, C.R.P.","ANDREWS, Cecil Rollo Paton","ANDREWS, C.R.P.","Andrews, C.R.P.",0.0,1,http://www.wikidata.org/entity/Q13426205,Cecil Rollo Payton Andrews,Andrews,C.R.P.,"Andrews, C.R.P.",,,,67576,212-1,C.R.P.Andrews,1870.0,1951.0,,
19,c00088,ANDREWS,C.W.,"ANDREWS, C.W.","ANDREWS, Charles William, Dr","ANDREWS, C.W.","Andrews, C.W.",0.0,1,http://www.wikidata.org/entity/Q2960456,Charles William Andrews,Andrews,C.W.,"Andrews, C.W.",,315522788,0000 0000 9179 5064,31628.0,213-1,C.W.Andrews,1866.0,1924.0,,
20,c00089,ANDREWS,E.C.,"ANDREWS, E.C.","ANDREWS, Ernest Clayton","ANDREWS, E.C.","Andrews, E.C.",0.0,1,http://www.wikidata.org/entity/Q5392911,Ernest Clayton Andrews,Andrews,E.C.,"Andrews, E.C.",,67335059,0000 0000 6319 8596,,,,1870.0,1948.0,,
21,c00091,ANDREWS,F.W.,"ANDREWS, F.W.","ANDREWS, Frederick William","ANDREWS, F.W.","Andrews, F.W.",0.0,1,http://www.wikidata.org/entity/Q18982550,Frederick William Andrews,Andrews,F.W.,"Andrews, F.W.",,,,,215-1,F.W.Andrews,,1961.0,,
22,c00092,ANDREWS,H.C.,"ANDREWS, H.C.","ANDREWS, Henry Charles","ANDREWS, H.C.","Andrews, H.C.",0.0,1,http://www.wikidata.org/entity/Q947133,Henry Charles Andrews,Andrews,H.C.,"Andrews, H.C.",,210332852,0000 0003 5893 6429,2496.0,216-1,Andrews,1794.0,1830.0,,
23,c00095,ANDREWS,S.B.,"ANDREWS, S.B.","ANDREWS, S.B.","ANDREWS, S.B.","Andrews, S.B.",0.0,1,http://www.wikidata.org/entity/Q21516228,S. Brian Andrews,Andrews,S.B.,"Andrews, S.B.",,,,980,13233-1,S.B.Andrews,,,,
24,c00097,ANGAS,G.F.,"ANGAS, G.F.","ANGAS, George French","ANGAS, G.F.","Angas, G.F.",0.0,1,http://www.wikidata.org/entity/Q3101586,George French Angas,Angas,G.F.,"Angas, G.F.",,34728052,0000 0000 8371 5650,,,,1822.0,1886.0,,
25,c00102,ARCHER,A.W.,"ARCHER, A.W.","ARCHER, Alan W.","ARCHER, A.W.","Archer, A.W.",0.0,1,http://www.wikidata.org/entity/Q21339469,Alan W. Archer,Archer,A.W.,"Archer, A.W.",,,,,30946-1,A.W.Archer,1930.0,,,
26,c00117,ARMSTRONG,J.A.,"ARMSTRONG, J.A.","ARMSTRONG, James Andrew*","ARMSTRONG, J.A.","Armstrong, J.A.",0.0,1,http://www.wikidata.org/entity/Q5925664,James Andrew Armstrong,Armstrong,J.A.,"Armstrong, J.A.",,,,,13240-1,J.A.Armstr.,1950.0,,,
27,c00124,ARNOLD,M.,"ARNOLD, M.","ARNOLD, Mavis","ARNOLD, M.","Arnold, M.",0.0,1,http://www.wikidata.org/entity/Q33662402,M.L. Arnold,Arnold,M.,"Arnold, M.",,,,,37962-1,M.L.Arnold,,,,
28,c00130,ASHBY,A.M.,"ASHBY, A.M.","ASHBY, Alison Marjorie","ASHBY, A.M.","Ashby, A.M.",0.0,1,http://www.wikidata.org/entity/Q17000830,Alison Marjorie Ashby,Ashby,A.M.,"Ashby, A.M.",,94478522,,60384,13256-1,A.M.Ashby,1901.0,1987.0,,
29,c00132,ASHBY,E.,"ASHBY, E.","ASHBY, Eric, Prof. Lord","ASHBY, E.","Ashby, E.",0.0,1,http://www.wikidata.org/entity/Q2191217,Edwin Ashby,Ashby,E.,"Ashby, E.",,,,80977.0,308-1,Ashby,1861.0,1941.0,,
30,c00150,AUDAS,J.W.C.,"AUDAS, J.W.C.","AUDAS, James Wales Clarendon","AUDAS, J.W.C.","Audas, J.W.C.",0.0,1,http://www.wikidata.org/entity/Q21505426,James Wales Claredon Audas,Audas,J.W.C.,"Audas, J.W.C.",,94759120,0000 0000 6520 0397,69008,13242-1,Audas,1872.0,1959.0,,
31,c00155,AUSTIN,J.,"AUSTIN, J.","AUSTIN, J. ^^","AUSTIN, J.","Austin, J.",0.0,1,http://www.wikidata.org/entity/Q30505106,Jeremy Austin,Austin,J.,"Austin, J.",0000-0003-4244-2942,,,,,,,,,
32,c00163,BAEUERLEN,[.W.[.,"BAEUERLEN, [.W.[.","BAEUERLEN, [BAUERLEN] Wilhelm [William]","BAEUERLEN, [.W.[.","Baeuerlen, W.",0.0,1,http://www.wikidata.org/entity/Q62088127,William Baeuerlen,Baeuerlen,W.,"Baeuerlen, W.",,,,27830,,,1840.0,1893.0,,
33,c00172,BAILEY,J.R.,"BAILEY, J.R.","BAILEY, John Rayer","BAILEY, J.R.","Bailey, J.R.",0.0,1,http://www.wikidata.org/entity/Q22106318,Joseph R. Bailey,Bailey,J.R.,"Bailey, J.R.",,,,,,,,,,
34,c00174,BAIN,J.,"BAIN, J.","BAIN, J. ^^","BAIN, J.","Bain, J.",0.0,1,http://www.wikidata.org/entity/Q22113115,John Bain,Bain,J.,"Bain, J.",,,,,,,,,,
35,c00181,BAKER,R.T.,"BAKER, R.T.","BAKER, Richard Thomas","BAKER, R.T.","Baker, R.T.",0.0,1,http://www.wikidata.org/entity/Q7329451,Richard Thomas Baker,Baker,R.T.,"Baker, R.T.",,56100555,0000 0000 6402 8265,25437.0,409-1,R.T.Baker,1854.0,1941.0,,
36,c00184,BALANSA,B.(.,"BALANSA, B.(.","BALANSA, Bendedict (Benjamin)","BALANSA, B.(.","Balansa, B.",0.0,1,http://www.wikidata.org/entity/Q536946,Benjamin Balansa,Balansa,B.,"Balansa, B.",,71694492,0000 0000 0260 2719,45584.0,416-1,Balansa,1825.0,1891.0,,
37,c00189,BALGOOY,M.M.J.v.,"BALGOOY, M.M.J.v.","BALGOOY, Max Michael Josephus van","BALGOOY, M.M.J.v.","Balgooy, M.M.J.v.",0.0,1,http://www.wikidata.org/entity/Q21505593,Max Michael Josephus van Balgooy,Balgooy,M.M.J.v.,"Balgooy, M.M.J.v.",,,,18391,425-1,Balgooy,1932.0,,,
38,c00190,BALL,H.L.,"BALL, H.L.","BALL, Henry Lidgbird","BALL, H.L.","Ball, H.L.",0.0,1,http://www.wikidata.org/entity/Q1606983,Henry Lidgbird Ball,Ball,H.L.,"Ball, H.L.",,264309889,0000 0003 8214 1503,,,,1756.0,1818.0,,
39,c00192,BALL,R.,"BALL, R.","BALL, Robert ^^","BALL, R.","Ball, R.",0.0,1,http://www.wikidata.org/entity/Q3434492,Robert Ball,Ball,R.,"Ball, R.",,315944800,,,,,1802.0,1857.0,,
40,c00194,BALME,B.E.,"BALME, B.E.","BALME, Basil E., Dr","BALME, B.E.","Balme, B.E.",0.0,1,http://www.wikidata.org/entity/Q21505604,Basil Eric Balme,Balme,B.E.,"Balme, B.E.",,,,,31268-1,Balme,1923.0,,,
41,c00196,BANCROFT,J.,"BANCROFT, J.","BANCROFT, Joseph, Dr","BANCROFT, J.","Bancroft, J.",0.0,1,http://www.wikidata.org/entity/Q14949101,Joseph Bancroft,Bancroft,J.,"Bancroft, J.",,73286195,0000 0000 5568 6557,,,,1836.0,1894.0,,
42,c00197,BANCROFT,T.L.,"BANCROFT, T.L.","BANCROFT, Thomas Lane","BANCROFT, T.L.","Bancroft, T.L.",0.0,1,http://www.wikidata.org/entity/Q21538805,Thomas Lane Bancroft,Bancroft,T.L.,"Bancroft, T.L.",,92744832,,,,,1860.0,1933.0,,
43,c00202,BANKS,D.P.,"BANKS, D.P.","BANKS, David Paul","BANKS, D.P.","Banks, D.P.",0.0,1,http://www.wikidata.org/entity/Q25659608,David P. Banks,Banks,D.P.,"Banks, D.P.",,,,,38443-1,D.P.Banks,,,,
44,c00203,BANKS,J.,"BANKS, J.","BANKS, Joseph, Sir","BANKS, J.","Banks, J.",0.0,1,http://www.wikidata.org/entity/Q153408,Joseph Banks,Banks,J.,"Banks, J.",,46830189,0000 0001 2131 0954,300.0,448-1,Banks,1743.0,1820.0,,
45,c00205,BAPTIST,J.,"BAPTIST, J.","BAPTIST, John","BAPTIST, J.","Baptist, J.",0.0,1,http://www.wikidata.org/entity/Q36586404,J.N. Baptist,Baptist,J.,"Baptist, J.",,,,63816,31297-1,Baptist,,,,
46,c00216,BARKER,R.M.,"BARKER, R.M.","BARKER, Robyn Mary, Mrs(n&eacute;e SHORT)","BARKER, R.M.","Barker, R.M.",0.0,1,http://www.wikidata.org/entity/Q21505668,Robyn Mary Barker,Barker,R.M.,"Barker, R.M.",,,,,31325-1,R.M.Barker,1948.0,,,
47,c00220,BARLOW,B.A.,"BARLOW, B.A.","BARLOW, Bryan Alwyn, Dr*","BARLOW, B.A.","Barlow, B.A.",0.0,1,http://www.wikidata.org/entity/Q6398703,Bryan Alwyn Barlow,Barlow,B.A.,"Barlow, B.A.",,6573961,0000 0000 4259 4856,72930,483-1,Barlow,1933.0,,,
48,c00224,BARNARD,C.,"BARNARD, C.","BARNARD, Colin","BARNARD, C.","Barnard, C.",0.0,1,http://www.wikidata.org/entity/Q52477995,Charles Barnard,Barnard,C.,"Barnard, C.",,64366278,0000 0000 2745 6455,,,,1838.0,1920.0,,
49,c00225,BARNARD,E.,"BARNARD, E.","BARNARD, E. ^^","BARNARD, E.","Barnard, E.",0.0,1,http://www.wikidata.org/entity/Q36543419,E.L. Barnard,Barnard,E.,"Barnard, E.",,,,,34074-1,E.L.Barnard,,,,
50,c00226,BARNARD,F.G.A.,"BARNARD, F.G.A.","BARNARD, Francis George Allman","BARNARD, F.G.A.","Barnard, F.G.A.",0.0,1,http://www.wikidata.org/entity/Q3081456,Francis George Allman Barnard,Barnard,F.G.A.,"Barnard, F.G.A.",,,,,,,1857.0,1932.0,,
51,c00228,BARNARD,G.,"BARNARD, G.","BARNARD, G. ^^","BARNARD, G.","Barnard, G.",0.0,1,http://www.wikidata.org/entity/Q25292906,George Barnard,Barnard,G.,"Barnard, G.",,222435122,0000 0003 6027 3628,,,,1807.0,1890.0,1832.0,1891.0
52,c00229,BARNES,J.,"BARNES, J.","BARNES, J. ^^","BARNES, J.","Barnes, J.",0.0,1,http://www.wikidata.org/entity/Q6129372,James Barnes,Barnes,J.,"Barnes, J.",,70446117,0000 0000 7396 2324,,,,1866.0,1936.0,,
53,c00238,BARRETT,C.L.,"BARRETT, C.L.","BARRETT, Charles Leslie","BARRETT, C.L.","Barrett, C.L.",0.0,1,http://www.wikidata.org/entity/Q5080214,Charles Leslie Barrett,Barrett,C.L.,"Barrett, C.L.",,3961389,0000 0000 6665 0234,,,,1879.0,1959.0,,
54,c00248,BARTRAM,E.B.,"BARTRAM, E.B.","BARTRAM, Edwin Bunting","BARTRAM, E.B.","Bartram, E.B.",0.0,1,http://www.wikidata.org/entity/Q18205408,Edwin Bunting Bartram,Bartram,E.B.,"Bartram, E.B.",,22389993,0000 0000 7142 4397,2362.0,15746-1,E.B.Bartram,1878.0,1964.0,,
55,c00249,BARTUSCH,G.,"BARTUSCH, G.","BARTUSCH, G.","BARTUSCH, G.","Bartusch, G.",0.0,1,http://www.wikidata.org/entity/Q30688375,Gertrud Bartusch,Bartusch,G.,"Bartusch, G.",,,,,,,,,,
56,c00256,BASTOW,R.A.,"BASTOW, R.A.","BASTOW, Richard Austin","BASTOW, R.A.","Bastow, R.A.",0.0,1,http://www.wikidata.org/entity/Q7323833,Richard Austin Bastow,Bastow,R.A.,"Bastow, R.A.",,1450150748994516420005,,23972.0,15765-1,Bastow,1839.0,1920.0,,
57,c00263,BATES,R.J.,"BATES, R.J.","BATES, Robert J.*","BATES, R.J.","Bates, R.J.",0.0,1,http://www.wikidata.org/entity/Q6109468,Robert J. Bates,Bates,R.J.,"Bates, R.J.",,,,65346,13250-1,R.J.Bates,1946.0,,,
58,c00283,BAYER,R.J.,"BAYER, R.J.","BAYER, Randall James","BAYER, R.J.","Bayer, R.J.",0.0,1,http://www.wikidata.org/entity/Q7291564,Randall James Bayer,Bayer,R.J.,"Bayer, R.J.",,,,,14603-1,R.J.Bayer,1955.0,,,
59,c00284,BEADLE,N.C.W.,"BEADLE, N.C.W.","BEADLE, Noel Charles William, Prof.","BEADLE, N.C.W.","Beadle, N.C.W.",0.0,1,http://www.wikidata.org/entity/Q21505822,Noel Charles William Beadle,Beadle,N.C.W.,"Beadle, N.C.W.",,22224347,,37315.0,575-1,N.C.W.Beadle,1914.0,1998.0,,
60,c00291,BEARD,J.S.,"BEARD, J.S.","BEARD, John Stanley, Dr*","BEARD, J.S.","Beard, J.S.",0.0,1,http://www.wikidata.org/entity/Q6258846,John Stanley Beard,Beard,J.S.,"Beard, J.S.",,6286693,0000 0000 6344 8444,7486,582-1,Beard,1916.0,2011.0,,
61,c00294,BEATON,G.W.,"BEATON, G.W.","BEATON, Gordon William*","BEATON, G.W.","Beaton, G.W.",0.0,1,http://www.wikidata.org/entity/Q4087521,Gordon William Beaton,Beaton,G.W.,"Beaton, G.W.",,,,,15841-1,G.W.Beaton,1911.0,1988.0,,
62,c00297,BECCARI,O.,"BECCARI, O.","BECCARI, Odoardo, Dr","BECCARI, O.","Beccari, O.",0.0,1,http://www.wikidata.org/entity/Q361037,Odoardo Beccari,Beccari,O.,"Beccari, O.",,12413211,0000 0000 8091 7089,1278.0,15852-1,Becc.,1843.0,1920.0,,
63,c00303,BEDFORD,D.J.,"BEDFORD, D.J.","BEDFORD, David John, Dr*","BEDFORD, D.J.","Bedford, D.J.",0.0,1,http://www.wikidata.org/entity/Q21505867,David John Bedford,Bedford,D.J.,"Bedford, D.J.",,,,,13258-1,D.J.Bedford,1952.0,,,
64,c00313,BEHR,H.H.,"BEHR, H.H.","BEHR, Hans Hermann","BEHR, H.H.","Behr, H.H.",0.0,1,http://www.wikidata.org/entity/Q66934,Hans Hermann Behr,Behr,H.H.,"Behr, H.H.",,20328622,0000 0001 1604 8680,2021.0,619-1,Behr,1818.0,1904.0,,
65,c00314,BELCHER,R.O.,"BELCHER, R.O.","BELCHER, Robert Orange, Prof.*","BELCHER, R.O.","Belcher, R.O.",0.0,1,http://www.wikidata.org/entity/Q21395349,Robert Orange Belcher,Belcher,R.O.,"Belcher, R.O.",,,,,628-1,Belcher,1918.0,,,
66,c00319,BELL,C.,"BELL, C.","BELL, C.","BELL, C.","Bell, C.",0.0,1,http://www.wikidata.org/entity/Q451727,Charles Bell,Bell,C.,"Bell, C.",,2619993,0000 0000 8082 3007,,,,1774.0,1842.0,,
67,c00324,BELL,S.,"BELL, S.","BELL, S.","BELL, S.","Bell, S.",0.0,1,http://www.wikidata.org/entity/Q18982978,S. Bell,Bell,S.,"Bell, S.",,,,62370,13872-1,Bell,,,,
68,c00325,BELL,W.A.,"BELL, W.A.","BELL, William Alexander ^^","BELL, W.A.","Bell, W.A.",0.0,1,http://www.wikidata.org/entity/Q7964122,Walter A. Bell,Bell,W.A.,"Bell, W.A.",,13778919,0000 0000 6358 8420,,32399-1,W.A.Bell,1889.0,1969.0,,
69,c01227,ETTINGHAUSEN,C.v.,"ETTINGHAUSEN, C.v.","ETTINGHAUSEN, Constantin von","ETTINGHAUSEN, C.v.","Ettinghausen, C.v.",0.0,1,http://www.wikidata.org/entity/Q55031155,Constantin von Ettinghausen,Ettinghausen,C.v.,"Ettinghausen, C.v.",,42592854,0000 0000 6318 5883,1967.0,2586-1,Ettingsh.,1826.0,1897.0,,
70,c00333,BENL,G.,"BENL, G.","BENL, Gerhard","BENL, G.","Benl, G.",0.0,1,http://www.wikidata.org/entity/Q18983001,Gerhard Benl,Benl,G.,"Benl, G.",,4873154015358509310007,,10893.0,652-1,Benl,1910.0,2001.0,,
71,c00338,BENNETT,E.M.,"BENNETT, E.M.","BENNETT, Eleanor Marion, Mrs (nee SCRYMGEOUR)","BENNETT, E.M.","Bennett, E.M.",0.0,1,http://www.wikidata.org/entity/Q20155122,Eleanor Marion Bennett,Bennett,E.M.,"Bennett, E.M.",,286049057,,11296.0,12344-1,E.M.Benn.,1942.0,,,
72,c00341,BENNETT,F.D.,"BENNETT, F.D.","BENNETT, Frederick Debel ^^","BENNETT, F.D.","Bennett, F.D.",0.0,1,http://www.wikidata.org/entity/Q19801656,Frederick Debell Bennett,Bennett,F.D.,"Bennett, F.D.",,34800453,,49030.0,,,1806.0,1859.0,,
73,c00342,BENNETT,G.,"BENNETT, G.","BENNETT, George, Dr","BENNETT, G.","Bennett, G.",0.0,1,http://www.wikidata.org/entity/Q517936,George Bennett,Bennett,G.,"Bennett, G.",,47543689,0000 0000 6318 8419,17566.0,35220-1,G.Benn.,1804.0,1893.0,,
74,c00345,BENNETT,K.H.,"BENNETT, K.H.","BENNETT, Kenric Harold","BENNETT, K.H.","Bennett, K.H.",0.0,1,http://www.wikidata.org/entity/Q41680725,K. H. Bennett,Bennett,K.H.,"Bennett, K.H.",,,,,,,1835.0,1891.0,,
75,c00351,BENTHAM,G.,"BENTHAM, G.","BENTHAM, George","BENTHAM, G.","Bentham, G.",0.0,1,http://www.wikidata.org/entity/Q731808,George Bentham,Bentham,G.,"Bentham, G.",,56714582,0000 0001 0904 2045,453.0,15956-1,Benth.,1800.0,1884.0,,
76,c00353,BERGGREN,S.,"BERGGREN, S.","BERGGREN, Sven","BERGGREN, S.","Berggren, S.",0.0,1,http://www.wikidata.org/entity/Q2600462,Sven Berggren,Berggren,S.,"Berggren, S.",,24159011,0000 0001 2124 3042,375.0,15984-1,Berggr.,1837.0,1917.0,,
77,c00356,BERNAYS,L.A.,"BERNAYS, L.A.","BERNAYS, Lewis Adolphus, Dr","BERNAYS, L.A.","Bernays, L.A.",0.0,1,http://www.wikidata.org/entity/Q6536251,Lewis Adolphus Bernays,Bernays,L.A.,"Bernays, L.A.",,33386221,0000 0000 8437 3816,33181.0,,,1831.0,1908.0,,
78,c00360,BERRY,E.,"BERRY, E.","BERRY, E. ^^","BERRY, E.","Berry, E.",0.0,1,http://www.wikidata.org/entity/Q51014766,Elmer Berry,Berry,E.,"Berry, E.",,,,,,,1879.0,,,
79,c00364,BESSA,P.,"BESSA, P.","BESSA, Pancrace","BESSA, P.","Bessa, P.",0.0,1,http://www.wikidata.org/entity/Q2559115,Pancrace Bessa,Bessa,P.,"Bessa, P.",,228060326,0000 0003 6277 3730,82186.0,735-1,Bessa,1772.0,1835.0,,
80,c00370,BEUZEVILLE,W.A.W.d.,"BEUZEVILLE, W.A.W.d.","BEUZEVILLE, Wilfred Alexander Watt de","BEUZEVILLE, W.A.W.d.","Beuzeville, W.A.W.d.",0.0,1,http://www.wikidata.org/entity/Q5643145,Wilfred Alexander Watt de Beuzeville,Beuzeville,W.A.W.d.,"Beuzeville, W.A.W.d.",,,,39731.0,750-1,Beuzev.,1884.0,1954.0,,
81,c00377,BIBBY,P.N.S.,"BIBBY, P.N.S.","BIBBY, Patrick Noel Sumner","BIBBY, P.N.S.","Bibby, P.N.S.",0.0,1,http://www.wikidata.org/entity/Q21341753,Patrick Noel Sumner Bibby,Bibby,P.N.S.,"Bibby, P.N.S.",,,,81534.0,16112-1,Bibby,1907.0,1955.0,,
82,c00380,BICHENO,J.E.,"BICHENO, J.E.","BICHENO, James Ebenezer","BICHENO, J.E.","Bicheno, J.E.",0.0,1,http://www.wikidata.org/entity/Q3161052,James Ebenezer Bicheno,Bicheno,J.E.,"Bicheno, J.E.",,40159835,0000 0000 6318 4768,10911.0,770-1,Bicheno,1785.0,1851.0,,
83,c00389,BIDWILL,J.C.,"BIDWILL, J.C.","BIDWILL, John Carne","BIDWILL, J.C.","Bidwill, J.C.",0.0,1,http://www.wikidata.org/entity/Q3181203,John Carne Bidwill,Bidwill,J.C.,"Bidwill, J.C.",,91258779,0000 0000 6501 7699,26400.0,13880-1,Bidwill,1815.0,1853.0,,
84,c00399,BIRD,J.,"BIRD, J.","BIRD, J. ^^","BIRD, J.","Bird, J.",0.0,1,http://www.wikidata.org/entity/Q6313704,Junius Bird,Bird,J.,"Bird, J.",,111256861,0000 0001 0935 5017,,,,1907.0,1982.0,,
85,c00398,BIRD,H.,"BIRD, H.","BIRD, H.","BIRD, H.","Bird, H.",0.0,1,http://www.wikidata.org/entity/Q22102474,Henry Bird,Bird,H.,"Bird, H.",,,,,,,1869.0,1959.0,,
86,c00411,BLACK,A.B.,"BLACK, A.B.","BLACK, Albert B.","BLACK, A.B.","Black, A.B.",0.0,1,http://www.wikidata.org/entity/Q23068731,Andrew B. Black,Black,A.B.,"Black, A.B.",,,,,,,,,,
87,c00412,BLACK,G.,"BLACK, G.","BLACK, G., Mrs","BLACK, G.","Black, G.",0.0,1,http://www.wikidata.org/entity/Q21506164,George Black,Black,G.,"Black, G.",,,,,20003699-2,G.Black,1915.0,,,
88,c00413,BLACK,J.M.,"BLACK, J.M.","BLACK, John McConnell","BLACK, J.M.","Black, J.M.",0.0,1,http://www.wikidata.org/entity/Q924556,John McConnell Black,Black,J.M.,"Black, J.M.",,78621052,0000 0000 6406 6456,372.0,828-1,J.M.Black,1855.0,1951.0,,
89,c00433,BLAXELL,D.F.,"BLAXELL, D.F.","BLAXELL, Donald Frederick*","BLAXELL, D.F.","Blaxell, D.F.",0.0,1,http://www.wikidata.org/entity/Q4088436,Donald Frederick Blaxell,Blaxell,D.F.,"Blaxell, D.F.",,311322491,,38070.0,853-1,Blaxell,1934.0,,,
90,c00446,BLUNDELL,H.W.,"BLUNDELL, H.W.","BLUNDELL, H. Weld ^^","BLUNDELL, H.W.","Blundell, H.W.",0.0,1,http://www.wikidata.org/entity/Q5735855,Herbert Weld Blundell,Blundell,H.W.,"Blundell, H.W.",,391134,0000 0000 8080 034X,,,,1852.0,1935.0,,
91,c00447,BLYTH,E.,"BLYTH, E.","BLYTH, Eliza","BLYTH, E.","Blyth, E.",0.0,1,http://www.wikidata.org/entity/Q358754,Edward Blyth,Blyth,E.,"Blyth, E.",,64788851,0000 0000 4723 7540,,,,1810.0,1873.0,,
92,c00459,BOLAND,D.J.,"BOLAND, D.J.","BOLAND, Douglas John*","BOLAND, D.J.","Boland, D.J.",0.0,1,http://www.wikidata.org/entity/Q21339944,Douglas John Boland,Boland,D.J.,"Boland, D.J.",,277927007,0000 0003 8469 2886,,12098-1,Boland,1947.0,2001.0,,
