,label,count,start_date,end_date,activity_span,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
270,"Downey, P.O.",1041,1995.0,2004.0,9.0,"Downey, P.O.","Downey, P.O.",0.0,1,http://www.wikidata.org/entity/Q33669885,Paul O. Downey,Downey,P.O.,"Downey, P.O.",,,,,20001818-1,Downey,,,,
271,"Keighery, B.J.",1035,1984.0,2008.0,24.0,"Keighery, B.J.","Keighery, B.J.",0.0,1,http://www.wikidata.org/entity/Q21517389,Bronwen Jean Keighery,Keighery,B.J.,"Keighery, B.J.",,,,,20013182-1,B.J.Keighery,1951.0,,,
272,"Young, A.M.",1035,1966.0,2009.0,43.0,"Young, A.M.","Young, A.M.",0.0,1,http://www.wikidata.org/entity/Q2109136,Anthony M. Young,Young,A.M.,"Young, A.M.",,,,,29023-1,A.M.Young,1943.0,,,
273,"Brittan, N.H.",1033,1950.0,1988.0,38.0,"Brittan, N.H.","Brittan, N.H.",0.0,1,http://www.wikidata.org/entity/Q21506498,Norman Henry Brittan,Brittan,N.H.,"Brittan, N.H.",,,,,1155-1,Brittan,1920.0,,,
274,"Crayn, D.M.",1022,1984.0,2018.0,34.0,"Crayn, D.M.","Crayn, D.M.",0.0,1,http://www.wikidata.org/entity/Q26713173,Darren M. Crayn,Crayn,D.M.,"Crayn, D.M.",,,,62877,38128-1,Crayn,,,,
275,"Croft, J.R.",1022,1948.0,2010.0,62.0,"Croft, J.R.","Croft, J.R.",0.0,1,http://www.wikidata.org/entity/Q18983998,James R. Croft,Croft,J.R.,"Croft, J.R.",,,,,17533-1,J.R.Croft,1951.0,,,
276,"Dahl, E.",1011,1960.0,1970.0,10.0,"Dahl, E.","Dahl, E.",0.0,1,http://www.wikidata.org/entity/Q4154201,Eilif Dahl,Dahl,E.,"Dahl, E.",,37063799,0000 0001 1621 5370,70419.0,17643-1,E.Dahl,1916.0,1993.0,,
277,"Banks, J.",1007,1770.0,1993.0,223.0,"Banks, J.","Banks, J.",0.0,1,http://www.wikidata.org/entity/Q153408,Joseph Banks,Banks,J.,"Banks, J.",,46830189,0000 0001 2131 0954,300.0,448-1,Banks,1743.0,1820.0,,
278,"Milligan, J.",1002,1807.0,1988.0,181.0,"Milligan, J.","Milligan, J.",0.0,1,http://www.wikidata.org/entity/Q24088012,Joseph Milligan,Milligan,J.,"Milligan, J.",,92264069,,28020,,,1807.0,1884.0,,
279,"Dwyer, J.W.",998,1904.0,1958.0,54.0,"Dwyer, J.W.","Dwyer, J.W.",0.0,1,http://www.wikidata.org/entity/Q1708242,Joseph Wilfrid Dwyer,Dwyer,J.W.,"Dwyer, J.W.",,,,,,,1869.0,1939.0,,
280,"Pellow, B.",997,1982.0,2016.0,34.0,"Pellow, B.","Pellow, B.",0.0,1,http://www.wikidata.org/entity/Q21522783,Belinda Pellow,Pellow,B.,"Pellow, B.",,,,65554,39523-1,Pellow,1956.0,,,
281,"Mollemans, F.H.",987,1981.0,2003.0,22.0,"Mollemans, F.H.","Mollemans, F.H.",0.0,1,http://www.wikidata.org/entity/Q26713241,F.H. Mollemans,Mollemans,F.H.,"Mollemans, F.H.",,,,,36048-1,Mollemans,,,,
282,"Dowe, J.L.",985,1993.0,2017.0,24.0,"Dowe, J.L.","Dowe, J.L.",0.0,1,http://www.wikidata.org/entity/Q5933402,John Leslie Dowe,Dowe,J.L.,"Dowe, J.L.",,,,29957,36339-1,Dowe,1962.0,,,
283,"Sullivan, D.J.",985,1869.0,1897.0,28.0,"Sullivan, D.J.","Sullivan, D.J.",0.0,1,http://www.wikidata.org/entity/Q36541411,Derek J. Sullivan,Sullivan,D.J.,"Sullivan, D.J.",,,,,20003493-1,D.J.Sullivan,,,,
284,"Walters, N.E.M.",980,1947.0,1976.0,29.0,"Walters, N.E.M.","Walters, N.E.M.",0.0,1,http://www.wikidata.org/entity/Q21612108,Neville E.M. Walters,Walters,N.E.M.,"Walters, N.E.M.",,,,,28531-1,N.Walters,1916.0,2004.0,,
285,"Holtze, M.W.",965,1867.0,1911.0,44.0,"Holtze, M.W.","Holtze, M.W.",0.0,1,http://www.wikidata.org/entity/Q6793541,Maurice William Holtze,Holtze,M.W.,"Holtze, M.W.",,28720157,0000 0000 6322 108X,11267,20034239-1,M.Holtze,1840.0,1923.0,,
286,"Horn, J.W.",964,1999.0,2001.0,2.0,"Horn, J.W.","Horn, J.W.",0.0,1,http://www.wikidata.org/entity/Q18985524,James W. Horn,Horn,J.W.,"Horn, J.W.",,,,,20015941-1,J.W.Horn,,,,
287,"Bancroft, T.L.",946,1855.0,1948.0,93.0,"Bancroft, T.L.","Bancroft, T.L.",0.0,1,http://www.wikidata.org/entity/Q21538805,Thomas Lane Bancroft,Bancroft,T.L.,"Bancroft, T.L.",,92744832,,,,,1860.0,1933.0,,
288,"Ohlsen, D.J.",941,2006.0,2019.0,13.0,"Ohlsen, D.J.","Ohlsen, D.J.",0.0,1,http://www.wikidata.org/entity/Q26912975,Daniel J. Ohlsen,Ohlsen,D.J.,"Ohlsen, D.J.",,,,,20016740-1,D.J.Ohlsen,,,,
289,"Paterson, B.R.",926,1950.0,1968.0,18.0,"Paterson, B.R.","Paterson, B.R.",0.0,1,http://www.wikidata.org/entity/Q21522679,Betsy Rivers Paterson,Paterson,B.R.,"Paterson, B.R.",,,,,7382-1,B.R.Paterson,1935.0,,,
290,"Fox, M.",922,1977.0,1997.0,20.0,"Fox, M.","Fox, M.",0.0,1,http://www.wikidata.org/entity/Q47117378,Margaret Fox,Fox,M.,"Fox, M.",,,,,33140-1,M.Fox,,,,
291,"Cassis, G.",914,1996.0,2009.0,13.0,"Cassis, G.","Cassis, G.",0.0,1,http://www.wikidata.org/entity/Q21340560,Gerasimos Cassis,Cassis,G.,"Cassis, G.",0000-0003-0519-664X,233236554,,,,,,,,
292,"Davies, R.",914,1928.0,2012.0,84.0,"Davies, R.","Davies, R.",0.0,1,http://www.wikidata.org/entity/Q18559854,Robert Davies,Davies,R.,"Davies, R.",,143487835,0000 0000 9706 5783,,,,1685.0,1728.0,,
293,"Burbidge, A.H.",913,1875.0,1998.0,123.0,"Burbidge, A.H.","Burbidge, A.H.",0.0,1,http://www.wikidata.org/entity/Q26714607,Allan H. Burbidge,Burbidge,A.H.,"Burbidge, A.H.",,,,,38849-1,A.H.Burb.,,,,
294,"Tryon, H.",913,1882.0,1983.0,101.0,"Tryon, H.","Tryon, H.",0.0,1,http://www.wikidata.org/entity/Q2882827,Henry Tryon,Tryon,H.,"Tryon, H.",,316745430,,35691.0,10865-1,Tryon,1856.0,1943.0,,
295,"Rich, M.",911,2008.0,2011.0,3.0,"Rich, M.","Rich, M.",0.0,1,http://www.wikidata.org/entity/Q21607176,Mark Rich,Rich,M.,"Rich, M.",,,,,30147-1,M.Rich,1932.0,,,
296,"Johnson, S.",902,1872.0,2015.0,143.0,"Johnson, S.","Johnson, S.",0.0,1,http://www.wikidata.org/entity/Q22113504,Scott Johnson,Johnson,S.,"Johnson, S.",,,,,,,,,,
297,"Weber, W.A.",901,1964.0,1987.0,23.0,"Weber, W.A.","Weber, W.A.",0.0,1,http://www.wikidata.org/entity/Q4105706,William Alfred Weber,Weber,W.A.,"Weber, W.A.",,266617358,0000 0000 8407 4218,93988.0,11471-1,W.A.Weber,1918.0,2020.0,,
298,"Weindorfer, G.",899,1891.0,1942.0,51.0,"Weindorfer, G.","Weindorfer, G.",0.0,1,http://www.wikidata.org/entity/Q5621250,Gustav Weindorfer,Weindorfer,G.,"Weindorfer, G.",,41061291,0000 0000 3574 3120,,,,1874.0,1932.0,,
299,"Porteners, M.F.",896,1989.0,2018.0,29.0,"Porteners, M.F.","Porteners, M.F.",0.0,1,http://www.wikidata.org/entity/Q33689592,M.F. Porteners,Porteners,M.F.,"Porteners, M.F.",,,,,20014836-1,Porteners,,,,
300,"Carne, W.M.",880,1900.0,1971.0,71.0,"Carne, W.M.","Carne, W.M.",0.0,1,http://www.wikidata.org/entity/Q21506989,Walter Mervyn Carne,Carne,W.M.,"Carne, W.M.",,93309524,0000 0000 6498 0846,60753,16905-1,Carne,1885.0,1952.0,,
301,"North, A.J.",873,1992.0,2019.0,27.0,"North, A.J.","North, A.J.",0.0,1,http://www.wikidata.org/entity/Q2660548,Alfred John North,North,A.J.,"North, A.J.",,70509037,0000 0000 6381 5005,,,,1855.0,1917.0,,
302,"Engel, J.J.",860,1976.0,1983.0,7.0,"Engel, J.J.","Engel, J.J.",0.0,1,http://www.wikidata.org/entity/Q18719714,John Jay Engel,Engel,J.J.,"Engel, J.J.",,91395141,0000 0001 1684 9365,,18499-1,J.J.Engel,1941.0,,,
303,"Ducker, S.C.",849,1933.0,2019.0,86.0,"Ducker, S.C.","Ducker, S.C.",0.0,1,http://www.wikidata.org/entity/Q21510988,Sophie Charlotte Ducker,Ducker,S.C.,"Ducker, S.C.",,74100811,0000 0001 0442 0211,13335.0,18238-1,Ducker,1909.0,2004.0,,
304,"Duval, D.J.",843,2004.0,2016.0,12.0,"Duval, D.J.","Duval, D.J.",0.0,1,http://www.wikidata.org/entity/Q33670417,Daniel J. Duval,Duval,D.J.,"Duval, D.J.",,,,,20017026-1,D.J.Duval,,,,
305,"Anway, J.C.",834,1954.0,1985.0,31.0,"Anway, J.C.","Anway, J.C.",0.0,1,http://www.wikidata.org/entity/Q36586071,J.C. Anway,Anway,J.C.,"Anway, J.C.",,,,5626,13238-1,Anway,,,,
306,"Waterhouse, B.",830,1952.0,2014.0,62.0,"Waterhouse, B.","Waterhouse, B.",0.0,1,http://www.wikidata.org/entity/Q2896275,Benjamin Waterhouse,Waterhouse,B.,"Waterhouse, B.",,72559378,0000 0000 8262 6138,60106.0,11429-1,Waterh.,1754.0,1846.0,,
307,"Thomas, R.",830,1973.0,2016.0,43.0,"Thomas, R.","Thomas, R.",0.0,1,http://www.wikidata.org/entity/Q3431268,Richard Thomas,Thomas,R.,"Thomas, R.",,3335544,0000 0001 1436 8381,,,,1938.0,,,
308,"Sage, L.W.",829,1992.0,2011.0,19.0,"Sage, L.W.","Sage, L.W.",0.0,1,http://www.wikidata.org/entity/Q19001621,Leigh William Sage,Sage,L.W.,"Sage, L.W.",,35960128,,,37785-1,L.W.Sage,1970.0,,,
309,"Doust, A.N.L.",828,1986.0,2001.0,15.0,"Doust, A.N.L.","Doust, A.N.L.",0.0,1,http://www.wikidata.org/entity/Q26714701,Andrew N.L. Doust,Doust,A.N.L.,"Doust, A.N.L.",,,,,35827-1,Doust,,,,
310,"Kraft, G.T.",823,1964.0,2018.0,54.0,"Kraft, G.T.","Kraft, G.T.",0.0,1,http://www.wikidata.org/entity/Q21517880,Gerald Thompson Kraft,Kraft,G.T.,"Kraft, G.T.",,,,,29899-1,Kraft,1939.0,,,
311,"Spencer, R.D.",823,1969.0,2002.0,33.0,"Spencer, R.D.","Spencer, R.D.",0.0,1,http://www.wikidata.org/entity/Q7358068,Roger David Spencer,Spencer,R.D.,"Spencer, R.D.",,77970107,0000 0000 8272 6438,,14570-1,R.D.Spencer,1945.0,,,
312,"Townrow, J.E.S.",819,1942.0,2001.0,59.0,"Townrow, J.E.S.","Townrow, J.E.S.",0.0,1,http://www.wikidata.org/entity/Q21610910,Jocelyn Elizabeth Suzanne Townrow,Townrow,J.E.S.,"Townrow, J.E.S.",,,,,13329-1,J.Townrow,1932.0,,,
313,"Robinson, C.J.",814,1980.0,2003.0,23.0,"Robinson, C.J.","Robinson, C.J.",0.0,1,http://www.wikidata.org/entity/Q47125207,C.J. Robinson,Robinson,C.J.,"Robinson, C.J.",,,,,25682-1,C.J.Rob.,,,,
314,"Eaton, A.",811,1888.0,2005.0,117.0,"Eaton, A.","Eaton, A.",0.0,1,http://www.wikidata.org/entity/Q474250,Amos Eaton,Eaton,A.,"Eaton, A.",,15547874,0000 0000 5455 8641,1026.0,2447-1,Eaton,1776.0,1842.0,,
315,"Basedow, H.",805,1902.0,1928.0,26.0,"Basedow, H.","Basedow, H.",0.0,1,http://www.wikidata.org/entity/Q1556647,Herbert Basedow,Basedow,H.,"Basedow, H.",,71486441,0000 0000 6308 0352,,,,1881.0,1933.0,,
316,"Beckler, H.",805,1856.0,1933.0,77.0,"Beckler, H.","Beckler, H.",0.0,1,http://www.wikidata.org/entity/Q21033810,Hermann Beckler,Beckler,H.,"Beckler, H.",,1196895,0000 0000 8349 996X,,,,1828.0,1914.0,,
317,"Clifford, H.T.",790,1940.0,2005.0,65.0,"Clifford, H.T.","Clifford, H.T.",0.0,1,http://www.wikidata.org/entity/Q5892430,Harold Trevor Clifford,Clifford,H.T.,"Clifford, H.T.",,56670060,0000 0001 1063 8946,73110,1697-1,Clifford,1927.0,,,
318,"Thompson, H.",790,1887.0,1998.0,111.0,"Thompson, H.","Thompson, H.",0.0,1,http://www.wikidata.org/entity/Q33695957,H. Thompson,Thompson,H.,"Thompson, H.",,,,,20017146-1,H.Thomps.,,,,
319,"Patrick, S.J.",789,1982.0,2017.0,35.0,"Patrick, S.J.","Patrick, S.J.",0.0,1,http://www.wikidata.org/entity/Q19799695,Susan J. Patrick,Patrick,S.J.,"Patrick, S.J.",,,,,36074-1,S.J.Patrick,1944.0,,,
320,"Miller, C.H.",789,1980.0,2012.0,32.0,"Miller, C.H.","Miller, C.H.",0.0,1,http://www.wikidata.org/entity/Q21521501,Catherine H. Miller,Miller,C.H.,"Miller, C.H.",,,,,20016286-1,C.H.Mill.,1958.0,,,
321,"Stoward, F.",788,1879.0,1971.0,92.0,"Stoward, F.","Stoward, F.",0.0,1,http://www.wikidata.org/entity/Q5498801,Frederick Stoward,Stoward,F.,"Stoward, F.",,,,30789.0,,,1866.0,1931.0,,
322,"McCarthy, P.M.",784,1989.0,2019.0,30.0,"McCarthy, P.M.","McCarthy, P.M.",0.0,1,http://www.wikidata.org/entity/Q21388621,Patrick Martin McCarthy,McCarthy,P.M.,"McCarthy, P.M.",,2718112,0000 0001 1586 482X,,14572-1,P.M.McCarthy,1955.0,,,
323,"Pigott, J.P.",782,1985.0,1996.0,11.0,"Pigott, J.P.","Pigott, J.P.",0.0,1,http://www.wikidata.org/entity/Q26713348,Julian Patrick Pigott,Pigott,J.P.,"Pigott, J.P.",,,,,39505-1,J.P.Pigott,,,,
324,"Baldock, R.N.",781,1962.0,2017.0,55.0,"Baldock, R.N.","Baldock, R.N.",0.0,1,http://www.wikidata.org/entity/Q36658480,Robert N. Baldock,Baldock,R.N.,"Baldock, R.N.",,,,78904,32336-1,Baldock,,,,
325,"Cowan, R.S.",777,1979.0,1994.0,15.0,"Cowan, R.S.","Cowan, R.S.",0.0,1,http://www.wikidata.org/entity/Q6108714,Richard Sumner Cowan,Cowan,R.S.,"Cowan, R.S.",,9863210,0000 0001 0868 5663,1584.0,1850-1,R.S.Cowan,1921.0,1997.0,,
326,"Malajczuk, N.",776,1969.0,2000.0,31.0,"Malajczuk, N.","Malajczuk, N.",0.0,1,http://www.wikidata.org/entity/Q36642585,Nicholas Malajczuk,Malajczuk,N.,"Malajczuk, N.",,,,81541,22800-1,Malajczuk,,,,
327,"Wallace, B.J.",775,1969.0,2013.0,44.0,"Wallace, B.J.","Wallace, B.J.",0.0,1,http://www.wikidata.org/entity/Q21388143,Benjamin John Wallace,Wallace,B.J.,"Wallace, B.J.",,,,,35409-1,B.J.Wallace,1947.0,,,
328,"Johnson, B.",774,1958.0,2014.0,56.0,"Johnson, B.","Johnson, B.",0.0,1,http://www.wikidata.org/entity/Q76578947,Barrie Johnson,Johnson,B.,"Johnson, B.",0000-0001-7348-4016,164092625,,,,,,,,
329,"Keith, D.",773,1968.0,2012.0,44.0,"Keith, D.","Keith, D.",0.0,1,http://www.wikidata.org/entity/Q21502576,Denis Keith,Keith,D.,"Keith, D.",,,,,,,,,,
330,"Muspratt, J.",772,1944.0,1977.0,33.0,"Muspratt, J.","Muspratt, J.",0.0,1,http://www.wikidata.org/entity/Q36595792,J. Muspratt,Muspratt,J.,"Muspratt, J.",,,,81418,23800-1,Muspratt,,,,
331,"Wild, C.J.",770,1881.0,1981.0,100.0,"Wild, C.J.","Wild, C.J.",0.0,1,http://www.wikidata.org/entity/Q36532634,Charles James Wild,Wild,C.J.,"Wild, C.J.",,,,,20016209-1,C.J.Wild,,,,
332,"Mitchell, A.S.",768,1974.0,2017.0,43.0,"Mitchell, A.S.","Mitchell, A.S.",0.0,1,http://www.wikidata.org/entity/Q21521561,Andrew Stewart Mitchell,Mitchell,A.S.,"Mitchell, A.S.",,,,,13311-1,A.S.Mitch.,1952.0,,,
333,"Holland, A.E.",764,1989.0,2016.0,27.0,"Holland, A.E.","Holland, A.E.",0.0,1,http://www.wikidata.org/entity/Q26712197,Ailsa E. Holland,Holland,A.E.,"Holland, A.E.",,,,,35913-1,A.E.Holland,,,,
334,"Crisp, M.",761,1965.0,2019.0,54.0,"Crisp, M.","Crisp, M.",0.0,1,http://www.wikidata.org/entity/Q4241213,Michael Crisp,Crisp,M.,"Crisp, M.",,,,9609.0,12123-1,Crisp,1950.0,,,
335,"Mallinson, D.J.",758,1992.0,2014.0,22.0,"Mallinson, D.J.","Mallinson, D.J.",0.0,1,http://www.wikidata.org/entity/Q21519851,David James Mallinson,Mallinson,D.J.,"Mallinson, D.J.",,,,,37900-1,Mallinson,1951.0,,,
336,"Gordon, H.D.",757,1928.0,1987.0,59.0,"Gordon, H.D.","Gordon, H.D.",0.0,1,http://www.wikidata.org/entity/Q21514135,Hugh Douglas Gordon,Gordon,H.D.,"Gordon, H.D.",,,,60529,19496-1,H.D.Gordon,1912.0,1978.0,,
337,"Woelkerling, W.J.",757,1958.0,1997.0,39.0,"Woelkerling, W.J.","Woelkerling, W.J.",0.0,1,http://www.wikidata.org/entity/Q21612888,William James Woelkerling,Woelkerling,W.J.,"Woelkerling, W.J.",,,,,31816-1,Woelk.,1941.0,,,
338,"Barrett, M.D.",752,1992.0,2017.0,25.0,"Barrett, M.D.","Barrett, M.D.",0.0,1,http://www.wikidata.org/entity/Q21388594,Matthew David Barrett,Barrett,M.D.,"Barrett, M.D.",,,,15890.0,38847-1,M.D.Barrett,1974.0,,,
339,"Ford, N.C.",744,1944.0,1968.0,24.0,"Ford, N.C.","Ford, N.C.",0.0,1,http://www.wikidata.org/entity/Q21513332,Neridah Clifton Ford,Ford,N.C.,"Ford, N.C.",,,,,2820-1,Ford,1926.0,2006.0,,
340,"Garrett, M.",744,1947.0,2018.0,71.0,"Garrett, M.","Garrett, M.",0.0,1,http://www.wikidata.org/entity/Q33672850,M. Garrett,Garrett,M.,"Garrett, M.",,,,,38332-1,M.Garrett,,,,
341,"George, A.",740,1907.0,2007.0,100.0,"George, A.","George, A.",0.0,1,http://www.wikidata.org/entity/Q2702267,Alex George,George,A.,"George, A.",,121789273,0000 0001 0803 529X,,3090-1,A.S.George,1939.0,,,
342,"Ziegeler, D.",739,1982.0,2011.0,29.0,"Ziegeler, D.","Ziegeler, D.",0.0,1,http://www.wikidata.org/entity/Q21393537,David Ziegeler,Ziegeler,D.,"Ziegeler, D.",,,,,,,,,,
343,"Fechner, N.A.",735,2001.0,2015.0,14.0,"Fechner, N.A.","Fechner, N.A.",0.0,1,http://www.wikidata.org/entity/Q88841756,Nigel A. Fechner,Fechner,N.A.,"Fechner, N.A.",,,,,20037089-1,N.A.Fechner,,,,
344,"Ornduff, R.",735,1908.0,1993.0,85.0,"Ornduff, R.","Ornduff, R.",0.0,1,http://www.wikidata.org/entity/Q6109510,Robert Ornduff,Ornduff,R.,"Ornduff, R.",,166520818,0000 0001 1725 7476,27760.0,7166-1,Ornduff,1932.0,2000.0,,
345,"Gebert, W.A.",734,1998.0,2019.0,21.0,"Gebert, W.A.","Gebert, W.A.",0.0,1,http://www.wikidata.org/entity/Q21513843,Wayne Ashley Gebert,Gebert,W.A.,"Gebert, W.A.",,,,,20014240-1,Gebert,1976.0,,,
346,"Wilson, T.C.",733,2006.0,2020.0,14.0,"Wilson, T.C.","Wilson, T.C.",0.0,1,http://www.wikidata.org/entity/Q33699117,Trevor C. Wilson,Wilson,T.C.,"Wilson, T.C.",,,,,20019919-1,T.C.Wilson,,,,
347,"Sands, M.J.S.",723,1975.0,2008.0,33.0,"Sands, M.J.S.","Sands, M.J.S.",0.0,1,http://www.wikidata.org/entity/Q21338725,Martin Jonathan Southgate Sands,Sands,M.J.S.,"Sands, M.J.S.",,,,,14962-1,Sands,1938.0,,,
348,"Audas, J.W.C.",722,1890.0,1935.0,45.0,"Audas, J.W.C.","Audas, J.W.C.",0.0,1,http://www.wikidata.org/entity/Q21505426,James Wales Claredon Audas,Audas,J.W.C.,"Audas, J.W.C.",,94759120,0000 0000 6520 0397,69008,13242-1,Audas,1872.0,1959.0,,
349,"Scott, G.A.M.",721,1962.0,1999.0,37.0,"Scott, G.A.M.","Scott, G.A.M.",0.0,1,http://www.wikidata.org/entity/Q21608563,George Anderson Macdonald Scott,Scott,G.A.M.,"Scott, G.A.M.",,1718155191923082440003,,19811,26451-1,G.A.M.Scott,1933.0,1998.0,,
350,"Welch, M.B.",717,1896.0,2001.0,105.0,"Welch, M.B.","Welch, M.B.",0.0,1,http://www.wikidata.org/entity/Q21340713,Marcus Baldwin Welch,Welch,M.B.,"Welch, M.B.",,5823155044832072520005,,70864,11529-1,M.B.Welch,1895.0,1942.0,,
351,"Barber, H.N.",713,1912.0,1970.0,58.0,"Barber, H.N.","Barber, H.N.",0.0,1,http://www.wikidata.org/entity/Q21165067,Horace Newton Barber,Barber,H.N.,"Barber, H.N.",,94873147,,68104,13248-1,H.N.Barber,1914.0,1971.0,,
352,"Hall, T.",713,1909.0,2014.0,105.0,"Hall, T.","Hall, T.",0.0,1,http://www.wikidata.org/entity/Q33675022,Tony Hall,Hall,T.,"Hall, T.",,,,,20018727-1,T.Hall,,,,
353,"Hussey, J.L.",697,1891.0,1973.0,82.0,"Hussey, J.L.","Hussey, J.L.",0.0,1,http://www.wikidata.org/entity/Q66763410,Jessie Louisa Hussey,Hussey,J.L.,"Hussey, J.L.",,,,27503,,,1862.0,1899.0,,
354,"Gill, W.",696,1888.0,2018.0,130.0,"Gill, W.","Gill, W.",0.0,1,http://www.wikidata.org/entity/Q53836524,Walter Gill,Gill,W.,"Gill, W.",,94989972,,,,,1851.0,1929.0,,
355,"Wright, G.T.",694,1998.0,2019.0,21.0,"Wright, G.T.","Wright, G.T.",0.0,1,http://www.wikidata.org/entity/Q59606231,Genevieve T. Wright,Wright,G.T.,"Wright, G.T.",,,,,20033561-1,G.T.Wright,2018.0,,,
356,"Bayer, R.J.",693,1944.0,2009.0,65.0,"Bayer, R.J.","Bayer, R.J.",0.0,1,http://www.wikidata.org/entity/Q7291564,Randall James Bayer,Bayer,R.J.,"Bayer, R.J.",,,,,14603-1,R.J.Bayer,1955.0,,,
357,"Catcheside, D.G.",693,1951.0,1991.0,40.0,"Catcheside, D.G.","Catcheside, D.G.",0.0,1,http://www.wikidata.org/entity/Q21165808,David Guthrie Catcheside,Catcheside,D.G.,"Catcheside, D.G.",,71977574,0000 0001 0986 3302,1461,1456-1,Catches.,1907.0,1994.0,,
358,"Hamilton, A.G.",692,1882.0,1992.0,110.0,"Hamilton, A.G.","Hamilton, A.G.",0.0,1,http://www.wikidata.org/entity/Q21514592,Alexandra Greenlaw Hamilton,Hamilton,A.G.,"Hamilton, A.G.",,294998420,,44370.0,13289-1,A.G.Ham.,1852.0,1941.0,,
359,"Forrest, A.",687,1818.0,1994.0,176.0,"Forrest, A.","Forrest, A.",0.0,1,http://www.wikidata.org/entity/Q706734,Alexander Forrest,Forrest,A.,"Forrest, A.",,55957059,0000 0000 6391 2307,,,,1849.0,1901.0,,
360,"Gray, B.",35130,1956.0,2020.0,64.0,"Gray, B.","Gray, B.",0.0,2,http://www.wikidata.org/entity/Q52483753,Bessie Gray,Gray,B.,"Gray, B.",,63146936678413781031,,,,,1854.0,1925.0,,
361,"Gray, B.",35130,1956.0,2020.0,64.0,"Gray, B.","Gray, B.",0.0,2,http://www.wikidata.org/entity/Q13415750,Bruce Gray,Gray,B.,"Gray, B.",,16639496,,,3353-1,B.Gray,1939.0,,,
362,"Willis, J.H.",21961,1885.0,1996.0,111.0,"Willis, J.H.","Willis, J.H.",0.0,2,http://www.wikidata.org/entity/Q6135471,James Hamlyn Willis,Willis,J.H.,"Willis, J.H.",,75240843,0000 0001 0989 0124,33214,11720-1,J.H.Willis,1910.0,1995.0,,
363,"Willis, J.H.",21961,1885.0,1996.0,111.0,"Willis, J.H.","Willis, J.H.",0.0,2,http://www.wikidata.org/entity/Q47128902,John H. Willis,Willis,J.H.,"Willis, J.H.",,,,,20012709-2,John H.Willis,,,,
364,"Buchanan, A.M.",17177,1966.0,2019.0,53.0,"Buchanan, A.M.","Buchanan, A.M.",0.0,2,http://www.wikidata.org/entity/Q21506601,Alex M. Buchanan,Buchanan,A.M.,"Buchanan, A.M.",,,,,16655-1,A.M.Buchanan,1944.0,,,
365,"Buchanan, A.M.",17177,1966.0,2019.0,53.0,"Buchanan, A.M.","Buchanan, A.M.",0.0,2,http://www.wikidata.org/entity/Q21337603,Audria M. Buchanan,Buchanan,A.M.,"Buchanan, A.M.",,,,,,,,,,
366,"Watts, W.W.",14790,1877.0,2004.0,127.0,"Watts, W.W.","Watts, W.W.",0.0,2,http://www.wikidata.org/entity/Q2516590,William Whitehead Watts,Watts,W.W.,"Watts, W.W.",,49588388,0000 0000 5512 540X,,,,1860.0,1947.0,,
367,"Watts, W.W.",14790,1877.0,2004.0,127.0,"Watts, W.W.","Watts, W.W.",0.0,2,http://www.wikidata.org/entity/Q3569020,William Walter Watts,Watts,W.W.,"Watts, W.W.",,,,72520.0,11444-1,Watts,1856.0,1920.0,,
368,"Cowie, I.",14584,1966.0,2020.0,54.0,"Cowie, I.","Cowie, I.",0.0,2,http://www.wikidata.org/entity/Q6076172,Isaac Cowie,Cowie,I.,"Cowie, I.",,104503637,0000 0000 7897 3559,,,,1848.0,1917.0,,
369,"Cowie, I.",14584,1966.0,2020.0,54.0,"Cowie, I.","Cowie, I.",0.0,2,http://www.wikidata.org/entity/Q18983983,Ian Cowie,Cowie,I.,"Cowie, I.",,,,,36613-1,Cowie,,,,
370,"Wilson, P.G.",13225,1927.0,2018.0,91.0,"Wilson, P.G.","Wilson, P.G.",0.0,2,http://www.wikidata.org/entity/Q910302,Paul Graham Wilson,Wilson,P.G.,"Wilson, P.G.",,,,,11741-1,Paul G.Wilson,1928.0,,,
371,"Wilson, P.G.",13225,1927.0,2018.0,91.0,"Wilson, P.G.","Wilson, P.G.",0.0,2,http://www.wikidata.org/entity/Q6073393,Peter Gordon Wilson,Wilson,P.G.,"Wilson, P.G.",,,,,11744-1,Peter G.Wilson,1950.0,,,
372,"Thompson, E.J.",13025,1969.0,2017.0,48.0,"Thompson, E.J.","Thompson, E.J.",0.0,2,http://www.wikidata.org/entity/Q70683061,Emma Jane Thompson,Thompson,E.J.,"Thompson, E.J.",,,,15764.0,,,1863.0,1954.0,,
373,"Thompson, E.J.",13025,1969.0,2017.0,48.0,"Thompson, E.J.","Thompson, E.J.",0.0,2,http://www.wikidata.org/entity/Q19002622,E.John Thompson,Thompson,E.J.,"Thompson, E.J.",,,,,37093-1,E.J.Thomps.,,,,
374,"Stajsic, V.",12813,1900.0,2020.0,120.0,"Stajsic, V.","Stajsic, V.",0.0,2,http://www.wikidata.org/entity/Q26714177,V. Stajsic,Stajsic,V.,"Stajsic, V.",,,,,39262-1,Stajsic,,,,
375,"Stajsic, V.",12813,1900.0,2020.0,120.0,"Stajsic, V.","Stajsic, V.",0.0,2,http://www.wikidata.org/entity/Q21395366,Val Stajsic,Stajsic,V.,"Stajsic, V.",,,,,,,,,,
