,label,count,start_date,end_date,activity_span,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
618,"Symon, D.",2364,1910.0,2009.0,99.0,"Symon, D.","Symon, D.E.",0.55,1,http://www.wikidata.org/entity/Q5799961,David Eric Symon,Symon,D.E.,"Symon, D.E.",,58031223,0000 0000 2530 6998,49358,10358-1,Symon,1920.0,2011.0,,
619,"Rozefelds, A.C.",2159,1964.0,2010.0,46.0,"Rozefelds, A.C.","Rozefelds, A.C.F.",0.55,1,http://www.wikidata.org/entity/Q21607500,Andrew Carl Frank Rozefelds,Rozefelds,A.C.F.,"Rozefelds, A.C.F.",,,,81735,39524-1,Rozefelds,1960.0,,,
620,"Sharpe, P.",1812,1969.0,1993.0,24.0,"Sharpe, P.","Sharpe, P.R.",0.55,1,http://www.wikidata.org/entity/Q21608752,Philip Ridley Sharpe,Sharpe,P.R.,"Sharpe, P.R.",,,,,26604-1,Sharpe,1915.0,,,
621,"Bostock, P.D.",1024,1981.0,2014.0,33.0,"Bostock, P.D.","Bostock, P.",0.55,1,http://www.wikidata.org/entity/Q18983223,Peter Bostock,Bostock,P.,"Bostock, P.",,,,,14307-1,Bostock,1949.0,,,
622,"Wapstra, J.E.",865,1991.0,2012.0,21.0,"Wapstra, J.E.","Wapstra, M.",0.55,1,http://www.wikidata.org/entity/Q21612226,Mark Wapstra,Wapstra,M.,"Wapstra, M.",,,,,20009923-1,Wapstra,1971.0,,,
623,"Haegi, L.A.R.",834,1945.0,1993.0,48.0,"Haegi, L.A.R.","Haegi, L.",0.55,1,http://www.wikidata.org/entity/Q5971806,Laurence Haegi,Haegi,L.,"Haegi, L.",,,,79775,13662-1,Haegi,1952.0,,,
624,"Woolcock, C.E. | Woolcock, D.T.",686,1968.0,1989.0,21.0,"Woolcock, C.E. | Woolcock, D.T.","Woolcock, A.",0.55,1,http://www.wikidata.org/entity/Q17711341,Ann Woolcock,Woolcock,A.,"Woolcock, A.",,48202671,0000 0000 6482 478X,,,,1937.0,2001.0,,
625,"Black, R.A.",6032,1900.0,1996.0,96.0,"Black, R.A.","Black, R.",0.55,2,http://www.wikidata.org/entity/Q7342125,Robert Black,Black,R.,"Black, R.",,24174097,0000 0000 4317 8336,,,,1829.0,1915.0,,
626,"Black, R.A.",6032,1900.0,1996.0,96.0,"Black, R.A.","Black, R.",0.55,2,http://www.wikidata.org/entity/Q7286889,Raleigh Black,Black,R.,"Black, R.",,,,22318,829-1,R.A.Black,1880.0,1963.0,,
627,"Thomson, B.",4003,1951.0,1991.0,40.0,"Thomson, B.","Thomson, J.",0.55,2,http://www.wikidata.org/entity/Q2037671,James Thomson,Thomson,J.,"Thomson, J.",,76448599,0000 0000 8156 7375,,,,1828.0,1897.0,,
628,"Thomson, B.",4003,1951.0,1991.0,40.0,"Thomson, B.","Thomson, J.",0.55,2,http://www.wikidata.org/entity/Q1351577,Joseph Thomson,Thomson,J.,"Thomson, J.",,51730766,0000 0000 8381 9871,4425.0,14285-1,J.Thomson,1858.0,1895.0,,
629,"Crawford, I.",12816,1900.0,2019.0,119.0,"Crawford, I.","Crawford, J.",0.56,1,http://www.wikidata.org/entity/Q6227536,John Crawford,Crawford,J.,"Crawford, J.",,32129520,0000 0001 2126 8426,,,,1910.0,1984.0,,
630,"Cunningham, G.M.",6298,1909.0,2018.0,109.0,"Cunningham, G.M.","Cunningham, G.H.",0.56,1,http://www.wikidata.org/entity/Q4212529,Gordon Herriot Cunningham,Cunningham,G.H.,"Cunningham, G.H.",,67074876,0000 0000 6319 7876,76500.0,17582-1,G.Cunn.,1892.0,1962.0,,
631,"Burgess, C.",5828,1889.0,2009.0,120.0,"Burgess, C.","Burgess, E.",0.56,1,http://www.wikidata.org/entity/Q16062442,Edward Burgess,Burgess,E.,"Burgess, E.",,284958081,,,,,1848.0,1891.0,,
632,"Harris, S.",4054,1976.0,2018.0,42.0,"Harris, S.","Harris, S.A.",0.56,1,http://www.wikidata.org/entity/Q33675257,Stephen A. Harris,Harris,S.A.,"Harris, S.A.",,,,,38288-1,S.A.Harris,,,,
633,"Henderson, R.J.",3861,1959.0,1999.0,40.0,"Henderson, R.J.","Henderson, R.",0.56,1,http://www.wikidata.org/entity/Q5943219,Rodney Henderson,Henderson,R.,"Henderson, R.",,,,,12468-1,R.J.F.Hend.,1938.0,,,
634,"Markey, A.",2592,1996.0,2012.0,16.0,"Markey, A.","Markey, A.S.",0.56,1,http://www.wikidata.org/entity/Q33660080,A.S. Markey,Markey,A.S.,"Markey, A.S.",,,,,20000129-1,A.S.Markey,,,,
635,"Noble, M.G.",1299,1970.0,1987.0,17.0,"Noble, M.G.","Noble, M.",0.56,1,http://www.wikidata.org/entity/Q47123529,Mary Noble,Noble,M.,"Noble, M.",,,,11721,24123-1,Noble,,,,
636,"McVean, D.",1171,1963.0,1984.0,21.0,"McVean, D.","McVean, D.N.",0.56,1,http://www.wikidata.org/entity/Q36538772,Donald N. McVean,McVean,D.N.,"McVean, D.N.",,,,,20016185-1,McVean,,,,
637,"Shoobridge, D.W.",901,1953.0,1981.0,28.0,"Shoobridge, D.W.","Shoobridge, W.",0.56,1,http://www.wikidata.org/entity/Q8018411,William Shoobridge,Shoobridge,W.,"Shoobridge, W.",,,,,,,1846.0,1940.0,,
638,"Whiffin, T.",889,1971.0,1990.0,19.0,"Whiffin, T.","Whiffin, T.P.",0.56,1,http://www.wikidata.org/entity/Q21340632,Trevor Paul Whiffin,Whiffin,T.P.,"Whiffin, T.P.",,,,,11611-1,Whiffin,1947.0,,,
639,"Slee, A.",837,1973.0,2003.0,30.0,"Slee, A.","Slee, A.V.",0.56,1,http://www.wikidata.org/entity/Q21609032,Andrew Vernon Slee,Slee,A.V.,"Slee, A.V.",,,,,37064-1,Slee,1950.0,,,
640,"Bateman, W.",831,1950.0,1986.0,36.0,"Bateman, W.","Bateman, J.",0.56,1,http://www.wikidata.org/entity/Q2616501,James Bateman,Bateman,J.,"Bateman, J.",,28576259,0000 0000 7368 8150,805.0,537-1,Bateman,1811.0,1897.0,,
641,"Brock, J.",827,1983.0,1999.0,16.0,"Brock, J.","Brock, J.R.",0.56,1,http://www.wikidata.org/entity/Q88829758,Jordan R. Brock,Brock,J.R.,"Brock, J.R.",,,,,20039990-1,J.R.Brock,,,,
642,"Williams, L.D.",5583,1941.0,1997.0,56.0,"Williams, L.D.","Williams, L.",0.56,2,http://www.wikidata.org/entity/Q11165304,Llewelyn Williams,Williams,L.,"Williams, L.",,958155284800687060406,,2727.0,11704-1,Ll.Williams,1901.0,1984.0,,
643,"Williams, L.D.",5583,1941.0,1997.0,56.0,"Williams, L.D.","Williams, L.",0.56,2,http://www.wikidata.org/entity/Q85428467,Lance Williams,Williams,L.,"Williams, L.",,,,,,,,,,
644,"Maslin, B.R.",10950,1910.0,2013.0,103.0,"Maslin, B.R.","Maslin, B.",0.57,1,http://www.wikidata.org/entity/Q2926444,Bruce Maslin,Maslin,B.,"Maslin, B.",,94978723,0000 0000 6608 3807,5215.0,6190-1,Maslin,1946.0,,,
645,"Henshall, T.",6594,1922.0,1989.0,67.0,"Henshall, T.","Henshall, J.",0.57,1,http://www.wikidata.org/entity/Q21516124,John Henshall,Henshall,J.,"Henshall, J.",,,,,39368-1,Henshall,,,,
646,"Ingram, C.K.",4585,1933.0,2015.0,82.0,"Ingram, C.K.","Ingram, C.",0.57,1,http://www.wikidata.org/entity/Q1109709,Collingwood Ingram,Ingram,C.,"Ingram, C.",,172103397,0000 0001 2239 6390,67402.0,4295-1,Ingram,1880.0,1981.0,,
647,"Thiele, K.R.",4448,1973.0,2019.0,46.0,"Thiele, K.R.","Thiele, K.",0.57,1,http://www.wikidata.org/entity/Q547084,Kevin Thiele,Thiele,K.,"Thiele, K.",0000-0002-6658-6636,,,,27657-1,K.R.Thiele,1959.0,,,
648,"Jobson, P.",2773,1969.0,2019.0,50.0,"Jobson, P.","Jobson, P.C.",0.57,1,http://www.wikidata.org/entity/Q21391683,Peter C. Jobson,Jobson,P.C.,"Jobson, P.C.",,,,20908,38452-1,Jobson,1965.0,,,
649,"Rankin, M.",1775,1900.0,1999.0,99.0,"Rankin, M.","Rankin, R.",0.57,1,http://www.wikidata.org/entity/Q11189269,Rosa Rankin,Rankin,R.,"Rankin, R.",,,,,35357-1,R.Rankin,1958.0,,,
650,"Dixon, D.",1308,1930.0,2008.0,78.0,"Dixon, D.","Dixon, D.M.",0.57,1,http://www.wikidata.org/entity/Q36535644,Dennis M. Dixon,Dixon,D.M.,"Dixon, D.M.",,,,,18075-1,D.M.Dixon,,,,
651,"Zich, F.A.",1173,1989.0,2019.0,30.0,"Zich, F.A.","Zich, F.",0.57,1,http://www.wikidata.org/entity/Q21613642,Frank Zich,Zich,F.,"Zich, F.",,,,,20019017-1,Zich,1968.0,,,
652,"Cherry, W.A.",1095,1985.0,2016.0,31.0,"Cherry, W.A.","Cherry, W.",0.57,1,http://www.wikidata.org/entity/Q18983703,W. Cherry,Cherry,W.,"Cherry, W.",,,,34960,39707-1,Cherry,,,,
653,"Halling, R.E.",746,1984.0,2015.0,31.0,"Halling, R.E.","Halling, R.",0.57,1,http://www.wikidata.org/entity/Q14173137,Roy Halling,Halling,R.,"Halling, R.",0000-0002-2610-3062,59685649,0000 0001 1652 902X,37953,19888-1,Halling,1950.0,,,
654,"Scarlett, N.",697,1947.0,1998.0,51.0,"Scarlett, N.","Scarlett, N.H.",0.57,1,http://www.wikidata.org/entity/Q19004122,N.H. Scarlett,Scarlett,N.H.,"Scarlett, N.H.",,,,,39747-1,Scarlett,,,,
655,"Phillips, M.E.",25427,1902.0,1995.0,93.0,"Phillips, M.E.","Phillips, J.",0.57,3,http://www.wikidata.org/entity/Q1701428,John Phillips,Phillips,J.,"Phillips, J.",,96438541,0000 0000 7823 2988,8303.0,7643-1,J.Phillips,1800.0,1874.0,,
656,"Phillips, M.E.",25427,1902.0,1995.0,93.0,"Phillips, M.E.","Phillips, J.",0.57,3,http://www.wikidata.org/entity/Q6252815,John Phillips,Phillips,J.,"Phillips, J.",,120700881,0000 0001 0939 7321,,,,1631.0,1706.0,,
657,"Phillips, M.E.",25427,1902.0,1995.0,93.0,"Phillips, M.E.","Phillips, J.",0.57,3,http://www.wikidata.org/entity/Q17627013,John Phillips,Phillips,J.,"Phillips, J.",,,,,,,1855.0,1928.0,,
658,"Sanderson, K.",2747,1961.0,1998.0,37.0,"Sanderson, K.","Sanderson, J.",0.58,1,http://www.wikidata.org/entity/Q21607697,John Sanderson,Sanderson,J.,"Sanderson, J.",,,,29301,35156-1,Sand.,1820.0,1881.0,,
659,"Forster, P.",1904,1983.0,2017.0,34.0,"Forster, P.","Forster, J.",0.58,1,http://www.wikidata.org/entity/Q36590081,Jakob Forster,Forster,J.,"Forster, J.",,,,,2834-1,J.Forst.,,,,
660,"Goodall, D.W.",1407,1950.0,1999.0,49.0,"Goodall, D.W.","Goodall, D.",0.58,1,http://www.wikidata.org/entity/Q5240703,David Goodall,Goodall,D.,"Goodall, D.",,29593983,0000 0001 0883 3849,,,,1914.0,2018.0,,
661,"Davies, S.J.J.",1245,1957.0,1979.0,22.0,"Davies, S.J.J.","Davies, S.J.",0.58,1,http://www.wikidata.org/entity/Q18984102,Stuart James Davies,Davies,S.J.,"Davies, S.J.",,,,,35820-1,S.J.Davies,1964.0,,,
662,"Butler, G.",1141,1971.0,1994.0,23.0,"Butler, G.","Butler, G.L.",0.58,1,http://www.wikidata.org/entity/Q36560497,Garl L. Butler,Butler,G.L.,"Butler, G.L.",,,,,32605-1,G.L.Butler,,,,
663,"Stanley, T.",1041,1950.0,1995.0,45.0,"Stanley, T.","Stanley, T.D.",0.58,1,http://www.wikidata.org/entity/Q21609521,Trevor Donald Stanley,Stanley,T.D.,"Stanley, T.D.",,,,,27134-1,Stanley,1952.0,,,
664,"Armstrong, P.G.",1017,1984.0,2014.0,30.0,"Armstrong, P.G.","Armstrong, P.A.",0.58,1,http://www.wikidata.org/entity/Q47113189,P.A. Armstrong,Armstrong,P.A.,"Armstrong, P.A.",,,,,30973-1,P.A.Armstr.,,,,
665,"Clarke, S.",943,1911.0,2017.0,106.0,"Clarke, S.","Clarke, S.R.",0.58,1,http://www.wikidata.org/entity/Q3498696,Stephenson Robert Clarke,Clarke,S.R.,"Clarke, S.R.",,72300576,0000 0000 5004 5822,,,,1862.0,1948.0,,
666,"Branwhite, P.G.",748,1988.0,2012.0,24.0,"Branwhite, P.G.","Branwhite, B.",0.58,1,http://www.wikidata.org/entity/Q88811943,Boris Branwhite,Branwhite,B.,"Branwhite, B.",,,,,20044452-1,Branwhite,1945.0,,,
667,"Weston, A.",722,1891.0,2000.0,109.0,"Weston, A.","Weston, A.S.",0.58,1,http://www.wikidata.org/entity/Q21612531,Arthur Stewart Weston,Weston,A.S.,"Weston, A.S.",,,,,13335-1,A.S.Weston,1932.0,,,
668,"Mueller, F.",16407,1803.0,1969.0,166.0,"Mueller, F.","Mueller, A.",0.58,2,http://www.wikidata.org/entity/Q55068807,Arthur Mueller,Mueller,A.,"Mueller, A.",,,,,,,1863.0,1926.0,,
669,"Mueller, F.",16407,1803.0,1969.0,166.0,"Mueller, F.","Mueller, A.",0.58,2,http://www.wikidata.org/entity/Q21521832,Anton Mueller,Mueller,A.,"Mueller, A.",,84633848,0000 0000 5800 1488,67979,6729-1,A.Muell.,1798.0,1864.0,,
670,"Hancock, M.",1408,1988.0,2004.0,16.0,"Hancock, M.","Hancock, J.",0.58,2,http://www.wikidata.org/entity/Q6237556,John Hancock,Hancock,J.,"Hancock, J.",,315532634,,,20009199-2,J.Hancock,1808.0,1890.0,,
671,"Hancock, M.",1408,1988.0,2004.0,16.0,"Hancock, M.","Hancock, J.",0.58,2,http://www.wikidata.org/entity/Q272774,John Hancock,Hancock,J.,"Hancock, J.",,72204820,0000 0001 0128 3741,,,,1737.0,1793.0,,
672,"Reid, J.C.",1009,1974.0,2011.0,37.0,"Reid, J.C.","Reid, J.",0.58,2,http://www.wikidata.org/entity/Q22109480,James Reid,Reid,J.,"Reid, J.",,,,,,,,,,
673,"Reid, J.C.",1009,1974.0,2011.0,37.0,"Reid, J.C.","Reid, J.",0.58,2,http://www.wikidata.org/entity/Q47125085,James Reid,Reid,J.,"Reid, J.",,,,,25480-1,J.Reid,,,,
674,"Byrnes, N.",6432,1889.0,1997.0,108.0,"Byrnes, N.","Byrnes, N.B.",0.59,1,http://www.wikidata.org/entity/Q6045004,Norman Brice Byrnes,Byrnes,N.B.,"Byrnes, N.B.",,,,40118,12107-1,Byrnes,1922.0,1998.0,,
675,"Hopper, S.D.",5523,1955.0,2019.0,64.0,"Hopper, S.D.","Hopper, S.",0.59,1,http://www.wikidata.org/entity/Q2082700,Stephen Hopper,Hopper,S.,"Hopper, S.",,57980273,0000 0000 6353 1897,29193.0,12178-1,Hopper,1951.0,,,
676,"Egan, J.",4845,1992.0,2006.0,14.0,"Egan, J.","Egan, J.P.",0.59,1,http://www.wikidata.org/entity/Q56631734,Joshua P. Egan,Egan,J.P.,"Egan, J.P.",,,,,,,,,,
677,"Jensen, R.",3805,1992.0,2019.0,27.0,"Jensen, R.","Jensen, J.",0.59,1,http://www.wikidata.org/entity/Q16849971,John Jensen,Jensen,J.,"Jensen, J.",,,,,,,1884.0,1970.0,,
678,"Rogers, R.",2647,1910.0,2006.0,96.0,"Rogers, R.","Rogers, R.S.",0.59,1,http://www.wikidata.org/entity/Q3281627,Richard Sanders Rogers,Rogers,R.S.,"Rogers, R.S.",,16867036,0000 0000 6396 983X,34806.0,8527-1,R.S.Rogers,1861.0,1942.0,,
679,"Phillips, S.P.",2513,1996.0,2018.0,22.0,"Phillips, S.P.","Phillips, S.M.",0.59,1,http://www.wikidata.org/entity/Q2883975,Sylvia Mabel Phillips,Phillips,S.M.,"Phillips, S.M.",,70881532,0000 0000 3935 0420,,7647-1,S.M.Phillips,1945.0,,,
680,"Blake, S.",2069,1834.0,2010.0,176.0,"Blake, S.","Blake, S.T.",0.59,1,http://www.wikidata.org/entity/Q2984580,Stanley Thatcher Blake,Blake,S.T.,"Blake, S.T.",,304022808,0000 0000 6521 9151,13863.0,838-1,S.T.Blake,1910.0,1973.0,,
681,"Marchant, N.G.",1409,1905.0,2008.0,103.0,"Marchant, N.G.","Marchant, N.",0.59,1,http://www.wikidata.org/entity/Q9049700,Neville Marchant,Marchant,N.,"Marchant, N.",,72710830,0000 0000 8263 1789,93305,12207-1,N.G.Marchant,1939.0,,,
682,"Brown, M.J.",1312,1973.0,1999.0,26.0,"Brown, M.J.","Brown, M.",0.59,1,http://www.wikidata.org/entity/Q26838354,Marie Brown,Brown,M.,"Brown, M.",,,,,,,1883.0,1949.0,,
683,"Copley, P.",1240,1966.0,2004.0,38.0,"Copley, P.","Copley, P.B.",0.59,1,http://www.wikidata.org/entity/Q21509030,Peter Bruce Copley,Copley,P.B.,"Copley, P.B.",,,,,17417-1,Copley,1956.0,,,
684,"Paget, A.",952,1934.0,2011.0,77.0,"Paget, A.","Paget, J.",0.59,1,http://www.wikidata.org/entity/Q429207,James Paget,Paget,J.,"Paget, J.",,27810909,0000 0000 7357 4188,2313.0,12719-1,Paget,1814.0,1899.0,,
685,"Jackes, B.",833,1963.0,2011.0,48.0,"Jackes, B.","Jackes, B.R.",0.59,1,http://www.wikidata.org/entity/Q21516848,Betsy Rivers Jackes,Jackes,B.R.,"Jackes, B.R.",,,,,13295-1,Jackes,1935.0,,,
686,"Stocker, G.",741,1959.0,1999.0,40.0,"Stocker, G.","Stocker, G.W.",0.59,1,http://www.wikidata.org/entity/Q21388922,G. Whitney Stocker,Stocker,G.W.,"Stocker, G.W.",,,,,,,,,,
687,"Rodd, A.",687,1964.0,1995.0,31.0,"Rodd, A.","Rodd, A.N.",0.59,1,http://www.wikidata.org/entity/Q5696967,Anthony N. Rodd,Rodd,A.N.,"Rodd, A.N.",,277761673,0000 0001 1054 2207,,38455-1,Rodd,1940.0,,,
688,"Lloyd, N.",2680,1907.0,1997.0,90.0,"Lloyd, N.","Lloyd, J.",0.59,3,http://www.wikidata.org/entity/Q5925802,James Lloyd,Lloyd,J.,"Lloyd, J.",,17371999,0000 0000 0692 6649,2602.0,5680-1,J.Lloyd,1810.0,1896.0,,
689,"Lloyd, N.",2680,1907.0,1997.0,90.0,"Lloyd, N.","Lloyd, J.",0.59,3,http://www.wikidata.org/entity/Q21519397,John Lloyd,Lloyd,J.,"Lloyd, J.",,,,79118,5681-1,Jn.Lloyd,1791.0,1870.0,,
690,"Lloyd, N.",2680,1907.0,1997.0,90.0,"Lloyd, N.","Lloyd, J.",0.59,3,http://www.wikidata.org/entity/Q21389890,Janine Lloyd,Lloyd,J.,"Lloyd, J.",,,,,,,,,,
691,"Simmons, J.G. | Simmons, M.H.",5498,1944.0,2005.0,61.0,"Simmons, J.G. | Simmons, M.H.","Simmons, P.",0.6,1,http://www.wikidata.org/entity/Q55072643,Perez Simmons,Simmons,P.,"Simmons, P.",,246700625,0000 0004 3521 9969,,,,1892.0,1983.0,,
692,"Johnstone, R.L.",3407,1980.0,2018.0,38.0,"Johnstone, R.L.","Johnstone, R.E.",0.6,1,http://www.wikidata.org/entity/Q7364841,Ronald Eric Johnstone,Johnstone,R.E.,"Johnstone, R.E.",,75176208,0000 0000 7738 3450,,,,1949.0,,,
693,"Ratkowsky, A.V.",2821,1959.0,1999.0,40.0,"Ratkowsky, A.V.","Ratkowsky, D.(.).",0.6,1,http://www.wikidata.org/entity/Q88847216,David (A.) Ratkowsky,Ratkowsky,D.(.).,"Ratkowsky, D.(.).",,,,,20039130-1,Ratkowsky,,,,
694,"Webb, W.",1459,1816.0,1896.0,80.0,"Webb, W.","Webb, W.F.",0.6,1,http://www.wikidata.org/entity/Q7964883,Walter Freeman Webb,Webb,W.F.,"Webb, W.F.",,18733735,0000 0000 8010 4643,,,,1869.0,1957.0,,
695,"Parsons, D.",1267,1978.0,2012.0,34.0,"Parsons, D.","Parsons, J.",0.6,1,http://www.wikidata.org/entity/Q19043235,John Parsons,Parsons,J.,"Parsons, J.",,52054185,0000 0000 8131 081X,,,,1868.0,1957.0,,
696,"Collins, T.",1228,2001.0,2018.0,17.0,"Collins, T.","Collins, T.S.",0.6,1,http://www.wikidata.org/entity/Q36687061,T.S. Collins,Collins,T.S.,"Collins, T.S.",,,,,39774-1,T.S.Collins,,,,
697,"Foreman, P.",922,1925.0,2016.0,91.0,"Foreman, P.","Foreman, D.",0.6,1,http://www.wikidata.org/entity/Q18984668,Donald Foreman,Foreman,D.,"Foreman, D.",,91467425,0000 0000 6782 9631,49657,2823-1,Foreman,1945.0,2004.0,,
698,"Christensen, T.J.",851,1964.0,2000.0,36.0,"Christensen, T.J.","Christensen, T.A.",0.6,1,http://www.wikidata.org/entity/Q3545999,Tyge Ahrengot Christensen,Christensen,T.A.,"Christensen, T.A.",,52474092,0000 0000 6319 0789,,17235-1,T.A.Chr.,1918.0,1996.0,,
699,"Wapstra, H.|Wapstra, A.",797,1992.0,2015.0,23.0,"Wapstra, H.|Wapstra, A.","Wapstra, M.",0.6,1,http://www.wikidata.org/entity/Q21612226,Mark Wapstra,Wapstra,M.,"Wapstra, M.",,,,,20009923-1,Wapstra,1971.0,,,
700,"McMullan-Fisher, S.J.M.",774,1996.0,2019.0,23.0,"McMullan-Fisher, S.J.M.","McMullan-Fisher, S.(.M.).",0.6,1,http://www.wikidata.org/entity/Q88839750,Sapphire (J.M.) McMullan-Fisher,McMullan-Fisher,S.(.M.).,"McMullan-Fisher, S.(.M.).",,,,,20039039-1,McMull.-Fish.,,,,
701,"Sutton, C.S.",761,1804.0,1970.0,166.0,"Sutton, C.S.","Sutton, C.",0.6,1,http://www.wikidata.org/entity/Q2884497,Charles Sutton,Sutton,C.,"Sutton, C.",,,,60748.0,10313-1,Sutton,1756.0,1846.0,,
702,"Cuff, N.",742,1998.0,2017.0,19.0,"Cuff, N.","Cuff, N.J.",0.6,1,http://www.wikidata.org/entity/Q36640932,Nicholas J. Cuff,Cuff,N.J.,"Cuff, N.J.",,,,,20019413-2,Cuff,1976.0,,,
703,"Rupp, H.M.R.",5666,1873.0,1987.0,114.0,"Rupp, H.M.R.","Rupp, H.",0.6,2,http://www.wikidata.org/entity/Q3281684,Herman Rupp,Rupp,H.,"Rupp, H.",,11521179,0000 0001 1946 5973,2217.0,8744-1,Rupp,1872.0,1956.0,,
704,"Rupp, H.M.R.",5666,1873.0,1987.0,114.0,"Rupp, H.M.R.","Rupp, H.",0.6,2,http://www.wikidata.org/entity/Q45738980,Hans Rupp,Rupp,H.,"Rupp, H.",,,,,,,,1979.0,,
705,"Anderson, E.R.",1870,1965.0,2016.0,51.0,"Anderson, E.R.","Anderson, E.",0.6,2,http://www.wikidata.org/entity/Q2411272,Edgar Anderson,Anderson,E.,"Anderson, E.",,6440526,0000 0001 0866 343X,29896.0,191-1,E.S.Anderson,1897.0,1969.0,,
706,"Anderson, E.R.",1870,1965.0,2016.0,51.0,"Anderson, E.R.","Anderson, E.",0.6,2,http://www.wikidata.org/entity/Q5353160,Elaine Anderson,Anderson,E.,"Anderson, E.",,91232714,0000 0000 6647 5683,,,,1936.0,2002.0,,
707,"Shepherd, S.A.",6764,1940.0,2004.0,64.0,"Shepherd, S.A.","Shepherd, J.",0.61,1,http://www.wikidata.org/entity/Q21608783,John Shepherd,Shepherd,J.,"Shepherd, J.",,,,80291,9561-1,Sheph.,1764.0,1836.0,,
708,"Lewis, D.",3075,1922.0,2019.0,97.0,"Lewis, D.","Lewis, D.J.",0.61,1,http://www.wikidata.org/entity/Q55064801,David James Lewis,Lewis,D.J.,"Lewis, D.J.",,290700412,,,,,1909.0,1986.0,,
709,"Reader, F.M.",3022,1854.0,1996.0,142.0,"Reader, F.M.","Reader, F.",0.61,1,http://www.wikidata.org/entity/Q5442312,Felix Reader,Reader,F.,"Reader, F.",,,,45078.0,8205-1,Reader,1850.0,1911.0,,
710,"Swinbourne, R.",1752,1957.0,1987.0,30.0,"Swinbourne, R.","Swinbourne, R.F.G.",0.61,1,http://www.wikidata.org/entity/Q36670438,Robert F.G. Swinbourne,Swinbourne,R.F.G.,"Swinbourne, R.F.G.",,,,69905,13326-1,Swinb.,,,,
711,"Carr, G.W. | Beauglehole, A.C.",1663,1964.0,1994.0,30.0,"Carr, G.W. | Beauglehole, A.C.","Beauglehole, A.C.",0.61,1,http://www.wikidata.org/entity/Q16744919,Alexander Clifford Beauglehole,Beauglehole,A.C.,"Beauglehole, A.C.",,,,,,,1920.0,2002.0,,
712,"Leach, G.J.",1395,1901.0,2002.0,101.0,"Leach, G.J.","Leach, G.",0.61,1,http://www.wikidata.org/entity/Q5885625,Gregory Leach,Leach,G.,"Leach, G.",,93986303,0000 0000 8456 7573,,13146-1,G.J.Leach,1952.0,,,
713,"Sieber, F.W.",1256,1789.0,1900.0,111.0,"Sieber, F.W.","Sieber, F.",0.61,1,http://www.wikidata.org/entity/Q78907,Franz Sieber,Sieber,F.,"Sieber, F.",,22916664,0000 0001 2209 4341,1684.0,9612-1,Sieber,1789.0,1844.0,,
714,"Ingwersen, F.",1255,1962.0,1996.0,34.0,"Ingwersen, F.","Ingwersen, W.E.T.",0.61,1,http://www.wikidata.org/entity/Q21516760,Walter Edward Theodore Ingwersen,Ingwersen,W.E.T.,"Ingwersen, W.E.T.",,285286912,0000 0003 9146 3184,71119,4297-1,Ingw.,1885.0,1960.0,,
715,"Filson, R.",1239,1956.0,1999.0,43.0,"Filson, R.","Filson, R.B.",0.61,1,http://www.wikidata.org/entity/Q21339388,Rex Bertram Filson,Filson,R.B.,"Filson, R.B.",,,,76762,18803-1,Filson,1930.0,,,
716,"Alcock, K.",759,1954.0,2007.0,53.0,"Alcock, K.","Alcock, J.",0.61,1,http://www.wikidata.org/entity/Q1699105,John Alcock,Alcock,J.,"Alcock, J.",,22202306,0000 0001 1439 4387,,,,1942.0,,,
717,"Nelson, D.J.",3324,1958.0,1996.0,38.0,"Nelson, D.J.","Nelson, D.",0.61,2,http://www.wikidata.org/entity/Q1175873,David Nelson,Nelson,D.,"Nelson, D.",,274843610,,32476.0,6903-1,Nelson,1740.0,1789.0,,
718,"Nelson, D.J.",3324,1958.0,1996.0,38.0,"Nelson, D.J.","Nelson, D.",0.61,2,http://www.wikidata.org/entity/Q22112610,Diane Nelson,Nelson,D.,"Nelson, D.",,,,,,,,,,
719,"Johnson, D.C.",1392,1995.0,2015.0,20.0,"Johnson, D.C.","Johnson, D.",0.61,2,http://www.wikidata.org/entity/Q18670944,Daniel Johnson,Johnson,D.,"Johnson, D.",,29878200,0000 0000 6313 2837,,,,1767.0,1835.0,,
720,"Johnson, D.C.",1392,1995.0,2015.0,20.0,"Johnson, D.C.","Johnson, D.",0.61,2,http://www.wikidata.org/entity/Q88819430,Desiree Johnson,Johnson,D.,"Johnson, D.",,,,,20036241-1,D.Johnson,,,,
721,"Davis, R.",13265,1911.0,2018.0,107.0,"Davis, R.","Davis, R.M.",0.62,1,http://www.wikidata.org/entity/Q61951604,R. Michael Davis,Davis,R.M.,"Davis, R.M.",,,,,20037141-1,R.M.Davis,,,,
722,"Ford, A.",8746,1989.0,2018.0,29.0,"Ford, A.","Ford, A.R.",0.62,1,http://www.wikidata.org/entity/Q21535857,Athelstane Russell Ford,Ford,A.R.,"Ford, A.R.",,,,,,,1901.0,1979.0,,
723,"Foreman, D.B.",5338,1924.0,2003.0,79.0,"Foreman, D.B.","Foreman, D.",0.62,1,http://www.wikidata.org/entity/Q18984668,Donald Foreman,Foreman,D.,"Foreman, D.",,91467425,0000 0000 6782 9631,49657,2823-1,Foreman,1945.0,2004.0,,
