,label,i18nCode,count,fq,start_date,end_date,activity_span,index,name,matched_name,distance,item_count,items,item_labels
257,"Wrigley, J.W.","collector.Wrigley, J.W.",4284,"collector:""Wrigley, J.W.""",1960.0,1996.0,36.0,759,"Wrigley, J.W.","Wrigley, A.G.",0.74,1,http://www.wikidata.org/entity/Q21387501,Arthur George Wrigley
486,"Kenny, M.","collector.Kenny, M.",1955,"collector:""Kenny, M.""",1906.0,1983.0,77.0,286,"Kenny, M.","Penny, M.",0.74,1,http://www.wikidata.org/entity/Q6742549,Malcolm Penny
569,"Crocker, R.L.","collector.Crocker, R.L.",1540,"collector:""Crocker, R.L.""",1839.0,1994.0,155.0,293,"Crocker, R.L.","Crocker, T.",0.74,1,http://www.wikidata.org/entity/Q60676131,Templeton Crocker
653,"Osborn, T.G.B.","collector.Osborn, T.G.B.",1268,"collector:""Osborn, T.G.B.""",1907.0,1982.0,75.0,505,"Osborn, T.G.B.","Osborn, T.",0.74,1,http://www.wikidata.org/entity/Q7781936,Theodore Osborn
794,"Meissner, R. | Wright, J.","collector.Meissner, R. | Wright, J.",694,"collector:""Meissner, R. | Wright, J.""",2008.0,2008.0,0.0,732,"Meissner, R. | Wright, J.","Meissner, R.",0.74,1,http://www.wikidata.org/entity/Q21520337,Richard Meissner
928,"Errington, G.","collector.Errington, G.",780,"collector:""Errington, G.""",1992.0,2017.0,25.0,178,"Errington, G.","Barrington, G.",0.74,1,http://www.wikidata.org/entity/Q5536756,George Barrington
69,"Spooner, A.G.","collector.Spooner, A.G.",14908,"collector:""Spooner, A.G.""",1919.0,1998.0,79.0,104,"Spooner, A.G.","Spooner, C.S.",0.75,1,http://www.wikidata.org/entity/Q41573146,Charles Stockman Spooner
340,"Lewis, D.L.","collector.Lewis, D.L.",1131,"collector:""Lewis, D.L.""",2004.0,2017.0,13.0,15,"Lewis, D.L.","Lewis, D.J.",0.75,1,http://www.wikidata.org/entity/Q55064801,David James Lewis
359,"Carroll, E.J.","collector.Carroll, E.J.",2973,"collector:""Carroll, E.J.""",1962.0,1996.0,34.0,741,"Carroll, E.J.","Carroll, J.",0.75,1,http://www.wikidata.org/entity/Q686126,James Carroll
786,"Banks, J.C.G.","collector.Banks, J.C.G.",778,"collector:""Banks, J.C.G.""",1960.0,1973.0,13.0,669,"Banks, J.C.G.","Banks, J.",0.75,1,http://www.wikidata.org/entity/Q153408,Joseph Banks
876,"Garnett, S.T.","collector.Garnett, S.T.",843,"collector:""Garnett, S.T.""",1979.0,1995.0,16.0,272,"Garnett, S.T.","Garnett, R.",0.75,1,http://www.wikidata.org/entity/Q718512,Richard Garnett
92,"Kenneally, K.F. | Hyland, B.P.M.","collector.Kenneally, K.F. | Hyland, B.P.M.",758,"collector:""Kenneally, K.F. | Hyland, B.P.M.""",1963.0,1989.0,26.0,770,"Kenneally, K.F. | Hyland, B.P.M.","Kenneally, K.F.",0.76,1,http://www.wikidata.org/entity/Q21392864,Kevin Francis Kenneally
177,"Hill, K.D.","collector.Hill, K.D.",6347,"collector:""Hill, K.D.""",1964.0,2003.0,39.0,310,"Hill, K.D.","Hill, K.",0.76,1,http://www.wikidata.org/entity/Q435038,Ken Hill
296,"van Leeuwen, S.","collector.van Leeuwen, S.",3704,"collector:""van Leeuwen, S.""",1985.0,2014.0,29.0,997,"van Leeuwen, S.","Leeuwen, J.v.",0.76,1,http://www.wikidata.org/entity/Q23061366,Jan van Leeuwen
346,"Gibson, N. | Lyons, M.","collector.Gibson, N. | Lyons, M.",2800,"collector:""Gibson, N. | Lyons, M.""",1989.0,1999.0,10.0,190,"Gibson, N. | Lyons, M.","Gibson, N.",0.76,1,http://www.wikidata.org/entity/Q21513975,Neil Gibson
571,"Dodd, J.","collector.Dodd, J.",1537,"collector:""Dodd, J.""",1956.0,2018.0,62.0,49,"Dodd, J.","Dodd, A.P.",0.76,1,http://www.wikidata.org/entity/Q21390142,Alan Parkhurst Dodd
721,"Hansen, N.A.","collector.Hansen, N.A.",1105,"collector:""Hansen, N.A.""",1924.0,1966.0,42.0,40,"Hansen, N.A.","Hansen, N.E.",0.76,1,http://www.wikidata.org/entity/Q7031479,Niels Ebbesen Hansen
730,"Nordenstam, B. | Anderberg, A.","collector.Nordenstam, B. | Anderberg, A.",1091,"collector:""Nordenstam, B. | Anderberg, A.""",1989.0,1989.0,0.0,113,"Nordenstam, B. | Anderberg, A.","Nordenstam, B.",0.76,1,http://www.wikidata.org/entity/Q4895698,Bertil Nordenstam
777,"Sewell, J.","collector.Sewell, J.",1022,"collector:""Sewell, J.""",1882.0,1972.0,90.0,971,"Sewell, J.","Sewel, W.",0.76,1,http://www.wikidata.org/entity/Q2741574,William Sewel
983,"Griffith, H.H.D.","collector.Griffith, H.H.D.",706,"collector:""Griffith, H.H.D.""",1904.0,2007.0,103.0,918,"Griffith, H.H.D.","Griffith, J.",0.76,1,http://www.wikidata.org/entity/Q21518139,John Griffith
619,"Johnson, Stephen","collector.Johnson, Stephen",1392,"collector:""Johnson, Stephen""",1875.0,1895.0,20.0,988,"Johnson, Stephen","Stephenson, J.",0.76,2,http://www.wikidata.org/entity/Q16062894|http://www.wikidata.org/entity/Q33694336,James Stephenson|John Stephenson
320,"Blackall, W.E.","collector.Blackall, W.E.",3278,"collector:""Blackall, W.E.""",1925.0,2012.0,87.0,746,"Blackall, W.E.","Blackall, L.L.",0.77,1,http://www.wikidata.org/entity/Q21337719,Linda L. Blackall
621,"Winkworth, R.","collector.Winkworth, R.",1264,"collector:""Winkworth, R.""",1933.0,1981.0,48.0,281,"Winkworth, R.","Winckworth, R.",0.77,1,http://www.wikidata.org/entity/Q7365403,Ronald Winckworth
767,"Cronin, M.","collector.Cronin, M.",1031,"collector:""Cronin, M.""",1887.0,1982.0,95.0,367,"Cronin, M.","Cronin, T.M.",0.77,1,http://www.wikidata.org/entity/Q21518049,Thomas M. Cronin
817,"D'Aubert, G.","collector.D'Aubert, G.",942,"collector:""D'Aubert, G.""",1981.0,2004.0,23.0,860,"D'Aubert, G.","Dauber, D.",0.77,1,http://www.wikidata.org/entity/Q21394002,Diethard Dauber
846,"Weindorfer, G.","collector.Weindorfer, G.",899,"collector:""Weindorfer, G.""",1891.0,1942.0,51.0,885,"Weindorfer, G.","Lindorfer, J.",0.77,1,http://www.wikidata.org/entity/Q55064978,Josef Lindorfer
851,"Burgman, M.A. | McNee, S.","collector.Burgman, M.A. | McNee, S.",892,"collector:""Burgman, M.A. | McNee, S.""",1980.0,1984.0,4.0,273,"Burgman, M.A. | McNee, S.","Burgman, M.A.",0.77,1,http://www.wikidata.org/entity/Q21506676,Mark A. Burgman
874,"Higginson, A.R.R.","collector.Higginson, A.R.R.",848,"collector:""Higginson, A.R.R.""",1939.0,1966.0,27.0,738,"Higginson, A.R.R.","Higginson, T.W.",0.77,1,http://www.wikidata.org/entity/Q707838,Thomas Wentworth Higginson
954,D. & B. Bellairs,collector.D. & B. Bellairs,746,"collector:""D. & B. Bellairs""",1978.0,2004.0,26.0,543,D. & B. Bellairs,"Bellairs, N.",0.77,1,http://www.wikidata.org/entity/Q36681447,Nona Bellairs
240,"Koch, Max","collector.Koch, Max",1145,"collector:""Koch, Max""",1889.0,1990.0,101.0,921,"Koch, Max","Koch, M.",0.77,5,http://www.wikidata.org/entity/Q1417855|http://www.wikidata.org/entity/Q13607931|http://www.wikidata.org/entity/Q21389766|http://www.wikidata.org/entity/Q50395475|http://www.wikidata.org/entity/Q21517654,Manfred Koch|Max Koch|Milan Koch|Markus Koch|Marcus Koch
372,"Gates, G.M. | Ratkowsky, D.A.","collector.Gates, G.M. | Ratkowsky, D.A.",2827,"collector:""Gates, G.M. | Ratkowsky, D.A.""",1996.0,2018.0,22.0,276,"Gates, G.M. | Ratkowsky, D.A.","Ratkowsky, D.(.",0.78,1,http://www.wikidata.org/entity/Q88847216,David (A.) Ratkowsky
450,"Wilson, Peter G.","collector.Wilson, Peter G.",2168,"collector:""Wilson, Peter G.""",1959.0,2019.0,60.0,172,"Wilson, Peter G.","Wilson, P.",0.78,1,http://www.wikidata.org/entity/Q2505994,Percy Wilson
559,"Wilson, I.B.","collector.Wilson, I.B.",1601,"collector:""Wilson, I.B.""",1886.0,2004.0,118.0,784,"Wilson, I.B.","Wilson, [.",0.78,1,http://www.wikidata.org/entity/Q88826669,[unknown] Wilson
703,"Mackay, D.F.","collector.Mackay, D.F.",1154,"collector:""Mackay, D.F.""",1964.0,1994.0,30.0,212,"Mackay, D.F.","Mackay, A.",0.78,1,http://www.wikidata.org/entity/Q16065834,Angus Mackay
712,"Benson, J.S.","collector.Benson, J.S.",1130,"collector:""Benson, J.S.""",1970.0,2009.0,39.0,792,"Benson, J.S.","Benson, A.",0.78,1,http://www.wikidata.org/entity/Q4756330,Andrew Benson
736,"Burns, T.E.","collector.Burns, T.E.",798,"collector:""Burns, T.E.""",1937.0,1997.0,60.0,136,"Burns, T.E.","Burns, A.",0.78,1,http://www.wikidata.org/entity/Q47114870,A.C. Burns
813,"French Jnr, C.H.","collector.French Jnr, C.H.",948,"collector:""French Jnr, C.H.""",1866.0,1944.0,78.0,254,"French Jnr, C.H.","French, C.H.",0.78,1,http://www.wikidata.org/entity/Q24170551,Charles Hamilton French
985,"May, T.W.","collector.May, T.W.",704,"collector:""May, T.W.""",1981.0,2018.0,37.0,981,"May, T.W.","May, T.",0.78,1,http://www.wikidata.org/entity/Q7816746,Tom May
49,G.J. & B.J. Keighery,collector.G.J. & B.J. Keighery,1678,"collector:""G.J. & B.J. Keighery""",1972.0,2019.0,47.0,994,G.J. & B.J. Keighery,"Keighery, G.J.",0.79,1,http://www.wikidata.org/entity/Q5885622,Gregory John Keighery
685,"Sandiford, E.M.","collector.Sandiford, E.M.",1226,"collector:""Sandiford, E.M.""",1986.0,2016.0,30.0,703,"Sandiford, E.M.","Sandifort, G.",0.79,1,http://www.wikidata.org/entity/Q2315806,Gerard Sandifort
701,"Lay, B.","collector.Lay, B.",1156,"collector:""Lay, B.""",1920.0,2009.0,89.0,240,"Lay, B.","Lay, J.",0.79,1,http://www.wikidata.org/entity/Q55626787,Jürgen Lay
731,"Nordenstam, B. | Anderberg, A.A.","collector.Nordenstam, B. | Anderberg, A.A.",743,"collector:""Nordenstam, B. | Anderberg, A.A.""",1989.0,1989.0,0.0,175,"Nordenstam, B. | Anderberg, A.A.","Nordenstam, B.",0.79,1,http://www.wikidata.org/entity/Q4895698,Bertil Nordenstam
797,"Mollenmans, F.","collector.Mollenmans, F.",802,"collector:""Mollenmans, F.""",1961.0,2000.0,39.0,912,"Mollenmans, F.","Mollemans, F.",0.79,1,http://www.wikidata.org/entity/Q26713241,F.H. Mollemans
886,"Doust, A.N.L.","collector.Doust, A.N.L.",828,"collector:""Doust, A.N.L.""",1986.0,2001.0,15.0,756,"Doust, A.N.L.","Doust, A.N.",0.79,1,http://www.wikidata.org/entity/Q26714701,Andrew N.L. Doust
127,"Muir, T.B.","collector.Muir, T.B.",9057,"collector:""Muir, T.B.""",1879.0,1986.0,107.0,967,"Muir, T.B.","Muir, J.",0.79,2,http://www.wikidata.org/entity/Q379580|http://www.wikidata.org/entity/Q1701160,John Muir|John Muir
303,"Clarke, I.C.","collector.Clarke, I.C.",3606,"collector:""Clarke, I.C.""",1898.0,2019.0,121.0,258,"Clarke, I.C.","Clarke, J.",0.8,1,http://www.wikidata.org/entity/Q11728948,Julia Clarke
483,"Volck, H.E.","collector.Volck, H.E.",1960,"collector:""Volck, H.E.""",1929.0,1971.0,42.0,37,"Volck, H.E.","Volck, W.H.",0.8,1,http://www.wikidata.org/entity/Q55073808,William Hunter Volck
878,"Wyatt, R. | Stoneburner, A.","collector.Wyatt, R. | Stoneburner, A.",835,"collector:""Wyatt, R. | Stoneburner, A.""",1971.0,1994.0,23.0,152,"Wyatt, R. | Stoneburner, A.","Stoneburner, A.H.",0.8,1,http://www.wikidata.org/entity/Q21390722,Ann Hudson Stoneburner
940,"Dalby, J.M.","collector.Dalby, J.M.",761,"collector:""Dalby, J.M.""",1984.0,2005.0,21.0,919,"Dalby, J.M.","Dalby, D.H.",0.8,1,http://www.wikidata.org/entity/Q5815079,Dunkery Hugh Dalby
201,"Williams, Lindley D.","collector.Williams, Lindley D.",2997,"collector:""Williams, Lindley D.""",1945.0,1994.0,49.0,894,"Williams, Lindley D.","Williams, L.",0.8,2,http://www.wikidata.org/entity/Q11165304|http://www.wikidata.org/entity/Q85428467,Llewelyn Williams|Lance Williams
112,"Alcock, C. Ray","collector.Alcock, C. Ray",1407,"collector:""Alcock, C. Ray""",1962.0,1995.0,33.0,734,"Alcock, C. Ray","Alcock, C.R.",0.81,1,http://www.wikidata.org/entity/Q21505035,Charles Raymond Alcock
521,"Brock, C.","collector.Brock, C.",1799,"collector:""Brock, C.""",1996.0,2018.0,22.0,415,"Brock, C.","Brock, J.R.",0.81,1,http://www.wikidata.org/entity/Q88829758,Jordan R. Brock
596,"Staples, I.B.","collector.Staples, I.B.",1433,"collector:""Staples, I.B.""",1952.0,1995.0,43.0,306,"Staples, I.B.","Staples, D.A.",0.81,1,http://www.wikidata.org/entity/Q22109525,David A. Staples
788,"Thies, A.W.","collector.Thies, A.W.",1005,"collector:""Thies, A.W.""",1978.0,1998.0,20.0,199,"Thies, A.W.","Thies, D.",0.81,1,http://www.wikidata.org/entity/Q21395266,Detlev Thies
795,"Hooker, N.B.","collector.Hooker, N.B.",990,"collector:""Hooker, N.B.""",2001.0,2020.0,19.0,545,"Hooker, N.B.","Hooker, C.",0.81,1,http://www.wikidata.org/entity/Q19880310,Charles Hooker
812,"Stacey, C.I.","collector.Stacey, C.I.",949,"collector:""Stacey, C.I.""",1971.0,1991.0,20.0,696,"Stacey, C.I.","Stacey, J.W.",0.81,1,http://www.wikidata.org/entity/Q5933709,John William Stacey
866,"Cheal, D.C.","collector.Cheal, D.C.",861,"collector:""Cheal, D.C.""",1973.0,2012.0,39.0,924,"Cheal, D.C.","Neal, D.C.",0.81,1,http://www.wikidata.org/entity/Q21522017,David Carleton Neal
952,"Jaegermann, V.","collector.Jaegermann, V.",748,"collector:""Jaegermann, V.""",1959.0,1983.0,24.0,383,"Jaegermann, V.","Jaeger, J.",0.81,1,http://www.wikidata.org/entity/Q21392446,Jean-Jacques Jaeger
975,"Turvey, F.T.","collector.Turvey, F.T.",722,"collector:""Turvey, F.T.""",1904.0,1969.0,65.0,947,"Turvey, F.T.","Turvey, S.T.",0.81,1,http://www.wikidata.org/entity/Q21395037,Samuel T. Turvey
98,"Moore, C.W.E.","collector.Moore, C.W.E.",11696,"collector:""Moore, C.W.E.""",1935.0,1998.0,63.0,135,"Moore, C.W.E.","Moore, C.",0.81,3,http://www.wikidata.org/entity/Q2959847|http://www.wikidata.org/entity/Q5081055|http://www.wikidata.org/entity/Q88816790,Charles Moore|Charles Moore|C.L. Moore
1,"Beauglehole, A.","collector.Beauglehole, A.",5566,"collector:""Beauglehole, A.""",1940.0,1996.0,56.0,260,"Beauglehole, A.","Beaglehole, E.",0.82,1,http://www.wikidata.org/entity/Q5392770,Ernest Beaglehole
21,"Brodie, C.J. | Symon, D.E.","collector.Brodie, C.J. | Symon, D.E.",1322,"collector:""Brodie, C.J. | Symon, D.E.""",2009.0,2011.0,2.0,753,"Brodie, C.J. | Symon, D.E.","Symon, D.E.",0.82,1,http://www.wikidata.org/entity/Q5799961,David Eric Symon
168,"Aplin, T.E.H.","collector.Aplin, T.E.H.",6538,"collector:""Aplin, T.E.H.""",1951.0,1998.0,47.0,361,"Aplin, T.E.H.","Aplin, K.",0.82,1,http://www.wikidata.org/entity/Q20171036,Ken Aplin
396,"Cave, L.H.","collector.Cave, L.H.",2700,"collector:""Cave, L.H.""",1989.0,2020.0,31.0,420,"Cave, L.H.","Cave, L.D.",0.82,1,http://www.wikidata.org/entity/Q21338486,Laura Delle Cave
494,"Hemmings, F.A.","collector.Hemmings, F.A.",1921,"collector:""Hemmings, F.A.""",1990.0,2019.0,29.0,47,"Hemmings, F.A.","Hemming, F.",0.82,1,http://www.wikidata.org/entity/Q666955,Francis Hemming
825,"Birch, W.R.","collector.Birch, W.R.",931,"collector:""Birch, W.R.""",1960.0,1984.0,24.0,836,"Birch, W.R.","Birch, N.",0.82,1,http://www.wikidata.org/entity/Q16022834,Noel Birch
399,"Smith, N.M.","collector.Smith, N.M.",2675,"collector:""Smith, N.M.""",1980.0,2014.0,34.0,468,"Smith, N.M.","Smith, N.P.",0.83,1,http://www.wikidata.org/entity/Q36644581,Nathan P. Smith
583,"Fox, J.M.","collector.Fox, J.M.",1496,"collector:""Fox, J.M.""",1979.0,1988.0,9.0,939,"Fox, J.M.","Cox, J.M.",0.83,1,http://www.wikidata.org/entity/Q22102548,Jennifer M. Cox
869,"Black, E.C.","collector.Black, E.C.",852,"collector:""Black, E.C.""",1849.0,1961.0,112.0,594,"Black, E.C.","Black, A.",0.83,1,http://www.wikidata.org/entity/Q277594,Adam Black
980,"Main, A.R.","collector.Main, A.R.",713,"collector:""Main, A.R.""",1939.0,1974.0,35.0,309,"Main, A.R.","Main, J.",0.83,1,http://www.wikidata.org/entity/Q42302995,James Main
14,"Brooker, M.I.H.","collector.Brooker, M.I.H.",30298,"collector:""Brooker, M.I.H.""",1890.0,2007.0,117.0,10,"Brooker, M.I.H.","Brooker, I.",0.84,1,http://www.wikidata.org/entity/Q2601921,Ian Brooker
443,"Allan, K.M.","collector.Allan, K.M.",996,"collector:""Allan, K.M.""",1871.0,1978.0,107.0,943,"Allan, K.M.","Allan, J.",0.84,1,http://www.wikidata.org/entity/Q21393941,Joyce Allan
459,"Hort, F.","collector.Hort, F.",2133,"collector:""Hort, F.""",1993.0,2018.0,25.0,336,"Hort, F.","Hort, F.J.A.",0.84,1,http://www.wikidata.org/entity/Q1374608,Fenton John Anthony Hort
631,"Risley, T.S.","collector.Risley, T.S.",1346,"collector:""Risley, T.S.""",1971.0,1986.0,15.0,785,"Risley, T.S.","Risley, H.H.",0.84,1,http://www.wikidata.org/entity/Q15130813,Herbert Hope Risley
642,"Bird, L.H.","collector.Bird, L.H.",1299,"collector:""Bird, L.H.""",1900.0,2007.0,107.0,855,"Bird, L.H.","Bird, J.",0.84,1,http://www.wikidata.org/entity/Q6313704,Junius Bird
854,"Wills, R.T.","collector.Wills, R.T.",889,"collector:""Wills, R.T.""",1980.0,2000.0,20.0,239,"Wills, R.T.","Wills, L.",0.84,1,http://www.wikidata.org/entity/Q21340454,Laurie Wills
883,"De Nardi, J.C.","collector.De Nardi, J.C.",830,"collector:""De Nardi, J.C.""",1941.0,2001.0,60.0,82,"De Nardi, J.C.","Nardi, J.C.D.",0.84,1,http://www.wikidata.org/entity/Q21510041,Ján Christina De Nardi
892,"Robinson, R.M. | Smith, R.H.","collector.Robinson, R.M. | Smith, R.H.",820,"collector:""Robinson, R.M. | Smith, R.H.""",2002.0,2005.0,3.0,940,"Robinson, R.M. | Smith, R.H.","Smith, R.H.",0.84,1,http://www.wikidata.org/entity/Q21609132,Rebecca Harris Smith
902,"Brothers, N.P.","collector.Brothers, N.P.",810,"collector:""Brothers, N.P.""",1977.0,1989.0,12.0,928,"Brothers, N.P.","Brothers, E.M.",0.84,1,http://www.wikidata.org/entity/Q41393987,Eric M. Brothers
947,"Webster, M. McCallum","collector.Webster, M. McCallum",756,"collector:""Webster, M. McCallum""",1903.0,1982.0,79.0,541,"Webster, M. McCallum","McCallum, D.A.",0.84,1,http://www.wikidata.org/entity/Q26713469,Donald A. McCallum
95,"Donner, N.N.","collector.Donner, N.N.",12031,"collector:""Donner, N.N.""",1885.0,1997.0,112.0,866,"Donner, N.N.","Donner, H.",0.85,1,http://www.wikidata.org/entity/Q22102525,Hans Donner
206,"Speck, N.H.","collector.Speck, N.H.",5469,"collector:""Speck, N.H.""",1917.0,1994.0,77.0,667,"Speck, N.H.","Speck, S.",0.85,1,http://www.wikidata.org/entity/Q21337504,Stephanie Speck
273,"Moriarty, V.K.","collector.Moriarty, V.K.",4020,"collector:""Moriarty, V.K.""",1874.0,1986.0,112.0,78,"Moriarty, V.K.","Moriarty, H.M.",0.85,1,http://www.wikidata.org/entity/Q36576638,Henrietta Maria Moriarty
353,"Markey, A. | Dillon, S.","collector.Markey, A. | Dillon, S.",2992,"collector:""Markey, A. | Dillon, S.""",2005.0,2015.0,10.0,109,"Markey, A. | Dillon, S.","Markey, A.",0.85,1,http://www.wikidata.org/entity/Q33660080,A.S. Markey
377,"Levring, T.","collector.Levring, T.",2818,"collector:""Levring, T.""",1918.0,1978.0,60.0,663,"Levring, T.","Levring, C.T.C.",0.85,1,http://www.wikidata.org/entity/Q21518751,Carl Tore Christian Levring
551,"Sinnott, N.H.","collector.Sinnott, N.H.",1658,"collector:""Sinnott, N.H.""",1944.0,2015.0,71.0,761,"Sinnott, N.H.","Sinnott, E.W.",0.85,1,http://www.wikidata.org/entity/Q5339904,Edmund Ware Sinnott
620,"Winkworth, R.E.","collector.Winkworth, R.E.",1386,"collector:""Winkworth, R.E.""",1854.0,1970.0,116.0,808,"Winkworth, R.E.","Winckworth, R.",0.85,1,http://www.wikidata.org/entity/Q7365403,Ronald Winckworth
692,"Murfet, D.E. | Lowrie, A.","collector.Murfet, D.E. | Lowrie, A.",752,"collector:""Murfet, D.E. | Lowrie, A.""",2003.0,2011.0,8.0,457,"Murfet, D.E. | Lowrie, A.","Lowrie, A.",0.85,1,http://www.wikidata.org/entity/Q705527,Allen Lowrie
984,"Abbott, B. | Burton, E.","collector.Abbott, B. | Burton, E.",705,"collector:""Abbott, B. | Burton, E.""",2008.0,2013.0,5.0,171,"Abbott, B. | Burton, E.","Burton, E.",0.85,1,http://www.wikidata.org/entity/Q11856640,Edward Burton
0,"Beauglehole, A.C.","collector.Beauglehole, A.C.",90942,"collector:""Beauglehole, A.C.""",1865.0,2005.0,140.0,4,"Beauglehole, A.C.","Beaglehole, E.",0.86,1,http://www.wikidata.org/entity/Q5392770,Ernest Beaglehole
32,"Moscal, A.","collector.Moscal, A.",25110,"collector:""Moscal, A.""",1968.0,2004.0,36.0,443,"Moscal, A.","Mosca, L.",0.86,1,http://www.wikidata.org/entity/Q47122999,Luigi Mosca
328,"Jackes, E.M.","collector.Jackes, E.M.",869,"collector:""Jackes, E.M.""",1958.0,2008.0,50.0,765,"Jackes, E.M.","Jackes, B.R.",0.86,1,http://www.wikidata.org/entity/Q21516848,Betsy Rivers Jackes
774,"Adair, R.J.","collector.Adair, R.J.",1023,"collector:""Adair, R.J.""",1928.0,2016.0,88.0,655,"Adair, R.J.","Adair, K.T.",0.86,1,http://www.wikidata.org/entity/Q26714239,Kent T. Adair
870,"Eckert, J.P.","collector.Eckert, J.P.",852,"collector:""Eckert, J.P.""",1861.0,1906.0,45.0,646,"Eckert, J.P.","Ecker, A.",0.86,1,http://www.wikidata.org/entity/Q84663,Alexander Ecker
108,"Newbey, K.","collector.Newbey, K.",2395,"collector:""Newbey, K.""",1961.0,1987.0,26.0,841,"Newbey, K.","Newbery, J.",0.87,1,http://www.wikidata.org/entity/Q266330,John Newbery
250,"Jago, B.","collector.Jago, B.",1488,"collector:""Jago, B.""",1975.0,2015.0,40.0,685,"Jago, B.","Jago, N.D.",0.87,1,http://www.wikidata.org/entity/Q21394445,Nicholas David Jago
541,"Long, F.H.","collector.Long, F.H.",1671,"collector:""Long, F.H.""",1903.0,1981.0,78.0,583,"Long, F.H.","King, F.H.",0.87,1,http://www.wikidata.org/entity/Q5491574,Franklin Hiram King
607,"Sayer, W.A.","collector.Sayer, W.A.",1408,"collector:""Sayer, W.A.""",1877.0,1898.0,21.0,969,"Sayer, W.A.","Sayer, C.D.",0.87,1,http://www.wikidata.org/entity/Q25448507,Carl D. Sayer
733,"Baker, W.R.A.","collector.Baker, W.R.A.",1077,"collector:""Baker, W.R.A.""",1871.0,1989.0,118.0,561,"Baker, W.R.A.","Baker, W.A.",0.87,1,http://www.wikidata.org/entity/Q47113557,William A. Baker
334,"Cann, H.J.","collector.Cann, H.J.",3108,"collector:""Cann, H.J.""",1900.0,1974.0,74.0,105,"Cann, H.J.","Cann, J.",0.88,1,http://www.wikidata.org/entity/Q36587686,J.P. Cann
580,"Cosh, J.","collector.Cosh, J.",1509,"collector:""Cosh, J.""",1970.0,2000.0,30.0,661,"Cosh, J.","Tosh, J.",0.88,1,http://www.wikidata.org/entity/Q26714481,James Tosh
592,"Merrall, E.","collector.Merrall, E.",1452,"collector:""Merrall, E.""",1807.0,1899.0,92.0,567,"Merrall, E.","Grall, E.",0.88,1,http://www.wikidata.org/entity/Q23661033,Elena Grall
804,"Brett, R.G.","collector.Brett, R.G.",964,"collector:""Brett, R.G.""",1934.0,1951.0,17.0,858,"Brett, R.G.","Brett, D.",0.88,1,http://www.wikidata.org/entity/Q36534043,D.W. Brett
897,"de Salas, M.F.","collector.de Salas, M.F.",812,"collector:""de Salas, M.F.""",2011.0,2019.0,8.0,623,"de Salas, M.F.","Salas, M.F.d.",0.88,1,http://www.wikidata.org/entity/Q59603761,Miguel F. de Salas
100,"Webb, L.J.","collector.Webb, L.J.",11153,"collector:""Webb, L.J.""",1931.0,1994.0,63.0,930,"Webb, L.J.","Webb, J.",0.88,2,http://www.wikidata.org/entity/Q36601565|http://www.wikidata.org/entity/Q36601578,Jeanne Webb|Jill Webb
535,"Hislop, M. | Griffiths, M.","collector.Hislop, M. | Griffiths, M.",1712,"collector:""Hislop, M. | Griffiths, M.""",2003.0,2008.0,5.0,896,"Hislop, M. | Griffiths, M.","Griffiths, A.",0.88,3,http://www.wikidata.org/entity/Q4742264|http://www.wikidata.org/entity/Q26713453|http://www.wikidata.org/entity/Q47118144,Amelia Griffiths|A.J.K. Griffiths|A.B. Griffiths
297,S. van Leeuwen et al.,collector.S. van Leeuwen et al.,2406,"collector:""S. van Leeuwen et al.""",2004.0,2006.0,2.0,213,S. van Leeuwen et al.,"Leeuwen, J.v.",0.89,1,http://www.wikidata.org/entity/Q23061366,Jan van Leeuwen
598,"McHard, M.","collector.McHard, M.",1430,"collector:""McHard, M.""",1847.0,1895.0,48.0,984,"McHard, M.","Richard, M.",0.89,1,http://www.wikidata.org/entity/Q26302377,Miguel Richard
599,"Durrington, L.","collector.Durrington, L.",1429,"collector:""Durrington, L.""",1969.0,1975.0,6.0,878,"Durrington, L.","Barrington, A.",0.89,1,http://www.wikidata.org/entity/Q22957814,Amy Barrington
852,"Hore-Lacy, I.","collector.Hore-Lacy, I.",889,"collector:""Hore-Lacy, I.""",1902.0,1970.0,68.0,749,"Hore-Lacy, I.","Lacy, R.",0.89,1,http://www.wikidata.org/entity/Q36665366,R.C. Lacy
739,"Scarth-Johnson, V.","collector.Scarth-Johnson, V.",1076,"collector:""Scarth-Johnson, V.""",1965.0,1991.0,26.0,265,"Scarth-Johnson, V.","Johnson, J.",0.89,3,http://www.wikidata.org/entity/Q3047162|http://www.wikidata.org/entity/Q21517070|http://www.wikidata.org/entity/Q36592229,Joseph Johnson|James Johnson|Jacqui Johnson
253,"Hind, P.D.","collector.Hind, P.D.",4342,"collector:""Hind, P.D.""",1966.0,2008.0,42.0,440,"Hind, P.D.","Hind, F.",0.9,1,http://www.wikidata.org/entity/Q36554702,F.J. Hind
570,"Connors, J.R.","collector.Connors, J.R.",1538,"collector:""Connors, J.R.""",1994.0,2009.0,15.0,591,"Connors, J.R.","Connor, H.E.",0.9,1,http://www.wikidata.org/entity/Q18983892,Henry Eamonn Connor
647,"Brushe, J.","collector.Brushe, J.",1292,"collector:""Brushe, J.""",1990.0,2008.0,18.0,480,"Brushe, J.","Brush, C.",0.9,1,http://www.wikidata.org/entity/Q36522309,C.Z. Brush
