,label,i18nCode,count,fq,start_date,end_date,activity_span,index,name,matched_name,distance,item_count,items,item_labels
3,"Forster, P.I.","collector.Forster, P.I.",64649,"collector:""Forster, P.I.""",1955.0,2018.0,63.0,511,"Forster, P.I.","Forster, P.I.",0.0,1,http://www.wikidata.org/entity/Q9057027,Paul Irwin Forster
4,"Hyland, B.","collector.Hyland, B.",57265,"collector:""Hyland, B.""",1952.0,2008.0,56.0,730,"Hyland, B.","Hyland, B.",0.0,1,http://www.wikidata.org/entity/Q4893242,Bernard Hyland
6,"Latz, P.K.","collector.Latz, P.K.",13146,"collector:""Latz, P.K.""",1967.0,2016.0,49.0,357,"Latz, P.K.","Latz, P.K.",0.0,1,http://www.wikidata.org/entity/Q21518413,Peter K. Latz
7,"Streimann, H.","collector.Streimann, H.",45346,"collector:""Streimann, H.""",1896.0,2001.0,105.0,43,"Streimann, H.","Streimann, H.",0.0,1,http://www.wikidata.org/entity/Q21339679,Heinar Streimann
8,"Elix, J.A.","collector.Elix, J.A.",39702,"collector:""Elix, J.A.""",1878.0,2020.0,142.0,959,"Elix, J.A.","Elix, J.A.",0.0,1,http://www.wikidata.org/entity/Q21339171,John Alan Elix
11,"Blake, S.T.","collector.Blake, S.T.",33031,"collector:""Blake, S.T.""",1846.0,1996.0,150.0,519,"Blake, S.T.","Blake, S.T.",0.0,1,http://www.wikidata.org/entity/Q2984580,Stanley Thatcher Blake
13,"Cleland, J.B.","collector.Cleland, J.B.",32242,"collector:""Cleland, J.B.""",1841.0,1996.0,155.0,128,"Cleland, J.B.","Cleland, J.B.",0.0,1,http://www.wikidata.org/entity/Q4223546,John Burton Cleland
19,"Symon, D.E.","collector.Symon, D.E.",28373,"collector:""Symon, D.E.""",1889.0,2011.0,122.0,184,"Symon, D.E.","Symon, D.E.",0.0,1,http://www.wikidata.org/entity/Q5799961,David Eric Symon
23,"Cranfield, R.J.","collector.Cranfield, R.J.",28167,"collector:""Cranfield, R.J.""",1941.0,2015.0,74.0,487,"Cranfield, R.J.","Cranfield, R.J.",0.0,1,http://www.wikidata.org/entity/Q19263359,Raymond Jeffrey Cranfield
26,"Stone, I.G.","collector.Stone, I.G.",25938,"collector:""Stone, I.G.""",1940.0,1999.0,59.0,424,"Stone, I.G.","Stone, I.G.",0.0,1,http://www.wikidata.org/entity/Q6000720,Ilma Grace Stone
33,"Clarkson, J.R.","collector.Clarkson, J.R.",23612,"collector:""Clarkson, J.R.""",1930.0,2012.0,82.0,187,"Clarkson, J.R.","Clarkson, J.R.",0.0,1,http://www.wikidata.org/entity/Q21392436,John Richard Clarkson
35,"Jones, D.L.","collector.Jones, D.L.",22353,"collector:""Jones, D.L.""",1941.0,2017.0,76.0,596,"Jones, D.L.","Jones, D.L.",0.0,1,http://www.wikidata.org/entity/Q1175070,David Lloyd Jones
38,"George, A.","collector.George, A.",740,"collector:""George, A.""",1907.0,2007.0,100.0,794,"George, A.","George, A.",0.0,1,http://www.wikidata.org/entity/Q2702267,Alex George
40,"McDonald, K.","collector.McDonald, K.",1596,"collector:""McDonald, K.""",1886.0,2018.0,132.0,568,"McDonald, K.","McDonald, K.",0.0,1,http://www.wikidata.org/entity/Q22110845,Keith McDonald
42,"Bates, R.J.","collector.Bates, R.J.",19514,"collector:""Bates, R.J.""",1918.0,2017.0,99.0,182,"Bates, R.J.","Bates, R.J.",0.0,1,http://www.wikidata.org/entity/Q6109468,Robert J. Bates
45,"Ising, E.H.","collector.Ising, E.H.",18649,"collector:""Ising, E.H.""",1818.0,2000.0,182.0,450,"Ising, E.H.","Ising, E.H.",0.0,1,http://www.wikidata.org/entity/Q21339865,Ernest Horace Ising
46,"Keighery, G.J.","collector.Keighery, G.J.",18312,"collector:""Keighery, G.J.""",1908.0,2016.0,108.0,526,"Keighery, G.J.","Keighery, G.J.",0.0,1,http://www.wikidata.org/entity/Q5885622,Gregory John Keighery
50,"Lazarides, M.","collector.Lazarides, M.",18170,"collector:""Lazarides, M.""",1935.0,1992.0,57.0,399,"Lazarides, M.","Lazarides, M.",0.0,1,http://www.wikidata.org/entity/Q6012831,Michael Lazarides
52,"Womersley, H.B.S.","collector.Womersley, H.B.S.",17909,"collector:""Womersley, H.B.S.""",1648.0,2007.0,359.0,364,"Womersley, H.B.S.","Womersley, H.B.S.",0.0,1,http://www.wikidata.org/entity/Q21338083,Hugh Brian Spencer Womersley
54,"Crisp, M.","collector.Crisp, M.",761,"collector:""Crisp, M.""",1965.0,2019.0,54.0,909,"Crisp, M.","Crisp, M.",0.0,1,http://www.wikidata.org/entity/Q4241213,Michael Crisp
55,"Kantvilas, G.","collector.Kantvilas, G.",17621,"collector:""Kantvilas, G.""",1963.0,2020.0,57.0,748,"Kantvilas, G.","Kantvilas, G.",0.0,1,http://www.wikidata.org/entity/Q18986051,Gintaras Kantvilas
58,"Hosking, J.R.","collector.Hosking, J.R.",16622,"collector:""Hosking, J.R.""",1966.0,2018.0,52.0,750,"Hosking, J.R.","Hosking, J.R.",0.0,1,http://www.wikidata.org/entity/Q21516084,John Robert Hosking
59,"Telford, I.R.","collector.Telford, I.R.",16539,"collector:""Telford, I.R.""",1909.0,2018.0,109.0,653,"Telford, I.R.","Telford, I.R.",0.0,1,http://www.wikidata.org/entity/Q19521871,Ian R.H. Telford
63,"Chippendale, G.M.","collector.Chippendale, G.M.",9137,"collector:""Chippendale, G.M.""",1853.0,1994.0,141.0,914,"Chippendale, G.M.","Chippendale, G.M.",0.0,1,http://www.wikidata.org/entity/Q5537873,George McCartney Chippendale
65,"Albrecht, D.E.","collector.Albrecht, D.E.",10266,"collector:""Albrecht, D.E.""",1900.0,2019.0,119.0,554,"Albrecht, D.E.","Albrecht, D.E.",0.0,1,http://www.wikidata.org/entity/Q8354093,David Edward Albrecht
66,"Gardner, C.A.","collector.Gardner, C.A.",15039,"collector:""Gardner, C.A.""",1898.0,2008.0,110.0,806,"Gardner, C.A.","Gardner, C.A.",0.0,1,http://www.wikidata.org/entity/Q2067524,Charles Austin Gardner
68,"Eichler, H.","collector.Eichler, H.",1778,"collector:""Eichler, H.""",1956.0,2000.0,44.0,63,"Eichler, H.","Eichler, H.",0.0,1,http://www.wikidata.org/entity/Q4530123,Hansjörg Eichler
73,"Williams, J.B.","collector.Williams, J.B.",14534,"collector:""Williams, J.B.""",1896.0,2014.0,118.0,607,"Williams, J.B.","Williams, J.B.",0.0,1,http://www.wikidata.org/entity/Q5665348,John Beaumont Williams
76,"Wilson, K.L.","collector.Wilson, K.L.",13831,"collector:""Wilson, K.L.""",1926.0,2019.0,93.0,705,"Wilson, K.L.","Wilson, K.L.",0.0,1,http://www.wikidata.org/entity/Q5958129,Karen L. Wilson
77,"White, C.T.","collector.White, C.T.",13698,"collector:""White, C.T.""",1904.0,2012.0,108.0,632,"White, C.T.","White, C.T.",0.0,1,http://www.wikidata.org/entity/Q685291,Cyril Tenison White
80,"Thompson, E.J.","collector.Thompson, E.J.",13025,"collector:""Thompson, E.J.""",1969.0,2017.0,48.0,458,"Thompson, E.J.","Thompson, E.J.",0.0,1,http://www.wikidata.org/entity/Q70683061,Emma Jane Thompson
84,"Maiden, J.H.","collector.Maiden, J.H.",12611,"collector:""Maiden, J.H.""",1807.0,2008.0,201.0,5,"Maiden, J.H.","Maiden, J.H.",0.0,1,http://www.wikidata.org/entity/Q2583058,J. H. Maiden
85,"Boorman, J.L.","collector.Boorman, J.L.",12416,"collector:""Boorman, J.L.""",1856.0,1992.0,136.0,27,"Boorman, J.L.","Boorman, J.L.",0.0,1,http://www.wikidata.org/entity/Q62088197,John Luke Boorman
86,"Filson, R.B.","collector.Filson, R.B.",12302,"collector:""Filson, R.B.""",1933.0,2000.0,67.0,979,"Filson, R.B.","Filson, R.B.",0.0,1,http://www.wikidata.org/entity/Q21339388,Rex Bertram Filson
89,"Craven, L.","collector.Craven, L.",2702,"collector:""Craven, L.""",1960.0,2006.0,46.0,717,"Craven, L.","Craven, L.",0.0,1,http://www.wikidata.org/entity/Q6708677,Lyndley Craven
90,"Johnson, L.A.S.","collector.Johnson, L.A.S.",12249,"collector:""Johnson, L.A.S.""",1906.0,1998.0,92.0,823,"Johnson, L.A.S.","Johnson, L.A.S.",0.0,1,http://www.wikidata.org/entity/Q3090721,Lawrence Alexander Sidney Johnson
91,"Kenneally, K.F.","collector.Kenneally, K.F.",12190,"collector:""Kenneally, K.F.""",1878.0,2008.0,130.0,614,"Kenneally, K.F.","Kenneally, K.F.",0.0,1,http://www.wikidata.org/entity/Q21392864,Kevin Francis Kenneally
93,"Weber, J.Z.","collector.Weber, J.Z.",12133,"collector:""Weber, J.Z.""",1874.0,2009.0,135.0,242,"Weber, J.Z.","Weber, J.Z.",0.0,1,http://www.wikidata.org/entity/Q21388163,Joseph Zvonko Weber
96,"Brennan, K.","collector.Brennan, K.",11842,"collector:""Brennan, K.""",1967.0,2020.0,53.0,220,"Brennan, K.","Brennan, K.",0.0,1,http://www.wikidata.org/entity/Q36603285,Kym Brennan
99,"Whibley, D.J.E.","collector.Whibley, D.J.E.",11564,"collector:""Whibley, D.J.E.""",1907.0,1998.0,91.0,797,"Whibley, D.J.E.","Whibley, D.J.E.",0.0,1,http://www.wikidata.org/entity/Q21340718,David John Edward Whibley
101,"Jobson, P.C.","collector.Jobson, P.C.",11106,"collector:""Jobson, P.C.""",1969.0,2017.0,48.0,723,"Jobson, P.C.","Jobson, P.C.",0.0,1,http://www.wikidata.org/entity/Q21391683,Peter C. Jobson
103,"Walsh, N.G.","collector.Walsh, N.G.",11057,"collector:""Walsh, N.G.""",1894.0,2020.0,126.0,585,"Walsh, N.G.","Walsh, N.G.",0.0,1,http://www.wikidata.org/entity/Q6041421,Neville Grant Walsh
109,"Burbidge, N.T.","collector.Burbidge, N.T.",10712,"collector:""Burbidge, N.T.""",1891.0,1995.0,104.0,290,"Burbidge, N.T.","Burbidge, N.T.",0.0,1,http://www.wikidata.org/entity/Q6963048,Nancy Tyson Burbidge
110,"Alcock, C.R.","collector.Alcock, C.R.",10542,"collector:""Alcock, C.R.""",1922.0,2011.0,89.0,692,"Alcock, C.R.","Alcock, C.R.",0.0,1,http://www.wikidata.org/entity/Q21505035,Charles Raymond Alcock
114,"Dunlop, C.","collector.Dunlop, C.",10539,"collector:""Dunlop, C.""",1908.0,2003.0,95.0,77,"Dunlop, C.","Dunlop, C.",0.0,1,http://www.wikidata.org/entity/Q13420116,Clyde Dunlop
116,"Briggs, B.G.","collector.Briggs, B.G.",10428,"collector:""Briggs, B.G.""",1939.0,2019.0,80.0,391,"Briggs, B.G.","Briggs, B.G.",0.0,1,http://www.wikidata.org/entity/Q2356897,Barbara G. Briggs
119,"Everist, S.L.","collector.Everist, S.L.",10126,"collector:""Everist, S.L.""",1930.0,1984.0,54.0,931,"Everist, S.L.","Everist, S.L.",0.0,1,http://www.wikidata.org/entity/Q6124434,Selwyn Lawrence Everist
121,"Perry, R.A.","collector.Perry, R.A.",9831,"collector:""Perry, R.A.""",1843.0,1984.0,141.0,221,"Perry, R.A.","Perry, R.A.",0.0,1,http://www.wikidata.org/entity/Q62086632,Rayden Alfred Perry
123,"Corrick, M.G.","collector.Corrick, M.G.",9562,"collector:""Corrick, M.G.""",1935.0,2007.0,72.0,80,"Corrick, M.G.","Corrick, M.G.",0.0,1,http://www.wikidata.org/entity/Q21509106,Margaret Georgina Corrick
128,"Smith, L.S.","collector.Smith, L.S.",9008,"collector:""Smith, L.S.""",1854.0,1998.0,144.0,767,"Smith, L.S.","Smith, L.S.",0.0,1,http://www.wikidata.org/entity/Q2884481,Lindsay Stuart Smith
130,"Jacobs, S.","collector.Jacobs, S.",2020,"collector:""Jacobs, S.""",1896.0,2008.0,112.0,174,"Jacobs, S.","Jacobs, S.",0.0,1,http://www.wikidata.org/entity/Q2528400,Surrey Jacobs
132,"Irvine, A.K.","collector.Irvine, A.K.",8698,"collector:""Irvine, A.K.""",1971.0,2000.0,29.0,608,"Irvine, A.K.","Irvine, A.K.",0.0,1,http://www.wikidata.org/entity/Q19950101,Anthony Kyle Irvine
135,"Powell, J.M.","collector.Powell, J.M.",8261,"collector:""Powell, J.M.""",1953.0,1997.0,44.0,321,"Powell, J.M.","Powell, J.M.",0.0,1,http://www.wikidata.org/entity/Q21523165,Jocelyn Marie Powell
137,"Halford, D.A.","collector.Halford, D.A.",2682,"collector:""Halford, D.A.""",1984.0,2018.0,34.0,550,"Halford, D.A.","Halford, D.A.",0.0,1,http://www.wikidata.org/entity/Q15711547,David A. Halford
138,"Helms, R.","collector.Helms, R.",8046,"collector:""Helms, R.""",1841.0,1999.0,158.0,883,"Helms, R.","Helms, R.",0.0,1,http://www.wikidata.org/entity/Q19877827,Richard Helms
139,"Lothian, T.R.N.","collector.Lothian, T.R.N.",8032,"collector:""Lothian, T.R.N.""",1904.0,1997.0,93.0,401,"Lothian, T.R.N.","Lothian, T.R.N.",0.0,1,http://www.wikidata.org/entity/Q17403916,Thomas Robert Noel Lothian
145,"Ashby, A.M.","collector.Ashby, A.M.",7312,"collector:""Ashby, A.M.""",1920.0,1984.0,64.0,650,"Ashby, A.M.","Ashby, A.M.",0.0,1,http://www.wikidata.org/entity/Q17000830,Alison Marjorie Ashby
146,"Hubbard, C.E.","collector.Hubbard, C.E.",7289,"collector:""Hubbard, C.E.""",1920.0,1981.0,61.0,938,"Hubbard, C.E.","Hubbard, C.E.",0.0,1,http://www.wikidata.org/entity/Q2353716,Charles Edward Hubbard
147,"Curtis, W.M.","collector.Curtis, W.M.",7274,"collector:""Curtis, W.M.""",1862.0,2005.0,143.0,504,"Curtis, W.M.","Curtis, W.M.",0.0,1,http://www.wikidata.org/entity/Q452813,Winifred Mary Curtis
148,"Gray, M.","collector.Gray, M.",6954,"collector:""Gray, M.""",1935.0,2010.0,75.0,404,"Gray, M.","Gray, M.",0.0,1,http://www.wikidata.org/entity/Q21514232,Max Gray
150,"Fensham, R.","collector.Fensham, R.",1485,"collector:""Fensham, R.""",1982.0,2019.0,37.0,69,"Fensham, R.","Fensham, R.",0.0,1,http://www.wikidata.org/entity/Q26713354,R.J. Fensham
153,"Beard, J.S.","collector.Beard, J.S.",6815,"collector:""Beard, J.S.""",1862.0,1998.0,136.0,832,"Beard, J.S.","Beard, J.S.",0.0,1,http://www.wikidata.org/entity/Q6258846,John Stanley Beard
154,"Booth, R.","collector.Booth, R.",6792,"collector:""Booth, R.""",1963.0,2017.0,54.0,932,"Booth, R.","Booth, R.",0.0,1,http://www.wikidata.org/entity/Q33664819,R. Booth
155,"Brass, L.J.","collector.Brass, L.J.",6774,"collector:""Brass, L.J.""",1915.0,1998.0,83.0,471,"Brass, L.J.","Brass, L.J.",0.0,1,http://www.wikidata.org/entity/Q6525437,Leonard John Brass
156,"Rodd, A.N.","collector.Rodd, A.N.",6773,"collector:""Rodd, A.N.""",1876.0,2019.0,143.0,439,"Rodd, A.N.","Rodd, A.N.",0.0,1,http://www.wikidata.org/entity/Q5696967,Anthony N. Rodd
159,"Rodway, F.A.","collector.Rodway, F.A.",6761,"collector:""Rodway, F.A.""",1883.0,2001.0,118.0,103,"Rodway, F.A.","Rodway, F.A.",0.0,1,http://www.wikidata.org/entity/Q21607319,Frederick Arthur Rodway
160,"Lepschi, B.J.","collector.Lepschi, B.J.",6746,"collector:""Lepschi, B.J.""",1955.0,2018.0,63.0,319,"Lepschi, B.J.","Lepschi, B.J.",0.0,1,http://www.wikidata.org/entity/Q5733654,Brendan John Lepschi
164,"Waterhouse, B.","collector.Waterhouse, B.",830,"collector:""Waterhouse, B.""",1952.0,2014.0,62.0,107,"Waterhouse, B.","Waterhouse, B.",0.0,1,http://www.wikidata.org/entity/Q2896275,Benjamin Waterhouse
167,"Rodway, L.","collector.Rodway, L.",6555,"collector:""Rodway, L.""",1864.0,2012.0,148.0,817,"Rodway, L.","Rodway, L.",0.0,1,http://www.wikidata.org/entity/Q4396077,Leonard Rodway
170,"Barker, W.R.","collector.Barker, W.R.",6461,"collector:""Barker, W.R.""",1901.0,2018.0,117.0,709,"Barker, W.R.","Barker, W.R.",0.0,1,http://www.wikidata.org/entity/Q21505669,William Robert Barker
174,"Trudgen, M.E.","collector.Trudgen, M.E.",6409,"collector:""Trudgen, M.E.""",1971.0,2011.0,40.0,949,"Trudgen, M.E.","Trudgen, M.E.",0.0,1,http://www.wikidata.org/entity/Q5990483,Malcolm Eric Trudgen
178,"Hill, K.","collector.Hill, K.",2496,"collector:""Hill, K.""",1953.0,2006.0,53.0,681,"Hill, K.","Hill, K.",0.0,1,http://www.wikidata.org/entity/Q435038,Ken Hill
180,"Copeland, L.M.","collector.Copeland, L.M.",6287,"collector:""Copeland, L.M.""",1979.0,2018.0,39.0,502,"Copeland, L.M.","Copeland, L.M.",0.0,1,http://www.wikidata.org/entity/Q5968686,Lachlan Mackenzie Copeland
184,"Short, P.","collector.Short, P.",1250,"collector:""Short, P.""",1930.0,2012.0,82.0,712,"Short, P.","Short, P.",0.0,1,http://www.wikidata.org/entity/Q5814766,Philip Short
185,"Pedley, L.","collector.Pedley, L.",6041,"collector:""Pedley, L.""",1862.0,2014.0,152.0,656,"Pedley, L.","Pedley, L.",0.0,1,http://www.wikidata.org/entity/Q4347893,Leslie Pedley
188,"Lang, P.J.","collector.Lang, P.J.",5949,"collector:""Lang, P.J.""",1967.0,2018.0,51.0,402,"Lang, P.J.","Lang, P.J.",0.0,1,http://www.wikidata.org/entity/Q21516211,Peter J. Lang
192,"Clements, M.A.","collector.Clements, M.A.",5779,"collector:""Clements, M.A.""",1886.0,2019.0,133.0,503,"Clements, M.A.","Clements, M.A.",0.0,1,http://www.wikidata.org/entity/Q2272220,Mark Alwin Clements
194,"Adams, L.G.","collector.Adams, L.G.",5745,"collector:""Adams, L.G.""",1948.0,2007.0,59.0,891,"Adams, L.G.","Adams, L.G.",0.0,1,http://www.wikidata.org/entity/Q10316562,Laurence George Adams
197,"Slee, A.V.","collector.Slee, A.V.",5587,"collector:""Slee, A.V.""",1973.0,2020.0,47.0,556,"Slee, A.V.","Slee, A.V.",0.0,1,http://www.wikidata.org/entity/Q21609032,Andrew Vernon Slee
205,"Price, I.R.","collector.Price, I.R.",5474,"collector:""Price, I.R.""",1684.0,1995.0,311.0,571,"Price, I.R.","Price, I.R.",0.0,1,http://www.wikidata.org/entity/Q21523240,Ian Russell Price
207,"Verdon, D.","collector.Verdon, D.",5444,"collector:""Verdon, D.""",1960.0,1994.0,34.0,418,"Verdon, D.","Verdon, D.",0.0,1,http://www.wikidata.org/entity/Q21341750,Douglas Verdon
208,"Gauba, E.","collector.Gauba, E.",5417,"collector:""Gauba, E.""",1900.0,1983.0,83.0,161,"Gauba, E.","Gauba, E.",0.0,1,http://www.wikidata.org/entity/Q5837203,Erwin Gauba
209,"Johnson, R.W.","collector.Johnson, R.W.",5401,"collector:""Johnson, R.W.""",1930.0,2010.0,80.0,339,"Johnson, R.W.","Johnson, R.W.",0.0,1,http://www.wikidata.org/entity/Q21505765,Robert William Johnson
210,"Forbes, S.J.","collector.Forbes, S.J.",5374,"collector:""Forbes, S.J.""",1937.0,2013.0,76.0,280,"Forbes, S.J.","Forbes, S.J.",0.0,1,http://www.wikidata.org/entity/Q21513320,Stephen J. Forbes
212,"Williamson, H.B.","collector.Williamson, H.B.",5362,"collector:""Williamson, H.B.""",1828.0,1992.0,164.0,70,"Williamson, H.B.","Williamson, H.B.",0.0,1,http://www.wikidata.org/entity/Q20016691,Herbert Bennett Williamson
215,"Collier, P.A.","collector.Collier, P.A.",5265,"collector:""Collier, P.A.""",1958.0,2011.0,53.0,74,"Collier, P.A.","Collier, P.A.",0.0,1,http://www.wikidata.org/entity/Q47115694,Philip A. Collier
216,"Flecker, H.","collector.Flecker, H.",5201,"collector:""Flecker, H.""",1847.0,1980.0,133.0,158,"Flecker, H.","Flecker, H.",0.0,1,http://www.wikidata.org/entity/Q21539192,Hugo Flecker
217,"Dockrill, A.W.","collector.Dockrill, A.W.",5143,"collector:""Dockrill, A.W.""",1935.0,1983.0,48.0,322,"Dockrill, A.W.","Dockrill, A.W.",0.0,1,http://www.wikidata.org/entity/Q5668895,Alick William Dockrill
218,"Briggs, J.D.","collector.Briggs, J.D.",5133,"collector:""Briggs, J.D.""",1897.0,2001.0,104.0,3,"Briggs, J.D.","Briggs, J.D.",0.0,1,http://www.wikidata.org/entity/Q5933159,John D. Briggs
221,"Lepp, H.","collector.Lepp, H.",5023,"collector:""Lepp, H.""",1977.0,2016.0,39.0,863,"Lepp, H.","Lepp, H.",0.0,1,http://www.wikidata.org/entity/Q36575160,Heino Lepp
222,"Huisman, J.M.","collector.Huisman, J.M.",5008,"collector:""Huisman, J.M.""",1981.0,2019.0,38.0,270,"Huisman, J.M.","Huisman, J.M.",0.0,1,http://www.wikidata.org/entity/Q21516642,John Marinus Huisman
224,"Sharpe, P.R.","collector.Sharpe, P.R.",5007,"collector:""Sharpe, P.R.""",1951.0,2007.0,56.0,297,"Sharpe, P.R.","Sharpe, P.R.",0.0,1,http://www.wikidata.org/entity/Q21608752,Philip Ridley Sharpe
227,"Rogers, R.W.","collector.Rogers, R.W.",4945,"collector:""Rogers, R.W.""",1959.0,2016.0,57.0,616,"Rogers, R.W.","Rogers, R.W.",0.0,1,http://www.wikidata.org/entity/Q21387939,Roderick Westgarth Rogers
232,"Schodde, R.","collector.Schodde, R.",4693,"collector:""Schodde, R.""",1930.0,1998.0,68.0,160,"Schodde, R.","Schodde, R.",0.0,1,http://www.wikidata.org/entity/Q534418,Richard Schodde
234,"Leach, G.","collector.Leach, G.",4657,"collector:""Leach, G.""",1954.0,2018.0,64.0,802,"Leach, G.","Leach, G.",0.0,1,http://www.wikidata.org/entity/Q5885625,Gregory Leach
236,"Dallachy, J.","collector.Dallachy, J.",4638,"collector:""Dallachy, J.""",1848.0,1892.0,44.0,495,"Dallachy, J.","Dallachy, J.",0.0,1,http://www.wikidata.org/entity/Q16065577,John Dallachy
237,"Cambage, R.H.","collector.Cambage, R.H.",4633,"collector:""Cambage, R.H.""",1883.0,2011.0,128.0,111,"Cambage, R.H.","Cambage, R.H.",0.0,1,http://www.wikidata.org/entity/Q7326472,Richard Hind Cambage
241,"Entwisle, T.J.","collector.Entwisle, T.J.",4483,"collector:""Entwisle, T.J.""",1980.0,2015.0,35.0,528,"Entwisle, T.J.","Entwisle, T.J.",0.0,1,http://www.wikidata.org/entity/Q21512240,Timothy John Entwisle
242,"Carr, G.W.","collector.Carr, G.W.",4471,"collector:""Carr, G.W.""",1924.0,2015.0,91.0,856,"Carr, G.W.","Carr, G.W.",0.0,1,http://www.wikidata.org/entity/Q3281577,Geoffrey William Carr
244,"Green, J.W.","collector.Green, J.W.",4454,"collector:""Green, J.W.""",1940.0,2012.0,72.0,405,"Green, J.W.","Green, J.W.",0.0,1,http://www.wikidata.org/entity/Q21391513,John Wagener Green
251,"Nicolle, D.","collector.Nicolle, D.",4351,"collector:""Nicolle, D.""",1990.0,2017.0,27.0,942,"Nicolle, D.","Nicolle, D.",0.0,1,http://www.wikidata.org/entity/Q18987043,Dean Nicolle
255,"Baeuerlen, W.","collector.Baeuerlen, W.",4287,"collector:""Baeuerlen, W.""",1874.0,1990.0,116.0,342,"Baeuerlen, W.","Baeuerlen, W.",0.0,1,http://www.wikidata.org/entity/Q62088127,William Baeuerlen
260,"Cheel, E.","collector.Cheel, E.",4248,"collector:""Cheel, E.""",1840.0,2003.0,163.0,687,"Cheel, E.","Cheel, E.",0.0,1,http://www.wikidata.org/entity/Q2612815,Edwin Cheel
262,"Hunter, J.T.","collector.Hunter, J.T.",4185,"collector:""Hunter, J.T.""",1984.0,2012.0,28.0,980,"Hunter, J.T.","Hunter, J.T.",0.0,1,http://www.wikidata.org/entity/Q5933635,John T. Hunter
265,"Jeanes, J.A.","collector.Jeanes, J.A.",4143,"collector:""Jeanes, J.A.""",1983.0,2018.0,35.0,246,"Jeanes, J.A.","Jeanes, J.A.",0.0,1,http://www.wikidata.org/entity/Q21395685,Jeffrey A. Jeanes
268,"Hoogland, R.D.","collector.Hoogland, R.D.",4108,"collector:""Hoogland, R.D.""",1951.0,1986.0,35.0,745,"Hoogland, R.D.","Hoogland, R.D.",0.0,1,http://www.wikidata.org/entity/Q7383565,Ruurd Dirk Hoogland
269,"Hunt, D.","collector.Hunt, D.",4107,"collector:""Hunt, D.""",1914.0,1997.0,83.0,490,"Hunt, D.","Hunt, D.",0.0,1,http://www.wikidata.org/entity/Q1176320,David Hunt
271,"Fox, I.","collector.Fox, I.",1128,"collector:""Fox, I.""",1967.0,2015.0,48.0,312,"Fox, I.","Fox, I.",0.0,1,http://www.wikidata.org/entity/Q21339475,Irving Fox
277,"Wakefield, N.A.","collector.Wakefield, N.A.",3942,"collector:""Wakefield, N.A.""",1918.0,1989.0,71.0,289,"Wakefield, N.A.","Wakefield, N.A.",0.0,1,http://www.wikidata.org/entity/Q7051918,Norman Arthur Wakefield
278,"Story, R.","collector.Story, R.",3940,"collector:""Story, R.""",1900.0,1996.0,96.0,512,"Story, R.","Story, R.",0.0,1,http://www.wikidata.org/entity/Q18166629,Robert Story
279,"Thomas, M.B.","collector.Thomas, M.B.",3903,"collector:""Thomas, M.B.""",1965.0,2018.0,53.0,835,"Thomas, M.B.","Thomas, M.B.",0.0,1,http://www.wikidata.org/entity/Q21610629,Mason Blanchard Thomas
280,"Blaxell, D.F.","collector.Blaxell, D.F.",3890,"collector:""Blaxell, D.F.""",1954.0,2002.0,48.0,348,"Blaxell, D.F.","Blaxell, D.F.",0.0,1,http://www.wikidata.org/entity/Q4088436,Donald Frederick Blaxell
281,"Olde, P.M.","collector.Olde, P.M.",3887,"collector:""Olde, P.M.""",1904.0,2016.0,112.0,721,"Olde, P.M.","Olde, P.M.",0.0,1,http://www.wikidata.org/entity/Q6073432,Peter M. Olde
283,"Morris, D.I.","collector.Morris, D.I.",3865,"collector:""Morris, D.I.""",1961.0,2004.0,43.0,488,"Morris, D.I.","Morris, D.I.",0.0,1,http://www.wikidata.org/entity/Q21388745,Dennis Ivor Morris
286,"Tepper, J.G.O.","collector.Tepper, J.G.O.",3861,"collector:""Tepper, J.G.O.""",1829.0,1996.0,167.0,915,"Tepper, J.G.O.","Tepper, J.G.O.",0.0,1,http://www.wikidata.org/entity/Q2891010,Johann Gottlieb Otto Tepper
290,"Brown, E.A.","collector.Brown, E.A.",3788,"collector:""Brown, E.A.""",1974.0,2012.0,38.0,769,"Brown, E.A.","Brown, E.A.",0.0,1,http://www.wikidata.org/entity/Q21506537,Elizabeth Anne Brown
300,"Kuchel, R.H.","collector.Kuchel, R.H.",3680,"collector:""Kuchel, R.H.""",1906.0,1981.0,75.0,927,"Kuchel, R.H.","Kuchel, R.H.",0.0,1,http://www.wikidata.org/entity/Q6107306,Rex Harold Kuchel
308,"West, J.G.","collector.West, J.G.",3545,"collector:""West, J.G.""",1917.0,2011.0,94.0,827,"West, J.G.","West, J.G.",0.0,1,http://www.wikidata.org/entity/Q18166796,Judith Gay West
310,"Maconochie, J.","collector.Maconochie, J.",3218,"collector:""Maconochie, J.""",1948.0,1987.0,39.0,222,"Maconochie, J.","Maconochie, J.",0.0,1,http://www.wikidata.org/entity/Q21339335,John Maconochie
311,"Wheeler, J.R.","collector.Wheeler, J.R.",3432,"collector:""Wheeler, J.R.""",1958.0,2002.0,44.0,975,"Wheeler, J.R.","Wheeler, J.R.",0.0,1,http://www.wikidata.org/entity/Q19003314,Judith Roderick Wheeler
312,"Norris, D.H.","collector.Norris, D.H.",3417,"collector:""Norris, D.H.""",1973.0,1987.0,14.0,255,"Norris, D.H.","Norris, D.H.",0.0,1,http://www.wikidata.org/entity/Q21522236,Daniel Howard Norris
