family_name,initials,given_names,name,num_det
Cosson,E.,NULL,"Cosson, E.",2
Longton,R.E.,NULL,"Longton, R.E.",2
Colenso,W.,William,"Colenso, W.",2
Mitchell,H.L.,NULL,"Mitchell, H.L.",2
Morris,I.C.,NULL,"Morris, I.C.",2
Masters,J.W.,"John William","Masters, J.W.",2
Sutton,C.,NULL,"Sutton, C.",2
Maddison,M.T.,NULL,"Maddison, M.T.",2
Backhouse,G.,NULL,"Backhouse, G.",2
Presl,C.,NULL,"Presl, C.",2
Roe,E.,NULL,"Roe, E.",2
Yuncker,T.G.,NULL,"Yuncker, T.G.",2
Hugo,L.,NULL,"Hugo, L.",2
Smith,S.,NULL,"Smith, S.",2
Bourobou,H.P.,NULL,"Bourobou, H.P.",2
Steward,G.M.,NULL,"Steward, G.M.",2
Danciu,M.,NULL,"Danciu, M.",2
Lebler,B.A.,NULL,"Lebler, B.A.",2
Sandercock,B.,NULL,"Sandercock, B.",2
Manning,J.C.,NULL,"Manning, J.C.",2
Patton,R.T.,Reuben,"Patton, R.T.",2
Kaastra,R.C.,"Roelof Cornelis","Kaastra, R.C.",2
Nevski,S.A.,NULL,"Nevski, S.A.",2
Hawksworth,D.,NULL,"Hawksworth, D.",2
Limbrecht,M.,Meryl,"Limbrecht, M.",2
Smith,R.J.,NULL,"Smith, R.J.",2
Prain,D.,David,"Prain, D.",2
Dixon,H.H.,NULL,"Dixon, H.H.",2
"De Smedt",G.,NULL,"De Smedt, G.",2
Gartmann,A.,NULL,"Gartmann, A.",2
Szabó,A.T.,Attila,"Szabó, A.T.",2
Breidahl,J.,NULL,"Breidahl, J.",2
Begg,A.R.,NULL,"Begg, A.R.",2
Brown,D.W.,NULL,"Brown, D.W.",2
N.T.,NULL,NULL,N.T.,2
Orr,R.,NULL,"Orr, R.",2
Burgt,"X.M. van der",NULL,"Burgt, X.M. van der",2
Hildebrand,NULL,NULL,Hildebrand,2
Hopton,D.,NULL,"Hopton, D.",2
Pennington,T.,NULL,"Pennington, T.",2
Jorgensen,P.M.,Per,"Jorgensen, P.M.",2
Skottsberg,C.,NULL,"Skottsberg, C.",2
Knapp,M.S.,NULL,"Knapp, M.S.",2
Petrie,D.,Donald,"Petrie, D.",2
Ismawi,O.,Othman,"Ismawi, O.",2
Murphy,P.J.,Patricia,"Murphy, P.J.",2
Nordenskioeld,H.,NULL,"Nordenskioeld, H.",2
Vicek,K.,NULL,"Vicek, K.",2
Watson,M.F.,NULL,"Watson, M.F.",2
Hamzah,M.B.,NULL,"Hamzah, M.B.",2
Pike,NULL,NULL,Pike,2
Dwyer,S.M.L.,NULL,"Dwyer, S.M.L.",2
Anderson,T.,Thomas,"Anderson, T.",2
Webb,C.J.,NULL,"Webb, C.J.",2
"Brown, E.A.; Crayn, D.M.; Quinn, C.J.",NULL,NULL,"Brown, E.A.; Crayn, D.M.; Quinn, C.J.",2
Doll,NULL,NULL,Doll,2
Medd,R.W.,NULL,"Medd, R.W.",2
Foster,E.,NULL,"Foster, E.",2
Emmett,E.E.,Ern,"Emmett, E.E.",2
Wheeler,J.,NULL,"Wheeler, J.",2
Ballentine,M.,NULL,"Ballentine, M.",2
Kesteven,E.L.,NULL,"Kesteven, E.L.",2
Hall,B.,NULL,"Hall, B.",2
McCaffrey,N.,Nic,"McCaffrey, N.",2
Bartram,NULL,NULL,Bartram,2
Makinson,B.,NULL,"Makinson, B.",2
Monaghan,N.,NULL,"Monaghan, N.",2
Wilson,A.J.G.,NULL,"Wilson, A.J.G.",2
Lockwood,D.J.,NULL,"Lockwood, D.J.",2
Franco,J.,Julia,"Franco, J.",2
Han,L.,Li-Hong,"Han, L.",2
Nason,C.D.,NULL,"Nason, C.D.",2
Austin,C.,NULL,"Austin, C.",2
Pelger,D.N.,NULL,"Pelger, D.N.",2
Done,C.C.,NULL,"Done, C.C.",2
Lamarack,P.,NULL,"Lamarack, P.",2
Lemmens,R.H.M.J.,NULL,"Lemmens, R.H.M.J.",2
Githers,T.G.,NULL,"Githers, T.G.",2
Klaphake,V.,NULL,"Klaphake, V.",2
Porter-Utley,K.E.,Kristen,"Porter-Utley, K.E.",2
Lewis,C.F.,NULL,"Lewis, C.F.",2
Barlow,T.,Tim,"Barlow, T.",2
A.D.J.P.,NULL,NULL,A.D.J.P.,2
Lloyd,D.G.,NULL,"Lloyd, D.G.",2
Eddie,C.,NULL,"Eddie, C.",2
Tindale,A.,NULL,"Tindale, A.",2
King,H.J.,NULL,"King, H.J.",2
Price,R.A.,NULL,"Price, R.A.",2
Hostmann,F.W.R.,NULL,"Hostmann, F.W.R.",2
Boom,"P.P.G. van den",NULL,"Boom, P.P.G. van den",2
James,E.,NULL,"James, E.",2
Huynh,T.,Tien,"Huynh, T.",2
Giles,R.L.,NULL,"Giles, R.L.",2
Zepcan,T.,Tarik,"Zepcan, T.",2
Taylor,S.,NULL,"Taylor, S.",2
Areschoug,J.E.,NULL,"Areschoug, J.E.",2
Hooke,A.G.,NULL,"Hooke, A.G.",2
Achoundong,G.,NULL,"Achoundong, G.",2
Brummelen,"J. van",Johannes,"Brummelen, J. van",2
Burck,W.,William,"Burck, W.",2
Heenan,P.,Peter,"Heenan, P.",2
Rothmaler,W.,Werner,"Rothmaler, W.",2
G.C.,NULL,NULL,G.C.,2
Cavanah,A.,NULL,"Cavanah, A.",2
Berg,M.,Matthew,"Berg, M.",2
Archer,B.,Barbara,"Archer, B.",2
Rowlands,E.J.,NULL,"Rowlands, E.J.",2
Ulibarri,E.A.,NULL,"Ulibarri, E.A.",2
Bell,N.,NULL,"Bell, N.",2
Savi,P.,Pietro,"Savi, P.",2
Chandler,B.,NULL,"Chandler, B.",2
Johnsen,H.W.,NULL,"Johnsen, H.W.",2
Tunstall,R.,NULL,"Tunstall, R.",2
Acharius,E.,Erik,"Acharius, E.",2
Kakudidi,E.,NULL,"Kakudidi, E.",2
Garcia,A.,NULL,"Garcia, A.",2
Murray,A.G.,Andrew,"Murray, A.G.",2
Wilhelmi,J.F.C.,NULL,"Wilhelmi, J.F.C.",2
Coman,A.,NULL,"Coman, A.",2
Jacobs,E.,NULL,"Jacobs, E.",2
Goodman,G.J.,"George Jones","Goodman, G.J.",2
Conrad,H.S.,NULL,"Conrad, H.S.",2
Burge-Lopez,J.,NULL,"Burge-Lopez, J.",2
Tindale,NULL,NULL,Tindale,2
Boyd,S.,Steve,"Boyd, S.",2
Raleigh,R.,NULL,"Raleigh, R.",2
Lupu,I.,NULL,"Lupu, I.",2
Chan,K.T.,NULL,"Chan, K.T.",2
Laidlaw,M.J.,NULL,"Laidlaw, M.J.",2
Puttock,C.,NULL,"Puttock, C.",2
Munz,P.A.,NULL,"Munz, P.A.",2
O'Brien,E.,Eris,"O'Brien, E.",2
"Kodela, P.G.; Henwood, M.J.",NULL,NULL,"Kodela, P.G.; Henwood, M.J.",2
Ray,M.F.,"Martin Forbes","Ray, M.F.",2
Hart,R.,Roz,"Hart, R.",2
Blaxell,D.,NULL,"Blaxell, D.",2
Ogle,C.C.,NULL,"Ogle, C.C.",2
Gordon-Mills,E.M.,NULL,"Gordon-Mills, E.M.",2
Fisch,M.,NULL,"Fisch, M.",2
Hamet-Ahti,L.,NULL,"Hamet-Ahti, L.",2
Marin,E.,NULL,"Marin, E.",2
Wk,NULL,NULL,Wk,2
Gomez,P.,NULL,"Gomez, P.",2
Ward,S.,NULL,"Ward, S.",2
Rowe,R.R.,NULL,"Rowe, R.R.",2
Chapman,W.,NULL,"Chapman, W.",2
Geary,P.,Peter,"Geary, P.",2
Price,I.,NULL,"Price, I.",2
Taschereau,P.M.,NULL,"Taschereau, P.M.",2
Ludwig,L.,,"Ludwig, L.",2
Summerhayes,V.,NULL,"Summerhayes, V.",2
Sojak,J.,Jiri,"Sojak, J.",2
Bachler,C.,NULL,"Bachler, C.",2
Beveridge,P.,NULL,"Beveridge, P.",2
Boorman,J.L.,"John Luke","Boorman, J.L.",2
Hoogland,R.G.,NULL,"Hoogland, R.G.",2
Cooper,W.,NULL,"Cooper, W.",2
HO,NULL,NULL,HO,2
Hynes,L.,NULL,"Hynes, L.",2
Gilbert,W.J.,NULL,"Gilbert, W.J.",2
Tenison-Woods,J.E.,"Julian Edmund","Tenison-Woods, J.E.",2
Drummond,J.,James,"Drummond, J.",2
Robson,N.,NULL,"Robson, N.",2
Butler,D.,NULL,"Butler, D.",2
Veillon,J.M.,NULL,"Veillon, J.M.",2
Wolf,C.B.,NULL,"Wolf, C.B.",2
Buijsen,J.R.M.,NULL,"Buijsen, J.R.M.",2
Krebs,G.,NULL,"Krebs, G.",2
George,I.,NULL,"George, I.",2
Maroske,I.,NULL,"Maroske, I.",2
Crowl,G.T.,NULL,"Crowl, G.T.",2
Whalen,A.,NULL,"Whalen, A.",2
Zelezova,B.,NULL,"Zelezova, B.",2
Sheard,J.W.,NULL,"Sheard, J.W.",2
Samain,M.-.S.,NULL,"Samain, M.-.S.",2
Stocker,G.,NULL,"Stocker, G.",2
Mitchell,M.E.,NULL,"Mitchell, M.E.",2
Fantz,P.R.,NULL,"Fantz, P.R.",2
Johnston,M.C.,Marshall,"Johnston, M.C.",2
Curtis,W.,NULL,"Curtis, W.",2
Kulen,NULL,NULL,Kulen,2
Podreka,S.,NULL,"Podreka, S.",2
"Conn. B.J.",NULL,NULL,"Conn. B.J.",2
Suhr,"J.N. von",Johannes,"Suhr, J.N. von",2
Ewers,W.H.,NULL,"Ewers, W.H.",2
Cousens,R.D.,Roger,"Cousens, R.D.",2
"Van Oost",NULL,NULL,"Van Oost",2
Sainsbury,NULL,NULL,Sainsbury,2
Hollister,C.A.,NULL,"Hollister, C.A.",2
Agardh,C.A.,NULL,"Agardh, C.A.",2
Wagner,W.L.,NULL,"Wagner, W.L.",2
Torke,B.M.,NULL,"Torke, B.M.",2
Anderson,R.,NULL,"Anderson, R.",2
Halldorf,T.,NULL,"Halldorf, T.",2
Clayden,S.,NULL,"Clayden, S.",2
Solling,K.,NULL,"Solling, K.",2
"Bostock. P.D.",NULL,NULL,"Bostock. P.D.",2
Worley,M.,Marianne,"Worley, M.",2
P.B.K.,NULL,NULL,P.B.K.,2
Backhouse,G.N.,NULL,"Backhouse, G.N.",2
White,M.R.,Marilyn,"White, M.R.",2
Pritchard,G.,NULL,"Pritchard, G.",2
Willis,G.H.,NULL,"Willis, G.H.",2
Wilkins,C.L.,NULL,"Wilkins, C.L.",2
Venter,F.,Fanie,"Venter, F.",2
Howard,R.A.,NULL,"Howard, R.A.",2
Cardot,NULL,NULL,Cardot,2
Kajimura,M.,NULL,"Kajimura, M.",2
Phair,J.,John,"Phair, J.",2
Windler,D.R.,NULL,"Windler, D.R.",2
Martin,D.,NULL,"Martin, D.",2
Vareschi,V.,NULL,"Vareschi, V.",2
Winsbury,M.,NULL,"Winsbury, M.",2
Nelson,J.,NULL,"Nelson, J.",2
Stephenson,L.,NULL,"Stephenson, L.",2
Colgan,"W.W., III",NULL,"Colgan, W.W., III",2
Tapson,N.,Natalie,"Tapson, N.",2
Wiecek,B.W.,NULL,"Wiecek, B.W.",2
Pengilley,M.,NULL,"Pengilley, M.",2
Burch,NULL,NULL,Burch,2
Robinson,H.E.,Harold,"Robinson, H.E.",2
McEwin,G.,George,"McEwin, G.",2
Graeffe,E.O.,Eduard,"Graeffe, E.O.",2
Vikery,J.W.,NULL,"Vikery, J.W.",2
Weston,P.G.,NULL,"Weston, P.G.",2
Miller,R.,Robert,"Miller, R.",2
Lester,K.,NULL,"Lester, K.",2
Zigliara,M.,NULL,"Zigliara, M.",2
Greene,R.W.,NULL,"Greene, R.W.",2
Burns,T.E.,NULL,"Burns, T.E.",2
Michael,P.,Peter,"Michael, P.",2
Thomas,J.E.,Joan,"Thomas, J.E.",2
Esterhuysen,E.E.,NULL,"Esterhuysen, E.E.",2
Boott,F.M.B.,NULL,"Boott, F.M.B.",2
Dingley,M.,NULL,"Dingley, M.",2
Nicholls,W.,NULL,"Nicholls, W.",2
Toursarkissian,M.,Martin,"Toursarkissian, M.",2
Schmalzel,R.J.,NULL,"Schmalzel, R.J.",2
Rijfkogel,L.,Lodewyk,"Rijfkogel, L.",2
Monro,A.,Anna,"Monro, A.",2
Souza,M.,NULL,"Souza, M.",2
Webb,W.A.,NULL,"Webb, W.A.",2
Honnings,P.,NULL,"Honnings, P.",2
Coppins,B.J.,NULL,"Coppins, B.J.",2
Adam,P.,NULL,"Adam, P.",2
McMullan-Fisher,S.,NULL,"McMullan-Fisher, S.",2
Scott,J.A.,NULL,"Scott, J.A.",2
Mills,A.K.,Alan,"Mills, A.K.",2
Brown,J.,NULL,"Brown, J.",2
Fullagar,J.P.,James,"Fullagar, J.P.",2
Eldridge,K.G.,NULL,"Eldridge, K.G.",2
Nuno,M.,NULL,"Nuno, M.",2
McKeen,D.R.,NULL,"McKeen, D.R.",2
"Van Wyk",C.M.,NULL,"Van Wyk, C.M.",2
Corradi,R.,Rinaldo,"Corradi, R.",2
Wells,A.,NULL,"Wells, A.",2
Pinkava,D.,NULL,"Pinkava, D.",2
Matthei,O.,NULL,"Matthei, O.",2
Guerin,G.,NULL,"Guerin, G.",2
Wild,H.,NULL,"Wild, H.",2
O'Shanesy,P.A.,Patrick,"O'Shanesy, P.A.",2
Coleby,D.,NULL,"Coleby, D.",2
Bole,P.V.,NULL,"Bole, P.V.",2
Satterthwait,D.,NULL,"Satterthwait, D.",2
Smith,C.P.,NULL,"Smith, C.P.",2
Paust,S.,Susan,"Paust, S.",2
Rodd,A.,NULL,"Rodd, A.",2
Duval,D.J.,NULL,"Duval, D.J.",2
Hyde,M.,Michael,"Hyde, M.",2
Pfeil,B.E.,NULL,"Pfeil, B.E.",2
Truscott,J.S.,NULL,"Truscott, J.S.",2
Druce,A.P.,NULL,"Druce, A.P.",2
Holmgren,N.H.,NULL,"Holmgren, N.H.",2
Schmidt,J.A.,"Johaan Anton","Schmidt, J.A.",2
Solheim,S.L.,NULL,"Solheim, S.L.",2
Andrews,"Dr A.L.",NULL,"Andrews, Dr A.L.",2
McCombe,C.S.,NULL,"McCombe, C.S.",2
Bish,D.,Di,"Bish, D.",2
Ellis,W.M.,NULL,"Ellis, W.M.",2
Backhouse,B.,NULL,"Backhouse, B.",2
Schelpe,E.A.,NULL,"Schelpe, E.A.",2
Grey,E.J.,Ed,"Grey, E.J.",2
Thurston,J.B.,NULL,"Thurston, J.B.",2
Ashton,D.,NULL,"Ashton, D.",2
Bergman,F.,NULL,"Bergman, F.",2
Parsons,W.,NULL,"Parsons, W.",2
Maggs,G.L.,NULL,"Maggs, G.L.",2
Lourteig,A.,Alicia,"Lourteig, A.",2
Heinrichs,J.,NULL,"Heinrichs, J.",2
Regel,"E.A. von",NULL,"Regel, E.A. von",2
Lawrence,D.W.,NULL,"Lawrence, D.W.",2
Boscaiu,N.,NULL,"Boscaiu, N.",2
Goudswaard,P.C.,NULL,"Goudswaard, P.C.",2
Heinze,C.,NULL,"Heinze, C.",2
Kennedy,H.,NULL,"Kennedy, H.",2
Honan,A.,NULL,"Honan, A.",2
Cai,Q.,Qing,"Cai, Q.",2
Carr,M.,NULL,"Carr, M.",2
Sharp,A.J.,NULL,"Sharp, A.J.",2
Hinmiyn,P.,NULL,"Hinmiyn, P.",2
Hitchcock,NULL,NULL,Hitchcock,2
Charette,L.A.,NULL,"Charette, L.A.",2
Higgins,E.,Ellena,"Higgins, E.",2
Simmons,N.W.,NULL,"Simmons, N.W.",2
Arnott,J.,John,"Arnott, J.",2
Burgess,P.,NULL,"Burgess, P.",2
Roberts,J.,NULL,"Roberts, J.",2
Ollgaard,B.,NULL,"Ollgaard, B.",2
Dobson,A.T.,NULL,"Dobson, A.T.",2
Proietto,C.E.,NULL,"Proietto, C.E.",2
Muller,K.,NULL,"Muller, K.",2
Gunasekera,L.,NULL,"Gunasekera, L.",2
McAuliffe,J.,NULL,"McAuliffe, J.",2
Hafellner,H.,NULL,"Hafellner, H.",2
French,C.,NULL,"French, C.",2
Tang,T.,NULL,"Tang, T.",2
Bourgeau,E.,Eugène,"Bourgeau, E.",2
Kalkman,C.,NULL,"Kalkman, C.",2
Beckler,H.,Herman,"Beckler, H.",2
Nash,T.N.,NULL,"Nash, T.N.",2
Williams,R.S.,NULL,"Williams, R.S.",2
Walker,G.,NULL,"Walker, G.",2
Specht,R.L.,NULL,"Specht, R.L.",2
Benn,N.,Nellie,"Benn, N.",2
Firth,J.,NULL,"Firth, J.",2
Jarman,S.J.,NULL,"Jarman, S.J.",2
Bârcă,C.,NULL,"Bârcă, C.",2
Hirn,K.,NULL,"Hirn, K.",2
Rich,M.,NULL,"Rich, M.",2
Goonan,B.,NULL,"Goonan, B.",2
Simmonds,N.W.,NULL,"Simmonds, N.W.",2
Stafleu,F.A.,NULL,"Stafleu, F.A.",2
Coleman,E.,NULL,"Coleman, E.",2
Kunze,NULL,NULL,Kunze,2
Stowe,J.,NULL,"Stowe, J.",2
Kaulfuss,G.F.,"Georg Friedrich","Kaulfuss, G.F.",2
Nicholson,R.F.,NULL,"Nicholson, R.F.",2
Savage,G.A.,NULL,"Savage, G.A.",2
Herman,L.,NULL,"Herman, L.",2
Brownlie,G.,George,"Brownlie, G.",2
Weeda,E.J.,NULL,"Weeda, E.J.",2
Turner,V.,NULL,"Turner, V.",2
Wood,B.,NULL,"Wood, B.",2
Page,R.G.,NULL,"Page, R.G.",2
Lawrie,A.,NULL,"Lawrie, A.",2
Fowler,K.,NULL,"Fowler, K.",2
Sawtell,N.,NULL,"Sawtell, N.",2
Valdés,B.,NULL,"Valdés, B.",2
Campbell,K.,NULL,"Campbell, K.",2
Tucker,J.M.,NULL,"Tucker, J.M.",2
Collins,B.M.,NULL,"Collins, B.M.",2
Morris,P.J.,NULL,"Morris, P.J.",2
Aellen,P.,NULL,"Aellen, P.",2
Gupta,B.L.,NULL,"Gupta, B.L.",2
"E.J. Semmens",NULL,NULL,"E.J. Semmens",2
Barlow,R.A.,NULL,"Barlow, R.A.",2
Grüning,G.,NULL,"Grüning, G.",2
Handel-Mazzetti,H.,NULL,"Handel-Mazzetti, H.",2
Ward,K.,NULL,"Ward, K.",2
"De Sloover",J.L.,NULL,"De Sloover, J.L.",2
Baker,H.A.,NULL,"Baker, H.A.",2
Thomas,W.W.,NULL,"Thomas, W.W.",2
Yanyong,R.,NULL,"Yanyong, R.",2
James,S.A.,NULL,"James, S.A.",2
Ng,K.W.,NULL,"Ng, K.W.",2
Al-Shehbaz,I.A.,Ihsan,"Al-Shehbaz, I.A.",2
Warner,A.,NULL,"Warner, A.",2
Henshall,T.A.,NULL,"Henshall, T.A.",2
Kelly,S.,NULL,"Kelly, S.",2
Olsson,C.,Claire,"Olsson, C.",2
Nicholls,R.,NULL,"Nicholls, R.",2
Green,"Paul S.",NULL,"Green, Paul S.",2
Ross,E.T.,NULL,"Ross, E.T.",2
Maschke,J.,NULL,"Maschke, J.",2
Foord,J.,NULL,"Foord, J.",2
Vincent,M.A.,NULL,"Vincent, M.A.",2
Bishop,R.J.,NULL,"Bishop, R.J.",2
Marshall,D.G.,NULL,"Marshall, D.G.",2
Meyer,S.,Stefan,"Meyer, S.",2
Thompson,O.,NULL,"Thompson, O.",2
Goyder,D.J.,NULL,"Goyder, D.J.",2
Storch,D.,NULL,"Storch, D.",2
Thomas,A.,NULL,"Thomas, A.",2
Dobson,H.S.,NULL,"Dobson, H.S.",2
Arnell,S.W.,NULL,"Arnell, S.W.",2
Rothert,W.,Wladislaw,"Rothert, W.",2
Anderson,J.A.,NULL,"Anderson, J.A.",2
Birca,C.,NULL,"Birca, C.",2
Machin,P.J.,NULL,"Machin, P.J.",2
Flores,G.,NULL,"Flores, G.",2
Henderson,D.M.,NULL,"Henderson, D.M.",2
Gladstone,C.A.,NULL,"Gladstone, C.A.",2
Sventenius,E.R.S.,NULL,"Sventenius, E.R.S.",2
Banks,I.,Iris,"Banks, I.",2
Bennetts,K.,Kate,"Bennetts, K.",2
Swaney,C.,NULL,"Swaney, C.",2
DeLisle,D.G.,NULL,"DeLisle, D.G.",2
Zubeckis,A.,Arnolds,"Zubeckis, A.",2
McVaugh,R.,NULL,"McVaugh, R.",2
Cady,L.,NULL,"Cady, L.",2
Moar,N.T.,NULL,"Moar, N.T.",2
G.R.,NULL,NULL,G.R.,2
Braszell,K.,NULL,"Braszell, K.",2
Detmers,F.D.,Freda,"Detmers, F.D.",2
Gaff,D.F.,Don,"Gaff, D.F.",2
Lumbsch,T.H.,NULL,"Lumbsch, T.H.",2
Ryan,M.,NULL,"Ryan, M.",2
Wright,E.,Erwin,"Wright, E.",2
Lewis,F.H.,Harlan,"Lewis, F.H.",2
Lowrey,T.K.,NULL,"Lowrey, T.K.",2
Palley,J.,NULL,"Palley, J.",2
Aberdeen,J.E.C.,NULL,"Aberdeen, J.E.C.",2
Zotov,V.D.,NULL,"Zotov, V.D.",2
Koponen,T.J.,NULL,"Koponen, T.J.",2
Gemmill,C.E.C.,Chrissen,"Gemmill, C.E.C.",2
Henty,E.E.,NULL,"Henty, E.E.",2
Blaha,J.,NULL,"Blaha, J.",2
Maryhofer,H.,NULL,"Maryhofer, H.",2
Hunger,S.,NULL,"Hunger, S.",2
Cook,K.,NULL,"Cook, K.",2
O'Brien,N.,NULL,"O'Brien, N.",2
FitzGerald,K.,NULL,"FitzGerald, K.",2
G.,NULL,NULL,G.,2
Clayton,W.D.,NULL,"Clayton, W.D.",2
Daniell,T.C.,NULL,"Daniell, T.C.",2
Downing,A.,NULL,"Downing, A.",2
Gillies,R.,Rosie,"Gillies, R.",2
Dombrovskaja,A.V.,NULL,"Dombrovskaja, A.V.",2
Munro,A.,NULL,"Munro, A.",2
Thrower,S.L.,NULL,"Thrower, S.L.",2
Moldenke,H.N.,"Harold Norman","Moldenke, H.N.",2
Hilliard,O.M.,NULL,"Hilliard, O.M.",2
Pena,J.,NULL,"Pena, J.",2
Hoff,M.,NULL,"Hoff, M.",2
Loukes,B.,Bethany,"Loukes, B.",2
Er,K.,NULL,"Er, K.",2
Raynal,J.,NULL,"Raynal, J.",2
Breuss,O.,NULL,"Breuss, O.",2
Willdenow,C.L.,NULL,"Willdenow, C.L.",2
Morrison,R.,NULL,"Morrison, R.",2
Canning,E.,NULL,"Canning, E.",2
Kammerer,S.,NULL,"Kammerer, S.",2
Jorgensen,M.,NULL,"Jorgensen, M.",2
Primack,R.B.,Richard,"Primack, R.B.",2
Moris,NULL,NULL,Moris,2
Weber,W.,NULL,"Weber, W.",2
White,G.J.,NULL,"White, G.J.",2
Chorney,K.,NULL,"Chorney, K.",2
George,R.,Rena,"George, R.",2
Smith,R.P.,NULL,"Smith, R.P.",2
Hunt,T.E.,NULL,"Hunt, T.E.",2
Wood,J.M.,"John Medley","Wood, J.M.",2
Murthy,L.S.V.,NULL,"Murthy, L.S.V.",2
Grout,A.J.,NULL,"Grout, A.J.",2
McAllister,H.,NULL,"McAllister, H.",2
"Cambridge M.L.",NULL,NULL,"Cambridge M.L.",2
Hawkes,M.W.,NULL,"Hawkes, M.W.",2
Soriano,I.,NULL,"Soriano, I.",2
Tew,H.F.,NULL,"Tew, H.F.",2
Igersheim,A.F.,Anton,"Igersheim, A.F.",2
Morales,F.,NULL,"Morales, F.",2
Brynes,N.,NULL,"Brynes, N.",2
Nicholls,M.S.,NULL,"Nicholls, M.S.",2
Bean,A.,NULL,"Bean, A.",2
Jacob,S.,NULL,"Jacob, S.",2
Ciocirlan,V.,NULL,"Ciocirlan, V.",2
McKenzie,R.A.,NULL,"McKenzie, R.A.",2
Benwell,A.S.,NULL,"Benwell, A.S.",2
Heller,D.,NULL,"Heller, D.",2
Rossbach,R.P.,Ruth,"Rossbach, R.P.",2
Howard,M.,NULL,"Howard, M.",2
Alefeld,F.G.C.,NULL,"Alefeld, F.G.C.",2
Kew,NULL,NULL,Kew,2
Boott,J.W.,"John Wright","Boott, J.W.",2
Whittick,A.,NULL,"Whittick, A.",2
Mackey,R.,Ray,"Mackey, R.",2
Ford,A.J.,Andrew,"Ford, A.J.",2
Bretherton,G.,NULL,"Bretherton, G.",2
Triquell,A.,NULL,"Triquell, A.",2
Hoppe,D.H.,"David Heinrich","Hoppe, D.H.",2
Hutchinson,E.,NULL,"Hutchinson, E.",2
Sheath,R.,NULL,"Sheath, R.",2
Kalotas,A.C.,NULL,"Kalotas, A.C.",2
Anderson,G.W.,NULL,"Anderson, G.W.",2
Conn,B.,NULL,"Conn, B.",2
"Haji Muhammad",NULL,NULL,"Haji Muhammad",2
Mann,C.,NULL,"Mann, C.",2
Kodym,A.,NULL,"Kodym, A.",2
Tellez,O.,NULL,"Tellez, O.",2
Tutin,T.G.,NULL,"Tutin, T.G.",2
Cheal,P.D.,NULL,"Cheal, P.D.",2
Sharp,NULL,NULL,Sharp,2
McDonald,W.,NULL,"McDonald, W.",2
Toh,M.,NULL,"Toh, M.",2
Stewart,H.,NULL,"Stewart, H.",2
Smith,K.,NULL,"Smith, K.",2
"Paganucci de Queiroz",L.,Luciano,"Paganucci de Queiroz, L.",2
Crundwell,A.C.,NULL,"Crundwell, A.C.",2
Mills,R.,NULL,"Mills, R.",2
Morris,D.,NULL,"Morris, D.",2
Ninot,J.M.,NULL,"Ninot, J.M.",2
Hathway,R.W.,NULL,"Hathway, R.W.",2
Ricci,C.M.,NULL,"Ricci, C.M.",2
"Li Xiwen",NULL,NULL,"Li Xiwen",2
Jermy,A.C.,Clive,"Jermy, A.C.",2
Swinbourne,R.,NULL,"Swinbourne, R.",2
Levring,T.,NULL,"Levring, T.",2
Wheeler,G.A.,Gerald,"Wheeler, G.A.",2
Carter,Henriette,NULL,"Carter, Henriette",1
Polikarpowski,N.,Nadia,"Polikarpowski, N.",1
Brandbyge,J.,John,"Brandbyge, J.",1
Ratkowsky,A.V.,NULL,"Ratkowsky, A.V.",1
Wehl,"Mrs Dr",NULL,"Wehl, Mrs Dr",1
Edington,M.,NULL,"Edington, M.",1
Thompson,W.A.,NULL,"Thompson, W.A.",1
Plitt.,NULL,NULL,Plitt.,1
Holmes,G.W.,NULL,"Holmes, G.W.",1
Nicholson,W.E.,NULL,"Nicholson, W.E.",1
Lukey,R.,NULL,"Lukey, R.",1
Black,K.,NULL,"Black, K.",1
Yatskievych,G.,George,"Yatskievych, G.",1
Smith,J.J.,"Johannes Jacobus","Smith, J.J.",1
Thomson,M.D.,NULL,"Thomson, M.D.",1
Bedford,J.,NULL,"Bedford, J.",1
Alford,B.,Brian,"Alford, B.",1
Mareadant,W.D.,NULL,"Mareadant, W.D.",1
Rice,E.,NULL,"Rice, E.",1
Rossiter,E.,NULL,"Rossiter, E.",1
Garner,S.,NULL,"Garner, S.",1
Mez,C.C.,NULL,"Mez, C.C.",1
McPherson,G.,Gordon,"McPherson, G.",1
Alstrup,V.,NULL,"Alstrup, V.",1
Efremov,N.,NULL,"Efremov, N.",1
Lewis,W.,NULL,"Lewis, W.",1
Dandy,J.E.,NULL,"Dandy, J.E.",1
Dhabe,A.S.,"Arvind Shankarrao","Dhabe, A.S.",1
Knowles,P.,NULL,"Knowles, P.",1
Dunn,C.J.,NULL,"Dunn, C.J.",1
Sakurai,NULL,NULL,Sakurai,1
Davies,I.,NULL,"Davies, I.",1
Andreae,H.K.C.,Hans,"Andreae, H.K.C.",1
Kurokawa,I.,NULL,"Kurokawa, I.",1
Veenstra,A.A.,Anneke,"Veenstra, A.A.",1
Meyer,M.,Marianne,"Meyer, M.",1
Green,T.,NULL,"Green, T.",1
Vladescu,A.D.,NULL,"Vladescu, A.D.",1
Ferré,"Y. de",Yvette,"Ferré, Y. de",1
Whaite,T.M.,NULL,"Whaite, T.M.",1
Doran,J.C.,NULL,"Doran, J.C.",1
Scalzo,T.,NULL,"Scalzo, T.",1
