,label,count,start_date,end_date,activity_span,name,matched_name,distance,item_count,items,item_labels
210,"Worboys, S.J.",1549,1988.0,2020.0,32.0,"Worboys, S.J.","Forbes, S.J.",1.11,1,http://www.wikidata.org/entity/Q21513320,Stephen J. Forbes
439,"Karunajeewa, N.G.",2382,2002.0,2020.0,18.0,"Karunajeewa, N.G.","Karunarathna, N.",1.11,1,http://www.wikidata.org/entity/Q23068620,Nuwan Karunarathna
685,"Taseski, G.M.",1214,2014.0,2019.0,5.0,"Taseski, G.M.","Tassi, G.",1.12,1,http://www.wikidata.org/entity/Q36569134,Gérard Tassi
456,"Heard, L.M.B. | Neagle, N.R.",2172,1998.0,2007.0,9.0,"Heard, L.M.B. | Neagle, N.R.","Peagle, B.",1.12,1,http://www.wikidata.org/entity/Q36517964,Berta Peagle
422,"Bratt, G.C.|Cashin, J.A.",2524,1960.0,1985.0,25.0,"Bratt, G.C.|Cashin, J.A.","Bratt, C.C.",1.12,2,http://www.wikidata.org/entity/Q88811987|http://www.wikidata.org/entity/Q21339194,Charis C. Bratt|Charis Cobane Bratt
511,"Wirf, B.",1845,2004.0,2019.0,15.0,"Wirf, B.","Wirth, B.",1.13,1,http://www.wikidata.org/entity/Q3569124,Bill Wirth
408,"Heyligers, P.C.",2630,1963.0,2010.0,47.0,"Heyligers, P.C.","Heyland, J.",1.13,1,http://www.wikidata.org/entity/Q16065823,Jean-Christophe Heyland
751,"Bufton, J.",1050,1853.0,1898.0,45.0,"Bufton, J.","Clifton, G.",1.14,1,http://www.wikidata.org/entity/Q5537977,George Clifton
180,leg. ign.,6278,1809.0,2014.0,205.0,leg. ign.,"Ignore, T.",1.14,1,http://www.wikidata.org/entity/Q36688434,Teeest Ignore
19,Anonymous,4893,1792.0,2018.0,226.0,Anonymous,"Anonby, J.E.",1.15,1,http://www.wikidata.org/entity/Q61998426,Johannes E. Anonby
317,"Taplin, R.L. | Murfet, D.E.",1314,1983.0,2008.0,25.0,"Taplin, R.L. | Murfet, D.E.","Bolin, R.L.",1.16,1,http://www.wikidata.org/entity/Q7360762,Rolf Ling Bolin
316,"Murfet, D.E. | Taplin, R.L.",3363,1990.0,2010.0,20.0,"Murfet, D.E. | Taplin, R.L.","Bolin, R.L.",1.16,1,http://www.wikidata.org/entity/Q7360762,Rolf Ling Bolin
172,"Murfet, D.E.",6411,1966.0,2019.0,53.0,"Murfet, D.E.","Muffet, T.",1.16,1,http://www.wikidata.org/entity/Q668763,Thomas Muffet
192,Unknown,5765,1801.0,2010.0,209.0,Unknown,"Brown, J.",1.18,4,http://www.wikidata.org/entity/Q2945624|http://www.wikidata.org/entity/Q6223517|http://www.wikidata.org/entity/Q63057614|http://www.wikidata.org/entity/Q60050960,John Brown|John Brown|James Brown|John Brown
706,Wildflower Society of WA,1147,2003.0,2016.0,13.0,Wildflower Society of WA,"Socin, C.",1.19,1,http://www.wikidata.org/entity/Q15646713,Costantino Socin
718,"Czornij, K.",1115,1966.0,1985.0,19.0,"Czornij, K.","Sajó, K.",1.21,1,http://www.wikidata.org/entity/Q1254944,Károly Sajó
750,"Scrymgeour, E.M.",1053,1963.0,1971.0,8.0,"Scrymgeour, E.M.","Miller, E.M.",1.22,1,http://www.wikidata.org/entity/Q5322067,E. Morris Miller
