,label,count,start_date,end_date,activity_span,name,matched_name,distance,item_count,items,item_labels
993,"Forrest, A.",687,1818.0,1994.0,176.0,"Forrest, A.","Forrest, A.",0.0,1,http://www.wikidata.org/entity/Q706734,Alexander Forrest
991,"Hamilton, A.G.",692,1882.0,1992.0,110.0,"Hamilton, A.G.","Hamilton, A.G.",0.0,1,http://www.wikidata.org/entity/Q21514592,Alexandra Greenlaw Hamilton
989,"Bayer, R.J.",693,1944.0,2009.0,65.0,"Bayer, R.J.","Bayer, R.J.",0.0,1,http://www.wikidata.org/entity/Q7291564,Randall James Bayer
990,"Catcheside, D.G.",693,1951.0,1991.0,40.0,"Catcheside, D.G.","Catcheside, D.G.",0.0,1,http://www.wikidata.org/entity/Q21165808,David Guthrie Catcheside
988,"Wright, G.T.",694,1998.0,2019.0,21.0,"Wright, G.T.","Wright, G.T.",0.0,1,http://www.wikidata.org/entity/Q59606231,Genevieve T. Wright
986,"Gill, W.",696,1888.0,2018.0,130.0,"Gill, W.","Gill, W.",0.0,1,http://www.wikidata.org/entity/Q53836524,Walter Gill
985,"Hussey, J.L.",697,1891.0,1973.0,82.0,"Hussey, J.L.","Hussey, J.L.",0.0,1,http://www.wikidata.org/entity/Q66763410,Jessie Louisa Hussey
977,"Barber, H.N.",713,1912.0,1970.0,58.0,"Barber, H.N.","Barber, H.N.",0.0,1,http://www.wikidata.org/entity/Q21165067,Horace Newton Barber
978,"Hall, T.",713,1909.0,2014.0,105.0,"Hall, T.","Hall, T.",0.0,1,http://www.wikidata.org/entity/Q33675022,Tony Hall
976,"Welch, M.B.",717,1896.0,2001.0,105.0,"Welch, M.B.","Welch, M.B.",0.0,1,http://www.wikidata.org/entity/Q21340713,Marcus Baldwin Welch
975,"Scott, G.A.M.",721,1962.0,1999.0,37.0,"Scott, G.A.M.","Scott, G.A.M.",0.0,1,http://www.wikidata.org/entity/Q21608563,George Anderson Macdonald Scott
972,"Audas, J.W.C.",722,1890.0,1935.0,45.0,"Audas, J.W.C.","Audas, J.W.C.",0.0,1,http://www.wikidata.org/entity/Q21505426,James Wales Claredon Audas
971,"Sands, M.J.S.",723,1975.0,2008.0,33.0,"Sands, M.J.S.","Sands, M.J.S.",0.0,1,http://www.wikidata.org/entity/Q21338725,Martin Jonathan Southgate Sands
968,"Wilson, T.C.",733,2006.0,2020.0,14.0,"Wilson, T.C.","Wilson, T.C.",0.0,1,http://www.wikidata.org/entity/Q33699117,Trevor C. Wilson
964,"Gebert, W.A.",734,1998.0,2019.0,21.0,"Gebert, W.A.","Gebert, W.A.",0.0,1,http://www.wikidata.org/entity/Q21513843,Wayne Ashley Gebert
962,"Fechner, N.A.",735,2001.0,2015.0,14.0,"Fechner, N.A.","Fechner, N.A.",0.0,1,http://www.wikidata.org/entity/Q88841756,Nigel A. Fechner
963,"Ornduff, R.",735,1908.0,1993.0,85.0,"Ornduff, R.","Ornduff, R.",0.0,1,http://www.wikidata.org/entity/Q6109510,Robert Ornduff
961,"Ziegeler, D.",739,1982.0,2011.0,29.0,"Ziegeler, D.","Ziegeler, D.",0.0,1,http://www.wikidata.org/entity/Q21393537,David Ziegeler
39,"George, A.",740,1907.0,2007.0,100.0,"George, A.","George, A.",0.0,1,http://www.wikidata.org/entity/Q2702267,Alex George
956,"Ford, N.C.",744,1944.0,1968.0,24.0,"Ford, N.C.","Ford, N.C.",0.0,1,http://www.wikidata.org/entity/Q21513332,Neridah Clifton Ford
957,"Garrett, M.",744,1947.0,2018.0,71.0,"Garrett, M.","Garrett, M.",0.0,1,http://www.wikidata.org/entity/Q33672850,M. Garrett
949,"Barrett, M.D.",752,1992.0,2017.0,25.0,"Barrett, M.D.","Barrett, M.D.",0.0,1,http://www.wikidata.org/entity/Q21388594,Matthew David Barrett
943,"Gordon, H.D.",757,1928.0,1987.0,59.0,"Gordon, H.D.","Gordon, H.D.",0.0,1,http://www.wikidata.org/entity/Q21514135,Hugh Douglas Gordon
944,"Woelkerling, W.J.",757,1958.0,1997.0,39.0,"Woelkerling, W.J.","Woelkerling, W.J.",0.0,1,http://www.wikidata.org/entity/Q21612888,William James Woelkerling
942,"Mallinson, D.J.",758,1992.0,2014.0,22.0,"Mallinson, D.J.","Mallinson, D.J.",0.0,1,http://www.wikidata.org/entity/Q21519851,David James Mallinson
55,"Crisp, M.",761,1965.0,2019.0,54.0,"Crisp, M.","Crisp, M.",0.0,1,http://www.wikidata.org/entity/Q4241213,Michael Crisp
938,"Holland, A.E.",764,1989.0,2016.0,27.0,"Holland, A.E.","Holland, A.E.",0.0,1,http://www.wikidata.org/entity/Q26712197,Ailsa E. Holland
937,"Mitchell, A.S.",768,1974.0,2017.0,43.0,"Mitchell, A.S.","Mitchell, A.S.",0.0,1,http://www.wikidata.org/entity/Q21521561,Andrew Stewart Mitchell
936,"Wild, C.J.",770,1881.0,1981.0,100.0,"Wild, C.J.","Wild, C.J.",0.0,1,http://www.wikidata.org/entity/Q36532634,Charles James Wild
934,"Muspratt, J.",772,1944.0,1977.0,33.0,"Muspratt, J.","Muspratt, J.",0.0,1,http://www.wikidata.org/entity/Q36595792,J. Muspratt
933,"Keith, D.",773,1968.0,2012.0,44.0,"Keith, D.","Keith, D.",0.0,1,http://www.wikidata.org/entity/Q21502576,Denis Keith
931,"Johnson, B.",774,1958.0,2014.0,56.0,"Johnson, B.","Johnson, B.",0.0,1,http://www.wikidata.org/entity/Q76578947,Barrie Johnson
930,"Wallace, B.J.",775,1969.0,2013.0,44.0,"Wallace, B.J.","Wallace, B.J.",0.0,1,http://www.wikidata.org/entity/Q21388143,Benjamin John Wallace
929,"Malajczuk, N.",776,1969.0,2000.0,31.0,"Malajczuk, N.","Malajczuk, N.",0.0,1,http://www.wikidata.org/entity/Q36642585,Nicholas Malajczuk
928,"Cowan, R.S.",777,1979.0,1994.0,15.0,"Cowan, R.S.","Cowan, R.S.",0.0,1,http://www.wikidata.org/entity/Q6108714,Richard Sumner Cowan
926,"Baldock, R.N.",781,1962.0,2017.0,55.0,"Baldock, R.N.","Baldock, R.N.",0.0,1,http://www.wikidata.org/entity/Q36658480,Robert N. Baldock
925,"Pigott, J.P.",782,1985.0,1996.0,11.0,"Pigott, J.P.","Pigott, J.P.",0.0,1,http://www.wikidata.org/entity/Q26713348,Julian Patrick Pigott
923,"McCarthy, P.M.",784,1989.0,2019.0,30.0,"McCarthy, P.M.","McCarthy, P.M.",0.0,1,http://www.wikidata.org/entity/Q21388621,Patrick Martin McCarthy
921,"Stoward, F.",788,1879.0,1971.0,92.0,"Stoward, F.","Stoward, F.",0.0,1,http://www.wikidata.org/entity/Q5498801,Frederick Stoward
482,"Patrick, S.J.",789,1982.0,2017.0,35.0,"Patrick, S.J.","Patrick, S.J.",0.0,1,http://www.wikidata.org/entity/Q19799695,Susan J. Patrick
919,"Miller, C.H.",789,1980.0,2012.0,32.0,"Miller, C.H.","Miller, C.H.",0.0,1,http://www.wikidata.org/entity/Q21521501,Catherine H. Miller
917,"Clifford, H.T.",790,1940.0,2005.0,65.0,"Clifford, H.T.","Clifford, H.T.",0.0,1,http://www.wikidata.org/entity/Q5892430,Harold Trevor Clifford
918,"Thompson, H.",790,1887.0,1998.0,111.0,"Thompson, H.","Thompson, H.",0.0,1,http://www.wikidata.org/entity/Q33695957,H. Thompson
904,"Basedow, H.",805,1902.0,1928.0,26.0,"Basedow, H.","Basedow, H.",0.0,1,http://www.wikidata.org/entity/Q1556647,Herbert Basedow
905,"Beckler, H.",805,1856.0,1933.0,77.0,"Beckler, H.","Beckler, H.",0.0,1,http://www.wikidata.org/entity/Q21033810,Hermann Beckler
899,"Eaton, A.",811,1888.0,2005.0,117.0,"Eaton, A.","Eaton, A.",0.0,1,http://www.wikidata.org/entity/Q474250,Amos Eaton
894,"Robinson, C.J.",814,1980.0,2003.0,23.0,"Robinson, C.J.","Robinson, C.J.",0.0,1,http://www.wikidata.org/entity/Q47125207,C.J. Robinson
890,"Townrow, J.E.S.",819,1942.0,2001.0,59.0,"Townrow, J.E.S.","Townrow, J.E.S.",0.0,1,http://www.wikidata.org/entity/Q21610910,Jocelyn Elizabeth Suzanne Townrow
887,"Kraft, G.T.",823,1964.0,2018.0,54.0,"Kraft, G.T.","Kraft, G.T.",0.0,1,http://www.wikidata.org/entity/Q21517880,Gerald Thompson Kraft
888,"Spencer, R.D.",823,1969.0,2002.0,33.0,"Spencer, R.D.","Spencer, R.D.",0.0,1,http://www.wikidata.org/entity/Q7358068,Roger David Spencer
883,"Doust, A.N.L.",828,1986.0,2001.0,15.0,"Doust, A.N.L.","Doust, A.N.L.",0.0,1,http://www.wikidata.org/entity/Q26714701,Andrew N.L. Doust
882,"Sage, L.W.",829,1992.0,2011.0,19.0,"Sage, L.W.","Sage, L.W.",0.0,1,http://www.wikidata.org/entity/Q19001621,Leigh William Sage
163,"Waterhouse, B.",830,1952.0,2014.0,62.0,"Waterhouse, B.","Waterhouse, B.",0.0,1,http://www.wikidata.org/entity/Q2896275,Benjamin Waterhouse
881,"Thomas, R.",830,1973.0,2016.0,43.0,"Thomas, R.","Thomas, R.",0.0,1,http://www.wikidata.org/entity/Q3431268,Richard Thomas
876,"Anway, J.C.",834,1954.0,1985.0,31.0,"Anway, J.C.","Anway, J.C.",0.0,1,http://www.wikidata.org/entity/Q36586071,J.C. Anway
872,"Duval, D.J.",843,2004.0,2016.0,12.0,"Duval, D.J.","Duval, D.J.",0.0,1,http://www.wikidata.org/entity/Q33670417,Daniel J. Duval
869,"Ducker, S.C.",849,1933.0,2019.0,86.0,"Ducker, S.C.","Ducker, S.C.",0.0,1,http://www.wikidata.org/entity/Q21510988,Sophie Charlotte Ducker
863,"Engel, J.J.",860,1976.0,1983.0,7.0,"Engel, J.J.","Engel, J.J.",0.0,1,http://www.wikidata.org/entity/Q18719714,John Jay Engel
859,"North, A.J.",873,1992.0,2019.0,27.0,"North, A.J.","North, A.J.",0.0,1,http://www.wikidata.org/entity/Q2660548,Alfred John North
855,"Carne, W.M.",880,1900.0,1971.0,71.0,"Carne, W.M.","Carne, W.M.",0.0,1,http://www.wikidata.org/entity/Q21506989,Walter Mervyn Carne
843,"Porteners, M.F.",896,1989.0,2018.0,29.0,"Porteners, M.F.","Porteners, M.F.",0.0,1,http://www.wikidata.org/entity/Q33689592,M.F. Porteners
841,"Weindorfer, G.",899,1891.0,1942.0,51.0,"Weindorfer, G.","Weindorfer, G.",0.0,1,http://www.wikidata.org/entity/Q5621250,Gustav Weindorfer
837,"Weber, W.A.",901,1964.0,1987.0,23.0,"Weber, W.A.","Weber, W.A.",0.0,1,http://www.wikidata.org/entity/Q4105706,William Alfred Weber
835,"Johnson, S.",902,1872.0,2015.0,143.0,"Johnson, S.","Johnson, S.",0.0,1,http://www.wikidata.org/entity/Q22113504,Scott Johnson
834,"Rich, M.",911,2008.0,2011.0,3.0,"Rich, M.","Rich, M.",0.0,1,http://www.wikidata.org/entity/Q21607176,Mark Rich
832,"Burbidge, A.H.",913,1875.0,1998.0,123.0,"Burbidge, A.H.","Burbidge, A.H.",0.0,1,http://www.wikidata.org/entity/Q26714607,Allan H. Burbidge
833,"Tryon, H.",913,1882.0,1983.0,101.0,"Tryon, H.","Tryon, H.",0.0,1,http://www.wikidata.org/entity/Q2882827,Henry Tryon
829,"Cassis, G.",914,1996.0,2009.0,13.0,"Cassis, G.","Cassis, G.",0.0,1,http://www.wikidata.org/entity/Q21340560,Gerasimos Cassis
830,"Davies, R.",914,1928.0,2012.0,84.0,"Davies, R.","Davies, R.",0.0,1,http://www.wikidata.org/entity/Q18559854,Robert Davies
825,"Fox, M.",922,1977.0,1997.0,20.0,"Fox, M.","Fox, M.",0.0,1,http://www.wikidata.org/entity/Q47117378,Margaret Fox
823,"Paterson, B.R.",926,1950.0,1968.0,18.0,"Paterson, B.R.","Paterson, B.R.",0.0,1,http://www.wikidata.org/entity/Q21522679,Betsy Rivers Paterson
818,"Ohlsen, D.J.",941,2006.0,2019.0,13.0,"Ohlsen, D.J.","Ohlsen, D.J.",0.0,1,http://www.wikidata.org/entity/Q26912975,Daniel J. Ohlsen
811,"Bancroft, T.L.",946,1855.0,1948.0,93.0,"Bancroft, T.L.","Bancroft, T.L.",0.0,1,http://www.wikidata.org/entity/Q21538805,Thomas Lane Bancroft
803,"Horn, J.W.",964,1999.0,2001.0,2.0,"Horn, J.W.","Horn, J.W.",0.0,1,http://www.wikidata.org/entity/Q18985524,James W. Horn
800,"Holtze, M.W.",965,1867.0,1911.0,44.0,"Holtze, M.W.","Holtze, M.W.",0.0,1,http://www.wikidata.org/entity/Q6793541,Maurice William Holtze
798,"Walters, N.E.M.",980,1947.0,1976.0,29.0,"Walters, N.E.M.","Walters, N.E.M.",0.0,1,http://www.wikidata.org/entity/Q21612108,Neville E.M. Walters
796,"Dowe, J.L.",985,1993.0,2017.0,24.0,"Dowe, J.L.","Dowe, J.L.",0.0,1,http://www.wikidata.org/entity/Q5933402,John Leslie Dowe
797,"Sullivan, D.J.",985,1869.0,1897.0,28.0,"Sullivan, D.J.","Sullivan, D.J.",0.0,1,http://www.wikidata.org/entity/Q36541411,Derek J. Sullivan
794,"Mollemans, F.H.",987,1981.0,2003.0,22.0,"Mollemans, F.H.","Mollemans, F.H.",0.0,1,http://www.wikidata.org/entity/Q26713241,F.H. Mollemans
789,"Pellow, B.",997,1982.0,2016.0,34.0,"Pellow, B.","Pellow, B.",0.0,1,http://www.wikidata.org/entity/Q21522783,Belinda Pellow
788,"Dwyer, J.W.",998,1904.0,1958.0,54.0,"Dwyer, J.W.","Dwyer, J.W.",0.0,1,http://www.wikidata.org/entity/Q1708242,Joseph Wilfrid Dwyer
787,"Milligan, J.",1002,1807.0,1988.0,181.0,"Milligan, J.","Milligan, J.",0.0,1,http://www.wikidata.org/entity/Q24088012,Joseph Milligan
783,"Banks, J.",1007,1770.0,1993.0,223.0,"Banks, J.","Banks, J.",0.0,1,http://www.wikidata.org/entity/Q153408,Joseph Banks
779,"Dahl, E.",1011,1960.0,1970.0,10.0,"Dahl, E.","Dahl, E.",0.0,1,http://www.wikidata.org/entity/Q4154201,Eilif Dahl
773,"Crayn, D.M.",1022,1984.0,2018.0,34.0,"Crayn, D.M.","Crayn, D.M.",0.0,1,http://www.wikidata.org/entity/Q26713173,Darren M. Crayn
774,"Croft, J.R.",1022,1948.0,2010.0,62.0,"Croft, J.R.","Croft, J.R.",0.0,1,http://www.wikidata.org/entity/Q18983998,James R. Croft
763,"Brittan, N.H.",1033,1950.0,1988.0,38.0,"Brittan, N.H.","Brittan, N.H.",0.0,1,http://www.wikidata.org/entity/Q21506498,Norman Henry Brittan
723,"Keighery, B.J.",1035,1984.0,2008.0,24.0,"Keighery, B.J.","Keighery, B.J.",0.0,1,http://www.wikidata.org/entity/Q21517389,Bronwen Jean Keighery
762,"Young, A.M.",1035,1966.0,2009.0,43.0,"Young, A.M.","Young, A.M.",0.0,1,http://www.wikidata.org/entity/Q2109136,Anthony M. Young
758,"Downey, P.O.",1041,1995.0,2004.0,9.0,"Downey, P.O.","Downey, P.O.",0.0,1,http://www.wikidata.org/entity/Q33669885,Paul O. Downey
757,"Howitt, A.W.",1044,1838.0,1976.0,138.0,"Howitt, A.W.","Howitt, A.W.",0.0,1,http://www.wikidata.org/entity/Q368705,Alfred William Howitt
755,"Ashby, E.",1047,1861.0,2018.0,157.0,"Ashby, E.","Ashby, E.",0.0,1,http://www.wikidata.org/entity/Q2191217,Edwin Ashby
756,"Paust, S.",1047,1969.0,1977.0,8.0,"Paust, S.","Paust, S.",0.0,1,http://www.wikidata.org/entity/Q21522707,Susan Paust
748,"Jackson, S.W.",1053,1899.0,1992.0,93.0,"Jackson, S.W.","Jackson, S.W.",0.0,1,http://www.wikidata.org/entity/Q15439842,Sidney William Jackson
746,"McKie, E.N.",1054,1914.0,1950.0,36.0,"McKie, E.N.","McKie, E.N.",0.0,1,http://www.wikidata.org/entity/Q5836718,Ernest Norman McKie
740,"Harvey, W.H.",1073,1849.0,1954.0,105.0,"Harvey, W.H.","Harvey, W.H.",0.0,1,http://www.wikidata.org/entity/Q1378128,William Henry Harvey
741,"Heatwole, H.",1073,1967.0,1990.0,23.0,"Heatwole, H.","Heatwole, H.",0.0,1,http://www.wikidata.org/entity/Q21341150,Harold Heatwole
739,"Fraser, L.R.",1074,1907.0,1983.0,76.0,"Fraser, L.R.","Fraser, L.R.",0.0,1,http://www.wikidata.org/entity/Q21338854,Lilian Ross Fraser
61,"Telford, I.R.H.",1076,1967.0,2011.0,44.0,"Telford, I.R.H.","Telford, I.R.H.",0.0,1,http://www.wikidata.org/entity/Q19521871,Ian R.H. Telford
738,"Scarth-Johnson, V.",1076,1965.0,1991.0,26.0,"Scarth-Johnson, V.","Scarth-Johnson, V.",0.0,1,http://www.wikidata.org/entity/Q4815009,Vera Scarth-Johnson
735,"Burns, A.C.",1077,1959.0,1984.0,25.0,"Burns, A.C.","Burns, A.C.",0.0,1,http://www.wikidata.org/entity/Q47114870,A.C. Burns
736,"Drummond, J.",1077,1784.0,1970.0,186.0,"Drummond, J.","Drummond, J.",0.0,1,http://www.wikidata.org/entity/Q2589989,James Drummond
737,"O'Leary, M.C.",1077,1984.0,2016.0,32.0,"O'Leary, M.C.","O'Leary, M.C.",0.0,1,http://www.wikidata.org/entity/Q19001447,Martin C. O'Leary
733,"Goy, D.A.",1089,1934.0,1978.0,44.0,"Goy, D.A.","Goy, D.A.",0.0,1,http://www.wikidata.org/entity/Q21514182,Doris Alma Goy
717,"Claridge, A.W.",1115,1990.0,2008.0,18.0,"Claridge, A.W.","Claridge, A.W.",0.0,1,http://www.wikidata.org/entity/Q36500576,Andrew W. Claridge
716,"Downing, A.J.",1117,1909.0,2015.0,106.0,"Downing, A.J.","Downing, A.J.",0.0,1,http://www.wikidata.org/entity/Q505402,Andrew Jackson Downing
714,"Davis, M.",1126,1925.0,2010.0,85.0,"Davis, M.","Davis, M.",0.0,1,http://www.wikidata.org/entity/Q55147355,Mildred Davis
270,"Fox, I.",1128,1967.0,2015.0,48.0,"Fox, I.","Fox, I.",0.0,1,http://www.wikidata.org/entity/Q21339475,Irving Fox
713,"Trappe, J.M.",1128,1975.0,2010.0,35.0,"Trappe, J.M.","Trappe, J.M.",0.0,1,http://www.wikidata.org/entity/Q21610934,James M. Trappe
712,"Whalen, A.J.",1129,1993.0,2017.0,24.0,"Whalen, A.J.","Whalen, A.J.",0.0,1,http://www.wikidata.org/entity/Q21612556,Anthony J. Whalen
709,"Wace, N.M.",1136,1962.0,1986.0,24.0,"Wace, N.M.","Wace, N.M.",0.0,1,http://www.wikidata.org/entity/Q21611928,Nigel Morritt Wace
704,"Smith, G.G.",1149,1934.0,1996.0,62.0,"Smith, G.G.","Smith, G.G.",0.0,1,http://www.wikidata.org/entity/Q5878143,Gerald Graham Smith
695,"Schmidt-Lebuhn, A.N.",1173,2010.0,2018.0,8.0,"Schmidt-Lebuhn, A.N.","Schmidt-Lebuhn, A.N.",0.0,1,http://www.wikidata.org/entity/Q2842863,Alexander Nikolai Schmidt-Lebuhn
690,"Lowrie, A.",1192,1983.0,2014.0,31.0,"Lowrie, A.","Lowrie, A.",0.0,1,http://www.wikidata.org/entity/Q705527,Allen Lowrie
686,"Fairall, A.R.",1211,1957.0,1977.0,20.0,"Fairall, A.R.","Fairall, A.R.",0.0,1,http://www.wikidata.org/entity/Q36501418,A.R. Fairall
679,"Archer, A.W.",1233,1966.0,2011.0,45.0,"Archer, A.W.","Archer, A.W.",0.0,1,http://www.wikidata.org/entity/Q21339469,Alan W. Archer
680,"Cayzer, L.W.",1233,1994.0,2013.0,19.0,"Cayzer, L.W.","Cayzer, L.W.",0.0,1,http://www.wikidata.org/entity/Q5976709,Lindy W. Cayzer
407,"Rogers, R.S.",1237,1862.0,2007.0,145.0,"Rogers, R.S.","Rogers, R.S.",0.0,1,http://www.wikidata.org/entity/Q3281627,Richard Sanders Rogers
678,"Toelken, H.R.",1238,1979.0,1992.0,13.0,"Toelken, H.R.","Toelken, H.R.",0.0,1,http://www.wikidata.org/entity/Q5893922,Hellmut R. Toelken
673,"Scarlett, N.H.",1241,1944.0,2018.0,74.0,"Scarlett, N.H.","Scarlett, N.H.",0.0,1,http://www.wikidata.org/entity/Q19004122,N.H. Scarlett
183,"Short, P.",1250,1930.0,2012.0,82.0,"Short, P.","Short, P.",0.0,1,http://www.wikidata.org/entity/Q5814766,Philip Short
667,"Nelson, E.C.",1250,1905.0,1988.0,83.0,"Nelson, E.C.","Nelson, E.C.",0.0,1,http://www.wikidata.org/entity/Q2912516,Ernest Charles Nelson
657,"Barrett, S.",1258,1983.0,2017.0,34.0,"Barrett, S.","Barrett, S.",0.0,1,http://www.wikidata.org/entity/Q7410876,Samuel Barrett
658,"Browne, J.H.",1258,1874.0,2017.0,143.0,"Browne, J.H.","Browne, J.H.",0.0,1,http://www.wikidata.org/entity/Q6136300,James Howard Browne
656,"Mills, A.K.",1263,1973.0,1999.0,26.0,"Mills, A.K.","Mills, A.K.",0.0,1,http://www.wikidata.org/entity/Q36506094,Alan K. Mills
654,"May, V.",1267,1909.0,1994.0,85.0,"May, V.","May, V.",0.0,1,http://www.wikidata.org/entity/Q21520164,Valerie May
644,"Johnston, J.",1297,1893.0,2014.0,121.0,"Johnston, J.","Johnston, J.",0.0,1,http://www.wikidata.org/entity/Q21387924,Jen Johnston
641,"Michael, P.W.",1302,1946.0,2019.0,73.0,"Michael, P.W.","Michael, P.W.",0.0,1,http://www.wikidata.org/entity/Q21513415,Peter William Michael
639,"Francis, W.D.",1312,1910.0,1966.0,56.0,"Francis, W.D.","Francis, W.D.",0.0,1,http://www.wikidata.org/entity/Q3568565,William D. Francis
637,"Lumbsch, H.T.",1322,1987.0,1996.0,9.0,"Lumbsch, H.T.","Lumbsch, H.T.",0.0,1,http://www.wikidata.org/entity/Q21339029,Helge Thorsten Lumbsch
634,"Gates, G.M.",1343,1997.0,2019.0,22.0,"Gates, G.M.","Gates, G.M.",0.0,1,http://www.wikidata.org/entity/Q36562288,Genevieve M. Gates
632,"Kanis, A.",1351,1873.0,1987.0,114.0,"Kanis, A.","Kanis, A.",0.0,1,http://www.wikidata.org/entity/Q21387548,Andries Kanis
631,"Eardley, C.M.",1354,1844.0,1987.0,143.0,"Eardley, C.M.","Eardley, C.M.",0.0,1,http://www.wikidata.org/entity/Q21393679,Constance Margaret Eardley
628,"Lebel, T.",1364,1986.0,2017.0,31.0,"Lebel, T.","Lebel, T.",0.0,1,http://www.wikidata.org/entity/Q6142582,Teresa Lebel
626,"James, T.A.",1367,1961.0,2013.0,52.0,"James, T.A.","James, T.A.",0.0,1,http://www.wikidata.org/entity/Q33677480,T.A. James
619,"Boyland, D.E.",1392,1957.0,1979.0,22.0,"Boyland, D.E.","Boyland, D.E.",0.0,1,http://www.wikidata.org/entity/Q21506396,Desmond Ernest Boyland
618,"Cameron, E.",1395,1965.0,1986.0,21.0,"Cameron, E.","Cameron, E.",0.0,1,http://www.wikidata.org/entity/Q61877071,Elyssa Cameron
615,"Everett, J.",1400,1980.0,2006.0,26.0,"Everett, J.","Everett, J.",0.0,1,http://www.wikidata.org/entity/Q21340656,Joy Everett
606,"Chandler, G.T.",1410,1993.0,2015.0,22.0,"Chandler, G.T.","Chandler, G.T.",0.0,1,http://www.wikidata.org/entity/Q21340217,Gregory T. Chandler
603,"Harada, K.",1427,1909.0,1999.0,90.0,"Harada, K.","Harada, K.",0.0,1,http://www.wikidata.org/entity/Q36604699,Kenichi Harada
599,"Palmer, J.",1431,1915.0,2013.0,98.0,"Palmer, J.","Palmer, J.",0.0,1,http://www.wikidata.org/entity/Q21522572,Joanne Palmer
597,"O'Shanesy, P.A.",1442,1863.0,1887.0,24.0,"O'Shanesy, P.A.","O'Shanesy, P.A.",0.0,1,http://www.wikidata.org/entity/Q21522303,Patrick Adams O'Shanesy
596,"Barker, R.M.",1446,1855.0,2016.0,161.0,"Barker, R.M.","Barker, R.M.",0.0,1,http://www.wikidata.org/entity/Q21505668,Robyn Mary Barker
588,"Alford, J.J.",1473,1980.0,2001.0,21.0,"Alford, J.J.","Alford, J.J.",0.0,1,http://www.wikidata.org/entity/Q14186206,Jenifer J. Alford
586,"Hill, G.F.",1490,1895.0,1951.0,56.0,"Hill, G.F.","Hill, G.F.",0.0,1,http://www.wikidata.org/entity/Q55047230,Gerald Freer Hill
583,"Thorne, R.F.",1501,1949.0,1981.0,32.0,"Thorne, R.F.","Thorne, R.F.",0.0,1,http://www.wikidata.org/entity/Q1375724,Robert Folger Thorne
579,"Duncan, F.",1521,1944.0,2007.0,63.0,"Duncan, F.","Duncan, F.",0.0,1,http://www.wikidata.org/entity/Q33670266,Fred Duncan
578,"Stevens, G.N.",1525,1974.0,1999.0,25.0,"Stevens, G.N.","Stevens, G.N.",0.0,1,http://www.wikidata.org/entity/Q21339584,Gweneth Nell Stevens
577,"Leiper, G.",1526,1983.0,2018.0,35.0,"Leiper, G.","Leiper, G.",0.0,1,http://www.wikidata.org/entity/Q33680824,Glenn Leiper
576,"Hill, R.",1530,1925.0,2009.0,84.0,"Hill, R.","Hill, R.",0.0,1,http://www.wikidata.org/entity/Q9310294,Richard Hill
570,"Hodgon, J.",1541,1994.0,2005.0,11.0,"Hodgon, J.","Hodgon, J.",0.0,1,http://www.wikidata.org/entity/Q26713110,J. Hodgon
567,"Hemsley, J.H.",1550,1923.0,1993.0,70.0,"Hemsley, J.H.","Hemsley, J.H.",0.0,1,http://www.wikidata.org/entity/Q5643449,James Hatton Hemsley
568,"Jackson, W.D.",1550,1943.0,1998.0,55.0,"Jackson, W.D.","Jackson, W.D.",0.0,1,http://www.wikidata.org/entity/Q6167597,William Dalziel Jackson
467,"Hnatiuk, R.",1576,1928.0,2007.0,79.0,"Hnatiuk, R.","Hnatiuk, R.",0.0,1,http://www.wikidata.org/entity/Q7358344,Roger Hnatiuk
564,"Puttock, C.F.",1595,1953.0,1997.0,44.0,"Puttock, C.F.","Puttock, C.F.",0.0,1,http://www.wikidata.org/entity/Q19953641,Christopher Francis Puttock
41,"McDonald, K.",1596,1886.0,2018.0,132.0,"McDonald, K.","McDonald, K.",0.0,1,http://www.wikidata.org/entity/Q22110845,Keith McDonald
563,"Wilson, F.R.M.",1600,1827.0,1997.0,170.0,"Wilson, F.R.M.","Wilson, F.R.M.",0.0,1,http://www.wikidata.org/entity/Q5482813,Francis Robert Muter Wilson
558,"Munir, A.A.",1603,1937.0,1988.0,51.0,"Munir, A.A.","Munir, A.A.",0.0,1,http://www.wikidata.org/entity/Q21521892,Ahmad Abid Munir
557,"Baker, R.T.",1617,1856.0,2009.0,153.0,"Baker, R.T.","Baker, R.T.",0.0,1,http://www.wikidata.org/entity/Q7329451,Richard Thomas Baker
556,"Kodela, P.G.",1626,1984.0,2017.0,33.0,"Kodela, P.G.","Kodela, P.G.",0.0,1,http://www.wikidata.org/entity/Q18986279,Phillip Gerhard Kodela
547,"Fletcher, J.J.",1662,1880.0,1992.0,112.0,"Fletcher, J.J.","Fletcher, J.J.",0.0,1,http://www.wikidata.org/entity/Q6284326,Joseph James Fletcher
545,"Cunningham, A.",1663,1791.0,1928.0,137.0,"Cunningham, A.","Cunningham, A.",0.0,1,http://www.wikidata.org/entity/Q545888,Allan Cunningham
539,"Evans, O.D.",1672,1911.0,1981.0,70.0,"Evans, O.D.","Evans, O.D.",0.0,1,http://www.wikidata.org/entity/Q6047911,Obed David Evans
538,"Smith, T.J.",1676,1954.0,1979.0,25.0,"Smith, T.J.","Smith, T.J.",0.0,1,http://www.wikidata.org/entity/Q33693815,T.J. Smith
