,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,au_dict_bio,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
10031,CALLJ,Calle J.,Calle,J.,,"Calle, J.n.","Calle, J.n.","Calle, J.A.d.l.",0.646,1.0,http://www.wikidata.org/entity/Q21395375,José Amador de la Calle,Calle,J.A.d.l.,"Calle, J.A.d.l.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21395375,,,,,,
10741,GENCF,Genco F.,Genco,Flavio,,"Genco, F.n.","Genco, F.n.","Penco, F.C.",0.646,1.0,http://www.wikidata.org/entity/Q27994968,Fernando C. Penco,Penco,F.C.,"Penco, F.C.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q27994968,,,,,,
491,SOUSR,Souster R.,Souster,R.,M.,"Souster, R.M.","Souster, R.M.","Schuster, R.M.",0.645,1.0,http://www.wikidata.org/entity/Q6113453,Rudolf Mathias Schuster,Schuster,R.M.,"Schuster, R.M.",,74650520,0000 0000 8394 7507,,26415-1,R.M.Schust.,,,,1921.0,2012.0,,,http://www.wikidata.org/wiki/Q6113453,,,https://www.ipni.org/a/26415-1,,,
2560,LEESH,Lees H.M.N.,Lees,H.M.N.,,"Lees, H.M.N.n.","Lees, H.M.N.n.","Lees, H.",0.645,1.0,http://www.wikidata.org/entity/Q5664605,Harrington Lees,Lees,H.,"Lees, H.",,58690503,0000 0004 5304 7670,,,,,,lees-harrington-clare-7155,1870.0,1929.0,,,http://www.wikidata.org/wiki/Q5664605,,,,,,http://adb.anu.edu.au/biography/lees-harrington-clare-7155
3156,G100,Gillon J.,Gillon,J.,,"Gillon, J.n.","Gillon, J.n.","Gillon, L.M.",0.645,1.0,http://www.wikidata.org/entity/Q21536281,Leslie Miles Gillon,Gillon,L.M.,"Gillon, L.M.",,,,,,,,,gillon-leslie-miles-12541,1916.0,1981.0,,,http://www.wikidata.org/wiki/Q21536281,,,,,,http://adb.anu.edu.au/biography/gillon-leslie-miles-12541
3555,LEICF,Leichardt F.W.L.,Leichardt,Friedrich,Wilhelm Ludwig,"Leichardt, F.W.L.","Leichardt, F.W.L.","Reichardt, J.",0.645,1.0,http://www.wikidata.org/entity/Q36597739,J. Reichardt,Reichardt,J.,"Reichardt, J.",,,,,8248-1,J.Reichardt,,,,,,,,http://www.wikidata.org/wiki/Q36597739,,,https://www.ipni.org/a/8248-1,,,
3816,REUTC,Reuterman C.,Reuterman,C.,,"Reuterman, C.n.","Reuterman, C.n.","Reuter, E.",0.645,1.0,http://www.wikidata.org/entity/Q4349691,Enzio Reuter,Reuter,E.,"Reuter, E.",,30288246,0000 0000 1366 9134,33304.0,,,,,,1867.0,1951.0,,,http://www.wikidata.org/wiki/Q4349691,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33304,,,,
4076,BRACH,Bracelin H.P.,Bracelin,H.P.,,"Bracelin, H.P.n.","Bracelin, H.P.n.","Bracelin, N.F.",0.645,1.0,http://www.wikidata.org/entity/Q21506402,Nina Floy Bracelin,Bracelin,N.F.,"Bracelin, N.F.",,13812065,,,13554-1,Bracelin,,,,1890.0,1973.0,,,http://www.wikidata.org/wiki/Q21506402,,,https://www.ipni.org/a/13554-1,,,
5993,LEAT,Lea T.S.,Lea,T.S.,,"Lea, T.S.n.","Lea, T.S.n.","Lea, T.G.",0.645,1.0,http://www.wikidata.org/entity/Q6146042,Thomas Gibson Lea,Lea,T.G.,"Lea, T.G.",,27180929,0000 0000 3301 9833,25156.0,22141-1,Lea,,,,1785.0,1844.0,,,http://www.wikidata.org/wiki/Q6146042,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25156,https://www.ipni.org/a/22141-1,,,
6611,GRANH1,Grant H.F.,Grant,H.F.,,"Grant, H.F.n.","Grant, H.F.n.","Durant, H.F.",0.645,1.0,http://www.wikidata.org/entity/Q5721497,Henry Fowle Durant,Durant,H.F.,"Durant, H.F.",,48509505,0000 0000 4404 6490,,,,,,,1822.0,1881.0,,,http://www.wikidata.org/wiki/Q5721497,,,,,,
6647,COLLJ1,Collet J.,Collet,J.,,"Collet, J.n.","Collet, J.n.","Nollet, J.",0.645,1.0,http://www.wikidata.org/entity/Q994738,Jean-Antoine Nollet,Nollet,J.,"Nollet, J.",,22150497,0000 0000 8342 2057,,,,,,,1700.0,1770.0,,,http://www.wikidata.org/wiki/Q994738,,,,,,
7635,RUSBS,Rusby S.R.W.,Rusby,Squires,Roy White,"Rusby, S.R.W.","Rusby, S.R.W.","Rusby, H.H.",0.645,1.0,http://www.wikidata.org/entity/Q2611285,Henry Hurd Rusby,Rusby,H.H.,"Rusby, H.H.",,11385778,0000 0000 2615 8798,2052.0,8747-1,Rusby,,,,1855.0,1940.0,,,http://www.wikidata.org/wiki/Q2611285,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2052,https://www.ipni.org/a/8747-1,,,
9283,S109,Schuchard T.,Schuchard,T.,,"Schuchard, T.n.","Schuchard, T.n.","Schuchardt, C.",0.645,1.0,http://www.wikidata.org/entity/Q18674697,Christian Schuchardt,Schuchardt,C.,"Schuchardt, C.",,67234558,0000 0000 8147 4523,,,,,,,1799.0,1870.0,,,http://www.wikidata.org/wiki/Q18674697,,,,,,
10331,SCHEJ,Scheepers J.C.,Scheepers,John,Christopher,"Scheepers, J.C.","Scheepers, J.C.","Janion-Scheepers, C.",0.645,1.0,http://www.wikidata.org/entity/Q28855391,Charlene Janion-Scheepers,Janion-Scheepers,C.,"Janion-Scheepers, C.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28855391,,,,,,
10845,KERGERJ,Kerger J.,Kerger,Joseph,,"Kerger, J.n.","Kerger, J.n.","Berger, J.",0.645,1.0,http://www.wikidata.org/entity/Q16014289,Jean-François Berger,Berger,J.,"Berger, J.",,171812088,0000 0001 2076 3302,,,,,,,1779.0,1833.0,,,http://www.wikidata.org/wiki/Q16014289,,,,,,
5541,HENZE,Henz E.,Henz,E.,,"Henz, E.n.","Henz, E.n.","Denz, E.",0.644,1.0,http://www.wikidata.org/entity/Q55027111,Edwin Denz,Denz,E.,"Denz, E.",,,,,,,,,,1905.0,1993.0,,,http://www.wikidata.org/wiki/Q55027111,,,,,,
7094,THORB,Thoreau B.,Thoreau,Benoit,,"Thoreau, B.n.","Thoreau, B.n.","Thoreau, H.D.",0.644,1.0,http://www.wikidata.org/entity/Q131149,Henry David Thoreau,Thoreau,H.D.,"Thoreau, H.D.",,68936476,0000 0001 2102 0957,22794.0,,,,,,1817.0,1862.0,,,http://www.wikidata.org/wiki/Q131149,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22794,,,,
7251,TINLK,Tinley K.L.,Tinley,Kenneth,Lochner,"Tinley, K.L.","Tinley, K.L.","Fenley, K.L.",0.644,1.0,http://www.wikidata.org/entity/Q21512819,Kittie Lucille Fenley,Fenley,K.L.,"Fenley, K.L.",,,,,13579-1,Fenley,,,,1910.0,,,,http://www.wikidata.org/wiki/Q21512819,,,https://www.ipni.org/a/13579-1,,,
9413,LYONF,Lyon F.J.,Lyon,F.J.,,"Lyon, F.J.n.","Lyon, F.J.n.","Lyon, C.",0.644,1.0,http://www.wikidata.org/entity/Q889336,Caleb Lyon,Lyon,C.,"Lyon, C.",,22011242,0000 0000 7392 0466,,,,,,,1822.0,1875.0,,,http://www.wikidata.org/wiki/Q889336,,,,,,
10091,G600,Guelly K.A.,Guelly,Kudzo Atsu,,"Guelly, K.A.n.","Guelly, K.A.n.","Guelly, A.K.",0.644,1.0,http://www.wikidata.org/entity/Q88825729,Atsu Kudzo Guelly,Guelly,A.K.,"Guelly, A.K.",,,,,20035393-1,Guelly,,,,,,,,http://www.wikidata.org/wiki/Q88825729,,,https://www.ipni.org/a/20035393-1,,,
5447,DECLA1,Declercq A.C.J.,Declercq,Albert,C.J.,"Declercq, A.C.J.","Declercq, A.C.J.","Leclercq, S.",0.644,2.0,http://www.wikidata.org/entity/Q21438796,Suzanne Leclercq,Leclercq,S.,"Leclercq, S.",,92492129,0000 0000 7248 9723,28991,5384-1,Leclercq,,,,1901.0,1994.0,,,http://www.wikidata.org/wiki/Q21438796,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=28991,https://www.ipni.org/a/5384-1,,,
5448,DECLA1,Declercq A.C.J.,Declercq,Albert,C.J.,"Declercq, A.C.J.","Declercq, A.C.J.","Leclercq, S.",0.644,2.0,http://www.wikidata.org/entity/Q21518513,Suzanne Leclercq,Leclercq,S.,"Leclercq, S.",,,,74383,32154-1,S.Leclercq,,,,1939.0,1975.0,,,http://www.wikidata.org/wiki/Q21518513,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=74383,https://www.ipni.org/a/32154-1,,,
488,LNCE1,Lance E.,Lance,E.,,"Lance, E.n.","Lance, E.n.","Chance, E.",0.643,1.0,http://www.wikidata.org/entity/Q4549103,Edgar Chance,Chance,E.,"Chance, E.",,31900584,0000 0000 5291 004X,,,,,,,1881.0,1955.0,,,http://www.wikidata.org/wiki/Q4549103,,,,,,
857,DANSA,Dansi A.,Dansi,Alexandre,,"Dansi, A.n.","Dansi, A.n.","Ansi, A.N.A.",0.643,1.0,http://www.wikidata.org/entity/Q28727876,Amin N. Al Ansi,Ansi,A.N.A.,"Ansi, A.N.A.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28727876,,,,,,
1589,KOCSS,Kocsis St.,Kocsis,St.,,"Kocsis, S.n.","Kocsis, S.n.","Kocsi, K.",0.643,1.0,http://www.wikidata.org/entity/Q55061850,Karel Kocsi,Kocsi,K.,"Kocsi, K.",,,,,,,,,,1879.0,1956.0,,,http://www.wikidata.org/wiki/Q55061850,,,,,,
1676,BRANJ,Brandeiro José,Brandeiro,José,,"Brandeiro, J.n.","Brandeiro, J.n.","Tendeiro, J.",0.643,1.0,http://www.wikidata.org/entity/Q21394156,João Tendeiro,Tendeiro,J.,"Tendeiro, J.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21394156,,,,,,
1843,LUNT,Lunt W.,Lunt,W.,,"Lunt, W.n.","Lunt, W.n.","Lunt, H.",0.643,1.0,http://www.wikidata.org/entity/Q5901955,Horace Lunt,Lunt,H.,"Lunt, H.",,98020490,0000 0001 1478 3630,,,,,,,1918.0,2010.0,,,http://www.wikidata.org/wiki/Q5901955,,,,,,
2081,IPSE,Ipse,Ipse,,,"Ipse, n.n.","Ipse, n.n.","Ipsen, R.",0.643,1.0,http://www.wikidata.org/entity/Q55053844,Reinhold Ipsen,Ipsen,R.,"Ipsen, R.",,20607598,,,,,,,,1764.0,1842.0,,,http://www.wikidata.org/wiki/Q55053844,,,,,,
2103,RAM3,Ramanatsoavina,Ramanatsoavina,,,"Ramanatsoavina, n.n.","Ramanatsoavina, n.n.","Ratsoavina, F.M.",0.643,1.0,http://www.wikidata.org/entity/Q21393143,Fanomezana M. Ratsoavina,Ratsoavina,F.M.,"Ratsoavina, F.M.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21393143,,,,,,
2149,LELIA,Lelievre A.,Lelievre,A.,,"Lelievre, A.n.","Lelievre, A.n.","Puente-Lelievre, C.",0.643,1.0,http://www.wikidata.org/entity/Q36529573,Caroline Puente-Lelievre,Puente-Lelievre,C.,"Puente-Lelievre, C.",,,,,20019597-1,Puente-Lel.,,,,,,,,http://www.wikidata.org/wiki/Q36529573,,,https://www.ipni.org/a/20019597-1,,,
2559,BOISD,Bois D.,Bois,D.,,"Bois, D.n.","Bois, D.n.","Bois, D.G.J.M.",0.643,1.0,http://www.wikidata.org/entity/Q3045181,Désiré Georges Jean Marie Bois,Bois,D.G.J.M.,"Bois, D.G.J.M.",,61542113,0000 0001 0906 8608,579.0,911-1,Bois,,,,1856.0,1946.0,,,http://www.wikidata.org/wiki/Q3045181,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=579,https://www.ipni.org/a/911-1,,,
4925,DSF2,De Sousa Francisco,De Sousa,Francisco,,"De Sousa, F.n.","De Sousa, F.n.","Sousa, F.d.",0.643,1.0,http://www.wikidata.org/entity/Q33694102,Filipe de Sousa,Sousa,F.d.,"Sousa, F.d.",,,,,20016714-1,F.Sousa,,,,,,,,http://www.wikidata.org/wiki/Q33694102,,,https://www.ipni.org/a/20016714-1,,,
6262,ERLAC,Erlanson C.O.,Erlanson,C.O.,,"Erlanson, C.O.n.","Erlanson, C.O.n.","Erlanson, E.W.",0.643,1.0,http://www.wikidata.org/entity/Q5820476,Eileen Whitehead Erlanson,Erlanson,E.W.,"Erlanson, E.W.",,,,20991,14679-1,Erlanson,,,,1899.0,2002.0,,,http://www.wikidata.org/wiki/Q5820476,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=20991,https://www.ipni.org/a/14679-1,,,
7021,MFIGJ,Maia Figueira J.,Maia Figueira,João,,"Maia Figueira, J.n.","Maia Figueira, J.n.","Figueira, R.",0.643,1.0,http://www.wikidata.org/entity/Q25443701,Rui Figueira,Figueira,R.,"Figueira, R.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q25443701,,,,,,
9011,MULLB,Muller B.L.,Muller,B.L.,,"Muller, B.L.n.","Muller, B.L.n.","Muller, É.",0.643,1.0,http://www.wikidata.org/entity/Q8078135,Édouard Muller,Muller,É.,"Muller, É.",,306063448,,,,,,,,1823.0,1876.0,,,http://www.wikidata.org/wiki/Q8078135,,,,,,
9168,V008,Vanden Berghen C.,Vanden Berghen,Constant,,"Vanden Berghen, C.n.","Vanden Berghen, C.n.","Berghen, C.V.",0.643,1.0,http://www.wikidata.org/entity/Q5784435,Constant Vanden Berghen,Berghen,C.V.,"Berghen, C.V.",,19728191,0000 0000 8098 5217,30623,11048-1,Vanden Berghen,,,,1914.0,2004.0,,,http://www.wikidata.org/wiki/Q5784435,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=30623,https://www.ipni.org/a/11048-1,,,
9380,KOUAF,Kouamé F.N.,Kouamé,F.N.,,"Kouamé, F.N.n.","Kouamé, F.N.n.","Kouamé, N.G.",0.643,1.0,http://www.wikidata.org/entity/Q28146760,N'Goran Germain Kouamé,Kouamé,N.G.,"Kouamé, N.G.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28146760,,,,,,
1976,WNTZL02,Wentzel A.,Wentzel,A.,,"Wentzel, A.n.","Wentzel, A.n.","Güntzel, A.M.",0.642,1.0,http://www.wikidata.org/entity/Q22103865,Adriana Maria Güntzel,Güntzel,A.M.,"Güntzel, A.M.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22103865,,,,,,
4476,KEIL1,Keil,Keil,,,"Keil, n.n.","Keil, n.n.","Keil, R.",0.642,1.0,http://www.wikidata.org/entity/Q47120021,Rudolf Keil,Keil,R.,"Keil, R.",,,,,29789-1,R.Keil,,,,,,,,http://www.wikidata.org/wiki/Q47120021,,,https://www.ipni.org/a/29789-1,,,
4504,MEDLK,Medley K.,Medley,K.,,"Medley, K.n.","Medley, K.n.","Medley, M.E.",0.642,1.0,http://www.wikidata.org/entity/Q21389013,Max E. Medley,Medley,M.E.,"Medley, M.E.",,,,,14829-1,Medley,,,,,1999.0,,,http://www.wikidata.org/wiki/Q21389013,,,https://www.ipni.org/a/14829-1,,,
5147,FRIN1,Frings,Frings,,,"Frings, n.n.","Frings, n.n.","Frings, C.F.",0.642,1.0,http://www.wikidata.org/entity/Q55035225,Carl Ferdinand Frings,Frings,C.F.,"Frings, C.F.",,,,,,,,,,1874.0,1931.0,,,http://www.wikidata.org/wiki/Q55035225,,,,,,
6211,PDB,De Block P.,De Block,Petra,,"De Block, P.n.","De Block, P.n.","Block, P.D.",0.642,1.0,http://www.wikidata.org/entity/Q26714451,Petra De Block,Block,P.D.,"Block, P.D.",,7722257,0000 0000 0450 9729,71729,38102-1,De Block,,,,,,,,http://www.wikidata.org/wiki/Q26714451,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=71729,https://www.ipni.org/a/38102-1,,,
6349,MCHG,Michiels G.,Michiels,G.,,"Michiels, G.n.","Michiels, G.n.","Michieli, Š.",0.642,1.0,http://www.wikidata.org/entity/Q5360,Štefan Michieli,Michieli,Š.,"Michieli, Š.",,5681151112582737180009,,,,,,,,1933.0,1968.0,,,http://www.wikidata.org/wiki/Q5360,,,,,,
7467,CALLA,Callay A.,Callay,A.,,"Callay, A.n.","Callay, A.n.","Callay, E.A.A.",0.642,1.0,http://www.wikidata.org/entity/Q5850647,Eugène Albert Athenase Callay,Callay,E.A.A.,"Callay, E.A.A.",,,,2289,1360-1,Callay,,,,1822.0,1896.0,,,http://www.wikidata.org/wiki/Q5850647,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2289,https://www.ipni.org/a/1360-1,,,
8047,LUWWJ,Louw W.J.,Louw,Wynand,Jacobus,"Louw, W.J.","Louw, W.J.","Louw, A.J.",0.642,1.0,http://www.wikidata.org/entity/Q36505239,A.J. Louw,Louw,A.J.,"Louw, A.J.",,,,74470,32024-1,Louw,,,,,,,,http://www.wikidata.org/wiki/Q36505239,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=74470,https://www.ipni.org/a/32024-1,,,
8803,CUISL,Cuisinier L.,Cuisinier,L.,,"Cuisinier, L.n.","Cuisinier, L.n.","Cuisin, C.",0.642,1.0,http://www.wikidata.org/entity/Q35160400,Charles-Émile Cuisin,Cuisin,C.,"Cuisin, C.",,69078683,0000 0000 6652 5281,,,,,,,1832.0,1900.0,,,http://www.wikidata.org/wiki/Q35160400,,,,,,
9358,HIND1,Hinds,Hinds,,,"Hinds, n.n.","Hinds, n.n.","Hinds, J.W.",0.642,1.0,http://www.wikidata.org/entity/Q21512714,James W. Hinds,Hinds,J.W.,"Hinds, J.W.",,,,,20002802-1,J.W.Hinds,,,,,,,,http://www.wikidata.org/wiki/Q21512714,,,https://www.ipni.org/a/20002802-1,,,
9828,TDCP,de Clermont T.,de Clermont,Tillette,P.,"de Clermont, T.P.","de Clermont, T.P.","Clermont, J.",0.642,1.0,http://www.wikidata.org/entity/Q55024636,Joseph Clermont,Clermont,J.,"Clermont, J.",,,,,,,,,,1882.0,1956.0,,,http://www.wikidata.org/wiki/Q55024636,,,,,,
4145,S555,Françoise de Sloover,De Sloover,Françoise,,"De Sloover, F.n.","De Sloover, F.n.","Sloover, J.R.D.",0.642,2.0,http://www.wikidata.org/entity/Q47116163,Jacques R. De Sloover,Sloover,J.R.D.,"Sloover, J.R.D.",,,,,17844-1,J.R.De Sloover,,,,,,,,http://www.wikidata.org/wiki/Q47116163,,,https://www.ipni.org/a/17844-1,,,
4146,S555,Françoise de Sloover,De Sloover,Françoise,,"De Sloover, F.n.","De Sloover, F.n.","Sloover, J.R.D.",0.642,2.0,http://www.wikidata.org/entity/Q21338438,Jacques R. De Sloover,Sloover,J.R.D.,"Sloover, J.R.D.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21338438,,,,,,
7127,D142,De Meyer R.,De Meyer,R.,,"De Meyer, R.n.","De Meyer, R.n.","Meyer, R.",0.642,3.0,http://www.wikidata.org/entity/Q21520497,Robert Meyer,Meyer,R.,"Meyer, R.",,,,,14268-1,Rob.Mey.,,,,1881.0,,,,http://www.wikidata.org/wiki/Q21520497,,,https://www.ipni.org/a/14268-1,,,
7128,D142,De Meyer R.,De Meyer,R.,,"De Meyer, R.n.","De Meyer, R.n.","Meyer, R.",0.642,3.0,http://www.wikidata.org/entity/Q33684760,Rudolph Meyer,Meyer,R.,"Meyer, R.",,,,,6418-1,Rud.Mey.,,,,,,,,http://www.wikidata.org/wiki/Q33684760,,,https://www.ipni.org/a/6418-1,,,
7129,D142,De Meyer R.,De Meyer,R.,,"De Meyer, R.n.","De Meyer, R.n.","Meyer, R.",0.642,3.0,http://www.wikidata.org/entity/Q11113418,Richard Meyer,Meyer,R.,"Meyer, R.",,109400043,0000 0001 0859 9036,,,,,P003981b,,1919.0,2008.0,,,http://www.wikidata.org/wiki/Q11113418,,,,,http://www.eoas.info/biogs/P003981b,
3817,G026,Green L.M.,Green,L.M.,,"Green, L.M.n.","Green, L.M.n.","Green, J.",0.642,6.0,http://www.wikidata.org/entity/Q3157544,Jacob Green,Green,J.,"Green, J.",,3946152,0000 0000 6157 4973,,20016486-2,J.Green,,,,1790.0,1841.0,,,http://www.wikidata.org/wiki/Q3157544,,,https://www.ipni.org/a/20016486-2,,,
3818,G026,Green L.M.,Green,L.M.,,"Green, L.M.n.","Green, L.M.n.","Green, J.",0.642,6.0,http://www.wikidata.org/entity/Q16750724,John Green,Green,J.,"Green, J.",,137626675,,,,,,,,1862.0,1953.0,,,http://www.wikidata.org/wiki/Q16750724,,,,,,
3819,G026,Green L.M.,Green,L.M.,,"Green, L.M.n.","Green, L.M.n.","Green, J.",0.642,6.0,http://www.wikidata.org/entity/Q61153484,John Green,Green,J.,"Green, J.",,315085588,,,,,,,,1730.0,1753.0,,,http://www.wikidata.org/wiki/Q61153484,,,,,,
3820,G026,Green L.M.,Green,L.M.,,"Green, L.M.n.","Green, L.M.n.","Green, J.",0.642,6.0,http://www.wikidata.org/entity/Q6236157,John Green,Green,J.,"Green, J.",,4911150085884515060000,,,12157-1,J.W.Green,,,,1930.0,,,,http://www.wikidata.org/wiki/Q6236157,,,https://www.ipni.org/a/12157-1,,,
3821,G026,Green L.M.,Green,L.M.,,"Green, L.M.n.","Green, L.M.n.","Green, J.",0.642,6.0,http://www.wikidata.org/entity/Q22109257,James Green,Green,J.,"Green, J.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22109257,,,,,,
3822,G026,Green L.M.,Green,L.M.,,"Green, L.M.n.","Green, L.M.n.","Green, J.",0.642,6.0,http://www.wikidata.org/entity/Q21539515,James Green,Green,J.,"Green, J.",,94814048,,,,,,,green-james-6471,1864.0,1948.0,,,http://www.wikidata.org/wiki/Q21539515,,,,,,http://adb.anu.edu.au/biography/green-james-6471
702,D138,Gurch D.,Gurch,D.,,"Gurch, D.n.","Gurch, D.n.","Burch, D.G.",0.641,1.0,http://www.wikidata.org/entity/Q21506654,Derek George Burch,Burch,D.G.,"Burch, D.G.",,,,,1289-1,D.G.Burch,,,,1933.0,,,,http://www.wikidata.org/wiki/Q21506654,,,https://www.ipni.org/a/1289-1,,,
703,D138,Gurch D.,Gurch,D.,,"Gurch, D.n.","Gurch, D.n.","Burch, D.G.",0.641,1.0,http://www.wikidata.org/entity/Q21506654,Derek George Burch,Burch,D.G.,"Burch, D.G.",,,,,1289-1,D.G.Burch,,,,1933.0,,,,http://www.wikidata.org/wiki/Q21506654,,,https://www.ipni.org/a/1289-1,,,
1214,MALYC,Maly C.,Maly,C.,,"Maly, C.n.","Maly, C.n.","Haly, C.",0.641,1.0,http://www.wikidata.org/entity/Q19668329,Charles Haly,Haly,C.,"Haly, C.",,,,,,,,,haly-charles-robert-3699,1816.0,1892.0,,,http://www.wikidata.org/wiki/Q19668329,,,,,,http://adb.anu.edu.au/biography/haly-charles-robert-3699
1406,HAMR,Hamet R.,Hamet,Raymond,,"Hamet, R.n.","Hamet, R.n.","Mamet, R.",0.641,1.0,http://www.wikidata.org/entity/Q3421025,Raymond Mamet,Mamet,R.,"Mamet, R.",,,,,,,,,,1912.0,1996.0,,,http://www.wikidata.org/wiki/Q3421025,,,,,,
2197,G099,Gurch D.,Gurch,D.,,"Gurch, D.n.","Gurch, D.n.","Burch, D.G.",0.641,1.0,http://www.wikidata.org/entity/Q21506654,Derek George Burch,Burch,D.G.,"Burch, D.G.",,,,,1289-1,D.G.Burch,,,,1933.0,,,,http://www.wikidata.org/wiki/Q21506654,,,https://www.ipni.org/a/1289-1,,,
2198,G099,Gurch D.,Gurch,D.,,"Gurch, D.n.","Gurch, D.n.","Burch, D.G.",0.641,1.0,http://www.wikidata.org/entity/Q21506654,Derek George Burch,Burch,D.G.,"Burch, D.G.",,,,,1289-1,D.G.Burch,,,,1933.0,,,,http://www.wikidata.org/wiki/Q21506654,,,https://www.ipni.org/a/1289-1,,,
2439,D089,Niessl von Mayendorf G.,Niessl von Mayendorf,Gustav,,"Niessl von Mayendorf, G.n.","Niessl von Mayendorf, G.n.","Mayendorf, G.N.v.",0.641,1.0,http://www.wikidata.org/entity/Q87937,Gustav Niessl von Mayendorf,Mayendorf,G.N.v.,"Mayendorf, G.N.v.",,45069641,0000 0000 1402 0345,35552.0,24075-1,Niessl,Q87937,,,1839.0,1919.0,,,http://www.wikidata.org/wiki/Q87937,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35552,https://www.ipni.org/a/24075-1,https://bloodhound-tracker.net/Q87937,,
2921,DSF,de Silva Fr. (possibly Francisco de Silva),de Silva,Fr.,,"de Silva, F.n.","de Silva, F.n.","Silva, F.",0.641,1.0,http://www.wikidata.org/entity/Q22104843,F. Silva,Silva,F.,"Silva, F.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22104843,,,,,,
5463,ANDRG,Andre G.J.J.,Andre,George,Jacques Joseph,"Andre, G.J.J.","Andre, G.J.J.","Andre, F.",0.641,1.0,http://www.wikidata.org/entity/Q55008576,Floyd Andre,Andre,F.,"Andre, F.",,,,,,,,,,1909.0,1972.0,,,http://www.wikidata.org/wiki/Q55008576,,,,,,
5470,LTG,Le Testu G.,Le Testu,Georges,Marie Patrice Charles,"Le Testu, G.M.P.C.","Le Testu, G.M.P.C.","Testu, G.L.",0.641,1.0,http://www.wikidata.org/entity/Q55684213,Georges Le Testu,Testu,G.L.,"Testu, G.L.",,289608351,,16485,,,,,,1877.0,1967.0,,,http://www.wikidata.org/wiki/Q55684213,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=16485,,,,
6389,KVKW,Karwinski von Karwin W.F.,Karwinski von Karwin,Wilhelm,Friedrich,"Karwinski von Karwin, W.F.","Karwinski von Karwin, W.F.","Karwinsky, W.F.v.",0.641,1.0,http://www.wikidata.org/entity/Q6167458,Wilhelm Friedrich von Karwinsky,Karwinsky,W.F.v.,"Karwinsky, W.F.v.",,77057693,0000 0000 1066 4813,76967,4661-1,Karw.,,,,1780.0,1855.0,,,http://www.wikidata.org/wiki/Q6167458,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76967,https://www.ipni.org/a/4661-1,,,
7286,RNSWL,Van Rensburg W.L.J.,Van Rensburg,W.L.J.,,"Van Rensburg, W.L.J.n.","Van Rensburg, W.L.J.n.","Rensburg, E.L.J.v.",0.641,1.0,http://www.wikidata.org/entity/Q33677530,E.L. Jansen van Rensburg,Rensburg,E.L.J.v.,"Rensburg, E.L.J.v.",,,,,20002889-1,E.Jansen,,,,,,,,http://www.wikidata.org/wiki/Q33677530,,,https://www.ipni.org/a/20002889-1,,,
