,coll_index,surname,initials,canonical_string,name,active,comment,info_link,portrait_link
2959,c02960,SMITH,F.W.,"SMITH, F.W.","SMITH, Frederick William",1797-1835,"Botanical artist, engraver",notes,
2960,c02961,SMITH,G.P.D.,"SMITH, G.P.D.","SMITH, G.P. Darnell, see DARNELL-SMITH",,,,
2961,c02962,SMITH,G.,"SMITH, G.","SMITH, Gabriel",1724-1783,"Botanical engraver, London, Paris",notes,
2962,c02963,SMITH,G.G.,"SMITH, G.G.","SMITH, Gordon Gregor",1920-,Botanist,,
2963,c02964,SMITH,H.B.,"SMITH, H.B.","SMITH, H.B.",fl. 1880s,Woodcut engraver,notes,
2964,c02965,SMITH,H.G.,"SMITH, H.G.","SMITH, Henry George",1852-1924,Phytochemist,notes,
2965,c02966,SMITH,J.M.,"SMITH, J.M.","SMITH, J. Miss",fl.1896,"Collected for Mueller on Murray R., Vic, NSW, SA",,
2966,c02967,SMITH,J.,"SMITH, J.","SMITH, James",fl. 1894,,,
2967,c02968,SMITH,J.E.,"SMITH, J.E.","SMITH, James Edward, Sir",1759-1828,"Medical doctor, botanist (did not visit Australia)",notes,portrait
2968,c02969,SMITH,J.G.,"SMITH, J.G.","SMITH, John Grant",fl. 1830,,,
2969,c02970,SMITH,L.,"SMITH, L.","SMITH, Lieut.",fl.c.1860,,,
2970,c02971,SMITH,L.S.,"SMITH, L.S.","SMITH, Lindsay Stuart",1917-1970,Botanist,notes,portrait
2971,c02972,SMITH,M.,"SMITH, M.","SMITH, Matilda",1854-1926,Botanical illustrator,notes,
2972,c02973,SMITH,M.,"SMITH, M.","SMITH, Miss",fl.1896,"Collected for Mueller near York, WA",,
2973,c02974,SMITH,R.V.,"SMITH, R.V.","SMITH, Raymond Vaughan*",1923-2011,Systematic botanist,,
2974,c02975,SMITH,W.A.,"SMITH, W.A.","SMITH, William Alexander",1954-,Botanical artist,notes,
2975,c02976,SMITH,W.(.J.,"SMITH, W.(.J.","SMITH, Winifred (Winnie) Jane, Miss",1876-1951,Collected for Mueller in Vic.,notes,
2976,c02977,SOLANDER,D.,"SOLANDER, D.","SOLANDER, Daniel",1733-1782,"Naturalist, librarian",notes,portrait
2977,c02978,SOMERSET,H.B.,"SOMERSET, H.B.","SOMERSET, Henry Beaufort, Sir",1906-1995,"Industrialist, University Chancellor, orchid enthusiast, Tas",notes,portrait
2978,c02979,SOMERVILLE,J.,"SOMERVILLE, J.","SOMERVILLE, Janet, Miss",1887–1969,"Historian, botanist",,
2979,c02980,SONSEE,C.A.,"SONSEE, C.A.","SONSEE, Cecil Allan",1912-1985,"Teacher, naturalist",,
2980,c02981,SOUBS,E.L.,"SOUBS, E.L.","SOUBS, Emanuel Lindsay",fl. 1800s,Gardener,,
2981,c02982,SOUES,J.L.,"SOUES, J.L.","SOUES, John Lindsay",1875-1962,Mechanic,,
2982,c02983,SOUNNESS,C.J.,"SOUNNESS, C.J.","SOUNNESS, Christopher Julius",1968-,Seed collector,notes,
2983,c02984,SOURRY,L.,"SOURRY, L.","SOURRY, Louis",fl.1960s-80s,"Botanist, photographer",,
2984,c02985,SOUSTER,J.,"SOUSTER, J.","SOUSTER, J.",fl. 1946-48,Gardener,,
2985,c02986,SOWERBY,J.,"SOWERBY, J.","SOWERBY, James",1757-1822,"Botanical artist, engraver",notes,
2986,c02987,SPAFFORD,W.J.,"SPAFFORD, W.J.","SPAFFORD, Walter John",1884-1962,Agricultural officer,notes,
2987,c02988,SPALDING,G.,"SPALDING, G.","SPALDING, George",-?1975,Horticulturist,,
2988,c02989,SPALDING,H.A.,"SPALDING, H.A.","SPALDING, H. A.",fl. 1883,,,
2989,c02990,SPECHT,R.L.,"SPECHT, R.L.","SPECHT, Raymond Louis, Prof.*",1924-,"Botanist, ecologist",,
2990,c02991,SPECK,N.H.,"SPECK, N.H.","SPECK, Nathaniel Henry, Dr",1906-1970,"Botanist, illustrator",notes,
2991,c02992,SPENCE,D.W.,"SPENCE, D.W.","SPENCE, D. W.",,,,
2992,c02993,SPENCE,J.,"SPENCE, J.","SPENCE, James, Dr",fl. 1821-32,,,
2993,c02994,SPENCER,C.G.M.=.J.S.,"SPENCER, C.G.M.=.J.S.","SPENCER, C.G. Mrs = Jessie SPENCER",1859-1936,Collected for Mueller in Qld.,notes,
2994,c02995,SPENCER,G.L.,"SPENCER, G.L.","SPENCER, G. L., Mrs",,,,
2995,c02996,SPENCER,J.,"SPENCER, J.","SPENCER, Jessie, nee HUBBARD",1859-1936,Collected for Mueller in Qld.,notes,
2996,c02997,SPENCER,R.D.,"SPENCER, R.D.","SPENCER, Roger D., Dr*",1945-,Horticultural botanist,notes,portrait
2997,c02998,SPENCER,W.,"SPENCER, W.","SPENCER, W.",fl. 1880s,Algae collector,,
2998,c02999,SPENCER,W.B.,"SPENCER, W.B.","SPENCER, Walter Baldwin, Prof. Sir",1860-1929,"Biologist, author, anthropologist",notes,portrait
2999,c03000,SPICER,W.W.,"SPICER, W.W.","SPICER, William Webb, Rev.",1820-1879,"Botanist, writer",notes,
3000,c03001,SPONG,E.N.,"SPONG, E.N.","SPONG, Edward Nash",1818-1907,"Lighthouse keeper, Tas.",,
3001,c03002,SPONG,M.,"SPONG, M.","SPONG, Mary, nee LAWRENCE",c.1834-1891,Collected for Mueller in Tas.,notes,
3002,c03003,SPOONER,A.G.,"SPOONER, A.G.","SPOONER, Antony Godfrey, Dr*",1927-1997,"Physician, field naturalist",,portrait
3003,c03004,SQUIRES,V.R.,"SQUIRES, V.R.","SQUIRES, V. R.",fl. 1969,Botanist,,
3004,c03005,ST CLOUD,S.,"ST CLOUD, S.","ST CLOUD, S.",fl. 1968,Botanist,,
3005,c03006,ST JOHN,P.R.H.,"ST JOHN, P.R.H.","ST JOHN, Percival Reginald Harry",1872-1944,"Botanist, gardens taxonomist, label writer,",notes,
3006,c03007,ST VINCENT,J.B.G.d.B.,"ST VINCENT, J.B.G.d.B.","ST VINCENT, J.B.G. de BORY, see BORY de ST VINCENT",,,,
3007,c03008,STACEY,C.I.,"STACEY, C.I.","STACEY, Conway Ivan",1927-,Organic chemist,,
3008,c03009,STACKHOUSE,T.,"STACKHOUSE, T.","STACKHOUSE, Thomas",-1886,Naval Commander,notes,
3009,c03010,STAER,J.,"STAER, J.","STAER, John",1850-1933,"Seedsman, nurseryman",notes,portrait
3010,c03011,STAHL,C.,"STAHL, C.","STAHL, Crystal",fl. 1960s,Botanical artist,notes,
3011,c03012,STAHR,J.E.F.,"STAHR, J.E.F.","STAHR, Johann Ernst Ferdinand",1850-1933,"Seedsman, nurseryman",notes,portrait
3012,c03013,STAIGER,K.T.,"STAIGER, K.T.","STAIGER, Karl Theodore",1833-1888,"Government Analyst, nature printer",notes,
3013,c03014,STAIR,J.B.,"STAIR, J.B.","STAIR, John B., Rev.",,,,
3014,c03015,STANBERG,L.C.,"STANBERG, L.C.","STANBERG, Leonie Clare",1964-,"Herbarium officer, Sydney",notes,
3015,c03016,STANLEY,L.,"STANLEY, L.","STANLEY, Lieut.",,,,
3016,c03017,STANLEY,O.,"STANLEY, O.","STANLEY, Owen",fl. 1839-1849,Artist,,
3017,c03018,STANLEY,S.T.,"STANLEY, S.T.","STANLEY, S. T.",,Botanist,,
3018,c03019,STANLEY,T.D.,"STANLEY, T.D.","STANLEY, Trevor Donald*",1952-,Botanist,,
3019,c03020,STARK,T.,"STARK, T.","STARK, Tony",fl. 1980s,,,
3020,c03021,START,A.N.,"START, A.N.","START, Antony Noel",1946-,Biologist,,
3021,c03022,STATHAN,C.,"STATHAN, C.","STATHAN, Carmel, Mrs",fl. 1970s,Botanist,,
3022,c03023,STAUFFER,H.U.,"STAUFFER, H.U.","STAUFFER, Hans Ulrich",1929-1965,Botanist,,
3023,c03024,STEAD,T.Y.,"STEAD, T.Y.","STEAD, Thistle Yolette, nee HARRIS*",1902-1991,"Natural history Instructor, biologist, author",,portrait
3024,c03025,STEEDMAN,H.,"STEEDMAN, H.","STEEDMAN, Henry",c.1866-1953,"Gardener, plant collector",notes,
3025,c03026,STEEL,T.,"STEEL, T.","STEEL, T.",fl.1900,mycologist,,
3026,c03027,STEELE,H.,"STEELE, H.","STEELE, Halina",fl. 2000s,Botanical illustrator,notes,
3027,c03028,STEENIS,C.G.G.J.v.,"STEENIS, C.G.G.J.v.","STEENIS, C.G.G.J. van, see VAN STEENIS",,,,
3028,c03029,STEPHENS,T.,"STEPHENS, T.","STEPHENS, T.",fl.1880,,,
3029,c03030,STEPHENS,T.D.,"STEPHENS, T.D.","STEPHENS, Thomas D.",,,,
3030,c03031,STEPHENS,W.,"STEPHENS, W.","STEPHENS, William",-1866,Gardens collector,,
3031,c03032,STEPHENSON,L.,"STEPHENSON, L.","STEPHENSON, Lawrence",fl. 1886,Botanist,,
3032,c03033,STEPHENSON,W.,"STEPHENSON, W.","STEPHENSON, William",fl. 1810s-1863,Surgeon,notes,
3033,c03034,STEPNELL,K.,"STEPNELL, K.","STEPNELL, Kenneth",fl. 1970s-80s,Photographer,,
3034,c03035,STEVENS,G.N.,"STEVENS, G.N.","STEVENS, Gweneth Nell*",1934-,"Botanist, lichenologist",,
3035,c03036,STEVENS,S.R.,"STEVENS, S.R.","STEVENS, Samuel Roscoe",1924-,"Medical doctor, farmer, bee-keeper",notes,
3036,c03037,STEWART,H.C.E.,"STEWART, H.C.E.","STEWART, Hugh Charles Euro",1889-1972,Naturalist,,
3037,c03038,STEWART,J.,"STEWART, J.","STEWART, John",1845-1932,"Stock agent, amateur plant collector, Berry",notes,portrait
3038,c03039,STEWART,M.,"STEWART, M.","STEWART, Mrs",fl.1880s,"Collected for Mueller near St. Arnaud, Vic.",,
3039,c03040,STICHT,R.,"STICHT, R.","STICHT, R.",,,,
3040,c03041,STICKLAND,J.,"STICKLAND, J.","STICKLAND, John",fl. 1880S,Phycologist,,
3041,c03042,STIRLING,A.L.,"STIRLING, A.L.","STIRLING, Amy Livingstone, (later Mrs HARRISON)",1880-1945,Collected for Mueller in Vic.,notes,
3042,c03043,STIRLING,E.C.,"STIRLING, E.C.","STIRLING, Edward Charles, Sir",1848-1919,"Botanist, artist",,
3043,c03044,STIRLING,E.,"STIRLING, E.","STIRLING, Ellen, Lady",1807-1874,"Sister of Captain James Mangles, possibly collected",notes,
3044,c03045,STIRLING,J.,"STIRLING, J.","STIRLING, James",1852-1909,"Lands Officer, surveyor, geologist botanist",notes,
3045,c03046,STIRLING,J.,"STIRLING, J.","STIRLING, James, Sir",1791-1865,"Governor, naval commander",notes,portrait
3046,c03047,STIRLING,R.,"STIRLING, R.","STIRLING, R.",,,,
3047,c03048,STOATE,T.N.,"STOATE, T.N.","STOATE, Theodore Norman, Dr",1895-1979,Conservator of Forests,notes,
3048,c03049,STOCKER,G.C.,"STOCKER, G.C.","STOCKER, Geoffrey Charles",1941-,Forest ecologist,,
3049,c03050,STOKES,J.L.,"STOKES, J.L.","STOKES, John Lort",1812-1885,Naval surveyor,,portrait
3050,c03051,STONE,I.G.,"STONE, I.G.","STONE, Ilma Grace, Dr*",1913-,"Botanist, bryologist",,portrait
3051,c03052,STONEBURNER,A.,"STONEBURNER, A.","STONEBURNER, Ann",fl. 1980S,Bryologist,,
3052,c03053,STONES,E.,"STONES, E.","STONES, Ellis",1895-1975,Landscape architect,notes,
3053,c03054,STONES,E.M.,"STONES, E.M.","STONES, Elsie Margaret, Miss*",1921-,Botanical artist,notes,portrait
3054,c03055,STOPFORD,G.F.,"STOPFORD, G.F.","STOPFORD, G. F.",fl. 1949,,,
3055,c03056,STOPPS,A.J.,"STOPPS, A.J.","STOPPS, Arthur James",1833-1931,Botanical lithographer,notes,
3056,c03057,STORR,G.M.,"STORR, G.M.","STORR, Glen Milton",1921-,"Zoologist, naturalist",,
3057,c03058,STORY,G.F.,"STORY, G.F.","STORY, George Fordyce, Dr",1800-1885,Medical practitioner,notes,portrait
3058,c03059,STORY,R.,"STORY, R.","STORY, Robert",1913-1999,Scientist,,
3059,c03060,STOTT,R.,"STOTT, R.","STOTT, R.",,,,
3060,c03061,STOUT,C.,"STOUT, C.","STOUT, C.",,,,
3061,c03062,STOVE,K.,"STOVE, K.","STOVE, Kathie, Ms*",1950-,Botanical Technical Officer,,portrait
3062,c03063,STOVER,L.E.,"STOVER, L.E.","STOVER, Lewis E., Dr",fl. 1970-85,Palynologist,,
3063,c03064,STOWARD,F.,"STOWARD, F.","STOWARD, Frederick, Dr",1866-1931,"Government Botanist, pathologist",notes,
3064,c03065,STRAHAN,A.,"STRAHAN, A.","STRAHAN, A",1872-fl.1924,Forests Conunission secretary,,
3065,c03066,STRANGE,B.,"STRANGE, B.","STRANGE, Bon, Mrs",,Photographer,,
3066,c03067,STRANGE,F.,"STRANGE, F.","STRANGE, Frederick",1926-1854,"Explorer, natural history collector",notes,portrait
3067,c03068,STREIMANN,H.,"STREIMANN, H.","STREIMANN, Heinar*",1938–2001,"Botanist, cryptogamist",notes,portrait
3068,c03069,STRETCH,J.,"STRETCH, J.","STRETCH, John*",1947-,Agriculture technical officer,,
3069,c03070,STRICKLAND,J.,"STRICKLAND, J.","STRICKLAND, John",1937,Botanist,,
3070,c03071,STROM,A.A.,"STROM, A.A.","STROM, Allen Axel",,"Teacher, naturalist",,
3071,c03072,STRUDEL,E.J.,"STRUDEL, E.J.","STRUDEL, E. J.",,,,
3072,c03073,STRZELECKI,P.E.,"STRZELECKI, P.E.","STRZELECKI, Paul Edmund, de Count, Sir",1797-1873,"Explorer, naturalist",,portrait
3073,c03074,STUART,C.,"STUART, C.","STUART, Charles",1802-1877,"Gardener, botanist",notes,
3074,c03075,STUART,J.,"STUART, J.","STUART, James",1802-1842,"Surgeon, plant painter",,
3075,c03076,STUART,J.M.,"STUART, J.M.","STUART, John McDouall",1815-1866,Explorer,notes,portrait
3076,c03077,STUCKEY,M.,"STUCKEY, M.","STUCKEY, Miss",fl. 1880s,Botanical artist,notes,
3077,c03078,STURGISS,J.H.,"STURGISS, J.H.","STURGISS, James H., (Jim) Major",1890-,Pastoralist,notes,
3078,c03079,STURM,J.,"STURM, J.","STURM, Jakob",1771-1848,Botanical engraver,notes,portrait
3079,c03080,STURM,J.G.,"STURM, J.G.","STURM, Johann Georg",1742-1793,Botanical engraver,notes,
3080,c03081,STURT,C.C.,"STURT, C.C.","STURT, Charles Capt.",1795-1869,Explorer,,portrait
3081,c03082,STUWE,J.,"STUWE, J.","STUWE, John",,Botanist,,
3082,c03083,SULLIVAN,,SULLIVAN,SULLIVAN,fl. 1886,Botanist,,
3083,c03084,SULLIVAN,D.,"SULLIVAN, D.","SULLIVAN, Daniel(?)",1836-1894,"Teacher at Moyston school, Vic, amateur botanist",notes,
3084,c03085,SULLIVAN,D.,"SULLIVAN, D.","SULLIVAN, David(?)",1836-1895,Plant collector in Victoria and Tas. (?above),notes,
3085,c03086,SULLIVAN,R.F.,"SULLIVAN, R.F.","SULLIVAN, Richard F, Dr",fl. 1868,,,
3086,c03087,SULMAN,F.,"SULMAN, F.","SULMAN, Florence",fl. 1900s,"Artist, author",,
3087,c03088,SUMMERELL,B.A.,"SUMMERELL, B.A.","SUMMERELL, Brett A.",1959-,"Plant fungal pathologist, science administrator",notes,portrait
3088,c03089,SUSSMILCH,C.A.v.H.,"SUSSMILCH, C.A.v.H.","SUSSMILCH, Carl Adolph von Heyde",1875-1946,Geologist,,
3089,c03090,SUTHERLAND,J.,"SUTHERLAND, J.","SUTHERLAND, Joseph",fl. 1876-84,,,
3090,c03091,SUTHERLAND,M.,"SUTHERLAND, M.","SUTHERLAND, Merran, Mrs",fl. 1927-28,orchid collector,,
3091,c03092,SUTHERLAND,R.F.,"SUTHERLAND, R.F.","SUTHERLAND, Richard F., Dr",fl. 1868,,,
3092,c03093,SUTTON,C.S.,"SUTTON, C.S.","SUTTON, Charles Standford, Dr",1864-1950,"Medical practitioner, botanist",notes,
3093,c03094,SUTTON,M.E.&.N.,"SUTTON, M.E.&.N.","SUTTON, Maggie E. &gt;see Nightingale, M.E.",,"Herbarium worker, collector, databaser, ACT",notes,
3094,c03095,SUTTON,M.A.(.M.S.,"SUTTON, M.A.(.M.S.","SUTTON, Margaret Ann (Miss M. SUTTON)",?-1947,Collected for Mueller in WA.,notes,
3095,c03096,SUTTON,P.,"SUTTON, P.","SUTTON, Peter",1936-2005,"Horticulturist, radio broadcaster, ACT",notes,portrait
3096,c03097,SUTTOR,G.,"SUTTOR, G.","SUTTOR, George",1774-1859,"Farmer, pioneer settler, botanist, NSW",notes,portrait
3097,c03098,SWABY,A.J.,"SWABY, A.J.","SWABY, Arthur James",1887-1979,"Teacher, author, naturalist, SGAP founder, Vic",notes,portrait
3098,c03099,SWAIN,E.H.F.,"SWAIN, E.H.F.","SWAIN, Edward Harold Fulcher",1883-1970,"Forests Director, Commissioner, author",notes,portrait
3099,c03100,SWAINSON,W.,"SWAINSON, W.","SWAINSON, William",1789-1855,"Artist, naturalist",notes,portrait
3100,c03101,SWANN,,SWANN,SWANN,fl. 1970s,,,
3101,c03102,SWANN,J.,"SWANN, J.","SWANN, Joseph",fl. 1821-1872,Botanical engraver,notes,
3102,c03103,SWANSON,J.S.,"SWANSON, J.S.","SWANSON, John Sinnister",1878-1943,"Station-hand, property owner",notes,
3103,c03104,SWART,H.J.,"SWART, H.J.","SWART, Haring Johannes*",1922-,"Botanist, Senior Lecturer",,
3104,c03105,SWINBOURNE,R.F.G.,"SWINBOURNE, R.F.G.","SWINBOURNE, Robert Frederick George*",1936-,"Botanical Technical officer, horticultural adviser, author",,portrait
3105,c03106,SWlNDLEY,F.,"SWlNDLEY, F.","SWlNDLEY, Frederick",,,,
3106,c03107,SYME,D.,"SYME, D.","SYME, David",1827-1908,Botanist,,
3107,c03108,SYME,K.,"SYME, K.","SYME, Katrina",1947-,Fungal artist,notes,
3108,c03109,SYMON,D.E.,"SYMON, D.E.","SYMON, David Eric*",1920-2011,"Agronomist, botanist",notes,portrait
3109,c03110,SZENT-IVANY,M.L.,"SZENT-IVANY, M.L.","SZENT-IVANY, Maria Louise, Mrs (nee LAKATOS)*",1919-2012,Botanical and entomological illustrator,notes,portrait
3110,c03111,TADGELL,A.J.,"TADGELL, A.J.","TADGELL, Alfred James",1863-1949,"Accountant, botanist",notes,
3111,c03112,TALBOT de MALAHIDE,M.J.R.,"TALBOT de MALAHIDE, M.J.R.","TALBOT de MALAHIDE, Milo John Reginald, Lord",1912-1973,"Author, collector, horticulturist, diplomat",,
3112,c03113,TALBOT,P.H.B.,"TALBOT, P.H.B.","TALBOT, Patrick Henry Brabazon",1919-1979,"Botanist, mycologist",,
3113,c03114,TALENT,J.A.,"TALENT, J.A.","TALENT, John A., Prof.",1932-,"Geologist, palaeontologist",,
3114,c03115,TAME,T.M.(.,"TAME, T.M.(.","TAME, Terrence Michael (Terry)",1934–2016,"Teacher, plant enthusiast (Acacia), collector, illustrator, NSW",notes,portrait
3115,c03116,TAPP,P.S.,"TAPP, P.S.","TAPP, Percy Stanway",1876-1950,"Artist-photographer, West Australian Newspapers Ltd.",,
3116,c03117,TARDENT,H.A.,"TARDENT, H.A.","TARDENT, Henri Alexis",1854-1929,Botanist,,portrait
3117,c03118,TARDIEU,L.D.,"TARDIEU, L.D.","TARDIEU, L. Duvivier",fl. 1705,"Botanical engraver, France",notes,
3118,c03119,TATE,R.,"TATE, R.","TATE, Ralph, Prof.",1840-1901,"Natural scientist, botanist, professor, SA",notes,portrait
3119,c03120,TATE,T.,"TATE, T.","TATE, Thomas, Dr",1842-1934,"Medical student, botanist, explorer",,portrait
3120,c03121,TAYLOR,A.C.,"TAYLOR, A.C.","TAYLOR, A. C",fl. 1940s-50s,,,
3121,c03122,TAYLOR,A.J.,"TAYLOR, A.J.","TAYLOR, Alfred J.",1848-1921,Librarian,,
3122,c03123,TAYLOR,A.,"TAYLOR, A.","TAYLOR, Anne, Mrs",,Botanist,,
3123,c03124,TAYLOR,B.W.,"TAYLOR, B.W.","TAYLOR, B. W.",fl. 1950s,Botanist,,
3124,c03125,TAYLOR,C.M.,"TAYLOR, C.M.","TAYLOR, C. M.",,Botanist,,
3125,c03126,TAYLOR,C.,"TAYLOR, C.","TAYLOR, Campbell",1842-1900,"Explorer, pastoralist",notes,
3126,c03127,TAYLOR,C.(.L.,"TAYLOR, C.(.L.","TAYLOR, Catherine (Kate) Louisa",1839-1913,Collected for Mueller in WA.,notes,
3127,c03128,TAYLOR,C.,"TAYLOR, C.","TAYLOR, Charlotte,  nee GRESHAM",1862-1945,"Writer, artist, teacher, collected for Mueller in WA.",notes,
3128,c03129,TAYLOR,E.H.,"TAYLOR, E.H.","TAYLOR, Ellen H., Miss",fl. 1890,,,
3129,c03130,TAYLOR,G.,"TAYLOR, G.","TAYLOR, Griffith",fl. 1936,"Botanist, scientist",,
3130,c03131,TAYLOR,J.,"TAYLOR, J.","TAYLOR, Jane",fl. 1836-1842,Botanical artist,notes,
3131,c03132,TAYLOR,J.M.,"TAYLOR, J.M.","TAYLOR, Joan Margaret",1929-2017,"Technician/botanist, Canberra Botanic Gardens Herbarium, ACT",notes,portrait
3132,c03133,TAYLOR,M.,"TAYLOR, M.","TAYLOR, Marie, Miss",1953-,Botanical Technical officer,,
3133,c03134,TAYLOR,M.A.n.F.,"TAYLOR, M.A.n.F.","TAYLOR, Mary Anne nee FORDE",1849-1920,"Collected for Mueller at Lake Pedder, Tas.",notes,
3134,c03135,TAYLOR,M.,"TAYLOR, M.","TAYLOR, Miss",fl.1890,Collected for Mueller in upper Darling R. NSW,,
3135,c03136,TAYLOR,N.,"TAYLOR, N.","TAYLOR, N.",fl. 1857,,,
3136,c03137,TAYLOR,N.,"TAYLOR, N.","TAYLOR, Norman",1834-1894,"Geologist, botanist",notes,portrait
3137,c03138,TAYLOR,P.G.,"TAYLOR, P.G.","TAYLOR, Peter Geoffrey",1926-2011,"British botanist, collected Lentibulariaceae in Aust.",notes,
3138,c03139,TAYLOR,T.W.,"TAYLOR, T.W.","TAYLOR, Tom Waker",1882-,Forester,notes,
3139,c03140,TEICHERT,C.,"TEICHERT, C.","TEICHERT, Curt, Dr",fl. 1948,Geologist,,
3140,c03141,TELFORD,I.R.,"TELFORD, I.R.","TELFORD, Ian R.",1941-,"Illustrator, botanist",,portrait
3141,c03142,TENISON-WOODS,J.E.,"TENISON-WOODS, J.E.","TENISON-WOODS, Julian Edmund, Rev.",1832-1889,"Naturalist, geologist, palaeobotanist, missionary",notes,portrait
3142,c03143,TEPPER,I.(.W.V.,"TEPPER, I.(.W.V.","TEPPER, Isabella (Belle) Wilhelmina Victoria",1870-1966,"Collected for Mueller in NSW, SA",notes,
3143,c03144,TEPPER,J.G.O.,"TEPPER, J.G.O.","TEPPER, Johann Gottlieb Otto",1841-1923,"Teacher, botanist",notes,portrait
3144,c03145,TEPPER,J.W.O.,"TEPPER, J.W.O.","TEPPER, John William Otto",1868–1859,"Telegraphist, son of J.G.O.Tepper",notes,portrait
3145,c03146,THACKER,M.,"THACKER, M.","THACKER, Ma., Mg. &amp; I.",,Water colour artists,,
3146,c03147,THAITE,J.,"THAITE, J.","THAITE, J.",,,,
3147,c03148,THALER,K.F.,"THALER, K.F.","THALER, Kurt Franz",1939-2012,"Botanic gardens ranger, photographer",notes,
3148,c03149,THIELE,K.R.,"THIELE, K.R.","THIELE, Kevin R.",fl. 1980s-2000s,"Botanist, illustrator, herbarium director",notes,portrait
3149,c03150,THIERS,B.,"THIERS, B.","THIERS, Barbara",fl. 1984,Bryologist,,
3150,c03151,THIES,A.W.,"THIES, A.W.","THIES, Arthur Wolfgang",1918-2013,Bryologist,notes,portrait
3151,c03152,THIESS,B.,"THIESS, B.","THIESS, Barbara, Dr",,Botanist,,
3152,c03153,THOM,R.,"THOM, R.","THOM, Robert, Rev.",1846-1928,Clergyman,,
3153,c03154,THOMAS,E.A.,"THOMAS, E.A.","THOMAS, E. A.",fl. 1911-12,,,
3154,c03155,THOMAS,N.,"THOMAS, N.","THOMAS, Narelle",fl. 2000s,Botanical illustrator,notes,
3155,c03156,THOMPSON,D.,"THOMPSON, D.","THOMPSON, Donald, Dr",,Anthropologist,,
3156,c03157,THOMPSON,J.,"THOMPSON, J.","THOMPSON, Joy, Mrs, nee GARDEN*",1923–2018,"Herbarium botanist, NSW",notes,
3157,c03158,THOMPSON,S.,"THOMPSON, S.","THOMPSON, Silvanus",1818-1881,"Schoolmaster, phytologist",,
3158,c03159,THOMSON,B.G.,"THOMSON, B.G.","THOMSON, Bruce G.",1956-,"Herbarium botanist, NT",,
3159,c03160,THOMSON,E.,"THOMSON, E.","THOMSON, Estelle",1894-1953,"Wildflower painter, illustrator, Qld.",notes,portrait
3160,c03161,THORNE,R.F.(.,"THORNE, R.F.(.","THORNE, Robert Folger (Bob)",1920-2015,"Gardens Director, taxonomist palaeobotanist, USA",notes,
3161,c03162,THORNTON,E.,"THORNTON, E.","THORNTON, Edith, Miss",1860-1909,Collected for Mueller in NSW.,notes,
3162,c03163,THORNTON,R.F.,"THORNTON, R.F.","THORNTON, R. F.",fl. 1887-95,Pastoralist,,
3163,c03164,THORPE,T.S.,"THORPE, T.S.","THORPE, T. S.",fl. 1885-1886,Algae collector,,
3164,c03165,THOZET,A.,"THOZET, A.","THOZET, Anthelme",1826-1878,"Botanical collector farmer, horticulturist",notes,
3165,c03166,THOZET,M.I.,"THOZET, M.I.","THOZET, Maria Isabella, Mrs",1836-1923,Collected for Mueller in Qld.,notes,
3166,c03167,THROWER,S.L.,"THROWER, S.L.","THROWER, Stella L., Dr*",1925-,Botanist,,
3167,c03168,THURTELL,K.,"THURTELL, K.","THURTELL, K.",fl. 1970s,,,
3168,c03169,TIETKINS,W.H.[.,"TIETKINS, W.H.[.","TIETKINS, William Henry [Harry]",1844-1933,"Surveyer, explorer, plant collector,  mostly SA",notes,portrait
3169,c03170,TILDEN,J.E.,"TILDEN, J.E.","TILDEN, Josephine E., Dr",fl. 1912-1936,Botanist,,
3170,c03171,TIMS,J.D.J.,"TIMS, J.D.J.","TIMS, Jacqueline Dian Joan, Dr",1943-,"Palaeobotanist, public servant",,
3171,c03172,TINDALE,M.D.,"TINDALE, M.D.","TINDALE, Mary Douglas, Dr",1920-2011,"Botanist, pteridologist, Acacia specialist, NSW",notes,portrait
3172,c03173,TINGAY,S.,"TINGAY, S.","TINGAY, Susan",1949-,Botanical artist,,
3173,c03174,TIPPETT,W.E.,"TIPPETT, W.E.","TIPPETT, W. E., Rev.",,,,
3174,c03175,TISDALL,H.T.N.,"TISDALL, H.T.N.","TISDALL, Henry Thomas Normanton",1836-1905,"Teacher, educationalist, cryptogamist, Vic.",notes,portrait
3175,c03176,TOBIN,G.,"TOBIN, G.","TOBIN, George",1768-1838,"Artist, naturalist",,
3176,c03177,TODD,M.A.,"TODD, M.A.","TODD, Mary Anne*",1922-2006,Botanist,notes,
3177,c03178,TODT,E.,"TODT, E.","TODT, Emil",c. 1810-1900,"Sculptor, botanical illustrator, Vic.",notes,portrait
3178,c03179,TOELKEN,H.,"TOELKEN, H.","TOELKEN, Hellmut, Dr.",1940- fl. 1980s,Botanist,,
3179,c03180,TOEPPER,G.A.,"TOEPPER, G.A.","TOEPPER, G. A.",fl. c. 1870s,,,
3180,c03181,TOFFT,A.G.,"TOFFT, A.G.","TOFFT, Alfred George",1861-1930,"from Tasmania, collected plants in Queensland",,
3181,c03182,TOLL,F.K.(.M.S.,"TOLL, F.K.(.M.S.","TOLL, Florence Kate (later Mrs SULLIVAN)",1869-1950,Collected plants for Mueller in WA.,notes,
3182,c03183,TOMLINS,W.H.,"TOMLINS, W.H.","TOMLINS, W. H., Dr",fl. 1900s,,,
3183,c03184,TOMS,C.,"TOMS, C.","TOMS, C.",fl. early 1900s,Botanical artist,notes,
