,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye
4659,BURGJ,Burgess J.,Burgess,J.,,"Burgess, J.","Burgess, J.","Burgess, J.M.",0.49,1,http://www.wikidata.org/entity/Q21516285,J.M. Burgess,Burgess,J.M.,"Burgess, J.M.",,,,,,,,,,,,
4660,RAWLS,Rawlins S.P.,Rawlins,S.P.,,"Rawlins, S.P.","Rawlins, S.P.","Rawlins, S.",0.49,1,http://www.wikidata.org/entity/Q26219820,Scott Rawlins,Rawlins,S.,"Rawlins, S.",,,,,,,,,,,,
4661,LIEBF,Liebmann F.M.,Liebmann,Frederik,Michael,"Liebmann, F.M.","Liebmann, F.M.","Liebmann, F.",0.49,1,http://www.wikidata.org/entity/Q1335154,Frederik Liebmann,Liebmann,F.,"Liebmann, F.",,9521741,0000 0001 0953 3143,1049.0,22332-1,Liebm.,Q1335154,,1813.0,1856.0,,
4662,LEFEJ1,Lefèvre J.J.,Lefèvre,Julien,J.,"Lefèvre, J.J.","Lefèvre, J.J.","Lefèvre, É.",0.49,1,http://www.wikidata.org/entity/Q8078130,Édouard Lefèvre,Lefèvre,É.,"Lefèvre, É.",,89691913,0000 0001 1850 5996,77478.0,5414-1,E.Lefèvre,,,1839.0,1894.0,,
4663,MARUN,Maruyama N.,Maruyama,N.,,"Maruyama, N.","Maruyama, N.","Haruyama, N.",0.49,1,http://www.wikidata.org/entity/Q21390206,Naoto Haruyama,Haruyama,N.,"Haruyama, N.",,,,,,,,,,,,
4664,LMRCA,Lemaire C.A.,Lemaire,Antoine,Charles,"Lemaire, A.C.","Lemaire, A.C.","Lemaire, A.",0.49,1,http://www.wikidata.org/entity/Q21176970,Adrien Lemaire,Lemaire,A.,"Lemaire, A.",,305844179,0000 0000 1312 9840,74275.0,33248-1,A.Lem.,,,1852.0,1902.0,,
4665,OVERF,Overlaet F.,Overlaet,François,,"Overlaet, F.","Overlaet, F.","Overlaet, F.G.",0.49,1,http://www.wikidata.org/entity/Q21391450,Frans G. Overlaet,Overlaet,F.G.,"Overlaet, F.G.",,,,,,,,,1887.0,1956.0,,
4666,FRANP,François P.,François,Paul,A.,"François, P.A.","François, P.A.","François, P.",0.49,1,http://www.wikidata.org/entity/Q55034853,Philippe François,François,P.,"François, P.",,56909088,0000 0000 0226 4967,,,,,,1860.0,1908.0,,
4667,CARMW,Carmichael W.,Carmichael,W.,,"Carmichael, W.","Carmichael, W.","Carmichael, A.",0.49,1,http://www.wikidata.org/entity/Q2641917,Alexander Carmichael,Carmichael,A.,"Carmichael, A.",,89818453,0000 0001 0655 5048,,,,,,1832.0,1912.0,,
4668,M462,Macfadyen W.A.,Macfadyen,W.A.,,"Macfadyen, W.A.","Macfadyen, W.A.","Macfadyen, J.",0.49,1,http://www.wikidata.org/entity/Q3089419,James Macfadyen,Macfadyen,J.,"Macfadyen, J.",,10625401,0000 0000 0905 0486,1030.0,5914-1,Macfad.,,,1799.0,1850.0,,
4669,ALEXB,Alexandre B.,Alexandre,Briart,,"Alexandre, B.","Alexandre, B.","Alexandre, A.",0.49,1,http://www.wikidata.org/entity/Q55008120,Auguste Alexandre,Alexandre,A.,"Alexandre, A.",,,,,,,,,1811.0,1886.0,,
4670,DESCE,Deschamps E.,Deschamps,E.,,"Deschamps, E.","Deschamps, E.","Deschamps, J.",0.49,1,http://www.wikidata.org/entity/Q55823903,Jean-Daniel Deschamps,Deschamps,J.,"Deschamps, J.",,,,,,,,,,,,
4671,SKUTA,Skutch A.F.,Skutch,Alexander,Frank,"Skutch, A.F.","Skutch, A.F.","Skutch, A.",0.49,1,http://www.wikidata.org/entity/Q2833117,Alexander Skutch,Skutch,A.,"Skutch, A.",,108701084,0000 0001 1496 970X,44432.0,9728-1,Skutch,,,1904.0,2004.0,,
4672,SPACE,Spach E.,Spach,Edouard,,"Spach, E.","Spach, E.","Spach, É.",0.49,1,http://www.wikidata.org/entity/Q274449,Édouard Spach,Spach,É.,"Spach, É.",,71382399,0000 0001 2138 5753,1090.0,9939-1,Spach,,,1801.0,1879.0,,
4673,DERU1,Deru,Deru,,,Deru,Deru,"Deruś, M.",0.49,1,http://www.wikidata.org/entity/Q25577835,Magdalena Deruś,Deruś,M.,"Deruś, M.",,,,,,,,,,,,
4674,BOTT1,Botta,Botta,,,Botta,Botta,"Botta, P.",0.49,1,http://www.wikidata.org/entity/Q720688,Paul-Émile Botta,Botta,P.,"Botta, P.",,24673155,0000 0001 0879 7198,,,,,,1802.0,1870.0,,
4675,J773,Jaworski J.,Jaworski,J.,,"Jaworski, J.","Jaworski, J.","Jaworski, T.",0.49,1,http://www.wikidata.org/entity/Q22113410,Tomasz Jaworski,Jaworski,T.,"Jaworski, T.",,,,,,,,,,,,
4676,THUI,Thuillier,Thuillier,,,Thuillier,Thuillier,"Thuillier, J.L.",0.49,1,http://www.wikidata.org/entity/Q2332132,Jean Louis Thuillier,Thuillier,J.L.,"Thuillier, J.L.",,66563292,0000 0000 5187 9626,957.0,10644-1,Thuill.,,,1757.0,1822.0,,
4677,JOHAJ,Johansson Johannes,Johansson,Johannes,,"Johansson, J.","Johansson, J.","Johansson, R.",0.49,1,http://www.wikidata.org/entity/Q22112450,Roland Johansson,Johansson,R.,"Johansson, R.",,,,,,,,,,,,
4678,B429,Bouteille M.,Bouteille,M.,,"Bouteille, M.","Bouteille, M.","Bouteille, J.",0.49,1,http://www.wikidata.org/entity/Q47114550,J. Bouteille,Bouteille,J.,"Bouteille, J.",,,,74955,16413-1,Bouteille,,,,,,
4679,GOUD1,Goudot J.P.,Goudot,Jules,Prosper,"Goudot, J.P.","Goudot, J.P.","Goudot, J.",0.49,1,http://www.wikidata.org/entity/Q6317621,Justin Goudot,Goudot,J.,"Goudot, J.",,,,43323,3292-1,Goudot,,,1802.0,1847.0,,
4680,M221,McMillan P.,McMillan,Phyllis,,"McMillan, P.","McMillan, P.","McMillan, A.",0.49,1,http://www.wikidata.org/entity/Q544550,Angus McMillan,McMillan,A.,"McMillan, A.",,68146533,,,,,,P001184b,1810.0,1865.0,,
4681,TIEHA,Tiehm Arnold,Tiehm,Arnold,,"Tiehm, A.","Tiehm, A.","Tiehm, A.G.",0.49,1,http://www.wikidata.org/entity/Q26714433,Arnold G. Tiehm,Tiehm,A.G.,"Tiehm, A.G.",,45587623,0000 0000 2499 5170,47605,37387-1,Tiehm,,,1951.0,,,
4682,FLAKA01,Flakus A.,Flakus,A.,,"Flakus, A.","Flakus, A.","Flakus, A.G.",0.49,1,http://www.wikidata.org/entity/Q21339823,Adam Grzegorz Flakus,Flakus,A.G.,"Flakus, A.G.",0000-0002-0712-0529,314824446,,,20035719-1,Flakus,,,,,,
4683,GDWNJ,Goodwin J.,Goodwin,J.,,"Goodwin, J.","Goodwin, J.","Goodwin, C.",0.49,1,http://www.wikidata.org/entity/Q25374410,Claire Goodwin,Goodwin,C.,"Goodwin, C.",,,,,,,,,,,,
4684,BAUD11,Baudin,Baudin,,,Baudin,Baudin,"Baudin, N.",0.49,1,http://www.wikidata.org/entity/Q560680,Nicolas Baudin,Baudin,N.,"Baudin, N.",,36936633,0000 0001 2128 1006,43475.0,,,Q560680,P000209b,1754.0,1803.0,,
4685,O010,Ola'h,Ola'h,,,Ola'h,Ola'h,"Ola'h, G.-.",0.49,1,http://www.wikidata.org/entity/Q36565895,G.-M. Ola'h,Ola'h,G.-.,"Ola'h, G.-.",,,,47815,24314-1,Ola'h,,,,,,
4686,M172,Melnik,Melnik,,,Melnik,Melnik,"Melnik, V.",0.49,1,http://www.wikidata.org/entity/Q21520351,Vadim Melnik,Melnik,V.,"Melnik, V.",,306065382,0000 0004 2518 0773,,23230-1,Melnik,,,1937.0,2017.0,,
4687,F069,Farjon A. K.,Farjon,Aljos,K.,"Farjon, A.K.","Farjon, A.K.","Farjon, A.",0.49,1,http://www.wikidata.org/entity/Q2129941,Aljos Farjon,Farjon,A.,"Farjon, A.",,9914846,0000 0001 1559 6570,66826.0,14682-1,Farjon,,,1946.0,,,
4688,J973,Jacobson E.,Jacobson,E.,,"Jacobson, E.","Jacobson, E.","Jacobson, J.",0.49,1,http://www.wikidata.org/entity/Q48866576,Jacob Jacobson,Jacobson,J.,"Jacobson, J.",,,,,,,,,1807.0,1858.0,,
4689,LOVEJ1,Lovett J.,Lovett,Jon,,"Lovett, J.","Lovett, J.","Lovett, J.C.",0.49,2,http://www.wikidata.org/entity/Q21392269,Jon C. Lovett,Lovett,J.C.,"Lovett, J.C.",,76399101,0000 0000 8156 4529,,,,,,,,1989.0,
4690,LOVEJ1,Lovett J.,Lovett,Jon,,"Lovett, J.","Lovett, J.","Lovett, J.C.",0.49,2,http://www.wikidata.org/entity/Q26714559,J.C. Lovett,Lovett,J.C.,"Lovett, J.C.",,,,,38662-1,Lovett,,,,,,
4691,O024,Otsuka M.,Otsuka,M.,,"Otsuka, M.","Otsuka, M.","Otsuka, K.",0.49,2,http://www.wikidata.org/entity/Q19001460,Koichi Otsuka,Otsuka,K.,"Otsuka, K.",,258953953,,78649,35405-1,Otsuka,,,1951.0,,,
4692,O024,Otsuka M.,Otsuka,M.,,"Otsuka, M.","Otsuka, M.","Otsuka, K.",0.49,2,http://www.wikidata.org/entity/Q21520390,Kazuhisa Otsuka,Otsuka,K.,"Otsuka, K.",,,,,,,,,,,,
4693,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q19004134,Sadao Suzuki,Suzuki,S.,"Suzuki, S.",,260441372,,75880.0,10321-1,Sad.Suzuki,,,1909.0,1998.0,,
4694,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q21388040,Shizuo Suzuki,Suzuki,S.,"Suzuki, S.",,,,74559,27393-1,S.Suzuki,,,1962.0,,,
4695,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q21610077,Sigeyosi Suzuki,Suzuki,S.,"Suzuki, S.",,,,65214,10323-1,Suzuki,,,1894.0,1937.0,,
4696,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q47126990,Shoji Suzuki,Suzuki,S.,"Suzuki, S.",,,,98941,20002741-1,Shoji Suzuki,,,,,,
4697,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q47126988,Shigetaka Suzuki,Suzuki,S.,"Suzuki, S.",,,,62113,10322-1,Shig.Suzuki,,,,,,
4698,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q21392582,Sigetake Suzuki,Suzuki,S.,"Suzuki, S.",,180147266565635480144,,,,,,,,,,
4699,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q25440115,Shigenori Suzuki,Suzuki,S.,"Suzuki, S.",,,,,,,,,,,,
4700,SUZUS,Suzuki Syun' iti,Suzuki,Syun' iti,,"Suzuki, S.i.","Suzuki, S.i.","Suzuki, S.",0.49,8,http://www.wikidata.org/entity/Q59359625,Shigeru Suzuki,Suzuki,S.,"Suzuki, S.",,,,,,,,,,,,
4701,ONANJ,Onana J.M.,Onana,Jean,Michel,"Onana, J.M.","Onana, J.M.","Onana, J.",0.5,1,http://www.wikidata.org/entity/Q26712872,Jean-Michel Onana,Onana,J.,"Onana, J.",,6898127,0000 0001 1590 6161,63956,38401-1,Onana,,,1961.0,,,
4702,HASHC,Hashimoto Ch.,Hashimoto,Ch.,,"Hashimoto, C.","Hashimoto, C.","Hashimoto, A.",0.5,1,http://www.wikidata.org/entity/Q57090630,Akira Hashimoto,Hashimoto,A.,"Hashimoto, A.",0000-0001-7834-3933,,,,20034368-1,A.Hashim.,,,,,,
4703,ORPH1,Orphanides,Orphanides,,,Orphanides,Orphanides,"Orphanides, T.G.",0.5,1,http://www.wikidata.org/entity/Q712566,Theodoros Georgios Orphanides,Orphanides,T.G.,"Orphanides, T.G.",,291727519,0000 0000 6139 8615,18407.0,7167-1,Orph.,,,1817.0,1886.0,,
4704,SLEMJ,Slembrouck J.A.E.,Slembrouck,Jules,A.E.,"Slembrouck, J.A.E.","Slembrouck, J.A.E.","Slembrouck, J.",0.5,1,http://www.wikidata.org/entity/Q21389927,Jacques Slembrouck,Slembrouck,J.,"Slembrouck, J.",,,,,,,,,,,,
4705,K047,Kupka Th.,Kupka,Theodor,,"Kupka, T.","Kupka, T.","Kupka, T.A.",0.5,1,http://www.wikidata.org/entity/Q55626431,Theodor Alexander Kupka,Kupka,T.A.,"Kupka, T.A.",,,,,,,,,1889.0,,,
4706,ENGE1,Engelmann H.,Engelmann,Henry,,"Engelmann, H.","Engelmann, H.","Engelmann, G.",0.5,1,http://www.wikidata.org/entity/Q214946,George Engelmann,Engelmann,G.,"Engelmann, G.",,41992317,0000 0000 4110 1036,14927.0,18505-1,Engelm.,,,1809.0,1884.0,,
4707,D013,Daams J.,Daams,Jasper,,"Daams, J.","Daams, J.","Daams, R.",0.5,1,http://www.wikidata.org/entity/Q21391763,Remmert Daams,Daams,R.,"Daams, R.",,192467119,0000 0000 6337 6946,,,,,,1947.0,1999.0,,
4708,SCRIL,Scriba L.,Scriba,L.,,"Scriba, L.","Scriba, L.","Scriba, J.",0.5,1,http://www.wikidata.org/entity/Q67734,Julius Scriba,Scriba,J.,"Scriba, J.",,252412356,,38482.0,12857-1,J.Scriba,,,1848.0,1905.0,,
4709,LOIDJ,Loidi J.,Loidi,J.,,"Loidi, J.","Loidi, J.","Loidi, J.J.",0.5,1,http://www.wikidata.org/entity/Q5927876,Javier José Loidi,Loidi,J.J.,"Loidi, J.J.",,1040152503039110800002,,80258,22501-1,Loidi,,,1953.0,,,
4710,NIKIO,Nikiforova O.,Nikiforova,O.,,"Nikiforova, O.","Nikiforova, O.","Nikiforova, O.D.",0.5,1,http://www.wikidata.org/entity/Q21522163,O.D. Nikiforova,Nikiforova,O.D.,"Nikiforova, O.D.",,,,,24084-1,O.D.Nikif.,,,1950.0,,,
4711,BAUDJ,Baudet J.C.,Baudet,Jean-Claude,,"Baudet, J.","Baudet, J.","Baudet, J.C.",0.5,1,http://www.wikidata.org/entity/Q3171072,Jean C. Baudet,Baudet,J.C.,"Baudet, J.C.",,100990840,0000 0001 2145 5942,66266.0,547-1,Baudet,,,1944.0,,,
4712,DELAJ,Delaunay J.,Delaunay,J.,,"Delaunay, J.","Delaunay, J.","Delaunay, M.",0.5,1,http://www.wikidata.org/entity/Q53500519,Mathilde Delaunay,Delaunay,M.,"Delaunay, M.",,,,,,,,,,,,
4713,NICKD,Nickrent Dan,Nickrent,Dan,,"Nickrent, D.","Nickrent, D.","Nickrent, D.L.",0.5,1,http://www.wikidata.org/entity/Q13423988,Daniel L. Nickrent,Nickrent,D.L.,"Nickrent, D.L.",0000-0001-8519-0517,63121021,0000 0000 2950 3286,72339,24055-1,Nickrent,,,1956.0,,,
4714,SIMOL,Simonkai L.,Simonkai,L.,,"Simonkai, L.","Simonkai, L.","Simonkai, L.v.",0.5,1,http://www.wikidata.org/entity/Q649954,Lajos von Simonkai,Simonkai,L.v.,"Simonkai, L.v.",,35239208,0000 0000 6141 7900,46912.0,9674-1,Simonk.,,,1851.0,1910.0,,
4715,WILLD,Williams David,Williams,David,,"Williams, D.","Williams, D.","Williams, D.A.",0.5,1,http://www.wikidata.org/entity/Q22102568,Dean A. Williams,Williams,D.A.,"Williams, D.A.",,,,,,,,,,,,
4716,MICHA1,Michelson A.,Michelson,Alex,,"Michelson, A.","Michelson, A.","Michelson, A.A.",0.5,1,http://www.wikidata.org/entity/Q127234,Albert A. Michelson,Michelson,A.A.,"Michelson, A.A.",,98056250,0000 0001 0928 1070,,,,,,1852.0,1931.0,,
4717,GBRLA,Gabriel A.,Gabriel,A.,,"Gabriel, A.","Gabriel, A.","Gabriel, A.G.",0.5,1,http://www.wikidata.org/entity/Q22107307,Alfred George Gabriel,Gabriel,A.G.,"Gabriel, A.G.",,,,,,,,,,,,
4718,B971,Baglietto J.,Baglietto,J.,,"Baglietto, J.","Baglietto, J.","Baglietto, F.",0.5,1,http://www.wikidata.org/entity/Q3749589,Francesco Baglietto,Baglietto,F.,"Baglietto, F.",,315570443,,1173.0,31177-1,Bagl.,,,1826.0,1916.0,,
4719,L076,Langley,Langley,,,Langley,Langley,"Langley, B.",0.5,1,http://www.wikidata.org/entity/Q2411316,Batty Langley,Langley,B.,"Langley, B.",,4919216,0000 0001 0864 2639,,,,,,1696.0,1751.0,,
4720,T766,Thuret G.A.,Thuret,Gustave,Adolphe,"Thuret, G.A.","Thuret, G.A.","Thuret, G.",0.5,1,http://www.wikidata.org/entity/Q1556688,Gustave Thuret,Thuret,G.,"Thuret, G.",,54218362,0000 0000 6647 1228,1125.0,10649-1,Thur.,,,1817.0,1875.0,,
4721,SVENN,Svensson Nikolaus,Svensson,Nikolaus,,"Svensson, N.","Svensson, N.","Svensson, N.A.",0.5,1,http://www.wikidata.org/entity/Q21610082,Nicolaus Alexis Svensson,Svensson,N.A.,"Svensson, N.A.",,,,,12908-1,N.Svenss.,,,1871.0,,,
4722,CEBAL,Ceballos L.,Ceballos,L.,,"Ceballos, L.","Ceballos, L.","Ceballos, G.",0.5,1,http://www.wikidata.org/entity/Q23638940,Gerardo Ceballos,Ceballos,G.,"Ceballos, G.",0000-0001-8374-2656,317138952,0000 0003 8394 6514,,,,,,1958.0,,,
4723,DUBOJ,Dubois J.,Dubois,Jean,,"Dubois, J.","Dubois, J.","Dubois, A.",0.5,1,http://www.wikidata.org/entity/Q2829760,Alain Dubois,Dubois,A.,"Dubois, A.",,269988096,0000 0003 8344 5314,,,,,,1948.0,,,
4724,UECH1,Uechtritz,Uechtritz,,,Uechtritz,Uechtritz,"Uechtritz, R.v.",0.5,1,http://www.wikidata.org/entity/Q98280,Rudolf von Uechtritz,Uechtritz,R.v.,"Uechtritz, R.v.",,49998620,0000 0000 1018 1512,63676.0,10952-1,R.Uechtr.,Q98280,,1838.0,1886.0,,
4725,GRSRD,Grosourdy,Grosourdy,,,Grosourdy,Grosourdy,"Grosourdy, R.d.",0.5,1,http://www.wikidata.org/entity/Q18985116,René de Grosourdy,Grosourdy,R.d.,"Grosourdy, R.d.",,162771580,0000 0001 1185 8748,954.0,12161-1,Grosourdy,,,1807.0,1864.0,,
4726,VAUGJ,Vaughan J.H.,Vaughan,J.H.,,"Vaughan, J.H.","Vaughan, J.H.","Vaughan, J.",0.5,1,http://www.wikidata.org/entity/Q21611509,John Vaughan,Vaughan,J.,"Vaughan, J.",,520152331595703260005,,77538.0,11093-1,Vaughan,,,1855.0,1922.0,,
4727,MATZA,Matzenko A.,Matzenko,A.,,"Matzenko, A.","Matzenko, A.","Matzenko, A.E.",0.5,1,http://www.wikidata.org/entity/Q21520142,A.E. Matzenko,Matzenko,A.E.,"Matzenko, A.E.",,,,78023,6251-1,Matzenko,,,1930.0,,,
4728,S756,Seppelt R.D.,Seppelt,R.D.,,"Seppelt, R.D.","Seppelt, R.D.","Seppelt, R.",0.5,1,http://www.wikidata.org/entity/Q21340338,Rod Seppelt,Seppelt,R.,"Seppelt, R.",,33604287,0000 0001 1948 2618,93461,26520-1,Seppelt,,P005697b,1945.0,,,
4729,CRTDV,Courtois D.,Courtois,David,,"Courtois, D.","Courtois, D.","Courtois, J.",0.5,1,http://www.wikidata.org/entity/Q55025434,Jean-Marie Courtois,Courtois,J.,"Courtois, J.",,,,,,,,,1944.0,2013.0,,
4730,DHMMC,Dahmen M.C.,Dahmen,M.C.,,"Dahmen, M.C.","Dahmen, M.C.","Dahmen, M.",0.5,1,http://www.wikidata.org/entity/Q63089670,Matthias Dahmen,Dahmen,M.,"Dahmen, M.",,,,,,,,,,,,
4731,CHEVA,Chevalier A.,Chevalier,August,Jean-Baptiste,"Chevalier, A.J.","Chevalier, A.J.","Chevalier, A.",0.5,1,http://www.wikidata.org/entity/Q766644,Auguste Chevalier,Chevalier,A.,"Chevalier, A.",,32031832,0000 0001 2126 7052,958.0,1584-1,A.Chev.,Q766644,,1873.0,1956.0,,
4732,KOTEE,Koteja E.,Koteja,E.,,"Koteja, E.","Koteja, E.","Koteja, J.",0.5,1,http://www.wikidata.org/entity/Q11718092,Jan Koteja,Koteja,J.,"Koteja, J.",,188734916,0000 0001 4066 7457,,,,,,1932.0,2004.0,,
4733,MAGALHAES,Magalhães Gomes,Magalhães,Gomes,,"Magalhães, G.","Magalhães, G.","Magalhães, G.M.",0.5,1,http://www.wikidata.org/entity/Q21519762,Geraldo Mendes Magalhães,Magalhães,G.M.,"Magalhães, G.M.",,,,,5977-1,G.M.Magalh.,,,1906.0,,,
4734,P034,Paulus J.J.,Paulus,J.J.,,"Paulus, J.J.","Paulus, J.J.","Paulus, J.",0.5,1,http://www.wikidata.org/entity/Q55070363,Jonathan Paulus,Paulus,J.,"Paulus, J.",,64791027,,,,,,,1857.0,1917.0,,
4735,PEGLA,Pegler A.M.,Pegler,Alice,Marguerite,"Pegler, A.M.","Pegler, A.M.","Pegler, A.",0.5,1,http://www.wikidata.org/entity/Q4726052,Alice Pegler,Pegler,A.,"Pegler, A.",,,,42491.0,,,Q4726052,,1861.0,1929.0,,
4736,B259,Boiteau P.L.,Boiteau,Pierre,L.,"Boiteau, P.L.","Boiteau, P.L.","Boiteau, P.",0.5,1,http://www.wikidata.org/entity/Q616800,Pierre Boiteau,Boiteau,P.,"Boiteau, P.",,76512841,0000 0001 0866 4504,12113.0,917-1,Boiteau,,,1911.0,1980.0,,
4737,GTHA1,Gauthier A.,Gauthier,A.,,"Gauthier, A.","Gauthier, A.","Gauthier, M.",0.5,1,http://www.wikidata.org/entity/Q47117749,M. Gauthier,Gauthier,M.,"Gauthier, M.",,,,,19210-1,M.Gauthier,,,,,,
4738,T963,Toussaint C.,Toussaint,Chanoine,,"Toussaint, C.","Toussaint, C.","Toussaint, A.",0.5,1,http://www.wikidata.org/entity/Q5674673,Anatole Toussaint,Toussaint,A.,"Toussaint, A.",,211121932,,82042.0,10768-1,Touss.,,,1863.0,1943.0,,
4739,NOEL1,Noël,Noël,,,Noël,Noël,"Noël, J.",0.5,1,http://www.wikidata.org/entity/Q47668763,Jean Noël,Noël,J.,"Noël, J.",,,,,,,,,,,,
4740,ANDRG1,André G.,André,G.,,"André, G.","André, G.","André, É.",0.5,1,http://www.wikidata.org/entity/Q274317,Édouard André,André,É.,"André, É.",,24611915,0000 0000 8365 0893,1777.0,207-1,André,,,1840.0,1911.0,,
4741,FAIRD,Fairchild D.G.,Fairchild,David,Grandison,"Fairchild, D.G.","Fairchild, D.G.","Fairchild, D.",0.5,1,http://www.wikidata.org/entity/Q2587580,David Fairchild,Fairchild,D.,"Fairchild, D.",,20430545,0000 0000 8205 0087,17997.0,18627-1,D.Fairchild,,,1869.0,1954.0,,
4742,DOIDE,Doidge E.M.,Doidge,Ethel,Mary,"Doidge, E.M.","Doidge, E.M.","Doidge, E.",0.5,1,http://www.wikidata.org/entity/Q18640601,Ethel Doidge,Doidge,E.,"Doidge, E.",,9426221,0000 0004 2446 2648,28784,18116-1,Doidge,,,1887.0,1965.0,,
4743,BOLOG,Bolognini G.,Bolognini,G.,,"Bolognini, G.","Bolognini, G.","Bolognini, D.",0.5,1,http://www.wikidata.org/entity/Q36533885,Daniele Bolognini,Bolognini,D.,"Bolognini, D.",,,,,20001263-1,Bolognini,,,,,,
4744,SAGOP1,Sagot P.-A.,Sagot,Paul-Antoine,,"Sagot, P.","Sagot, P.","Sagot, P.A.",0.5,1,http://www.wikidata.org/entity/Q4404450,Paul Antoine Sagot,Sagot,P.A.,"Sagot, P.A.",,74102729,0000 0000 5951 1500,29185.0,8809-1,Sagot,,,1821.0,1888.0,,
4745,C998,De Carvalho Juliano,de Carvalho,Juliano,,"de Carvalho, J.","de Carvalho, J.","Carvalho, J.",0.5,1,http://www.wikidata.org/entity/Q44682564,José Carvalho,Carvalho,J.,"Carvalho, J.",,,,,,,,,,,,
4746,GILLL,Gillespie L.,Gillespie,L.,,"Gillespie, L.","Gillespie, L.","Gillespie, L.J.",0.5,1,http://www.wikidata.org/entity/Q2518674,Lynn J. Gillespie,Gillespie,L.J.,"Gillespie, L.J.",,,,32718.0,35888-1,L.J.Gillespie,,,1958.0,,,
4747,PLOUD,Plouvier Dominiek,Plouvier,Dominiek,,"Plouvier, D.","Plouvier, D.","Plouvier, E.",0.5,1,http://www.wikidata.org/entity/Q1287601,Edouard Plouvier,Plouvier,E.,"Plouvier, E.",,44396674,0000 0001 2130 4407,,,,,,1821.0,1876.0,,
4748,BECKC,Beckmann C.,Beckmann,C.,,"Beckmann, C.","Beckmann, C.","Beckmann, J.",0.5,2,http://www.wikidata.org/entity/Q215979,Johann Beckmann,Beckmann,J.,"Beckmann, J.",,69723106,0000 0001 1877 5857,77392.0,15866-1,Beckm.,,,1739.0,1811.0,,
4749,BECKC,Beckmann C.,Beckmann,C.,,"Beckmann, C.","Beckmann, C.","Beckmann, J.",0.5,2,http://www.wikidata.org/entity/Q36586693,Jean-Pierre Beckmann,Beckmann,J.,"Beckmann, J.",,,,83048,32383-1,J.-P.Beckm.,,,,,,
4750,BABCC,Babington C.C.,Babington,Charles,Cardale,"Babington, C.C.","Babington, C.C.","Babington, C.",0.5,2,http://www.wikidata.org/entity/Q549729,Cardale Babington,Babington,C.,"Babington, C.",,64747321,0000 0000 8250 9708,128.0,31137-1,Bab.,Q549729,,1808.0,1895.0,,
4751,BABCC,Babington C.C.,Babington,Charles,Cardale,"Babington, C.C.","Babington, C.C.","Babington, C.",0.5,2,http://www.wikidata.org/entity/Q2754985,Churchill Babington,Babington,C.,"Babington, C.",,54262305,0000 0000 8132 9895,32589.0,31138-1,C.Bab.,,,1821.0,1889.0,,
4752,SMIT1,Smith,Smith,,,Smith,Smith,"Smith, J.",0.5,8,http://www.wikidata.org/entity/Q228024,John Smith,Smith,J.,"Smith, J.",,4952029,0000 0000 8083 8903,,,,,,1580.0,1631.0,,
4753,SMIT1,Smith,Smith,,,Smith,Smith,"Smith, J.",0.5,8,http://www.wikidata.org/entity/Q3182477,John Smith,Smith,J.,"Smith, J.",,43258816,0000 0000 7736 4719,29566.0,9805-1,J.Sm.,,,1798.0,1888.0,,
4754,SMIT1,Smith,Smith,,,Smith,Smith,"Smith, J.",0.5,8,http://www.wikidata.org/entity/Q21463292,John Smith,Smith,J.,"Smith, J.",,100651647,0000 0000 8285 275X,,,,,,1717.0,1764.0,,
4755,SMIT1,Smith,Smith,,,Smith,Smith,"Smith, J.",0.5,8,http://www.wikidata.org/entity/Q73808147,Junius Smith,Smith,J.,"Smith, J.",,72960402,,,,,,,1780.0,1853.0,,
4756,SMIT1,Smith,Smith,,,Smith,Smith,"Smith, J.",0.5,8,http://www.wikidata.org/entity/Q21609115,James Smith,Smith,J.,"Smith, J.",,311286378,,62849,14161-1,Js.Sm.,,,1760.0,1840.0,,
