,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
751,27478,Goods,G.,Graham,138,2012.0,2017.0,"Goods, G.","Goods, G.","Woods, J.",0.644,3.0,http://www.wikidata.org/entity/Q16062341,John Woods,Woods,J.,"Woods, J.",,,,,,,,P005482b,1822.0,1892.0,,,http://www.wikidata.org/wiki/Q16062341,,,,,http://www.eoas.info/biogs/P005482b,http://adb.anu.edu.au/biography/woods-john-4884
752,27478,Goods,G.,Graham,138,2012.0,2017.0,"Goods, G.","Goods, G.","Woods, J.",0.644,3.0,http://www.wikidata.org/entity/Q21539698,James Woods,Woods,J.,"Woods, J.",,,,,,,,,1893.0,1975.0,,,http://www.wikidata.org/wiki/Q21539698,,,,,,http://adb.anu.edu.au/biography/woods-james-9177
417,4925,Dale,L.G.,,224,1948.0,1957.0,"Dale, L.G.","Dale, L.G.","Dale, J.",0.643,1.0,http://www.wikidata.org/entity/Q15967278,John Dale,Dale,J.,"Dale, J.",,,,,,,,P001020b,1885.0,1952.0,,,http://www.wikidata.org/wiki/Q15967278,,,,,http://www.eoas.info/biogs/P001020b,http://adb.anu.edu.au/biography/dale-john-5864
404,14664,Nernst,J.,,231,1865.0,1886.0,"Nernst, J.","Nernst, J.","Ernst, J.",0.64,1.0,http://www.wikidata.org/entity/Q47116918,Julius Ernst,Ernst,J.,"Ernst, J.",,,,,33047-1,J.Ernst,,,,,,,http://www.wikidata.org/wiki/Q47116918,,,https://www.ipni.org/a/33047-1,,,
457,16233,Pries,E.,Elime,211,1870.0,1870.0,"Pries, E.","Pries, E.","Fries, E.A.",0.634,1.0,http://www.wikidata.org/entity/Q21513543,Elias Arne Fries,Fries,E.A.,"Fries, E.A.",,,,62694,18989-1,E.A.Fr.,,,1887.0,1909.0,,,http://www.wikidata.org/wiki/Q21513543,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=62694,https://www.ipni.org/a/18989-1,,,
637,11282,Labillardiere,J.J.H. de,,158,1792.0,1973.0,"Labillardiere, J.J.H. de","Labillardiere, J.J.H. de","Labillardière, J.",0.63,1.0,http://www.wikidata.org/entity/Q528925,Jacques Labillardière,Labillardière,J.,"Labillardière, J.",,22375932,0000 0000 6299 0661,1078.0,5175-1,Labill.,,P005305b,1755.0,1834.0,,,http://www.wikidata.org/wiki/Q528925,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1078,https://www.ipni.org/a/5175-1,,http://www.eoas.info/biogs/P005305b,http://adb.anu.edu.au/biography/la-billardiere-jacques-julien-houtou-de-2316
304,27356,Luang,S. ak,Sibat,272,1963.0,1999.0,"Luang, S. ak","Luang, S. ak","Wang, S.A.",0.628,1.0,http://www.wikidata.org/entity/Q88852924,Shi An Wang,Wang,S.A.,"Wang, S.A.",,,,,20036877-1,S.A.Wang,,,,,,,http://www.wikidata.org/wiki/Q88852924,,,https://www.ipni.org/a/20036877-1,,,
575,22029,Winkworth,R.E.,,178,1951.0,1963.0,"Winkworth, R.E.","Winkworth, R.E.","Winckworth, R.",0.628,1.0,http://www.wikidata.org/entity/Q7365403,Ronald Winckworth,Winckworth,R.,"Winckworth, R.",,206243936,,,,,,,1884.0,1950.0,,,http://www.wikidata.org/wiki/Q7365403,,,,,,
269,16232,Pries,A.R.,Arthur,293,1870.0,1871.0,"Pries, A.R.","Pries, A.R.","Fries, A.",0.627,1.0,http://www.wikidata.org/entity/Q4681714,Adelaide Fries,Fries,A.,"Fries, A.",,53082635,0000 0000 2331 0539,,,,,,1871.0,1949.0,,,http://www.wikidata.org/wiki/Q4681714,,,,,,
406,15749,Perrott,R.I.,Robert,229,1868.0,1900.0,"Perrott, R.I.","Perrott, R.I.","Parrott, R.E.",0.626,1.0,http://www.wikidata.org/entity/Q23661083,Rod E. Parrott,Parrott,R.E.,"Parrott, R.E.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q23661083,,,,,,
1047,1195,Baudinet,Miss,,100,1883.0,1885.0,"Baudinet, Miss","Baudinet, Miss","Baudinet, D.I.",0.626,1.0,http://www.wikidata.org/entity/Q21536861,Dora Isabel Baudinet,Baudinet,D.I.,"Baudinet, D.I.",,,,,,,,P005321b,1883.0,1945.0,,,http://www.wikidata.org/wiki/Q21536861,,,,,http://www.eoas.info/biogs/P005321b,http://adb.anu.edu.au/biography/baudinet-dora-isabel-9455
375,4159,Conrick,P.E.,,243,1977.0,1988.0,"Conrick, P.E.","Conrick, P.E.","Conrick, H.V.P.",0.625,1.0,http://www.wikidata.org/entity/Q24239517,Horatio Victor Patrick Conrick,Conrick,H.V.P.,"Conrick, H.V.P.",,,,,,,,P001032b,1882.0,1960.0,,,http://www.wikidata.org/wiki/Q24239517,,,,,http://www.eoas.info/biogs/P001032b,http://adb.anu.edu.au/biography/conrick-horatio-victor-patrick-5757
837,22295,Yapp,G.A.,,125,1961.0,1962.0,"Yapp, G.A.","Yapp, G.A.","Kapp, G.",0.625,1.0,http://www.wikidata.org/entity/Q87132,Gisbert Kapp,Kapp,G.,"Kapp, G.",,40159287,0000 0001 0965 6418,,,,,,1852.0,1922.0,,,http://www.wikidata.org/wiki/Q87132,,,,,,
763,9217,Hind,P.D.,,137,1970.0,1997.0,"Hind, P.D.","Hind, P.D.","Hind, W.",0.624,1.0,http://www.wikidata.org/entity/Q18511755,Weelton Hind,Hind,W.,"Hind, W.",,5081005,0000 0000 0892 6298,,,,,,1860.0,1920.0,,,http://www.wikidata.org/wiki/Q18511755,,,,,,
677,21352,Wehl,L.T.,,150,1880.0,1890.0,"Wehl, L.T.","Wehl, L.T.","Wehl, M.M.",0.622,1.0,http://www.wikidata.org/entity/Q55345097,Marie Magdalene Wehl,Wehl,M.M.,"Wehl, M.M.",,,,,,,,P006133b,1862.0,1960.0,,,http://www.wikidata.org/wiki/Q55345097,,,,,http://www.eoas.info/biogs/P006133b,
414,7677,Gordes,C.,Clive,226,1987.0,2014.0,"Gordes, C.","Gordes, C.","Kordes, W.",0.621,1.0,http://www.wikidata.org/entity/Q21517740,Wilhelm Kordes,Kordes,W.,"Kordes, W.",,,,,40513-1,Kordes,,,1891.0,1976.0,,,http://www.wikidata.org/wiki/Q21517740,,,https://www.ipni.org/a/40513-1,,,
518,5848,Eaton,Miss,,193,1880.0,1889.0,"Eaton, Miss","Eaton, Miss","Eaton, M.E.",0.621,1.0,http://www.wikidata.org/entity/Q1287986,Mary Emily Eaton,Eaton,M.E.,"Eaton, M.E.",,293343115,,,,,,,1873.0,1961.0,,,http://www.wikidata.org/wiki/Q1287986,,,,,,
303,20365,Turczaninow,P.K.N.S.,,273,1819.0,1859.0,"Turczaninow, P.K.N.S.","Turczaninow, P.K.N.S.","Turczaninov, N.",0.62,1.0,http://www.wikidata.org/entity/Q2640364,Nikolai Turczaninov,Turczaninov,N.,"Turczaninov, N.",,37693684,0000 0000 1385 1171,1567.0,10909-1,Turcz.,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q2640364,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1567,https://www.ipni.org/a/10909-1,,,
711,11493,Lattorff,H.,,144,1879.0,1885.0,"Lattorff, H.","Lattorff, H.","Hattorf, H.",0.62,1.0,http://www.wikidata.org/entity/Q55043833,Hermann Hattorf,Hattorf,H.,"Hattorf, H.",,,,,,,,,1892.0,1967.0,,,http://www.wikidata.org/wiki/Q55043833,,,,,,
322,21454,Westaway,J.,,265,1986.0,2001.0,"Westaway, J.","Westaway, J.","Chataway, J.V.",0.616,1.0,http://www.wikidata.org/entity/Q21539679,James Vincent Chataway,Chataway,J.V.,"Chataway, J.V.",,,,,,,,,1852.0,1901.0,,,http://www.wikidata.org/wiki/Q21539679,,,,,,http://adb.anu.edu.au/biography/chataway-james-vincent-5566
587,9070,Hester,Miss,,174,1871.0,1876.0,"Hester, Miss","Hester, Miss","Hester, J.",0.616,1.0,http://www.wikidata.org/entity/Q6297144,Joy Hester,Hester,J.,"Hester, J.",,57678375,0000 0000 6683 2871,,,,,,1920.0,1960.0,,,http://www.wikidata.org/wiki/Q6297144,,,,,,http://adb.anu.edu.au/biography/hester-joy-st-clair-10493
274,19582,Swindley,F.,Fred,291,1959.0,1966.0,"Swindley, F.","Swindley, F.","Lindley, J.",0.615,1.0,http://www.wikidata.org/entity/Q378629,John Lindley,Lindley,J.,"Lindley, J.",,44413344,0000 0000 8377 7990,273.0,22383-1,Lindl.,,,1799.0,1865.0,,,http://www.wikidata.org/wiki/Q378629,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=273,https://www.ipni.org/a/22383-1,,,
450,12272,Lunt,I.D.,,213,1984.0,1999.0,"Lunt, I.D.","Lunt, I.D.","Lunt, H.",0.609,1.0,http://www.wikidata.org/entity/Q5901955,Horace Lunt,Lunt,H.,"Lunt, H.",,98020490,0000 0001 1478 3630,,,,,,1918.0,2010.0,,,http://www.wikidata.org/wiki/Q5901955,,,,,,
358,10126,Jago,R.L.,,252,1986.0,2017.0,"Jago, R.L.","Jago, R.L.","Jago, N.D.",0.607,1.0,http://www.wikidata.org/entity/Q21394445,Nicholas David Jago,Jago,N.D.,"Jago, N.D.",,966154501850039210003,,,,,,,1936.0,2005.0,,,http://www.wikidata.org/wiki/Q21394445,,,,,,
688,7957,Grey,P.M.,Pat,147,1998.0,2017.0,"Grey, P.M.","Grey, P.M.","Grey, W.",0.605,1.0,http://www.wikidata.org/entity/Q36551458,William Grey,Grey,W.,"Grey, W.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q36551458,,,,,,
184,9381,Holding,C.E.,,326,1880.0,1892.0,"Holding, C.E.","Holding, C.E.","Golding, J.",0.603,1.0,http://www.wikidata.org/entity/Q21338759,Jack Golding,Golding,J.,"Golding, J.",,43973379,0000 0001 1729 9334,78764,3239-1,Golding,,,1918.0,2009.0,,,http://www.wikidata.org/wiki/Q21338759,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=78764,https://www.ipni.org/a/3239-1,,,
336,17562,Sago,J.,,260,1977.0,2008.0,"Sago, J.","Sago, J.","Arago, J.",0.603,1.0,http://www.wikidata.org/entity/Q117913,Jacques Arago,Arago,J.,"Arago, J.",,17281333,0000 0000 8096 3691,,,,,,1790.0,1855.0,,,http://www.wikidata.org/wiki/Q117913,,,,,,
129,21520,Whan,W.T. Reverend,,369,1860.0,1899.0,"Whan, W.T. Reverend","Whan, W.T. Reverend","Whan, W.T.",0.602,1.0,http://www.wikidata.org/entity/Q8019218,William Taylor Whan,Whan,W.T.,"Whan, W.T.",,,,20472,,,,,1829.0,1901.0,,,http://www.wikidata.org/wiki/Q8019218,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=20472,,,,
202,1860,Blandowski,J.W.T.L. von,,318,1848.0,1890.0,"Blandowski, J.W.T.L. von","Blandowski, J.W.T.L. von","Blandowski, W.",0.597,1.0,http://www.wikidata.org/entity/Q90679,William Blandowski,Blandowski,W.,"Blandowski, W.",,62754579,0000 0001 0677 4056,,,,,P000237b,1822.0,1878.0,,,http://www.wikidata.org/wiki/Q90679,,,,,http://www.eoas.info/biogs/P000237b,http://adb.anu.edu.au/biography/blandowski-william-3014
998,22268,Wycliffe,G.,,106,1880.0,1885.0,"Wycliffe, G.","Wycliffe, G.","Sutcliffe, G.",0.588,1.0,http://www.wikidata.org/entity/Q19879651,George Sutcliffe,Sutcliffe,G.,"Sutcliffe, G.",,,,,,,,,1895.0,1964.0,,,http://www.wikidata.org/wiki/Q19879651,,,,,,http://adb.anu.edu.au/biography/sutcliffe-george-gribbon-11805
821,8325,Hallam,N.D.,,127,1963.0,1966.0,"Hallam, N.D.","Hallam, N.D.","Hallam, S.J.",0.586,1.0,http://www.wikidata.org/entity/Q59554129,Steven James Hallam,Hallam,S.J.,"Hallam, S.J.",0000-0002-4889-6876,,,,,,,,,,,,http://www.wikidata.org/wiki/Q59554129,https://orcid.org/0000-0002-4889-6876,,,,,
638,5220,Dellow,J.J.,,158,1995.0,2005.0,"Dellow, J.J.","Dellow, J.J.","Furlow, J.J.",0.583,1.0,http://www.wikidata.org/entity/Q5933350,John J. Furlow,Furlow,J.J.,"Furlow, J.J.",,,,67630,19047-1,Furlow,,,1942.0,,,,http://www.wikidata.org/wiki/Q5933350,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=67630,https://www.ipni.org/a/19047-1,,,
130,22259,Wuth,E.,,369,1849.0,1881.0,"Wuth, E.","Wuth, E.","Huth, E.",0.581,1.0,http://www.wikidata.org/entity/Q4502525,Ernst Huth,Huth,E.,"Huth, E.",,74633048,0000 0000 1063 1018,66792.0,4254-1,Huth,,,1845.0,1897.0,,,http://www.wikidata.org/wiki/Q4502525,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66792,https://www.ipni.org/a/4254-1,,,
4,5388,Dittrich,Lieutenant,,490,1855.0,1892.0,"Dittrich, Lieutenant","Dittrich, Lieutenant","Dittrich, M.",0.58,1.0,http://www.wikidata.org/entity/Q13402646,Manfred Dittrich,Dittrich,M.,"Dittrich, M.",,101113850,0000 0004 5875 6169,,2233-1,Dittrich,,,1934.0,,,,http://www.wikidata.org/wiki/Q13402646,,,https://www.ipni.org/a/2233-1,,,
683,10988,Kjellmert,G.,,149,1946.0,1953.0,"Kjellmert, G.","Kjellmert, G.","Kjellman, F.R.",0.58,1.0,http://www.wikidata.org/entity/Q2364486,Frans Reinhold Kjellman,Kjellman,F.R.,"Kjellman, F.R.",,539358,0000 0001 1034 8885,1389.0,4827-1,Kjellm.,,,1846.0,1907.0,,,http://www.wikidata.org/wiki/Q2364486,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1389,https://www.ipni.org/a/4827-1,,,
1050,14639,Neldner,V.J.,,100,1982.0,2015.0,"Neldner, V.J.","Neldner, V.J.","Feldner, O.",0.58,1.0,http://www.wikidata.org/entity/Q55311376,Otto Feldner,Feldner,O.,"Feldner, O.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q55311376,,,,,,
345,21668,Whitteron,F.,,256,1885.0,1979.0,"Whitteron, F.","Whitteron, F.","Whitten, T.",0.576,2.0,http://www.wikidata.org/entity/Q59525070,Tony Whitten,Whitten,T.,"Whitten, T.",,109281615,0000 0001 1698 0128,,,,,,1953.0,2017.0,,,http://www.wikidata.org/wiki/Q59525070,,,,,,
346,21668,Whitteron,F.,,256,1885.0,1979.0,"Whitteron, F.","Whitteron, F.","Whitten, T.",0.576,2.0,http://www.wikidata.org/entity/Q7693872,Ted Whitten,Whitten,T.,"Whitten, T.",,33971783,0000 0000 6399 4023,,,,,,1933.0,1995.0,,,http://www.wikidata.org/wiki/Q7693872,,,,,,http://adb.anu.edu.au/biography/whitten-edward-james-ted-27937
70,21333,Wehl,C.C.M.,,402,1831.0,1894.0,"Wehl, C.C.M.","Wehl, C.C.M.","Wehl, M.M.",0.574,1.0,http://www.wikidata.org/entity/Q55345097,Marie Magdalene Wehl,Wehl,M.M.,"Wehl, M.M.",,,,,,,,P006133b,1862.0,1960.0,,,http://www.wikidata.org/wiki/Q55345097,,,,,http://www.eoas.info/biogs/P006133b,
895,17554,Saffrey,R.A.,,118,1962.0,1980.0,"Saffrey, R.A.","Saffrey, R.A.","Caffrey, D.J.",0.574,1.0,http://www.wikidata.org/entity/Q55022599,Donald John Caffrey,Caffrey,D.J.,"Caffrey, D.J.",,,,,,,,,1886.0,1960.0,,,http://www.wikidata.org/wiki/Q55022599,,,,,,
213,3269,Carr,S.G.M.,,307,1955.0,1982.0,"Carr, S.G.M.","Carr, S.G.M.","Carr, J.",0.573,1.0,http://www.wikidata.org/entity/Q21337763,Janice Carr,Carr,J.,"Carr, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21337763,,,,,,
554,292,Althofer,G.W.,,184,1935.0,1987.0,"Althofer, G.W.","Althofer, G.W.","Althoff, F.",0.573,1.0,http://www.wikidata.org/entity/Q108423,Friedrich Althoff,Althoff,F.,"Althoff, F.",,18015576,0000 0000 8361 4227,,,,,,1839.0,1908.0,,,http://www.wikidata.org/wiki/Q108423,,,,,,
737,15445,Parseval-Grandmaison,J. de,,140,1830.0,1897.0,"Parseval-Grandmaison, J. de","Parseval-Grandmaison, J. de","Grandmaison, A.M.d.",0.573,1.0,http://www.wikidata.org/entity/Q781003,Aubin-Louis Millin de Grandmaison,Grandmaison,A.M.d.,"Grandmaison, A.M.d.",,59193412,0000 0001 0905 9138,,,,,,1759.0,1818.0,,,http://www.wikidata.org/wiki/Q781003,,,,,,
467,22248,Wuerfel,A.,,210,1884.0,1894.0,"Wuerfel, A.","Wuerfel, A.","Scherfel, A.W.(.A.",0.571,1.0,http://www.wikidata.org/entity/Q21607891,Aurel Wilhelm (Vilmos Aurél) Scherfel,Scherfel,A.W.(.A.,"Scherfel, A.W.(.A.",,89425450,0000 0000 7820 8224,37175,9058-1,Scherfel,,,1835.0,1895.0,,,http://www.wikidata.org/wiki/Q21607891,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37175,https://www.ipni.org/a/9058-1,,,
139,10975,Kissane,J.C.,,360,1949.0,1998.0,"Kissane, J.C.","Kissane, J.C.","Kiss, Á.",0.568,2.0,http://www.wikidata.org/entity/Q16521268,Árpád Kiss,Kiss,Á.,"Kiss, Á.",,121511776,0000 0000 7943 9227,26614,4817-1,Kiss,,,1889.0,1968.0,,,http://www.wikidata.org/wiki/Q16521268,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26614,https://www.ipni.org/a/4817-1,,,
140,10975,Kissane,J.C.,,360,1949.0,1998.0,"Kissane, J.C.","Kissane, J.C.","Kiss, Á.",0.568,2.0,http://www.wikidata.org/entity/Q22103369,Ádám Kiss,Kiss,Á.,"Kiss, Á.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22103369,,,,,,
567,19583,Swindley,F.G.,,181,1951.0,1969.0,"Swindley, F.G.","Swindley, F.G.","Lindley, J.",0.564,1.0,http://www.wikidata.org/entity/Q378629,John Lindley,Lindley,J.,"Lindley, J.",,44413344,0000 0000 8377 7990,273.0,22383-1,Lindl.,,,1799.0,1865.0,,,http://www.wikidata.org/wiki/Q378629,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=273,https://www.ipni.org/a/22383-1,,,
1005,8524,Othman bin Haron,A.F.O.,,104,1960.0,1970.0,"Othman bin Haron, A.F.O.","Othman bin Haron, A.F.O.","Othman, A.S.",0.563,1.0,http://www.wikidata.org/entity/Q26713359,Ahmad Sofiman Othman,Othman,A.S.,"Othman, A.S.",0000-0002-4944-4177,,,,20017411-1,Sofiman Othman,,,,,,,http://www.wikidata.org/wiki/Q26713359,https://orcid.org/0000-0002-4944-4177,,https://www.ipni.org/a/20017411-1,,,
666,6963,French Snr,C.,,153,1856.0,1935.0,"French Snr, C.","French Snr, C.","French, S.E.",0.561,1.0,http://www.wikidata.org/entity/Q66789282,Sarah Elizabeth French,French,S.E.,"French, S.E.",,,,35759,,,,,1816.0,1901.0,,,http://www.wikidata.org/wiki/Q66789282,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35759,,,,
786,16766,Rennick,S.,,133,1986.0,1999.0,"Rennick, S.","Rennick, S.","Pennick, N.C.",0.555,1.0,http://www.wikidata.org/entity/Q36643648,Nigel C. Pennick,Pennick,N.C.,"Pennick, N.C.",,,,72488,33819-1,Pennick,,,,,,,http://www.wikidata.org/wiki/Q36643648,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=72488,https://www.ipni.org/a/33819-1,,,
116,16663,Rees,H. van,,377,1979.0,1986.0,"Rees, H. van","Rees, H. van","Rees, J.",0.554,2.0,http://www.wikidata.org/entity/Q25443872,Jan Rees,Rees,J.,"Rees, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q25443872,,,,,,
117,16663,Rees,H. van,,377,1979.0,1986.0,"Rees, H. van","Rees, H. van","Rees, J.",0.554,2.0,http://www.wikidata.org/entity/Q21535721,John Rees,Rees,J.,"Rees, J.",,,,,,,,,1825.0,1917.0,,,http://www.wikidata.org/wiki/Q21535721,,,,,,http://adb.anu.edu.au/biography/rees-john-4460
684,11041,Knoetzsch,C.,,149,1884.0,1885.0,"Knoetzsch, C.","Knoetzsch, C.","Fritzsch, C.",0.552,1.0,http://www.wikidata.org/entity/Q1079750,Christian Fritzsch,Fritzsch,C.,"Fritzsch, C.",,121728954,0000 0001 1701 823X,,,,,,1695.0,1769.0,,,http://www.wikidata.org/wiki/Q1079750,,,,,,
695,20764,Vonow,H.P.,Helen,146,1984.0,2015.0,"Vonow, H.P.","Vonow, H.P.","Snow, H.J.",0.551,1.0,http://www.wikidata.org/entity/Q11222074,Henry James Snow,Snow,H.J.,"Snow, H.J.",,77806442,,,,,,,1848.0,1915.0,,,http://www.wikidata.org/wiki/Q11222074,,,,,,
456,21690,Widgren,J.F.,Johan Fredrik,211,,,"Widgren, J.F.","Widgren, J.F.","Lindgren, J.",0.547,1.0,http://www.wikidata.org/entity/Q5956054,Johan Lindgren,Lindgren,J.,"Lindgren, J.",,70154074379111740992,,,,,,,1846.0,1932.0,,,http://www.wikidata.org/wiki/Q5956054,,,,,,
171,1316,Bechervaise,J.M.,,342,1945.0,1980.0,"Bechervaise, J.M.","Bechervaise, J.M.","Gervais, C.",0.546,1.0,http://www.wikidata.org/entity/Q18984875,Camille Gervais,Gervais,C.,"Gervais, C.",,,,,3111-1,Gervais,,,1933.0,2002.0,,,http://www.wikidata.org/wiki/Q18984875,,,https://www.ipni.org/a/3111-1,,,
260,276,Allitt,W.,,296,1860.0,1894.0,"Allitt, W.","Allitt, W.","Witt, W.",0.543,1.0,http://www.wikidata.org/entity/Q21393065,Wolfgang Witt,Witt,W.,"Witt, W.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21393065,,,,,,
102,15689,Pentzke,T.,,384,1881.0,1899.0,"Pentzke, T.","Pentzke, T.","Matzke, D.",0.537,1.0,http://www.wikidata.org/entity/Q21394643,Danilo Matzke,Matzke,D.,"Matzke, D.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21394643,,,,,,
905,2830,Burkitt,,,117,1877.0,1881.0,"Burkitt, nan","Burkitt, nan","Burkitt, A.N.S.G.H.",0.537,1.0,http://www.wikidata.org/entity/Q21535803,Arthur Neville St George Handcock Burkitt,Burkitt,A.N.S.G.H.,"Burkitt, A.N.S.G.H.",,92467896,,,,,,P000278b,1891.0,1959.0,,,http://www.wikidata.org/wiki/Q21535803,,,,,http://www.eoas.info/biogs/P000278b,http://adb.anu.edu.au/biography/burkitt-arthur-neville-9633
16,20535,Van Bockel,D.J.,,468,1987.0,2004.0,"Van Bockel, D.J.","Van Bockel, D.J.","Bickel, D.J.",0.535,1.0,http://www.wikidata.org/entity/Q21337426,Daniel John Bickel,Bickel,D.J.,"Bickel, D.J.",,55609890,0000 0001 2133 8682,,,,,,1946.0,,,,http://www.wikidata.org/wiki/Q21337426,,,,,,
39,15369,Parfett,S.T.W.,,443,1982.0,2007.0,"Parfett, S.T.W.","Parfett, S.T.W.","Scharfetter, R.",0.533,1.0,http://www.wikidata.org/entity/Q1236335,Rudolf Scharfetter,Scharfetter,R.,"Scharfetter, R.",,86174172,0000 0001 1075 5093,49414.0,9018-1,Scharf.,,,1880.0,1956.0,,,http://www.wikidata.org/wiki/Q1236335,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49414,https://www.ipni.org/a/9018-1,,,
451,8382,Hammersley,L.M.,,213,1999.0,2000.0,"Hammersley, L.M.","Hammersley, L.M.","Hammer, M.",0.533,1.0,http://www.wikidata.org/entity/Q21337636,Marie Hammer,Hammer,M.,"Hammer, M.",,69311000,0000 0000 5527 0930,,,,,,1907.0,2002.0,,,http://www.wikidata.org/wiki/Q21337636,,,,,,
590,17397,Rudder,A.,,173,1869.0,1991.0,"Rudder, A.","Rudder, A.","Rudd, S.",0.528,1.0,http://www.wikidata.org/entity/Q7605796,Steele Rudd,Rudd,S.,"Rudd, S.",,64818586,0000 0000 8144 9619,,,,,,1868.0,1935.0,,,http://www.wikidata.org/wiki/Q7605796,,,,,,http://adb.anu.edu.au/biography/davis-arthur-hoey-5911
594,5280,Dèspréaux,J.M.,,172,1829.0,1833.0,"Dèspréaux, J.M.","Dèspréaux, J.M.","Vaux, J.H.",0.527,1.0,http://www.wikidata.org/entity/Q6135554,James Hardy Vaux,Vaux,J.H.,"Vaux, J.H.",,30455201,0000 0000 8368 7354,,,,,,1782.0,,,,http://www.wikidata.org/wiki/Q6135554,,,,,,http://adb.anu.edu.au/biography/vaux-james-hardy-2756
436,13067,McBarron,E.J.,,219,1947.0,1978.0,"McBarron, E.J.","McBarron, E.J.","Barron, E.",0.522,1.0,http://www.wikidata.org/entity/Q21537298,Ellen Barron,Barron,E.,"Barron, E.",,,,,,,,P000931b,1875.0,1951.0,,,http://www.wikidata.org/wiki/Q21537298,,,,,http://www.eoas.info/biogs/P000931b,http://adb.anu.edu.au/biography/barron-ellen-5653
819,12794,Martensz,P.N.,,128,1968.0,1978.0,"Martensz, P.N.","Martensz, P.N.","Martens, J.",0.512,1.0,http://www.wikidata.org/entity/Q1691130,Jochen Martens,Martens,J.,"Martens, J.",,85249087,0000 0001 0921 2956,,,,,,1941.0,,,,http://www.wikidata.org/wiki/Q1691130,,,,,,
312,15980,Pitard,C.J.M.,Charles-Joseph Marie,270,1906.0,1912.0,"Pitard, C.J.M.","Pitard, C.J.M.","Pittard, A.",0.511,1.0,http://www.wikidata.org/entity/Q22019246,Alfred Pittard,Pittard,A.,"Pittard, A.",,,,,,,,,1868.0,1950.0,,,http://www.wikidata.org/wiki/Q22019246,,,,,,http://adb.anu.edu.au/biography/pittard-alfred-james-8059
961,7207,Gargurevich,M.,,111,1873.0,1874.0,"Gargurevich, M.","Gargurevich, M.","Gurevich, K.Y.",0.511,1.0,http://www.wikidata.org/entity/Q21393714,Klara Yakovlevna Gurevich,Gurevich,K.Y.,"Gurevich, K.Y.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21393714,,,,,,
521,15654,Peisley,A.B.,Alan,193,1969.0,2001.0,"Peisley, A.B.","Peisley, A.B.","Sisley, J.",0.51,1.0,http://www.wikidata.org/entity/Q21608991,Jean Sisley,Sisley,J.,"Sisley, J.",,,,,39054-1,Sisley,,,1804.0,1891.0,,,http://www.wikidata.org/wiki/Q21608991,,,https://www.ipni.org/a/39054-1,,,
777,18288,Sheedy,E.M.,Elizabeth,135,2009.0,2011.0,"Sheedy, E.M.","Sheedy, E.M.","Sheed, F.",0.508,1.0,http://www.wikidata.org/entity/Q3894117,Frank Sheed,Sheed,F.,"Sheed, F.",,111071282,0000 0001 1804 7307,,,,,,1897.0,1981.0,,,http://www.wikidata.org/wiki/Q3894117,,,,,,http://adb.anu.edu.au/biography/sheed-francis-joseph-15412
856,18107,Seebeck,J.H.,,123,1961.0,1992.0,"Seebeck, J.H.","Seebeck, J.H.","Peck, J.H.",0.507,2.0,http://www.wikidata.org/entity/Q33687906,James H. Peck,Peck,J.H.,"Peck, J.H.",,,,,39691-1,J.H.Peck,,,,,,,http://www.wikidata.org/wiki/Q33687906,,,https://www.ipni.org/a/39691-1,,,
